,group,variable,month,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,TOTALES
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,4,4,2,1,11
SAN BENITO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,5,2,0,0,7
SAN BORJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,16,18,7,3,44
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,6,2,0,1,9
SAN CARLOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,11,12,0,0,23
SAN IGNACIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,17,13,6,1,37
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,28,33,10,8,79
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,2,2,0,0,4
SAN JAVIER(STC),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,7,7,1,0,15
SAN JOAQUIN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,3,3,1,0,7
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,3,10,1,1,15
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,4,3,0,1,8
SAN JULIAN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,23,23,16,10,72
SAN LORENZO(PND),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,1,3,0,0,4
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,8,18,4,0,30
SAN LUCAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,4,9,4,3,20
SAN MATIAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,2,0,1,1,4
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,6,4,3,3,16
SAN PEDRO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,5,8,4,1,18
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,27,38,58,39,162
SAN PEDRO DE CURAHUARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,3,3,0,0,6
SAN PEDRO DE QUEMES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,1,0,0,0,1
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,2,1,7,11,21
SAN PEDRO(PND),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,0,0,2,2,4
SAN RAFAEL,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,2,0,1,3,6
SAN RAMON BENI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,3,1,4,0,8
SAN RAMON SCZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,3,6,0,0,9
SANTA ANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,5,5,0,0,10
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,673,640,238,216,1767
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,14,14,18,27,73
SANTIAGO DE CALLAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,1,0,0,4,5
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,0,1,5,5,11
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,4,3,3,0,10
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,2,0,0,0,2
SANTIVAÑES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,3,1,2,0,6
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,1,2,4,6,13
SAPAHAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,1,0,4,3,8
SENA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,7,2,10,17,36
SHINAOTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,9,5,1,1,16
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,5,4,1,0,10
SIPE SIPE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,11,14,2,1,28
SOPACHUY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,1,0,1,1,3
SORACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,0,2,2,1,5
SORATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,3,6,5,8,22
SUCRE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,91,81,4,3,179
TACACOMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,3,1,17,4,25
TACOBAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,1,5,6,3,15
TACOPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,0,0,1,2,3
TAHUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,1,0,0,0,1
TAPACARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,1,7,15,12,35
TARABUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,3,1,0,0,4
TARACO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,3,0,2,1,6
TARATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,1,3,3,2,9
TARIJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,118,98,5,3,224
TARVITA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,5,5,3,8,21
TEOPONTE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,9,7,2,1,19
TIAWANACU,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,6,2,1,2,11
TINGUIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,4,2,12,12,30
TIPUANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,5,4,0,1,10
TIQUIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,21,22,8,7,58
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,0,0,1,3,4
TITO YUPANQUI (PARQUIPUJIO),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,1,1,2,0,4
TOCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,1,2,0,0,3
TOLATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,1,1,1,0,3
TOLEDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,1,1,6,5,13
TOMAVE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,4,6,9,9,28
TOMINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,2,0,3,4,9
TORO TORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,0,0,16,17,33
TOTORA(CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,3,3,3,5,14
TOTORA(ORR),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,2,0,1,1,4
TRINIDAD,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,21,31,31,4,87
TUPIZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,22,25,24,22,93
TURCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,0,0,0,2,2
UMALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,3,1,3,2,9
UNCIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,7,7,22,12,48
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,3,10,3,5,21
URUBICHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,7,2,0,0,9
UYUNI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,3,6,4,3,16
VACAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,0,0,1,1,2
VALLEGRANDE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,11,8,1,1,21
VIACHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,25,25,15,12,77
VILLA CHARCAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,7,5,3,4,19
VILLA MONTES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,20,17,9,11,57
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,1,5,17,12,35
VILLA RIVERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,4,3,0,0,7
VILLA SERRANO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,6,5,3,1,15
VILLA TUNARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,29,22,4,2,57
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,3,5,3,0,11
VILLAZON,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,41,24,7,7,79
VINTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,16,14,12,8,50
VITICHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,5,0,1,0,6
WALDO BALLIVIAN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,1,1,0,0,2
WARNES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,78,70,7,5,160
YACO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,1,4,2,4,11
YACUIBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,34,39,11,13,97
YAMPARAEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,0,1,0,0,1
YANACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,4,5,4,3,16
YAPACANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,2,4,3,2,11
YOCALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,2,1,2,2,7
YOTALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,1,3,0,0,4
YUNCHARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,0,0,4,2,6
ZUDAÑEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-01-01,2,0,1,0,3
ACACIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,0,0,0,1
ACHACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,5,1,2,7,15
ACHOCALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,4,5,0,0,9
AIQUILE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,2,3,5,6,16
ALALAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,0,0,1,1
ALCALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,3,0,2,1,6
ALTO BENI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,2,6,0,1,9
ANCORAIMES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,2,1,0,2,5
ANDAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,1,2,0,3
ANTEQUERA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,2,1,1,2,6
ANZALDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,2,3,0,5
APOLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,4,4,5,3,16
ARAMPAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,0,2,1,3
ARANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,0,3,1,5
ARBIETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,5,7,7,8,27
ARQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,2,2,8,5,17
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,6,14,0,1,21
ATOCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,4,3,0,0,7
AYATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,0,2,4,7
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,3,3,11,3,20
AZURDUY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,2,2,2,2,8
BATALLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,2,3,2,2,9
BAURES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,1,0,0,1
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,0,0,0,1
BELLA FLOR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,0,1,0,1
BERMEJO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,9,6,1,4,20
BETANZOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,0,1,3,4
BOLIVAR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,0,8,4,13
BOLPEBRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,0,0,1,2
BOYUIBE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,2,0,1,3
BUENA VISTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,9,7,0,1,17
CABEZAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,5,3,2,2,12
CAIROMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,4,1,0,1,6
"CAIZA ""D""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,2,1,0,0,3
CAJUATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,2,0,0,3
CALAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,5,2,0,3,10
CAMARGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,4,2,2,1,9
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,1,0,0,1
CAMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,4,9,0,0,13
CAPINOTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,3,10,9,7,29
CAQUIAVIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,2,4,2,2,10
CARACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,6,4,5,1,16
CARANAVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,22,18,5,5,50
CARAPARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,1,6,3,11
CARIPUYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,0,2,0,2
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,5,1,1,8
CATACORA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,1,1,0,2
CHACARILLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,0,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,5,6,6,3,20
CHAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,3,1,2,1,7
CHARAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,3,2,12,11,28
CHIMORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,8,11,7,10,36
CHIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,0,0,0,1
CHOQUE COTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,5,1,0,1,7
CHUMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,2,0,2,1,5
CKOCHAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,1,1,0,3
CLIZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,8,7,3,3,21
COBIJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,19,14,19,18,70
COCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,3,10,9,11,33
COCHABAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,112,127,17,20,276
COLCAPIRHUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,5,16,3,1,25
"COLCHA ""K""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,5,0,0,1,6
COLOMI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,6,7,1,2,16
COLPA BELGICA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,4,1,0,0,5
COLQUECHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,6,16,15,38
COLQUENCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,1,0,0,2
COLQUIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,2,0,1,2,5
COMANCHE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,2,0,0,2
COMARAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,3,3,0,0,6
COMBAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,0,3,0,3
CONCEPCION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,5,8,6,6,25
COPACABANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,3,1,2,7
CORIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,2,3,0,0,5
CORO CORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,0,1,1,2
COROICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,4,1,1,6
CORQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,3,0,0,3
COTAGAITA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,5,9,3,2,19
COTOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,9,12,0,0,21
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,11,6,3,0,20
CUEVO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,1,1,2,5
CULPINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,2,1,0,1,4
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,4,2,0,3,9
DESAGUADERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,0,0,1,2
EL ALTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,181,186,119,96,582
EL PUENTE(STC),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,5,2,1,0,8
EL PUENTE(TJA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,2,2,1,1,6
EL TORNO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,31,34,4,1,70
EL VILLAR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,3,2,0,0,5
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,5,13,7,7,32
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,25,7,0,0,32
ESCOMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,1,0,0,2
EUCALIPTUS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,2,0,0,2
EXALTACION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,2,0,0,3
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,6,6,0,1,13
FILADELFIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,0,2,0,2
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,6,6,1,1,14
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,1,0,0,2
GUANAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,1,1,3,5
GUAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,1,0,2,4
GUAYARAMERIN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,5,3,1,0,9
GUTIERREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,2,4,0,0,6
HUACARETA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,7,2,0,1,10
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,2,2,1,6
HUANUNI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,4,8,10,6,28
HUARACAJE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,1,1,1,4
HUARINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,0,0,2,2,4
HUATAJATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,1,1,0,0,2
HUAYLLAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-02-01,2,0,0,0,2
