municipality,group,variable,month,Número de personas que recibieron orientación en,TOTAL
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,117,117
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,83,83
SAN CARLOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,121,121
SAN IGNACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,111,111
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,271,271
SAN JAVIER(BNI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,23,23
SAN JAVIER(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,258,258
SAN JOAQUIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,13,13
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,154,154
SAN JUAN DE YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,143,143
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,249,249
SAN LORENZO(PND),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,19,19
SAN LORENZO(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,133,133
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,569,569
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,106,106
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,44,44
SAN PABLO DE LIPEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,5,5
SAN PEDRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,166,166
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,130,130
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,15,15
SAN PEDRO DE QUEMES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,1,1
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,14,14
SAN PEDRO(PND),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,16,16
SAN RAFAEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,106,106
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,19,19
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,50,50
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,77,77
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,6070,6070
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,82,82
SANTA ROSA DEL SARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,174,174
SANTIAGO DE CALLAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,1,1
SANTIAGO DE HUARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,16,16
SANTIAGO DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,15,15
SANTIVAÑES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,35,35
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,25,25
SAPAHAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,20,20
SENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,2,2
SICA SICA (VILLA AROMA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,37,37
SICAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,22,22
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,209,209
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,124,124
SORACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,53,53
SORATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,95,95
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,3580,3580
TACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,7,7
TACACOMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,76,76
TACOBAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,12,12
TACOPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,20,20
TAHUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,1,1
TAPACARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,92,92
TARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,251,251
TARACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,31,31
TARATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,19,19
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,1287,1287
TARVITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,270,270
TEOPONTE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,5,5
TIAWANACU,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,49,49
TINGUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,52,52
TIPUANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,30,30
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,360,360
TIRAQUE (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,143,143
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,1,1
TOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,71,71
TOLATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,18,18
TOLEDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,40,40
TOMAVE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,47,47
TOMINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,173,173
TORO TORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,37,37
TOTORA(CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,51,51
TOTORA(ORR),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,69,69
TRIGAL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,6,6
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,628,628
TUPIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,245,245
TURCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,29,29
UMALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,4,4
UNCIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,150,150
URIONDO (A. CONCEPCION),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,201,201
URUBICHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,73,73
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,102,102
VACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,31,31
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,82,82
VIACHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,117,117
VILA VILA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,11,11
VILLA MONTES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,488,488
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,30,30
VILLA RIVERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,10,10
VILLA SERRANO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,143,143
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,302,302
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,210,210
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,111,111
VINTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,203,203
VITICHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,52,52
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,540,540
YACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,15,15
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,859,859
YAMPARAEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,92,92
YANACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-01-01,6,6
