,group,variable,month,L 21.1 MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,L 21.1 MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
SAN BUENA VENTURA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,18,2,18,2,20
SAN CARLOS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,22,2,22,2,24
SAN IGNACIO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,39,2,39,2,41
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,56,30,56,30,86
SAN JAVIER(STC),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,5,0,5,0,5
SAN JOAQUIN,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,14,0,14,0,14
SAN JOSE DE CHIQUITOS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,1,5,1,5,6
SAN JUAN DE YAPACANI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,69,21,69,21,90
SAN LORENZO(PND),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,4,24,4,24,28
SAN LORENZO(TJA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,31,1,31,1,32
SAN LUCAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,20,14,20,14,34
SAN MATIAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,10,0,10,0,10
SAN MIGUEL DE VELASCO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,13,0,13,0,13
SAN PABLO DE LIPEZ,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,4,4,4,4,8
SAN PEDRO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,5,0,5,0,5
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,19,19,19,19,38
SAN PEDRO DE CURAHUARA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,1,1,1,1,2
SAN PEDRO DE QUEMES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,6,0,6,0,6
SAN PEDRO DE TIQUINA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,10,13,10,13,23
SAN PEDRO(PND),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,2,25,2,25,27
SAN RAFAEL,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,5,0,5,0,5
SAN RAMON BENI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,9,4,9,4,13
SAN RAMON SCZ,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,10,0,10,0,10
SANTA ANA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,22,66,22,66,88
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,2800,357,2800,357,3157
SANTA ROSA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,19,15,19,15,34
SANTA ROSA DEL SARA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,16,4,16,4,20
SANTIAGO DE CALLAPA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,2,1,2,1,3
SANTIAGO DE HUARI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,1,3,1,3,4
SANTIAGO DE HUATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,4,0,4,0,4
SANTIAGO DE MACHACA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,2,1,2,1,3
SANTIVAÑES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,7,8,7,8,15
SANTUARIO DE QUILLACAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,2,0,2,0,2
SAPAHAQUI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,2,2,2,2,4
SENA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,7,3,7,3,10
SHINAOTA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,10,11,10,11,21
SICA SICA (VILLA AROMA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,27,7,27,7,34
SICAYA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,0,3,0,3,3
SIPE SIPE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,40,23,40,23,63
SOPACHUY,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,3,0,3,0,3
SORACACHI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,7,11,7,11,18
SORATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,5,7,5,7,12
SUCRE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,364,27,364,27,391
TACACHI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,4,0,4,0,4
TACACOMA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,4,15,4,15,19
TACOBAMBA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,10,8,10,8,18
TACOPAYA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,15,6,15,6,21
TAPACARI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,39,30,39,30,69
TARABUCO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,7,4,7,4,11
TARACO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,6,2,6,2,8
TARATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,4,0,4,0,4
TARIJA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,386,71,386,71,457
TARVITA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,6,1,6,1,7
TEOPONTE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,10,7,10,7,17
TIAWANACU,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,11,11,11,11,22
TINGUIPAYA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,19,8,19,8,27
TIPUANI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,22,0,22,0,22
TIQUIPAYA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,47,56,47,56,103
TIRAQUE (CBBA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,35,22,35,22,57
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,3,2,3,2,5
TOCO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,1,3,1,3,4
TOLATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,3,17,3,17,20
TOLEDO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,2,0,2,0,2
TOMAVE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,4,8,4,8,12
TOMINA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,3,0,3,0,3
TORO TORO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,6,1,6,1,7
TOTORA(CBBA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,14,10,14,10,24
TOTORA(ORR),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,2,1,2,1,3
TRIGAL,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,1,1,1,1,2
TRINIDAD,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,342,55,342,55,397
TUPIZA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,72,8,72,8,80
TURCO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,3,3,3,3,6
UMALA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,4,3,4,3,7
UNCIA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,9,10,9,10,19
URIONDO (A. CONCEPCION),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,21,0,21,0,21
URUBICHA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,46,13,46,13,59
UYUNI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,12,12,12,12,24
VACAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,11,13,11,13,24
VALLEGRANDE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,24,17,24,17,41
VIACHA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,115,59,115,59,174
VILA VILA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,1,1,1,1,2
VILLA CHARCAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,28,11,28,11,39
VILLA MONTES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,61,0,61,0,61
VILLA NUEVA (LOMA ALTA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,2,12,2,12,14
VILLA RIVERO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,12,12,12,12,24
VILLA SERRANO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,7,0,7,0,7
VILLA TUNARI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,125,78,125,78,203
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,2,7,2,7,9
VILLAZON,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,72,3,72,3,75
VINTO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,151,174,151,174,325
VITICHI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,17,6,17,6,23
WALDO BALLIVIAN,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,2,0,2,0,2
WARNES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,195,10,195,10,205
YACO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,2,13,2,13,15
YACUIBA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,133,0,133,0,133
YAMPARAEZ,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,8,0,8,0,8
YANACACHI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,5,4,5,4,9
YAPACANI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,13,2,13,2,15
YOCALLA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,4,0,4,0,4
YOTALA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,15,1,15,1,16
YUNCHARA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,3,14,3,14,17
ZUDAÑEZ,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-01-01,3,3,3,3,6
ACACIO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,3,1,3,1,4
ACHACACHI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,63,296,63,296,359
ACHOCALLA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,10,6,10,6,16
AIQUILE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,18,3,18,3,21
ALALAY,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,4,6,4,6,10
ALCALA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,8,0,8,0,8
ALTO BENI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,17,0,17,0,17
ANCORAIMES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,13,0,13,0,13
ANDAMARCA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,6,3,6,3,9
ANTEQUERA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,1,3,1,3,4
ANZALDO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,3,34,3,34,37
APOLO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,14,3,14,3,17
ARAMPAMPA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,1,0,1,0,1
ARANI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,8,7,8,7,15
ARBIETO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,10,61,10,61,71
ARQUE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,21,0,21,0,21
ASCENCION DE GUARAYOS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,33,6,33,6,39
ATOCHA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,6,4,6,4,10
AUCAPATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,1,3,1,3,4
AYATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,12,3,12,3,15
AYO AYO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,41,90,41,90,131
AZURDUY,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,14,10,14,10,24
BATALLAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,31,25,31,25,56
BAURES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,4,0,4,0,4
BELEN DE ANDAMARCA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,1,0,1,0,1
BELEN DE URMIRI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,0,3,0,3,3
BELLA FLOR,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,0,7,0,7,7
BERMEJO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,83,54,83,54,137
BETANZOS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,22,9,22,9,31
BOLIVAR,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,6,16,6,16,22
BOYUIBE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,17,0,17,0,17
BUENA VISTA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,9,2,9,2,11
CABEZAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,22,60,22,60,82
CAIROMA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,3,0,3,0,3
"CAIZA ""D""",otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,10,12,10,12,22
CAJUATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,10,5,10,5,15
CALACOTO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,1,51,1,51,52
CALAMARCA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,11,0,11,0,11
CAMARGO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,8,1,8,1,9
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,2,0,2,0,2
CAMIRI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,80,69,80,69,149
CAPINOTA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,20,26,20,26,46
CAQUIAVIRI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,11,0,11,0,11
CARACOLLO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,6,24,6,24,30
CARANAVI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,89,190,89,190,279
CARAPARI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,23,7,23,7,30
CARIPUYO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,2,30,2,30,32
CARMEN RIVERO TORREZ,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,11,1,11,1,12
CHALLAPATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,76,13,76,13,89
CHAQUI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,8,0,8,0,8
CHARAGUA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,12,4,12,4,16
CHARAÑA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,1,9,1,9,10
CHAYANTA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,16,5,16,5,21
CHIMORE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,39,8,39,8,47
CHIPAYA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,2,9,2,9,11
CHUMA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,21,18,21,18,39
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,6,9,6,9,15
CKOCHAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,6,9,6,9,15
CLIZA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,14,28,14,28,42
COBIJA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,136,77,136,77,213
COCAPATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,10,15,10,15,25
COCHABAMBA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,593,445,593,445,1038
COLCAPIRHUA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,50,176,50,176,226
"COLCHA ""K""",otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,18,1,18,1,19
COLLANA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,2,0,2,0,2
COLOMI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,9,34,9,34,43
COLPA BELGICA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,11,0,11,0,11
COLQUECHACA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,29,51,29,51,80
COLQUENCHA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,5,0,5,0,5
COLQUIRI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,23,18,23,18,41
COMANCHE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,4,5,4,5,9
COMARAPA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,12,2,12,2,14
COMBAYA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,0,3,0,3,3
CONCEPCION,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,52,0,52,0,52
COPACABANA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,10,5,10,5,15
CORIPATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,17,5,17,5,22
CORO CORO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,8,1,8,1,9
COROICO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,9,0,9,0,9
CORQUE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,5,6,5,6,11
COTAGAITA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,23,5,23,5,28
COTOCA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,68,7,68,7,75
CUATRO CAÑADAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,17,5,17,5,22
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,3,0,3,0,3
CUEVO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,3,23,3,23,26
CULPINA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,8,15,8,15,23
CURAHUARA DE CARANGAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,1,3,1,3,4
CURVA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,0,3,0,3,3
DESAGUADERO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,5,2,5,2,7
EL ALTO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,1198,165,1198,165,1363
EL CHORO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,4,2,4,2,6
EL PUENTE(STC),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,27,22,27,22,49
EL PUENTE(TJA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,12,82,12,82,94
EL TORNO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,97,16,97,16,113
ENTRE RIOS TRJ,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,48,4,48,4,52
ENTRE RIOS CBBA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,51,32,51,32,83
ESCOMA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,5,1,5,1,6
EUCALIPTUS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,4,0,4,0,4
EUREKA (SANTOS MERCADO),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,3,2,3,2,5
EXALTACION,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,2,1,2,1,3
FERNANDEZ ALONSO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,30,15,30,15,45
FILADELFIA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,0,3,0,3,3
GENERAL SAAVEDRA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,9,9,9,9,18
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-02-01,11,2,11,2,13
