,group,variable,month,L 2111 ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,L 2111 ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTALES,TOTALES,TOTALES
BOYUIBE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,40,0,40,40
CABEZAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,12,155,12,155,167
CAPINOTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,11,18,11,18,29
CARACOLLO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,50,0,50,50
CARAPARI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,60,0,60,60
CHARAGUA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,19,0,19,19
CHARAÑA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,8,0,8,8
CHIMORE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,100,117,100,117,217
CHIPAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,93,0,93,93
CLIZA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,19,54,19,54,73
COCAPATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,3,181,3,181,184
COCHABAMBA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,296,424,296,424,720
COLCAPIRHUA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,44,1141,44,1141,1185
"COLCHA ""K""",otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,15,0,15,0,15
COLOMI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,39,77,39,77,116
COLQUENCHA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,34,0,34,34
COPACABANA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,20,0,20,20
CORIPATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,30,0,30,30
COROICO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,9,0,9,0,9
CORQUE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,1,0,1,0,1
COTOCA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,483,0,483,483
CURAHUARA DE CARANGAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,27,0,27,27
EL ALTO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,190,174,190,174,364
EL PUENTE(TJA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,138,0,138,138
EL TORNO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,40,131,40,131,171
ENTRE RIOS TRJ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,121,0,121,121
ENTRE RIOS CBBA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,48,907,48,907,955
EUREKA (SANTOS MERCADO),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,20,0,20,20
FERNANDEZ ALONSO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,30,0,30,30
GENERAL SAAVEDRA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,20,10,20,10,30
LA ASUNTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,3,110,3,110,113
LA GUARDIA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,605,0,605,605
LA PAZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,324,2892,324,2892,3216
MACHACAMARCA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,51,0,51,51
MALLA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,5,0,5,5
MIZQUE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,19,29,19,29,48
MONTERO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,597,2121,597,2121,2718
MOROCHATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,11,241,11,241,252
OCURI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,78,0,78,78
ORURO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,5,314,5,314,319
PAILON,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,155,1519,155,1519,1674
PALCA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,4,36,4,36,40
PAPEL PAMPA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,3,0,3,3
PUCARANI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,60,0,60,60
PUERTO ACOSTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,22,0,22,22
PUERTO CARABUCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,3,40,3,40,43
PUERTO PEREZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,25,0,25,25
PUERTO VILLARROEL,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,35,50,35,50,85
QUILLACOLLO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,22,605,22,605,627
ROBORE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,3,6,3,6,9
SACABA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,67,35,67,35,102
SALINAS DE GARCI MENDOZA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,10,0,10,10
SAN ANDRES DE MACHACA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,28,0,28,28
SAN ANTONIO DE LOMERIO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,195,0,195,0,195
SAN BENITO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,8,0,8,8
SAN IGNACIO DE VELASCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,322,304,322,304,626
SAN JAVIER(STC),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,30,0,30,30
SAN JULIAN,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,5,60,5,60,65
SAN LUCAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,50,0,50,50
SAN MIGUEL DE VELASCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,232,26,232,26,258
SAN PEDRO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,10,0,10,0,10
SAN PEDRO DE TIQUINA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,149,0,149,149
SAN RAMON SCZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,1434,0,1434,1434
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,2059,1357,2059,1357,3416
SANTA ROSA DEL SARA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,62,0,62,0,62
SANTIAGO DE CALLAPA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,2,0,2,0,2
SANTIVAÑES,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,131,0,131,131
SAPAHAQUI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,223,0,223,223
SHINAOTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,2,126,2,126,128
SICA SICA (VILLA AROMA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,28,0,28,28
SICAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,22,0,22,22
SIPE SIPE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,63,42,63,42,105
SORACACHI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,10,0,10,10
SUCRE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,22,8,22,8,30
TACOPAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,12,0,12,12
TAPACARI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,3,169,3,169,172
TARATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,30,850,30,850,880
TARIJA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,4,10,4,10,14
TIQUIPAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,19,564,19,564,583
TIRAQUE (CBBA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,1,16,1,16,17
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,38,0,38,38
TOLATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,5,64,5,64,69
TOLEDO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,62,0,62,62
TOMINA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,12,0,12,0,12
VACAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,20,361,20,361,381
VALLEGRANDE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,6,0,6,6
VILA VILA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,1,2,1,2,3
VILLA TUNARI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,83,159,83,159,242
VINTO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,109,97,109,97,206
WARNES,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,2884,3460,2884,3460,6344
YAMPARAEZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,10,10,10,10,20
YANACACHI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,8,0,8,8
YAPACANI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,0,104,0,104,104
YOCALLA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-03-01,8,2,8,2,10
ANDAMARCA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,9,0,9,9
ANZALDO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,45,0,45,45
ARBIETO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,92,0,92,92
ARQUE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,1,16,1,16,17
ASCENCION DE GUARAYOS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,1661,0,1661,1661
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,110,0,110,110
BATALLAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,20,0,20,20
BOLIVAR,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,10,0,10,10
CABEZAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,48,0,48,48
CAPINOTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,23,100,23,100,123
CHIMORE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,40,9,40,9,49
CHIPAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,3,34,3,34,37
CLIZA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,7,166,7,166,173
COCAPATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,2,87,2,87,89
COCHABAMBA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,189,585,189,585,774
COLCAPIRHUA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,362,0,362,362
COLOMI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,22,44,22,44,66
COLQUENCHA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,12,0,12,12
COMARAPA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,10,0,10,10
CONCEPCION,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,270,0,270,270
COPACABANA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,31,0,31,31
CORIPATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,67,0,67,67
CORQUE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,3,16,3,16,19
COTOCA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,750,1102,750,1102,1852
CUATRO CAÑADAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,675,0,675,675
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,112,0,112,112
EL ALTO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,141,225,141,225,366
EL PUENTE(TJA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,96,0,96,96
ENTRE RIOS TRJ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,44,0,44,44
ENTRE RIOS CBBA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,12,0,12,12
FERNANDEZ ALONSO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,22,115,22,115,137
IRUPANA (VILLA DE LANZA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,3,3,3,3,6
LA ASUNTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,3,180,3,180,183
LA GUARDIA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,2640,0,2640,2640
LA PAZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,781,1294,781,1294,2075
MACHACAMARCA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,3,0,3,0,3
MIZQUE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,5,1,5,1,6
MONTERO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,127,1005,127,1005,1132
MOROCHATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,1,400,1,400,401
OMEREQUE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,29,0,29,29
PADCAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,10,0,10,0,10
PAILON,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,200,0,200,200
PALOS BLANCOS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,2,48,2,48,50
PAPEL PAMPA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,1,0,1,0,1
PUCARANI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,166,0,166,166
PUERTO ACOSTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,10,0,10,10
PUERTO CARABUCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,30,0,30,30
PUERTO PEREZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,16,0,16,16
PUERTO VILLARROEL,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,58,0,58,0,58
PUNATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,15,0,15,0,15
QUILLACOLLO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,36,134,36,134,170
QUIRUSILLAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,109,0,109,109
SACABA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,59,89,59,89,148
SAN ANTONIO DE LOMERIO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,750,0,750,750
SAN BENITO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,4,38,4,38,42
SAN CARLOS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,249,0,249,0,249
SAN IGNACIO DE VELASCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,158,26,158,26,184
SAN JAVIER(STC),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,555,0,555,555
SAN JULIAN,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,15,0,15,15
SAN LUCAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,20,0,20,20
SAN PEDRO DE TIQUINA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,30,0,30,30
SAN RAFAEL,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,205,226,205,226,431
SAN RAMON SCZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,13,0,13,0,13
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,358,464,358,464,822
SANTA ROSA DEL SARA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,22,0,22,0,22
SANTIVAÑES,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,8,74,8,74,82
SAPAHAQUI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,87,0,87,87
SICA SICA (VILLA AROMA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,4,15,4,15,19
SICAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,2,0,2,0,2
SIPE SIPE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,19,435,19,435,454
TACACHI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,9,0,9,9
TACACOMA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,9,23,9,23,32
TAPACARI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,21,75,21,75,96
TARATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,10,11,10,11,21
TIQUIPAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,82,969,82,969,1051
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,10,0,10,10
TOLATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,2,147,2,147,149
TOLEDO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,5,0,5,5
TORO TORO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,21,0,21,21
URIONDO (A. CONCEPCION),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,26,35,26,35,61
VACAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,48,116,48,116,164
VIACHA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,10,100,10,100,110
VILA VILA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,10,0,10,10
VILLA RIVERO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,5,73,5,73,78
VILLA TUNARI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,82,137,82,137,219
VINTO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,42,831,42,831,873
WARNES,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,10,747,10,747,757
YAPACANI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,90,0,90,90
YOTALA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-04-01,0,406,0,406,406
ACACIO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-05-01,0,70,0,70,70
AIQUILE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-05-01,15,58,15,58,73
ANZALDO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-05-01,0,39,0,39,39
ARQUE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-05-01,0,31,0,31,31
ASCENCION DE GUARAYOS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-05-01,163,426,163,426,589
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-05-01,10,55,10,55,65
BOYUIBE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-05-01,0,264,0,264,264
CAMARGO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-05-01,10,7,10,7,17
CAMIRI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-05-01,0,370,0,370,370
CAPINOTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-05-01,25,97,25,97,122
CARANAVI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-05-01,0,24,0,24,24
