,group,variable,month,L 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,L 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
TIRAQUE (CBBA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,7,14,7,14,21
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,3,0,3,0,3
TOCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,0,1,0,1,1
TOLATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,4,7,4,7,11
TOMAVE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,1,4,1,4,5
TOMINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,2,0,2,0,2
TOTORA(CBBA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,6,6,6,6,12
TOTORA(ORR),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,1,1,1,1,2
TRIGAL,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,1,0,1,0,1
TRINIDAD,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,68,0,68,0,68
TUPIZA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,18,23,18,23,41
TURCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,0,2,0,2,2
UMALA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,1,1,1,1,2
UNCIA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,7,0,7,0,7
URIONDO (A. CONCEPCION),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,12,0,12,0,12
URUBICHA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,12,2,12,2,14
UYUNI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,1,0,1,0,1
VACAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,3,2,3,2,5
VALLEGRANDE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,13,8,13,8,21
VIACHA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,37,2,37,2,39
VILA VILA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,2,2,2,2,4
VILLA CHARCAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,6,5,6,5,11
VILLA MONTES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,16,0,16,0,16
VILLA RIVERO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,6,8,6,8,14
VILLA SERRANO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,1,0,1,0,1
VILLA TUNARI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,33,37,33,37,70
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,1,0,1,0,1
VILLAZON,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,26,9,26,9,35
VINTO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,30,0,30,0,30
WARNES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,77,5,77,5,82
YACO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,2,0,2,0,2
YACUIBA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,31,0,31,0,31
YAMPARAEZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,3,22,3,22,25
YANACACHI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,1,0,1,0,1
YAPACANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,10,4,10,4,14
YOTALA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,7,0,7,0,7
YUNCHARA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,0,6,0,6,6
ZUDAÑEZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-01-01,1,0,1,0,1
ACACIO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,1,0,1,1
ACHACACHI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,5,10,5,10,15
ACHOCALLA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,5,0,5,5
AIQUILE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,4,0,4,0,4
ALCALA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,6,0,6,6
ALTO BENI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,3,1,3,1,4
ANCORAIMES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,3,0,3,0,3
ANDAMARCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,2,1,2,3
ANZALDO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,5,2,5,7
APOLO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,1,2,1,3
ARAMPAMPA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,1,0,1,1
ARANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,3,1,3,4
ARBIETO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,3,17,3,17,20
ARQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,0,2,0,2
ASCENCION DE GUARAYOS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,15,0,15,0,15
ATOCHA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,2,2,2,4
AUCAPATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,2,0,2,2
AYATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,2,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,6,15,6,15,21
BATALLAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,6,16,6,16,22
BAURES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,0,2,0,2
BELEN DE ANDAMARCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,0,1,0,1
BELLA FLOR,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,1,0,1,1
BERMEJO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,14,0,14,0,14
BETANZOS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,3,0,3,0,3
BOLIVAR,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,5,0,5,5
BOYUIBE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,9,3,9,3,12
BUENA VISTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,5,2,5,2,7
CABEZAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,10,6,10,6,16
CAIROMA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,0,1,0,1
"CAIZA ""D""",otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,4,0,4,4
CAJUATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,8,2,8,2,10
CALACOTO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,0,1,0,1
CALAMARCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,0,2,0,2
CAMARGO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,3,1,3,4
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,0,1,0,1
CAMIRI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,18,70,18,70,88
CAPINOTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,3,15,3,15,18
CAQUIAVIRI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,2,1,2,3
CARACOLLO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,3,1,3,4
CARANAVI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,41,60,41,60,101
CARAPARI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,6,2,6,2,8
CARIPUYO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,3,0,3,3
CARMEN RIVERO TORREZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,2,1,2,3
CHARAGUA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,4,8,4,8,12
CHARAÑA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,1,2,1,3
CHAYANTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,0,2,0,2
CHIMORE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,14,2,14,2,16
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,6,1,6,7
CHUMA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,3,0,3,0,3
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,0,1,0,1
CKOCHAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,2,0,2,2
CLIZA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,9,18,9,18,27
COBIJA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,35,18,35,18,53
COCAPATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,1,2,1,3
COCHABAMBA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,234,72,234,72,306
COLCAPIRHUA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,26,71,26,71,97
"COLCHA ""K""",otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,5,0,5,0,5
COLOMI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,10,3,10,3,13
COLPA BELGICA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,1,0,1,1
COLQUECHACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,7,0,7,7
COLQUENCHA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,1,1,1,2
COLQUIRI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,48,0,48,48
COMANCHE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,0,2,0,2
COMARAPA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,8,6,8,6,14
CONCEPCION,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,4,0,4,0,4
COPACABANA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,5,1,5,6
CORIPATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,1,1,1,2
COROICO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,0,2,0,2
COTAGAITA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,6,6,6,6,12
COTOCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,24,8,24,8,32
CUATRO CAÑADAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,1,1,1,2
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,2,1,2,3
CUEVO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,15,2,15,17
CULPINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,1,1,1,2
CURAHUARA DE CARANGAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,2,0,2,2
EL ALTO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,604,63,604,63,667
EL PUENTE(STC),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,37,4,37,4,41
EL PUENTE(TJA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,3,54,3,54,57
EL TORNO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,30,7,30,7,37
ENTRE RIOS TRJ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,8,1,8,1,9
ENTRE RIOS CBBA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,8,5,8,5,13
ESCOMA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,1,1,1,2
EXALTACION,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,0,2,0,2
FERNANDEZ ALONSO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,5,1,5,1,6
FILADELFIA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,4,1,4,5
GENERAL SAAVEDRA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,11,2,11,2,13
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,0,1,0,1
GUANAY,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,22,16,22,16,38
GUAQUI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,1,1,1,2
GUAYARAMERIN,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,18,4,18,4,22
GUTIERREZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,0,2,0,2
HUACARETA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,1,1,1,2
HUANUNI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,7,0,7,0,7
HUARINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,0,1,0,1
ICHOCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,2,2,2,4
ICLA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,3,1,3,4
INCAHUASI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,3,0,3,0,3
INQUISIVI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,17,1,17,18
IXIAMAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,5,1,5,1,6
JESUS DE MACHACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,1,2,1,3
LA ASUNTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,12,6,12,6,18
LA GUARDIA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,58,16,58,16,74
LA PAZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,373,115,373,115,488
LAGUNILLAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,3,6,3,6,9
LAJA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,3,0,3,0,3
LAS CARRERAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,0,1,0,1
LICOMA PAMPA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,1,1,1,2
LLALLAGUA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,3,5,3,5,8
LURIBAY,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,2,2,2,4
MAGDALENA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,7,0,7,0,7
MAIRANA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,0,2,0,2
MAPIRI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,5,0,5,0,5
MECAPACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,2,2,2,4
MINEROS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,23,2,23,2,25
MIZQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,12,4,12,4,16
MOCOMOCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,6,1,6,1,7
MOJINETE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,0,1,0,1
MOJOCOYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,3,0,3,0,3
MONTEAGUDO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,11,3,11,3,14
MONTERO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,205,82,205,82,287
MORO MORO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,12,1,12,13
MOROCHATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,2,1,2,3
NAZACARA DE PACAJES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,1,0,1,1
OCURI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,6,1,6,7
OKINAWA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,3,3,3,3,6
OMEREQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,3,15,3,15,18
ORURO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,141,9,141,9,150
PADCAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,11,4,11,4,15
PADILLA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,1,2,1,3
PAILON,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,127,2,127,129
PALOS BLANCOS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,4,4,4,4,8
PAMPA GRANDE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,4,6,4,6,10
PATACAMAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,8,3,8,3,11
PAZÑA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,3,0,3,0,3
POCOATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,0,2,0,2
POCONA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,6,14,6,14,20
POJO (CBBA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,12,19,12,19,31
POROMA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,6,0,6,0,6
PORONGO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,2,25,2,25,27
PORTACHUELO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,8,0,8,0,8
PORVENIR,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,0,1,0,1
POSTRER VALLE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,0,1,0,1
POTOSI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,64,1,64,1,65
PUCARA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,2,0,2,2
PUCARANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,10,5,10,5,15
PUERTO ACOSTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,3,2,3,2,5
PUERTO CARABUCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,1,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,3,0,3,0,3
PUERTO PEREZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,3,1,3,4
PUERTO QUIJARRO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,5,1,5,6
PUERTO RICO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,4,0,4,0,4
PUERTO SUAREZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,5,0,5,0,5
PUERTO VILLARROEL,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,25,27,25,27,52
PUNA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,6,9,6,9,15
PUNATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,30,1,30,1,31
QUIABAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,32,22,32,22,54
QUIME,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,2,1,2,3
QUIRUSILLAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,5,0,5,5
RAVELO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,1,0,1,1
REYES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,6,0,6,0,6
RIBERALTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,53,9,53,9,62
ROBORE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,13,180,13,180,193
SABAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,0,1,0,1
SACABA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,68,137,68,137,205
SACABAMBA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,0,3,0,3,3
SACACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,3,17,3,17,20
SAIPINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,1,0,1,0,1
SAMAIPATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-02-01,5,19,5,19,24
