,group,variable,month,L 21.5 MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,L 21.5 MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
ICLA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,2,1,2,1,3
IXIAMAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,0,1,0,1
LA ASUNTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,3,3,3,3,6
LA GUARDIA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,13,5,13,5,18
LA PAZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,109,5,109,5,114
LAGUNILLAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,2,0,2,0,2
LAJA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,2,0,2,0,2
LLALLAGUA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,2,1,2,3
MACHARETI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,2,0,2,0,2
MAIRANA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,5,0,5,0,5
MECAPACA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,2,0,2,2
MINEROS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,8,0,8,0,8
MIZQUE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,1,0,1,1
MOJINETE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,2,0,2,0,2
MOJOCOYA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,3,0,3,0,3
MONTEAGUDO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,8,3,8,3,11
MONTERO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,23,1,23,1,24
MORO MORO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,1,0,1,1
MOROCHATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,1,0,1,1
OCURI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,1,0,1,1
OKINAWA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,0,1,0,1
OMEREQUE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,6,1,6,7
ORURO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,20,0,20,0,20
PADCAYA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,1,0,1,1
PAILON,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,69,1,69,70
PALCA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,0,1,0,1
PALOS BLANCOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,6,0,6,6
PATACAMAYA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,0,1,0,1
PELECHUCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,0,1,0,1
POCONA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,3,0,3,3
POJO (CBBA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,2,0,2,2
PORONGO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,6,8,6,8,14
PORTACHUELO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,0,1,0,1
POTOSI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,10,1,10,1,11
PRESTO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,1,1,1,2
PUCARA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,2,1,2,1,3
PUERTO GONZALO MORENO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,2,0,2,0,2
PUERTO PEREZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,1,0,1,1
PUERTO QUIJARRO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,1,0,1,1
PUERTO RICO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,5,1,5,1,6
PUERTO VILLARROEL,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,8,7,8,7,15
PUNA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,13,0,13,13
PUNATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,8,1,8,1,9
QUILLACOLLO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,4,7,4,7,11
QUIME,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,3,7,3,7,10
RAVELO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,12,0,12,0,12
REYES,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,2,0,2,0,2
RIBERALTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,4,6,4,6,10
ROBORE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,11,64,11,64,75
SABAYA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,0,1,0,1
SACABA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,6,43,6,43,49
SACABAMBA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,1,0,1,1
SACACA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,3,0,3,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,2,0,2,0,2
SAMAIPATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,3,4,3,4,7
SAN ANDRES,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,7,3,7,3,10
SAN BENITO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,1,0,1,1
SAN BORJA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,0,1,0,1
SAN BUENA VENTURA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,5,0,5,5
SAN CARLOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,3,0,3,0,3
SAN IGNACIO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,64,2,64,2,66
SAN JAVIER(STC),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,5,4,5,4,9
SAN JUAN DE YAPACANI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,2,0,2,0,2
SAN JULIAN,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,5,1,5,6
SAN LORENZO(TJA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,2,0,2,0,2
SAN LUCAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,1,0,1,1
SAN MATIAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,11,3,11,3,14
SAN MIGUEL DE VELASCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,2,1,2,1,3
SAN PEDRO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,7,0,7,0,7
SAN RAFAEL,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,4,1,4,5
SAN RAMON BENI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,1,0,1,1
SANTA ANA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,139,29,139,29,168
SANTA ROSA DEL SARA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,4,0,4,0,4
SHINAOTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,2,0,2,0,2
SICAYA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,1,0,1,1
SIPE SIPE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,0,1,0,1
SOPACHUY,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,2,0,2,0,2
SORACACHI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,1,0,1,1
SUCRE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,34,4,34,4,38
TAPACARI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,4,2,4,2,6
TARABUCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,1,0,1,1
TARATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,0,1,0,1
TARIJA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,19,2,19,2,21
TARVITA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,4,0,4,4
TIQUIPAYA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,9,1,9,10
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,0,1,0,1
TOCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,1,1,1,2
TOLATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,6,0,6,6
TOTORA(CBBA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,2,1,2,3
TRINIDAD,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,5,0,5,0,5
TUPIZA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,5,2,5,2,7
URUBICHA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,0,1,0,1
VACAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,1,1,1,2
VALLEGRANDE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,6,1,6,1,7
VIACHA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,2,1,2,3
VILLA CHARCAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,1,0,1,1
VILLA MONTES,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,5,2,5,2,7
VILLA RIVERO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,3,0,3,0,3
VILLA TUNARI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,10,18,10,18,28
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,1,1,1,1,2
VILLAZON,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,6,1,6,1,7
VINTO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,7,0,7,0,7
WARNES,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,7,3,7,3,10
YACUIBA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,3,0,3,0,3
YAPACANI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,2,1,2,1,3
YUNCHARA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-02-01,0,1,0,1,1
ACACIO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,1,0,1,1
ACHACACHI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
ALTO BENI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,8,2,8,10
ANDAMARCA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,3,0,3,3
ANZALDO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,4,0,4,4
APOLO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,1,0,1,1
ARAMPAMPA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
ARANI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,4,2,4,6
ARBIETO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,3,2,3,5
ASCENCION DE GUARAYOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,0,2,0,2
ATOCHA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,3,2,3,5
BATALLAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,4,0,4,4
BAURES,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,2,0,2,2
BERMEJO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,3,1,3,4
BETANZOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
BOLIVAR,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,2,0,2,2
BOYUIBE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
BUENA VISTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,6,60,6,60,66
CABEZAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,5,12,5,12,17
CAJUATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
CALACOTO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
CAMARGO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,1,1,1,2
CAMIRI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,53,2,53,55
CAPINOTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
CARANAVI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,9,2,9,2,11
CARAPARI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,3,1,3,1,4
CHALLAPATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
CHARAGUA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,3,24,3,24,27
CHIMORE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,3,2,3,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,3,1,3,4
CKOCHAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,7,0,7,0,7
CLIZA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,3,4,3,4,7
COBIJA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,6,3,6,3,9
COCHABAMBA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,85,174,85,174,259
COLCAPIRHUA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,7,48,7,48,55
"COLCHA ""K""",otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
COLOMI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,6,2,6,2,8
COLPA BELGICA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,0,2,0,2
COLQUIRI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,11,0,11,11
COMANCHE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,0,2,0,2
COMARAPA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,5,2,5,2,7
CONCEPCION,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,22,0,22,22
COPACABANA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,19,0,19,19
COROICO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,9,0,9,0,9
CORQUE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
COTAGAITA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
COTOCA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,1,2,1,3
CUATRO CAÑADAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,6,2,6,8
CUEVO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,9,2,9,11
CULPINA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,1,1,1,2
EL ALTO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,145,16,145,16,161
EL PUENTE(STC),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,6,30,6,30,36
EL PUENTE(TJA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
EL TORNO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,44,33,44,33,77
ENTRE RIOS TRJ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,4,3,4,3,7
ENTRE RIOS CBBA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,4,8,4,8,12
ESCOMA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
EUREKA (SANTOS MERCADO),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,2,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,0,2,0,2
FILADELFIA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,1,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,1,1,1,2
GUANAY,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,1,2,1,3
GUAQUI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,4,1,4,5
GUAYARAMERIN,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,4,0,4,4
HUACARETA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,2,0,2,2
HUACHACALLA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
HUANUNI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,4,1,4,5
ICLA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,1,1,1,2
INGAVI (HUMAITA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,3,0,3,3
JESUS DE MACHACA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,3,0,3,0,3
LA ASUNTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,1,1,1,2
LA GUARDIA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,24,10,24,10,34
LA PAZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,118,21,118,21,139
LAGUNILLAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,1,1,1,2
LAJA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
LLALLAGUA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,1,1,1,2
MACHACAMARCA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,1,0,1,1
MACHARETI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,1,0,1,1
MAGDALENA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,4,0,4,4
MAIRANA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,3,1,3,1,4
MINEROS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,0,1,0,1
MIZQUE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,1,1,1,2
MOCOMOCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,11,0,11,11
MOJOCOYA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,1,0,1,1
MONTEAGUDO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,9,30,9,30,39
MONTERO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,30,3,30,3,33
MORO MORO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,2,1,2,3
MOROCHATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,3,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,1,0,1,1
OCURI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,1,0,1,1
OKINAWA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,3,1,3,1,4
OMEREQUE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,1,2,1,3
ORURO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,27,2,27,2,29
PADCAYA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,2,0,2,0,2
PADILLA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,1,1,1,1,2
PAILON,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,95,0,95,95
PALCA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,1,0,1,1
PALOS BLANCOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-03-01,0,2,0,2,2
