,group,variable,month,L 21.4 MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,L 21.4 MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
BATALLAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,4,0,4,0,4
BERMEJO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,3,0,3,0,3
BETANZOS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,4,0,4,0,4
BOLIVAR,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,5,0,5,5
BOYUIBE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,5,0,5,0,5
BUENA VISTA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,1,2,1,3
CABEZAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,3,1,3,4
CAIROMA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
"CAIZA ""D""",otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,1,0,1,1
CAJUATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
CALAMARCA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,2,2,2,4
CAMARGO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,1,2,1,3
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,4,0,4,0,4
CAMIRI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,6,13,6,13,19
CAPINOTA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,8,2,8,10
CARACOLLO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,3,0,3,3
CARANAVI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,17,25,17,25,42
CARAPARI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,1,2,1,3
CARIPUYO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,5,0,5,5
CHALLAPATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,2,2,2,4
CHARAGUA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,1,1,1,2
CHARAÑA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,2,1,2,3
CHAYANTA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,7,0,7,7
CHIMORE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,6,2,6,2,8
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,4,0,4,4
CHUMA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,1,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
CKOCHAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,1,0,1,1
CLIZA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,4,6,4,6,10
COBIJA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,7,5,7,5,12
COCHABAMBA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,181,40,181,40,221
COLCAPIRHUA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,7,28,7,28,35
COLOMI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,7,0,7,0,7
COLPA BELGICA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,0,2,0,2
COLQUECHACA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,8,0,8,8
COLQUENCHA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,0,2,0,2
COLQUIRI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,5,0,5,0,5
COMANCHE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,0,2,0,2
COMARAPA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,14,3,14,3,17
CONCEPCION,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,2,1,2,3
COPACABANA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,3,0,3,3
CORIPATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,3,0,3,3
CORO CORO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
COROICO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,3,0,3,0,3
COTAGAITA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,2,2,2,4
COTOCA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,7,3,7,3,10
CUATRO CAÑADAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,1,0,1,1
CUEVO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,3,6,3,6,9
CULPINA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,1,0,1,1
CURAHUARA DE CARANGAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
EL ALTO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,225,32,225,32,257
EL CHORO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,2,0,2,2
EL PUENTE(STC),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,7,1,7,1,8
EL PUENTE(TJA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,3,1,3,1,4
EL TORNO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,25,5,25,5,30
ENTRE RIOS TRJ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,11,8,11,8,19
EUREKA (SANTOS MERCADO),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,7,0,7,0,7
FILADELFIA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,1,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,4,0,4,0,4
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
GUANAY,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,3,2,3,2,5
GUAQUI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,1,0,1,1
GUAYARAMERIN,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,3,2,3,2,5
GUTIERREZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,4,0,4,4
HUACARETA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,2,2,2,4
HUAYLLAMARCA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
ICHOCA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,2,0,2,2
INQUISIVI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
IXIAMAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,0,2,0,2
JESUS DE MACHACA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
LA ASUNTA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,2,1,2,3
LA GUARDIA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,26,5,26,5,31
LA PAZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,193,6,193,6,199
LAGUNILLAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,1,2,1,3
LAJA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,3,2,3,5
LAS CARRERAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,4,0,4,0,4
MAIRANA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,8,0,8,0,8
MAPIRI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
MINEROS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,11,0,11,0,11
MIZQUE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,4,3,4,3,7
MOJINETE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
MONTEAGUDO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,4,1,4,1,5
MONTERO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,37,18,37,18,55
MORO MORO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,7,0,7,7
MOROCHATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
NAZACARA DE PACAJES,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,1,1,1,2
OCURI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,2,1,2,3
OKINAWA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,3,1,3,4
OMEREQUE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,5,1,5,6
ORURO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,33,2,33,2,35
PADCAYA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,2,1,2,3
PADILLA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,1,1,1,2
PAILON,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,58,0,58,58
PALOS BLANCOS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,5,2,5,7
PAMPA GRANDE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,2,1,2,3
PAZÑA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
PELECHUCO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
POCOATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,1,0,1,1
POCONA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,9,1,9,10
POJO (CBBA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,4,5,4,5,9
PORONGO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,7,17,7,17,24
PORTACHUELO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
POTOSI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,11,1,11,1,12
PUCARANI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,3,2,3,2,5
PUERTO CARABUCO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,1,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
PUERTO PEREZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
PUERTO QUIJARRO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,1,0,1,1
PUERTO SUAREZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,3,0,3,0,3
PUERTO VILLARROEL,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,12,13,12,13,25
PUNA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,4,1,4,5
PUNATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,17,0,17,0,17
QUILLACOLLO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,12,15,12,15,27
QUIME,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,1,0,1,1
QUIRUSILLAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,3,6,3,6,9
REYES,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,3,0,3,0,3
RIBERALTA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,10,7,10,7,17
ROBORE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,18,158,18,158,176
RURRENABAQUE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,0,2,0,2
SACABA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,20,40,20,40,60
SACABAMBA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,2,0,2,2
SACACA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,2,1,2,3
SAMAIPATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,3,13,3,13,16
SAN ANDRES,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,2,1,2,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,9,2,9,2,11
SAN BENITO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,1,2,1,3
SAN BORJA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,6,3,6,3,9
SAN BUENA VENTURA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,5,2,5,7
SAN CARLOS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,10,1,10,1,11
SAN IGNACIO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,9,2,9,2,11
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,55,4,55,4,59
SAN JAVIER(STC),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,7,1,7,1,8
SAN JUAN DE YAPACANI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,0,2,0,2
SAN JULIAN,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,5,0,5,5
SAN LORENZO(PND),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,1,0,1,1
SAN LORENZO(TJA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,4,4,4,4,8
SAN LUCAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,17,17,17,17,34
SAN MATIAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,12,2,12,2,14
SAN MIGUEL DE VELASCO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,6,0,6,0,6
SAN PEDRO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,3,26,3,26,29
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,5,6,5,6,11
SAN PEDRO DE QUEMES,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
SAN RAFAEL,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,32,0,32,32
SAN RAMON BENI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,335,26,335,26,361
SANTA ROSA DEL SARA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,3,0,3,0,3
SANTIAGO DE HUATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
SANTIVAÑES,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,3,0,3,0,3
SANTUARIO DE QUILLACAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
SHINAOTA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,8,1,8,9
SICAYA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,2,0,2,2
SIPE SIPE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,5,6,5,6,11
SOPACHUY,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,0,2,0,2
SORACACHI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,2,0,2,2
SORATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,2,0,2,2
SUCRE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,41,16,41,16,57
TACACOMA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,3,2,3,5
TAPACARI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,3,3,3,3,6
TARABUCO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,2,0,2,2
TARATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,8,1,8,1,9
TARIJA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,67,7,67,7,74
TARVITA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,3,0,3,3
TIAWANACU,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,1,0,1,1
TIPUANI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
TIQUIPAYA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,9,9,9,9,18
TIRAQUE (CBBA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
TOCO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,2,1,2,3
TOLATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,3,11,3,11,14
TOTORA(CBBA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,4,6,4,6,10
TRIGAL,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,4,0,4,4
TRINIDAD,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,16,0,16,0,16
TUPIZA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,10,4,10,4,14
URIONDO (A. CONCEPCION),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,6,0,6,0,6
URUBICHA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,8,0,8,0,8
VACAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,1,0,1,1
VALLEGRANDE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,4,1,4,1,5
VIACHA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,8,4,8,4,12
VILLA CHARCAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,2,2,2,4
VILLA MONTES,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,9,7,9,7,16
VILLA RIVERO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,3,0,3,3
VILLA TUNARI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,13,17,13,17,30
VILLAZON,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,17,1,17,1,18
VINTO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,7,0,7,0,7
WARNES,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,12,2,12,2,14
YACO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,2,2,2,4
YACUIBA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,7,1,7,1,8
YANACACHI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,0,1,0,1
YAPACANI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,2,0,2,0,2
YOTALA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,1,2,1,2,3
YUNCHARA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,0,4,0,4,4
ZUDAÑEZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-02-01,5,2,5,2,7
ACACIO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-03-01,2,3,2,3,5
ACHACACHI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-03-01,1,2,1,2,3
AIQUILE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-03-01,2,62,2,62,64
ALALAY,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-03-01,0,10,0,10,10
ALTO BENI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-03-01,0,8,0,8,8
ANDAMARCA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-03-01,1,5,1,5,6
ANZALDO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-03-01,4,18,4,18,22
APOLO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-03-01,0,5,0,5,5
ARAMPAMPA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-03-01,1,3,1,3,4
ARANI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-03-01,1,1,1,1,2
ARBIETO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-03-01,3,14,3,14,17
ASCENCION DE GUARAYOS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-03-01,10,0,10,0,10
