municipality,group,variable,month,Píldora: Usuarias Continuas,Píldora: Usuarias Continuas1,Píldora: Usuarias Continuas2,Píldora: Usuarias Continuas3,Píldora: Usuarias Continuas4,TOTAL
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,1,2,0,3
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,4,1,0,5
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,3,1,0,4
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,1,1,1,0,3
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,1,1,0,0,2
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,2,5,1,0,8
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,1,2,1,0,4
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,1,7,3,0,11
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,0,3,0,3
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,1,0,0,1
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,1,2,0,0,3
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,8,63,12,0,83
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,6,0,0,6
TAHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,0,1,0,1
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,0,3,0,3
TARACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,1,1,0,2
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,4,38,8,0,50
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,3,3,0,6
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,2,5,0,7
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,3,3,0,6
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,2,17,3,0,22
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,2,1,0,3
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,2,0,0,2
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,0,2,0,2
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,1,6,0,0,7
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,1,1,1,0,3
TRIGAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,4,0,0,4
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,1,14,10,0,25
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,4,2,0,6
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,3,0,0,3
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,2,1,0,3
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,12,3,0,15
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,4,16,0,20
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,6,3,0,9
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,1,1,0,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,2,6,1,0,9
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,1,15,5,0,21
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,1,0,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,2,1,0,3
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,1,10,5,0,16
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,1,0,0,1
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,4,5,2,0,11
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,3,2,1,6
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,7,43,11,0,61
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,11,1,0,12
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,1,11,7,0,19
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,1,11,2,0,14
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,0,1,0,1
WALDO BALLIVIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,1,1,0,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,3,1,73,33,1,111
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,5,20,8,0,33
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,1,0,0,1
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,1,4,15,6,1,27
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,2,0,0,2
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,0,2,0,2
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,1,3,3,0,7
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-01-01,0,0,1,0,0,1
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,1,0,0,0,1
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,3,3,0,6
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,7,1,0,8
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,2,1,0,3
ALALAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,1,0,0,1
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,4,1,0,5
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,1,6,3,0,10
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,3,1,0,4
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,1,5,1,0,7
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,2,2,0,4
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,5,2,1,0,8
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,1,2,0,3
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,1,10,1,0,12
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,6,9,5,20
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,2,2,0,4
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,9,5,0,14
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,0,2,0,2
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,1,3,2,0,6
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,12,2,0,14
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,1,2,5,1,0,9
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,9,2,0,11
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,0,1,0,1
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,2,5,3,0,10
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,4,15,11,0,30
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,4,20,6,0,30
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,2,2,0,4
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,1,0,0,1
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,1,0,0,1
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,4,2,0,6
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,0,2,0,2
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,2,0,0,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,11,3,0,14
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,1,0,0,1
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,1,0,0,1
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,7,2,0,9
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,13,2,0,15
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,2,0,0,2
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,3,18,7,0,28
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,1,7,7,0,15
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,1,2,0,3
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,2,5,0,7
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,2,3,0,5
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,8,30,6,0,44
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,1,2,0,3
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,4,24,8,0,36
COIPASA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,2,0,0,2
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,2,2,0,4
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,6,1,0,7
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,0,1,0,1
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,1,2,0,3
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,6,4,0,10
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,4,0,0,4
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,2,4,1,7
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,1,1,0,2
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,1,5,2,0,8
COMBAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,0,1,0,1
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,9,3,0,12
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,1,0,0,1
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,1,1,0,0,2
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,0,3,0,3
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,5,3,0,8
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,2,28,11,1,42
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,7,2,0,9
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,2,0,0,2
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,6,1,0,7
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,0,1,0,1
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,1,0,0,1
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,2,0,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,8,137,48,0,193
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,1,15,2,0,18
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,8,6,0,14
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,1,7,29,7,1,45
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,4,1,0,5
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,2,14,6,0,22
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,1,7,2,0,10
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,2,2,1,0,5
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,1,4,1,0,6
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,2,6,1,0,9
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,2,14,3,1,20
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,3,0,0,3
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,0,1,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,3,17,3,0,23
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,1,2,1,0,4
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,11,4,1,16
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,1,0,0,0,1
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2016-02-01,0,0,2,0,0,2
