municipality,group,variable,month,Número de condones entregados,Número de condones entregados1,Número de condones entregados2,Número de condones entregados3,Número de condones entregados4,TOTAL
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,12,12,0,0,24
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,144,0,0,144
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,12,24,36,0,72
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,64,64,0,128
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,24,300,72,0,396
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,29,0,0,29
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,84,156,36,0,276
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,24,12,0,36
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,72,0,0,72
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,12,60,24,0,96
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,12,36,12,0,60
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,36,0,0,36
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,24,12,0,36
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,72,12,0,84
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,24,0,0,24
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,48,12,0,60
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,44,424,1356,721,12,2557
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,12,24,12,0,48
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,60,240,0,0,300
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,24,48,24,0,96
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,24,12,0,36
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,12,0,0,12
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,12,48,12,0,72
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,24,132,12,0,168
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,36,0,0,36
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,13,0,0,13
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,60,48,0,108
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,108,48,0,156
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,12,48,12,0,72
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,12,0,60,48,0,120
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,84,36,24,0,144
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,648,2019,1468,5,4140
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,36,0,0,36
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,36,0,0,36
TAHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,24,0,0,24
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,60,36,0,96
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,0,12,0,12
TARACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,12,24,0,0,36
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,12,24,0,0,36
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,60,580,204,12,856
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,0,48,0,48
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,36,12,0,48
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,12,72,84,0,168
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,48,12,0,60
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,24,0,0,24
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,36,168,60,12,276
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,12,24,0,0,36
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,12,12,0,24
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,0,12,0,12
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,48,0,0,48
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,12,0,0,0,12
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,84,180,60,0,324
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,24,84,72,12,192
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,24,60,36,0,120
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,60,36,24,0,120
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,36,12,0,48
TRIGAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,36,12,0,48
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,336,1596,510,6,2448
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,24,132,300,36,0,492
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,84,36,0,120
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,12,36,0,0,48
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,252,36,0,288
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,12,160,48,0,220
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,24,48,12,0,84
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,24,48,0,0,72
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,12,24,24,0,60
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,36,240,12,0,288
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,48,396,132,26,602
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,0,12,0,12
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,36,36,12,0,84
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,132,156,252,24,564
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,12,24,0,0,36
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,63,36,0,99
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,156,653,117,0,926
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,12,72,36,0,120
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,60,300,132,12,504
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,12,12,75,25,0,124
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,12,12,0,24,0,48
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,1,0,35,24,0,60
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,24,24,0,0,48
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,132,823,145,0,1100
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,0,24,0,0,24
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,48,276,48,0,372
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,12,48,24,0,84
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,24,72,1,0,97
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,20,176,56,0,252
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-01-01,0,24,72,60,0,156
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,24,0,0,24
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,39,12,0,51
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,12,96,60,0,168
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,48,24,0,72
ALALAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,24,0,0,24
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,84,24,12,120
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,12,48,24,0,84
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,36,24,0,60
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,12,36,12,0,60
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,60,0,0,60
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,12,0,0,12
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,24,24,0,48
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,12,72,24,0,108
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,0,12,0,12
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,60,228,72,0,360
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,12,36,36,0,84
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,12,12,12,0,36
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,12,228,84,0,324
AUCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,24,12,0,36
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,36,24,0,60
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,24,12,0,36
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,12,24,156,48,24,264
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,24,24,0,48
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,12,24,12,0,48
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,12,0,0,0,12
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,12,12,0,24
BELEN DE URMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,0,36,0,36
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,24,12,0,0,36
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,352,120,0,472
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,60,12,0,72
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,0,12,12,0,24
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,48,84,36,0,168
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,48,144,12,0,204
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-02-01,0,12,96,12,0,120
