,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES PRIMERA,MENORES DE 6 MESES PRIMERA,TOTALES,TOTALES,TOTALES
TACACOMA,consulta externa,menores de 6 meses,2024-01-01,15,21,4,0,0,0,36,4,40
TACOBAMBA,consulta externa,menores de 6 meses,2024-01-01,8,3,0,0,0,0,11,0,11
TACOPAYA,consulta externa,menores de 6 meses,2024-01-01,5,6,1,0,1,7,11,1,12
TAHUA,consulta externa,menores de 6 meses,2024-01-01,1,1,0,0,0,0,2,0,2
TAPACARI,consulta externa,menores de 6 meses,2024-01-01,42,28,1,1,0,0,70,2,72
TARABUCO,consulta externa,menores de 6 meses,2024-01-01,15,11,3,1,14,19,26,4,30
TARACO,consulta externa,menores de 6 meses,2024-01-01,6,3,1,1,0,0,9,2,11
TARATA,consulta externa,menores de 6 meses,2024-01-01,11,11,7,1,0,0,22,8,30
TARIJA,consulta externa,menores de 6 meses,2024-01-01,888,829,276,259,98,75,1717,535,2252
TARVITA,consulta externa,menores de 6 meses,2024-01-01,49,29,2,0,53,31,78,2,80
TEOPONTE,consulta externa,menores de 6 meses,2024-01-01,10,16,6,11,0,0,26,17,43
TIAHUANACU,consulta externa,menores de 6 meses,2024-01-01,13,13,11,13,0,0,26,24,50
TINGUIPAYA,consulta externa,menores de 6 meses,2024-01-01,16,14,0,0,7,6,30,0,30
TIPUANI,consulta externa,menores de 6 meses,2024-01-01,16,20,1,4,0,0,36,5,41
TIQUIPAYA,consulta externa,menores de 6 meses,2024-01-01,169,201,41,60,0,0,370,101,471
TIRAQUE (CBBA),consulta externa,menores de 6 meses,2024-01-01,25,31,24,34,0,2,56,58,114
TOCO,consulta externa,menores de 6 meses,2024-01-01,11,10,7,8,0,0,21,15,36
TODOS SANTOS,consulta externa,menores de 6 meses,2024-01-01,0,2,0,0,0,0,2,0,2
TOLATA,consulta externa,menores de 6 meses,2024-01-01,20,11,7,8,0,0,31,15,46
TOLEDO,consulta externa,menores de 6 meses,2024-01-01,1,7,0,1,1,10,8,1,9
TOMAVE,consulta externa,menores de 6 meses,2024-01-01,3,7,0,0,0,0,10,0,10
TOMINA,consulta externa,menores de 6 meses,2024-01-01,25,15,1,0,0,0,40,1,41
TORO TORO,consulta externa,menores de 6 meses,2024-01-01,12,14,0,1,0,0,26,1,27
TOTORA(CBBA),consulta externa,menores de 6 meses,2024-01-01,45,35,13,15,0,0,80,28,108
TOTORA(ORR),consulta externa,menores de 6 meses,2024-01-01,6,3,0,0,6,0,9,0,9
TRIGAL,consulta externa,menores de 6 meses,2024-01-01,2,0,0,0,0,0,2,0,2
TRINIDAD,consulta externa,menores de 6 meses,2024-01-01,364,304,59,46,98,100,668,105,773
TUPIZA,consulta externa,menores de 6 meses,2024-01-01,115,88,51,69,52,29,203,120,323
TURCO,consulta externa,menores de 6 meses,2024-01-01,8,2,0,0,1,0,10,0,10
UMALA,consulta externa,menores de 6 meses,2024-01-01,13,6,8,6,0,0,19,14,33
UNCIA,consulta externa,menores de 6 meses,2024-01-01,42,37,6,4,0,0,79,10,89
URIONDO (A. CONCEPCION),consulta externa,menores de 6 meses,2024-01-01,57,73,8,9,32,56,130,17,147
URUBICHA,consulta externa,menores de 6 meses,2024-01-01,0,0,0,0,10,7,0,0,0
UYUNI,consulta externa,menores de 6 meses,2024-01-01,77,69,9,5,6,3,146,14,160
VACAS,consulta externa,menores de 6 meses,2024-01-01,8,8,1,0,0,0,16,1,17
VALLEGRANDE,consulta externa,menores de 6 meses,2024-01-01,35,27,28,20,0,0,62,48,110
VIACHA,consulta externa,menores de 6 meses,2024-01-01,245,201,46,53,14,12,446,99,545
VILA VILA,consulta externa,menores de 6 meses,2024-01-01,8,4,0,0,13,14,12,0,12
VILLA CHARCAS,consulta externa,menores de 6 meses,2024-01-01,24,22,1,0,28,22,46,1,47
VILLA MONTES,consulta externa,menores de 6 meses,2024-01-01,101,100,16,11,16,21,201,27,228
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 6 meses,2024-01-01,8,3,4,1,0,0,11,5,16
VILLA RIVERO,consulta externa,menores de 6 meses,2024-01-01,19,28,3,5,0,0,47,8,55
VILLA SERRANO,consulta externa,menores de 6 meses,2024-01-01,19,11,12,7,0,0,30,19,49
VILLA TUNARI,consulta externa,menores de 6 meses,2024-01-01,443,473,52,60,205,173,916,112,1028
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 6 meses,2024-01-01,25,23,5,2,0,0,48,7,55
VILLAZON,consulta externa,menores de 6 meses,2024-01-01,64,50,12,10,71,52,114,22,136
VINTO,consulta externa,menores de 6 meses,2024-01-01,205,184,65,56,0,0,389,121,510
VITICHI,consulta externa,menores de 6 meses,2024-01-01,9,4,0,0,9,4,13,0,13
WALDO BALLIVIAN,consulta externa,menores de 6 meses,2024-01-01,2,1,0,0,0,0,3,0,3
WARNES,consulta externa,menores de 6 meses,2024-01-01,274,288,56,44,0,0,562,100,662
YACO,consulta externa,menores de 6 meses,2024-01-01,22,11,5,2,0,0,33,7,40
YACUIBA,consulta externa,menores de 6 meses,2024-01-01,263,223,38,37,158,130,486,75,561
YAMPARAEZ,consulta externa,menores de 6 meses,2024-01-01,2,10,2,1,3,12,12,3,15
YANACACHI,consulta externa,menores de 6 meses,2024-01-01,6,5,1,0,0,0,11,1,12
YAPACANI,consulta externa,menores de 6 meses,2024-01-01,166,143,39,34,0,0,309,73,382
YOCALLA,consulta externa,menores de 6 meses,2024-01-01,11,3,0,0,2,4,14,0,14
YOTALA,consulta externa,menores de 6 meses,2024-01-01,18,17,1,1,17,12,35,2,37
YUNCHARA,consulta externa,menores de 6 meses,2024-01-01,10,22,0,1,0,0,32,1,33
YUNGUYO DE LITORAL,consulta externa,menores de 6 meses,2024-01-01,1,0,0,0,1,0,1,0,1
ZUDAÑEZ,consulta externa,menores de 6 meses,2024-01-01,10,17,4,5,0,0,27,9,36
ACACIO,consulta externa,menores de 6 meses,2024-02-01,7,2,0,0,0,0,9,0,9
ACHACACHI,consulta externa,menores de 6 meses,2024-02-01,52,52,12,7,0,0,104,19,123
ACHOCALLA,consulta externa,menores de 6 meses,2024-02-01,26,37,2,4,1,0,63,6,69
AIQUILE,consulta externa,menores de 6 meses,2024-02-01,32,25,53,26,17,15,57,79,136
ALALAY,consulta externa,menores de 6 meses,2024-02-01,3,3,1,0,0,2,6,1,7
ALCALA,consulta externa,menores de 6 meses,2024-02-01,4,4,0,0,0,3,8,0,8
ALTO BENI,consulta externa,menores de 6 meses,2024-02-01,30,35,1,1,0,0,65,2,67
ANCORAIMES,consulta externa,menores de 6 meses,2024-02-01,4,7,2,2,2,2,11,4,15
ANDAMARCA,consulta externa,menores de 6 meses,2024-02-01,2,2,0,0,0,0,4,0,4
ANTEQUERA,consulta externa,menores de 6 meses,2024-02-01,4,1,3,1,0,0,5,4,9
ANZALDO,consulta externa,menores de 6 meses,2024-02-01,3,13,2,4,0,0,16,6,22
APOLO,consulta externa,menores de 6 meses,2024-02-01,39,30,30,19,9,9,69,49,118
ARAMPAMPA,consulta externa,menores de 6 meses,2024-02-01,1,1,0,0,1,1,2,0,2
ARANI,consulta externa,menores de 6 meses,2024-02-01,13,7,6,4,0,0,20,10,30
ARBIETO,consulta externa,menores de 6 meses,2024-02-01,70,49,16,14,0,0,119,30,149
ARQUE,consulta externa,menores de 6 meses,2024-02-01,25,21,0,0,0,0,46,0,46
ASCENCION DE GUARAYOS,consulta externa,menores de 6 meses,2024-02-01,17,14,0,2,21,7,31,2,33
ATOCHA,consulta externa,menores de 6 meses,2024-02-01,37,31,4,1,7,4,68,5,73
AUCAPATA,consulta externa,menores de 6 meses,2024-02-01,13,21,0,0,1,4,34,0,34
AYATA,consulta externa,menores de 6 meses,2024-02-01,13,12,0,0,4,3,25,0,25
AYO AYO,consulta externa,menores de 6 meses,2024-02-01,7,9,6,9,0,0,16,15,31
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,menores de 6 meses,2024-02-01,41,29,6,11,4,2,70,17,87
AZURDUY,consulta externa,menores de 6 meses,2024-02-01,24,26,4,3,2,3,50,7,57
BATALLAS,consulta externa,menores de 6 meses,2024-02-01,12,11,12,5,0,0,23,17,40
BAURES,consulta externa,menores de 6 meses,2024-02-01,1,0,0,0,0,0,1,0,1
BELEN DE ANDAMARCA,consulta externa,menores de 6 meses,2024-02-01,2,1,0,1,0,0,3,1,4
BELEN DE URMIRI,consulta externa,menores de 6 meses,2024-02-01,1,1,0,0,1,0,2,0,2
BELLA FLOR,consulta externa,menores de 6 meses,2024-02-01,4,6,0,2,0,0,10,2,12
BERMEJO,consulta externa,menores de 6 meses,2024-02-01,122,123,16,17,0,3,245,33,278
BETANZOS,consulta externa,menores de 6 meses,2024-02-01,43,31,3,3,0,0,74,6,80
BOLIVAR,consulta externa,menores de 6 meses,2024-02-01,8,8,2,0,0,0,16,2,18
BOLPEBRA,consulta externa,menores de 6 meses,2024-02-01,0,0,1,0,0,0,0,1,1
BOYUIBE,consulta externa,menores de 6 meses,2024-02-01,2,1,0,0,0,0,3,0,3
BUENA VISTA,consulta externa,menores de 6 meses,2024-02-01,12,15,1,0,3,1,27,1,28
CABEZAS,consulta externa,menores de 6 meses,2024-02-01,42,56,1,2,2,1,98,3,101
CAIROMA,consulta externa,menores de 6 meses,2024-02-01,14,11,1,1,0,0,25,2,27
"CAIZA ""D""",consulta externa,menores de 6 meses,2024-02-01,19,16,1,0,0,0,35,1,36
CAJUATA,consulta externa,menores de 6 meses,2024-02-01,21,21,5,1,13,7,42,6,48
CALACOTO,consulta externa,menores de 6 meses,2024-02-01,4,2,0,0,0,0,6,0,6
CALAMARCA,consulta externa,menores de 6 meses,2024-02-01,18,12,0,0,0,0,30,0,30
CAMARGO,consulta externa,menores de 6 meses,2024-02-01,37,33,7,3,0,0,70,10,80
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 6 meses,2024-02-01,3,3,0,0,1,0,6,0,6
CAMIRI,consulta externa,menores de 6 meses,2024-02-01,23,24,3,5,0,0,47,8,55
CAPINOTA,consulta externa,menores de 6 meses,2024-02-01,78,57,15,21,0,0,135,36,171
CAQUIAVIRI,consulta externa,menores de 6 meses,2024-02-01,16,20,4,0,0,0,36,4,40
CARACOLLO,consulta externa,menores de 6 meses,2024-02-01,56,47,5,7,7,11,103,12,115
CARANAVI,consulta externa,menores de 6 meses,2024-02-01,157,133,7,5,5,5,290,12,302
CARAPARI,consulta externa,menores de 6 meses,2024-02-01,33,41,5,4,0,1,74,9,83
CARIPUYO,consulta externa,menores de 6 meses,2024-02-01,6,3,0,0,0,0,9,0,9
CARMEN RIVERO TORREZ,consulta externa,menores de 6 meses,2024-02-01,3,6,1,0,1,0,9,1,10
CATACORA,consulta externa,menores de 6 meses,2024-02-01,5,4,2,2,0,0,9,4,13
CHACARILLA,consulta externa,menores de 6 meses,2024-02-01,3,2,0,0,0,0,5,0,5
CHALLAPATA,consulta externa,menores de 6 meses,2024-02-01,71,71,9,7,14,10,142,16,158
CHAQUI,consulta externa,menores de 6 meses,2024-02-01,4,6,0,0,0,0,10,0,10
CHARAGUA,consulta externa,menores de 6 meses,2024-02-01,64,61,10,7,0,0,125,17,142
CHARAÑA,consulta externa,menores de 6 meses,2024-02-01,0,3,1,4,0,0,3,5,8
CHAYANTA,consulta externa,menores de 6 meses,2024-02-01,20,33,0,0,2,1,53,0,53
CHIMORE,consulta externa,menores de 6 meses,2024-02-01,76,67,17,15,0,0,143,32,175
CHIPAYA,consulta externa,menores de 6 meses,2024-02-01,6,3,0,0,2,1,9,0,9
CHOQUE COTA,consulta externa,menores de 6 meses,2024-02-01,3,0,0,0,0,0,3,0,3
CHUA COCANI,consulta externa,menores de 6 meses,2024-02-01,5,1,6,6,0,0,6,12,18
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 6 meses,2024-02-01,25,25,5,7,8,5,50,12,62
CHUMA,consulta externa,menores de 6 meses,2024-02-01,12,14,1,4,6,17,26,5,31
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,menores de 6 meses,2024-02-01,9,15,0,0,0,0,24,0,24
CKOCHAS,consulta externa,menores de 6 meses,2024-02-01,17,10,0,0,5,4,27,0,27
CLIZA,consulta externa,menores de 6 meses,2024-02-01,90,61,35,26,0,0,151,61,212
COBIJA,consulta externa,menores de 6 meses,2024-02-01,187,130,64,46,0,23,317,110,427
COCAPATA,consulta externa,menores de 6 meses,2024-02-01,62,63,0,2,2,2,125,2,127
COCHABAMBA,consulta externa,menores de 6 meses,2024-02-01,1927,1802,896,880,99,130,3729,1776,5505
COIPASA,consulta externa,menores de 6 meses,2024-02-01,1,0,0,0,0,0,1,0,1
COLCAPIRHUA,consulta externa,menores de 6 meses,2024-02-01,94,103,60,64,0,0,197,124,321
"COLCHA ""K""",consulta externa,menores de 6 meses,2024-02-01,17,19,0,0,2,2,36,0,36
COLLANA,consulta externa,menores de 6 meses,2024-02-01,4,3,0,0,0,0,7,0,7
COLOMI,consulta externa,menores de 6 meses,2024-02-01,48,44,16,12,22,16,92,28,120
COLPA BELGICA,consulta externa,menores de 6 meses,2024-02-01,12,9,2,1,12,9,21,3,24
COLQUECHACA,consulta externa,menores de 6 meses,2024-02-01,36,18,0,0,0,1,54,0,54
COLQUENCHA,consulta externa,menores de 6 meses,2024-02-01,15,25,6,5,0,0,40,11,51
COLQUIRI,consulta externa,menores de 6 meses,2024-02-01,19,19,11,7,12,6,38,18,56
COMANCHE,consulta externa,menores de 6 meses,2024-02-01,2,4,0,0,0,0,6,0,6
COMARAPA,consulta externa,menores de 6 meses,2024-02-01,21,24,0,2,4,6,45,2,47
COMBAYA,consulta externa,menores de 6 meses,2024-02-01,2,2,0,0,0,0,4,0,4
CONCEPCION,consulta externa,menores de 6 meses,2024-02-01,26,23,4,5,5,3,49,9,58
COPACABANA,consulta externa,menores de 6 meses,2024-02-01,12,13,0,1,0,0,25,1,26
CORIPATA,consulta externa,menores de 6 meses,2024-02-01,31,44,4,3,1,1,75,7,82
CORO CORO,consulta externa,menores de 6 meses,2024-02-01,18,18,7,1,0,0,36,8,44
COROICO,consulta externa,menores de 6 meses,2024-02-01,45,31,18,12,14,7,76,30,106
CORQUE,consulta externa,menores de 6 meses,2024-02-01,2,7,1,1,0,0,9,2,11
COTAGAITA,consulta externa,menores de 6 meses,2024-02-01,24,27,1,3,3,8,51,4,55
COTOCA,consulta externa,menores de 6 meses,2024-02-01,89,62,7,6,67,68,151,13,164
CRUZ DE MACHACAMARCA,consulta externa,menores de 6 meses,2024-02-01,0,1,0,0,0,0,1,0,1
CUATRO CAÑADAS,consulta externa,menores de 6 meses,2024-02-01,25,24,5,8,0,0,49,13,62
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 6 meses,2024-02-01,2,1,1,1,0,0,3,2,5
CUEVO,consulta externa,menores de 6 meses,2024-02-01,9,15,7,3,0,0,24,10,34
CULPINA,consulta externa,menores de 6 meses,2024-02-01,15,11,1,0,0,0,26,1,27
CURAHUARA DE CARANGAS,consulta externa,menores de 6 meses,2024-02-01,2,0,1,0,0,0,2,1,3
CURVA,consulta externa,menores de 6 meses,2024-02-01,4,1,0,0,2,0,5,0,5
DESAGUADERO,consulta externa,menores de 6 meses,2024-02-01,8,12,0,5,0,0,20,5,25
EL ALTO,consulta externa,menores de 6 meses,2024-02-01,2483,2341,838,827,260,279,4824,1665,6489
EL CHORO,consulta externa,menores de 6 meses,2024-02-01,0,2,0,0,0,0,2,0,2
EL PUENTE(STC),consulta externa,menores de 6 meses,2024-02-01,20,14,0,0,8,3,34,0,34
EL PUENTE(TJA),consulta externa,menores de 6 meses,2024-02-01,28,22,1,1,10,10,50,2,52
EL TORNO,consulta externa,menores de 6 meses,2024-02-01,174,135,116,110,0,0,309,226,535
EL VILLAR,consulta externa,menores de 6 meses,2024-02-01,5,6,0,0,0,0,11,0,11
ENTRE RIOS TRJ,consulta externa,menores de 6 meses,2024-02-01,43,26,5,1,0,0,69,6,75
ENTRE RIOS CBBA,consulta externa,menores de 6 meses,2024-02-01,107,138,2,3,2,1,245,5,250
ESCOMA,consulta externa,menores de 6 meses,2024-02-01,7,11,0,0,0,0,18,0,18
ESMERALDA,consulta externa,menores de 6 meses,2024-02-01,0,0,0,0,1,0,0,0,0
EUCALIPTUS,consulta externa,menores de 6 meses,2024-02-01,5,5,0,0,3,3,10,0,10
EUREKA (SANTOS MERCADO),consulta externa,menores de 6 meses,2024-02-01,1,0,0,0,0,0,1,0,1
EXALTACION,consulta externa,menores de 6 meses,2024-02-01,4,6,0,0,0,0,10,0,10
FERNANDEZ ALONSO,consulta externa,menores de 6 meses,2024-02-01,39,38,2,4,1,1,77,6,83
FILADELFIA,consulta externa,menores de 6 meses,2024-02-01,6,4,0,1,5,1,10,1,11
GAIOC JATUN AYLLU YURA,consulta externa,menores de 6 meses,2024-02-01,8,5,0,0,0,0,13,0,13
GENERAL SAAVEDRA,consulta externa,menores de 6 meses,2024-02-01,37,43,5,2,0,0,80,7,87
GIA-TIM,consulta externa,menores de 6 meses,2024-02-01,5,7,1,0,2,0,12,1,13
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 6 meses,2024-02-01,9,11,2,3,1,0,20,5,25
GUANAY,consulta externa,menores de 6 meses,2024-02-01,28,25,26,32,0,0,53,58,111
GUAQUI,consulta externa,menores de 6 meses,2024-02-01,4,7,2,2,3,2,11,4,15
GUAYARAMERIN,consulta externa,menores de 6 meses,2024-02-01,94,80,6,9,19,12,174,15,189
GUTIERREZ,consulta externa,menores de 6 meses,2024-02-01,29,36,1,2,0,0,65,3,68
HUACARAJE,consulta externa,menores de 6 meses,2024-02-01,1,1,5,4,0,0,2,9,11
HUACARETA,consulta externa,menores de 6 meses,2024-02-01,8,7,3,3,0,0,15,6,21
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2024-02-01,4,8,2,1,0,0,12,3,15
HUACHACALLA,consulta externa,menores de 6 meses,2024-02-01,1,0,2,2,0,0,1,4,5
HUANUNI,consulta externa,menores de 6 meses,2024-02-01,43,34,20,5,10,12,77,25,102
HUARINA,consulta externa,menores de 6 meses,2024-02-01,5,6,5,2,0,0,11,7,18
HUATAJATA,consulta externa,menores de 6 meses,2024-02-01,3,4,3,4,0,0,7,7,14
HUAYLLAMARCA,consulta externa,menores de 6 meses,2024-02-01,2,3,2,1,0,0,5,3,8
HUMANATA,consulta externa,menores de 6 meses,2024-02-01,3,2,0,2,0,0,5,2,7
ICHOCA,consulta externa,menores de 6 meses,2024-02-01,7,15,6,4,2,3,22,10,32
ICLA,consulta externa,menores de 6 meses,2024-02-01,10,14,2,2,0,0,24,4,28
INCAHUASI,consulta externa,menores de 6 meses,2024-02-01,29,41,0,0,9,12,70,0,70
INGAVI (HUMAITA),consulta externa,menores de 6 meses,2024-02-01,4,3,0,0,0,0,7,0,7
INQUISIVI,consulta externa,menores de 6 meses,2024-02-01,25,18,1,1,1,1,43,2,45
IRUPANA (VILLA DE LANZA),consulta externa,menores de 6 meses,2024-02-01,30,32,3,5,2,0,62,8,70
IXIAMAS,consulta externa,menores de 6 meses,2024-02-01,28,24,3,5,0,0,52,8,60
JESUS DE MACHACA,consulta externa,menores de 6 meses,2024-02-01,12,17,12,9,6,2,29,21,50
LA ASUNTA,consulta externa,menores de 6 meses,2024-02-01,94,81,11,6,55,42,175,17,192
LA GUARDIA,consulta externa,menores de 6 meses,2024-02-01,226,225,127,119,63,37,451,246,697
LA PAZ,consulta externa,menores de 6 meses,2024-02-01,2230,2355,682,736,150,135,4585,1418,6003
LAGUNILLAS,consulta externa,menores de 6 meses,2024-02-01,7,24,4,4,0,0,31,8,39
LAJA,consulta externa,menores de 6 meses,2024-02-01,19,16,3,10,0,0,35,13,48
LAS CARRERAS,consulta externa,menores de 6 meses,2024-02-01,4,4,0,0,0,0,8,0,8
LICOMA PAMPA,consulta externa,menores de 6 meses,2024-02-01,6,4,0,0,0,0,10,0,10
LLALLAGUA,consulta externa,menores de 6 meses,2024-02-01,108,110,11,7,0,0,218,18,236
LLICA,consulta externa,menores de 6 meses,2024-02-01,3,1,0,1,0,0,4,1,5
LORETO,consulta externa,menores de 6 meses,2024-02-01,4,6,5,3,0,0,10,8,18
LURIBAY,consulta externa,menores de 6 meses,2024-02-01,9,9,0,0,0,0,18,0,18
MACHACAMARCA,consulta externa,menores de 6 meses,2024-02-01,3,2,0,1,2,2,5,1,6
MACHARETI,consulta externa,menores de 6 meses,2024-02-01,5,7,0,2,3,5,12,2,14
MAGDALENA,consulta externa,menores de 6 meses,2024-02-01,12,10,0,1,1,3,22,1,23
MAIRANA,consulta externa,menores de 6 meses,2024-02-01,31,18,4,6,0,0,49,10,59
MALLA,consulta externa,menores de 6 meses,2024-02-01,3,2,0,0,0,0,5,0,5
MAPIRI,consulta externa,menores de 6 meses,2024-02-01,33,40,19,7,0,0,73,26,99
MECAPACA,consulta externa,menores de 6 meses,2024-02-01,2,3,0,2,6,6,5,2,7
MINEROS,consulta externa,menores de 6 meses,2024-02-01,18,21,5,9,0,0,39,14,53
MIZQUE,consulta externa,menores de 6 meses,2024-02-01,71,50,15,11,29,25,121,26,147
MOCOMOCO,consulta externa,menores de 6 meses,2024-02-01,8,6,3,5,0,0,14,8,22
MOJINETE,consulta externa,menores de 6 meses,2024-02-01,1,0,0,0,0,0,1,0,1
MOJOCOYA,consulta externa,menores de 6 meses,2024-02-01,5,4,0,1,0,0,9,1,10
MONTEAGUDO,consulta externa,menores de 6 meses,2024-02-01,36,43,10,14,1,1,79,24,103
MONTERO,consulta externa,menores de 6 meses,2024-02-01,581,555,121,125,3,3,1136,246,1382
MORO MORO,consulta externa,menores de 6 meses,2024-02-01,2,1,0,0,0,0,3,0,3
MOROCHATA,consulta externa,menores de 6 meses,2024-02-01,17,8,0,0,1,1,25,0,25
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 6 meses,2024-02-01,1,6,0,0,0,0,7,0,7
NAZACARA DE PACAJES,consulta externa,menores de 6 meses,2024-02-01,1,1,2,0,0,0,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 6 meses,2024-02-01,0,2,0,0,0,0,2,0,2
OCURI,consulta externa,menores de 6 meses,2024-02-01,13,18,0,1,0,1,31,1,32
OKINAWA,consulta externa,menores de 6 meses,2024-02-01,19,15,4,1,0,0,34,5,39
OMEREQUE,consulta externa,menores de 6 meses,2024-02-01,10,9,4,1,0,1,19,5,24
ORURO,consulta externa,menores de 6 meses,2024-02-01,1111,1151,323,374,182,201,2262,697,2959
PADCAYA,consulta externa,menores de 6 meses,2024-02-01,40,49,11,2,20,19,89,13,102
PADILLA,consulta externa,menores de 6 meses,2024-02-01,18,24,1,4,0,0,42,5,47
PAILON,consulta externa,menores de 6 meses,2024-02-01,63,107,9,13,0,0,170,22,192
PALCA,consulta externa,menores de 6 meses,2024-02-01,32,34,5,2,6,6,66,7,73
PALOS BLANCOS,consulta externa,menores de 6 meses,2024-02-01,58,68,6,7,0,2,126,13,139
PAMPA AULLAGAS,consulta externa,menores de 6 meses,2024-02-01,2,2,0,0,0,0,4,0,4
PAMPA GRANDE,consulta externa,menores de 6 meses,2024-02-01,19,12,0,0,0,0,31,0,31
PAPEL PAMPA,consulta externa,menores de 6 meses,2024-02-01,4,5,0,0,0,0,9,0,9
PASORAPA,consulta externa,menores de 6 meses,2024-02-01,4,1,3,4,0,0,5,7,12
PATACAMAYA,consulta externa,menores de 6 meses,2024-02-01,46,54,2,7,0,0,100,9,109
PAZÑA,consulta externa,menores de 6 meses,2024-02-01,2,2,0,0,1,1,4,0,4
PELECHUCO,consulta externa,menores de 6 meses,2024-02-01,16,18,0,5,0,1,34,5,39
POCOATA,consulta externa,menores de 6 meses,2024-02-01,18,24,0,0,0,0,42,0,42
POCONA,consulta externa,menores de 6 meses,2024-02-01,9,8,0,1,0,0,17,1,18
POJO (CBBA),consulta externa,menores de 6 meses,2024-02-01,20,37,1,4,0,0,57,5,62
POOPO,consulta externa,menores de 6 meses,2024-02-01,11,5,2,1,0,0,16,3,19
PORCO,consulta externa,menores de 6 meses,2024-02-01,30,17,0,0,0,1,47,0,47
POROMA,consulta externa,menores de 6 meses,2024-02-01,26,18,0,0,0,1,44,0,44
PORONGO,consulta externa,menores de 6 meses,2024-02-01,22,6,4,1,1,0,28,5,33
PORTACHUELO,consulta externa,menores de 6 meses,2024-02-01,11,8,35,39,1,0,19,74,93
PORVENIR,consulta externa,menores de 6 meses,2024-02-01,4,7,0,1,0,0,11,1,12
POSTRER VALLE,consulta externa,menores de 6 meses,2024-02-01,0,1,1,0,0,0,1,1,2
POTOSI,consulta externa,menores de 6 meses,2024-02-01,861,793,167,160,183,168,1654,327,1981
PRESTO,consulta externa,menores de 6 meses,2024-02-01,16,8,0,0,0,0,24,0,24
PUCARA,consulta externa,menores de 6 meses,2024-02-01,1,3,0,0,0,0,4,0,4
PUCARANI,consulta externa,menores de 6 meses,2024-02-01,42,47,2,3,0,0,89,5,94
PUERTO ACOSTA,consulta externa,menores de 6 meses,2024-02-01,10,6,0,4,1,0,16,4,20
PUERTO CARABUCO,consulta externa,menores de 6 meses,2024-02-01,12,12,2,2,0,0,24,4,28
PUERTO GONZALO MORENO,consulta externa,menores de 6 meses,2024-02-01,21,16,15,14,6,3,37,29,66
PUERTO PEREZ,consulta externa,menores de 6 meses,2024-02-01,12,5,4,1,0,0,17,5,22
PUERTO QUIJARRO,consulta externa,menores de 6 meses,2024-02-01,53,46,0,0,4,6,99,0,99
PUERTO RICO,consulta externa,menores de 6 meses,2024-02-01,16,11,0,0,0,0,27,0,27
PUERTO SILES,consulta externa,menores de 6 meses,2024-02-01,4,4,0,0,0,0,8,0,8
PUERTO SUAREZ,consulta externa,menores de 6 meses,2024-02-01,20,17,2,3,2,2,37,5,42
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2024-02-01,324,325,39,41,2,6,649,80,729
PUNA,consulta externa,menores de 6 meses,2024-02-01,12,16,0,0,7,9,28,0,28
PUNATA,consulta externa,menores de 6 meses,2024-02-01,75,73,70,71,0,0,148,141,289
QUIABAYA,consulta externa,menores de 6 meses,2024-02-01,6,2,2,0,0,0,8,2,10
QUILLACOLLO,consulta externa,menores de 6 meses,2024-02-01,484,515,181,161,5,6,999,342,1341
QUIME,consulta externa,menores de 6 meses,2024-02-01,7,4,0,1,0,0,11,1,12
QUIRUSILLAS,consulta externa,menores de 6 meses,2024-02-01,1,3,0,0,0,0,4,0,4
RAQAYPAMPA(ETA),consulta externa,menores de 6 meses,2024-02-01,12,10,1,0,6,9,22,1,23
RAVELO,consulta externa,menores de 6 meses,2024-02-01,19,23,0,0,0,0,42,0,42
REYES,consulta externa,menores de 6 meses,2024-02-01,24,25,0,0,0,2,49,0,49
RIBERALTA,consulta externa,menores de 6 meses,2024-02-01,420,351,84,93,62,61,771,177,948
ROBORE,consulta externa,menores de 6 meses,2024-02-01,20,16,2,1,17,9,36,3,39
RURRENABAQUE,consulta externa,menores de 6 meses,2024-02-01,37,29,6,2,0,1,66,8,74
