,group,variable,month,PERSONAS DE 5 A 9 AÑOS NUEVO,PERSONAS DE 5 A 9 AÑOS NUEVO,PERSONAS DE 5 A 9 AÑOS REPETIDO,PERSONAS DE 5 A 9 AÑOS REPETIDO,PERSONAS DE 5 A 9 AÑOS PRIMERA,PERSONAS DE 5 A 9 AÑOS PRIMERA,TOTALES,TOTALES,TOTALES
SAN PEDRO DE CURAHUARA,consulta externa,personas de 5 a 9 anos,2024-01-01,41,30,1,0,0,0,71,1,72
SAN PEDRO DE MACHA,consulta externa,personas de 5 a 9 anos,2024-01-01,69,54,0,0,0,0,123,0,123
SAN PEDRO DE QUEMES,consulta externa,personas de 5 a 9 anos,2024-01-01,9,2,1,0,0,0,11,1,12
SAN PEDRO DE TIQUINA,consulta externa,personas de 5 a 9 anos,2024-01-01,32,15,4,3,0,0,47,7,54
SAN PEDRO(PND),consulta externa,personas de 5 a 9 anos,2024-01-01,22,20,1,0,22,20,42,1,43
SAN RAFAEL,consulta externa,personas de 5 a 9 anos,2024-01-01,31,27,5,1,0,0,58,6,64
SAN RAMON BENI,consulta externa,personas de 5 a 9 anos,2024-01-01,34,54,2,7,0,0,88,9,97
SAN RAMON SCZ,consulta externa,personas de 5 a 9 anos,2024-01-01,43,45,0,0,0,0,88,0,88
SANTA ANA,consulta externa,personas de 5 a 9 anos,2024-01-01,73,80,8,6,0,0,153,14,167
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 5 a 9 anos,2024-01-01,6946,6300,1889,1738,1714,1670,13246,3627,16873
SANTA ROSA,consulta externa,personas de 5 a 9 anos,2024-01-01,87,66,2,1,100,59,153,3,156
SANTA ROSA DEL SARA,consulta externa,personas de 5 a 9 anos,2024-01-01,63,69,0,3,77,96,132,3,135
SANTIAGO DE CALLAPA,consulta externa,personas de 5 a 9 anos,2024-01-01,15,21,0,2,0,0,36,2,38
SANTIAGO DE HUARI,consulta externa,personas de 5 a 9 anos,2024-01-01,3,2,2,0,22,23,5,2,7
SANTIAGO DE HUATA,consulta externa,personas de 5 a 9 anos,2024-01-01,16,22,1,6,0,0,38,7,45
SANTIAGO DE MACHACA,consulta externa,personas de 5 a 9 anos,2024-01-01,19,17,1,0,0,0,36,1,37
SANTIVAÑES,consulta externa,personas de 5 a 9 anos,2024-01-01,49,51,3,7,0,0,100,10,110
SANTUARIO DE QUILLACAS,consulta externa,personas de 5 a 9 anos,2024-01-01,6,18,1,2,6,18,24,3,27
SAPAHAQUI,consulta externa,personas de 5 a 9 anos,2024-01-01,33,31,1,0,6,7,64,1,65
SENA,consulta externa,personas de 5 a 9 anos,2024-01-01,53,39,0,0,0,0,92,0,92
SHINAOTA,consulta externa,personas de 5 a 9 anos,2024-01-01,184,200,17,10,205,212,384,27,411
SICA SICA (VILLA AROMA),consulta externa,personas de 5 a 9 anos,2024-01-01,58,69,2,2,1,5,127,4,131
SICAYA,consulta externa,personas de 5 a 9 anos,2024-01-01,10,22,1,0,0,0,32,1,33
SIPE SIPE,consulta externa,personas de 5 a 9 anos,2024-01-01,203,191,67,47,0,0,394,114,508
SOPACHUY,consulta externa,personas de 5 a 9 anos,2024-01-01,31,37,1,2,0,0,68,3,71
SORACACHI,consulta externa,personas de 5 a 9 anos,2024-01-01,37,30,1,2,0,1,67,3,70
SORATA,consulta externa,personas de 5 a 9 anos,2024-01-01,84,68,14,1,0,0,152,15,167
SUCRE,consulta externa,personas de 5 a 9 anos,2024-01-01,2368,2180,441,395,10,11,4548,836,5384
TACACHI,consulta externa,personas de 5 a 9 anos,2024-01-01,5,6,1,0,0,0,11,1,12
TACACOMA,consulta externa,personas de 5 a 9 anos,2024-01-01,51,36,2,2,0,0,87,4,91
TACOBAMBA,consulta externa,personas de 5 a 9 anos,2024-01-01,29,18,0,0,0,0,47,0,47
TACOPAYA,consulta externa,personas de 5 a 9 anos,2024-01-01,13,13,3,0,2,4,26,3,29
TAHUA,consulta externa,personas de 5 a 9 anos,2024-01-01,1,1,0,0,0,0,2,0,2
TAPACARI,consulta externa,personas de 5 a 9 anos,2024-01-01,52,55,0,1,0,0,107,1,108
TARABUCO,consulta externa,personas de 5 a 9 anos,2024-01-01,30,28,0,0,13,12,58,0,58
TARACO,consulta externa,personas de 5 a 9 anos,2024-01-01,11,15,4,6,0,0,26,10,36
TARATA,consulta externa,personas de 5 a 9 anos,2024-01-01,31,26,4,7,0,0,57,11,68
TARIJA,consulta externa,personas de 5 a 9 anos,2024-01-01,1548,1642,353,265,139,130,3190,618,3808
TARVITA,consulta externa,personas de 5 a 9 anos,2024-01-01,49,85,0,4,63,93,134,4,138
TEOPONTE,consulta externa,personas de 5 a 9 anos,2024-01-01,56,60,0,0,0,0,116,0,116
TIAHUANACU,consulta externa,personas de 5 a 9 anos,2024-01-01,41,25,8,10,0,0,66,18,84
TINGUIPAYA,consulta externa,personas de 5 a 9 anos,2024-01-01,51,64,1,0,22,26,115,1,116
TIPUANI,consulta externa,personas de 5 a 9 anos,2024-01-01,45,51,2,0,0,0,96,2,98
TIQUIPAYA,consulta externa,personas de 5 a 9 anos,2024-01-01,347,379,53,41,0,0,726,94,820
TIRAQUE (CBBA),consulta externa,personas de 5 a 9 anos,2024-01-01,51,60,7,17,2,3,111,24,135
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 5 a 9 anos,2024-01-01,7,10,0,0,0,0,17,0,17
TOCO,consulta externa,personas de 5 a 9 anos,2024-01-01,27,42,12,12,0,0,69,24,93
TODOS SANTOS,consulta externa,personas de 5 a 9 anos,2024-01-01,5,2,0,0,0,0,7,0,7
TOLATA,consulta externa,personas de 5 a 9 anos,2024-01-01,21,25,11,11,0,0,46,22,68
TOLEDO,consulta externa,personas de 5 a 9 anos,2024-01-01,15,22,1,0,15,22,37,1,38
TOMAVE,consulta externa,personas de 5 a 9 anos,2024-01-01,24,27,0,0,0,0,51,0,51
TOMINA,consulta externa,personas de 5 a 9 anos,2024-01-01,56,55,2,3,0,0,111,5,116
TORO TORO,consulta externa,personas de 5 a 9 anos,2024-01-01,62,54,0,1,0,0,116,1,117
TOTORA(CBBA),consulta externa,personas de 5 a 9 anos,2024-01-01,36,50,6,4,0,0,86,10,96
TOTORA(ORR),consulta externa,personas de 5 a 9 anos,2024-01-01,17,19,0,0,17,19,36,0,36
TRIGAL,consulta externa,personas de 5 a 9 anos,2024-01-01,15,15,1,0,0,0,30,1,31
TRINIDAD,consulta externa,personas de 5 a 9 anos,2024-01-01,925,807,219,174,333,313,1732,393,2125
TUPIZA,consulta externa,personas de 5 a 9 anos,2024-01-01,290,300,80,55,107,106,590,135,725
TURCO,consulta externa,personas de 5 a 9 anos,2024-01-01,21,23,5,2,0,0,44,7,51
UMALA,consulta externa,personas de 5 a 9 anos,2024-01-01,30,35,5,1,0,0,65,6,71
UNCIA,consulta externa,personas de 5 a 9 anos,2024-01-01,92,123,8,13,0,0,215,21,236
URIONDO (A. CONCEPCION),consulta externa,personas de 5 a 9 anos,2024-01-01,116,105,5,3,63,52,221,8,229
URUBICHA,consulta externa,personas de 5 a 9 anos,2024-01-01,0,0,0,1,25,30,0,1,1
UYUNI,consulta externa,personas de 5 a 9 anos,2024-01-01,165,177,9,7,4,7,342,16,358
VACAS,consulta externa,personas de 5 a 9 anos,2024-01-01,11,20,0,1,0,0,31,1,32
VALLEGRANDE,consulta externa,personas de 5 a 9 anos,2024-01-01,106,119,23,28,0,0,225,51,276
VIACHA,consulta externa,personas de 5 a 9 anos,2024-01-01,343,304,119,100,40,38,647,219,866
VILA VILA,consulta externa,personas de 5 a 9 anos,2024-01-01,22,21,0,0,22,22,43,0,43
VILLA CHARCAS,consulta externa,personas de 5 a 9 anos,2024-01-01,48,38,1,0,52,39,86,1,87
VILLA MONTES,consulta externa,personas de 5 a 9 anos,2024-01-01,412,354,21,9,60,46,766,30,796
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 5 a 9 anos,2024-01-01,17,20,0,0,0,0,37,0,37
VILLA RIVERO,consulta externa,personas de 5 a 9 anos,2024-01-01,20,23,4,1,0,0,43,5,48
VILLA SERRANO,consulta externa,personas de 5 a 9 anos,2024-01-01,58,65,0,1,0,0,123,1,124
VILLA TUNARI,consulta externa,personas de 5 a 9 anos,2024-01-01,829,877,80,68,247,253,1706,148,1854
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 5 a 9 anos,2024-01-01,84,83,3,2,0,0,167,5,172
VILLAZON,consulta externa,personas de 5 a 9 anos,2024-01-01,188,193,19,20,184,179,381,39,420
VINTO,consulta externa,personas de 5 a 9 anos,2024-01-01,255,230,34,46,0,0,485,80,565
VITICHI,consulta externa,personas de 5 a 9 anos,2024-01-01,31,37,0,0,29,34,68,0,68
WALDO BALLIVIAN,consulta externa,personas de 5 a 9 anos,2024-01-01,8,3,1,1,0,0,11,2,13
WARNES,consulta externa,personas de 5 a 9 anos,2024-01-01,838,861,131,107,0,0,1699,238,1937
YACO,consulta externa,personas de 5 a 9 anos,2024-01-01,20,25,0,0,0,0,45,0,45
YACUIBA,consulta externa,personas de 5 a 9 anos,2024-01-01,883,905,170,164,394,417,1788,334,2122
YAMPARAEZ,consulta externa,personas de 5 a 9 anos,2024-01-01,35,25,0,0,28,17,60,0,60
YANACACHI,consulta externa,personas de 5 a 9 anos,2024-01-01,32,34,1,0,0,0,66,1,67
YAPACANI,consulta externa,personas de 5 a 9 anos,2024-01-01,281,289,17,12,0,0,570,29,599
YOCALLA,consulta externa,personas de 5 a 9 anos,2024-01-01,14,16,0,1,3,4,30,1,31
YOTALA,consulta externa,personas de 5 a 9 anos,2024-01-01,65,46,3,1,47,32,111,4,115
YUNCHARA,consulta externa,personas de 5 a 9 anos,2024-01-01,37,41,0,2,0,0,78,2,80
YUNGUYO DE LITORAL,consulta externa,personas de 5 a 9 anos,2024-01-01,4,5,0,0,4,5,9,0,9
ZUDAÑEZ,consulta externa,personas de 5 a 9 anos,2024-01-01,45,54,6,5,0,0,99,11,110
ACACIO,consulta externa,personas de 5 a 9 anos,2024-02-01,5,16,0,0,0,0,21,0,21
ACHACACHI,consulta externa,personas de 5 a 9 anos,2024-02-01,95,90,7,6,0,0,185,13,198
ACHOCALLA,consulta externa,personas de 5 a 9 anos,2024-02-01,76,83,4,7,2,1,159,11,170
AIQUILE,consulta externa,personas de 5 a 9 anos,2024-02-01,94,92,10,8,54,60,186,18,204
ALALAY,consulta externa,personas de 5 a 9 anos,2024-02-01,5,6,0,1,4,5,11,1,12
ALCALA,consulta externa,personas de 5 a 9 anos,2024-02-01,28,18,4,0,17,13,46,4,50
ALTO BENI,consulta externa,personas de 5 a 9 anos,2024-02-01,71,76,1,0,0,0,147,1,148
ANCORAIMES,consulta externa,personas de 5 a 9 anos,2024-02-01,15,22,1,4,3,4,37,5,42
ANDAMARCA,consulta externa,personas de 5 a 9 anos,2024-02-01,12,12,2,0,0,0,24,2,26
ANTEQUERA,consulta externa,personas de 5 a 9 anos,2024-02-01,15,13,0,2,0,0,28,2,30
ANZALDO,consulta externa,personas de 5 a 9 anos,2024-02-01,23,35,1,0,0,0,58,1,59
APOLO,consulta externa,personas de 5 a 9 anos,2024-02-01,67,61,3,3,23,28,128,6,134
ARAMPAMPA,consulta externa,personas de 5 a 9 anos,2024-02-01,10,13,0,0,5,4,23,0,23
ARANI,consulta externa,personas de 5 a 9 anos,2024-02-01,26,21,3,6,0,0,47,9,56
ARBIETO,consulta externa,personas de 5 a 9 anos,2024-02-01,130,93,7,4,0,0,223,11,234
ARQUE,consulta externa,personas de 5 a 9 anos,2024-02-01,48,52,0,0,0,0,100,0,100
ASCENCION DE GUARAYOS,consulta externa,personas de 5 a 9 anos,2024-02-01,44,51,9,3,59,64,95,12,107
ATOCHA,consulta externa,personas de 5 a 9 anos,2024-02-01,100,97,6,7,19,20,197,13,210
AUCAPATA,consulta externa,personas de 5 a 9 anos,2024-02-01,15,23,0,5,6,6,38,5,43
AYATA,consulta externa,personas de 5 a 9 anos,2024-02-01,22,21,1,0,7,10,43,1,44
AYO AYO,consulta externa,personas de 5 a 9 anos,2024-02-01,39,35,6,0,0,0,74,6,80
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 5 a 9 anos,2024-02-01,89,81,10,6,1,2,170,16,186
AZURDUY,consulta externa,personas de 5 a 9 anos,2024-02-01,33,26,5,4,2,8,59,9,68
BATALLAS,consulta externa,personas de 5 a 9 anos,2024-02-01,30,22,7,2,0,0,52,9,61
BAURES,consulta externa,personas de 5 a 9 anos,2024-02-01,79,65,3,0,0,0,144,3,147
BELEN DE ANDAMARCA,consulta externa,personas de 5 a 9 anos,2024-02-01,4,5,0,0,0,0,9,0,9
BELEN DE URMIRI,consulta externa,personas de 5 a 9 anos,2024-02-01,6,2,0,0,2,3,8,0,8
BELLA FLOR,consulta externa,personas de 5 a 9 anos,2024-02-01,23,27,5,1,0,0,50,6,56
BERMEJO,consulta externa,personas de 5 a 9 anos,2024-02-01,333,343,42,25,6,9,676,67,743
BETANZOS,consulta externa,personas de 5 a 9 anos,2024-02-01,102,115,5,6,0,0,217,11,228
BOLIVAR,consulta externa,personas de 5 a 9 anos,2024-02-01,12,6,0,0,0,0,18,0,18
BOLPEBRA,consulta externa,personas de 5 a 9 anos,2024-02-01,21,14,0,0,0,0,35,0,35
BOYUIBE,consulta externa,personas de 5 a 9 anos,2024-02-01,44,59,1,1,0,0,103,2,105
BUENA VISTA,consulta externa,personas de 5 a 9 anos,2024-02-01,48,50,2,0,13,9,98,2,100
CABEZAS,consulta externa,personas de 5 a 9 anos,2024-02-01,174,168,2,5,8,10,342,7,349
CAIROMA,consulta externa,personas de 5 a 9 anos,2024-02-01,44,46,2,0,0,0,90,2,92
"CAIZA ""D""",consulta externa,personas de 5 a 9 anos,2024-02-01,64,74,0,0,0,0,138,0,138
CAJUATA,consulta externa,personas de 5 a 9 anos,2024-02-01,74,52,19,8,10,11,126,27,153
CALACOTO,consulta externa,personas de 5 a 9 anos,2024-02-01,8,14,0,0,0,0,22,0,22
CALAMARCA,consulta externa,personas de 5 a 9 anos,2024-02-01,41,43,3,2,0,0,84,5,89
CAMARGO,consulta externa,personas de 5 a 9 anos,2024-02-01,112,96,7,4,0,0,208,11,219
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 5 a 9 anos,2024-02-01,14,17,0,0,0,0,31,0,31
CAMIRI,consulta externa,personas de 5 a 9 anos,2024-02-01,77,94,24,11,0,1,171,35,206
CAPINOTA,consulta externa,personas de 5 a 9 anos,2024-02-01,119,98,8,5,0,0,217,13,230
CAQUIAVIRI,consulta externa,personas de 5 a 9 anos,2024-02-01,19,16,1,0,0,0,35,1,36
CARACOLLO,consulta externa,personas de 5 a 9 anos,2024-02-01,56,61,9,4,8,6,117,13,130
CARANAVI,consulta externa,personas de 5 a 9 anos,2024-02-01,249,233,94,51,13,30,482,145,627
CARANGAS,consulta externa,personas de 5 a 9 anos,2024-02-01,1,6,0,0,0,0,7,0,7
CARAPARI,consulta externa,personas de 5 a 9 anos,2024-02-01,179,155,5,3,2,1,334,8,342
CARIPUYO,consulta externa,personas de 5 a 9 anos,2024-02-01,24,17,0,0,0,0,41,0,41
CARMEN RIVERO TORREZ,consulta externa,personas de 5 a 9 anos,2024-02-01,38,38,3,2,0,0,76,5,81
CATACORA,consulta externa,personas de 5 a 9 anos,2024-02-01,9,14,0,0,0,0,23,0,23
CHACARILLA,consulta externa,personas de 5 a 9 anos,2024-02-01,9,6,0,0,0,0,15,0,15
CHALLAPATA,consulta externa,personas de 5 a 9 anos,2024-02-01,109,99,8,3,48,40,208,11,219
CHAQUI,consulta externa,personas de 5 a 9 anos,2024-02-01,22,20,1,0,0,0,42,1,43
CHARAGUA,consulta externa,personas de 5 a 9 anos,2024-02-01,270,216,24,11,0,0,486,35,521
CHARAÑA,consulta externa,personas de 5 a 9 anos,2024-02-01,16,13,2,3,0,0,29,5,34
CHAYANTA,consulta externa,personas de 5 a 9 anos,2024-02-01,63,58,2,0,7,6,121,2,123
CHIMORE,consulta externa,personas de 5 a 9 anos,2024-02-01,215,167,19,14,0,0,382,33,415
CHIPAYA,consulta externa,personas de 5 a 9 anos,2024-02-01,9,7,0,0,1,0,16,0,16
CHOQUE COTA,consulta externa,personas de 5 a 9 anos,2024-02-01,4,5,0,0,0,0,9,0,9
CHUA COCANI,consulta externa,personas de 5 a 9 anos,2024-02-01,3,5,0,1,0,0,8,1,9
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 5 a 9 anos,2024-02-01,98,74,9,5,3,2,172,14,186
CHUMA,consulta externa,personas de 5 a 9 anos,2024-02-01,21,39,0,0,20,35,60,0,60
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 5 a 9 anos,2024-02-01,17,40,5,4,0,0,57,9,66
CKOCHAS,consulta externa,personas de 5 a 9 anos,2024-02-01,49,41,0,0,3,1,90,0,90
CLIZA,consulta externa,personas de 5 a 9 anos,2024-02-01,64,60,15,19,0,0,124,34,158
COBIJA,consulta externa,personas de 5 a 9 anos,2024-02-01,480,314,55,62,0,59,794,117,911
COCAPATA,consulta externa,personas de 5 a 9 anos,2024-02-01,64,65,1,0,0,0,129,1,130
COCHABAMBA,consulta externa,personas de 5 a 9 anos,2024-02-01,5415,4987,2019,1736,589,774,10402,3755,14157
COIPASA,consulta externa,personas de 5 a 9 anos,2024-02-01,5,5,0,0,0,0,10,0,10
COLCAPIRHUA,consulta externa,personas de 5 a 9 anos,2024-02-01,279,242,40,61,0,0,521,101,622
"COLCHA ""K""",consulta externa,personas de 5 a 9 anos,2024-02-01,114,74,6,6,24,16,188,12,200
COLLANA,consulta externa,personas de 5 a 9 anos,2024-02-01,13,10,2,3,0,0,23,5,28
COLOMI,consulta externa,personas de 5 a 9 anos,2024-02-01,82,78,8,2,54,48,160,10,170
COLPA BELGICA,consulta externa,personas de 5 a 9 anos,2024-02-01,49,45,3,2,45,39,94,5,99
COLQUECHACA,consulta externa,personas de 5 a 9 anos,2024-02-01,37,53,1,0,2,0,90,1,91
COLQUENCHA,consulta externa,personas de 5 a 9 anos,2024-02-01,47,43,10,2,0,0,90,12,102
COLQUIRI,consulta externa,personas de 5 a 9 anos,2024-02-01,75,70,52,34,25,25,145,86,231
COMANCHE,consulta externa,personas de 5 a 9 anos,2024-02-01,4,6,0,0,0,0,10,0,10
COMARAPA,consulta externa,personas de 5 a 9 anos,2024-02-01,95,93,12,11,4,4,188,23,211
COMBAYA,consulta externa,personas de 5 a 9 anos,2024-02-01,7,11,3,1,0,0,18,4,22
CONCEPCION,consulta externa,personas de 5 a 9 anos,2024-02-01,56,56,5,10,5,3,112,15,127
COPACABANA,consulta externa,personas de 5 a 9 anos,2024-02-01,25,17,1,0,0,0,42,1,43
CORIPATA,consulta externa,personas de 5 a 9 anos,2024-02-01,93,57,7,7,0,0,150,14,164
CORO CORO,consulta externa,personas de 5 a 9 anos,2024-02-01,33,25,4,5,0,0,58,9,67
COROICO,consulta externa,personas de 5 a 9 anos,2024-02-01,89,90,8,5,1,4,179,13,192
CORQUE,consulta externa,personas de 5 a 9 anos,2024-02-01,28,23,0,2,0,0,51,2,53
COTAGAITA,consulta externa,personas de 5 a 9 anos,2024-02-01,180,140,2,6,64,55,320,8,328
COTOCA,consulta externa,personas de 5 a 9 anos,2024-02-01,358,337,30,27,297,267,695,57,752
CRUZ DE MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2024-02-01,2,1,0,0,1,1,3,0,3
CUATRO CAÑADAS,consulta externa,personas de 5 a 9 anos,2024-02-01,103,117,14,7,4,3,220,21,241
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 5 a 9 anos,2024-02-01,2,7,0,0,0,0,9,0,9
CUEVO,consulta externa,personas de 5 a 9 anos,2024-02-01,40,29,0,0,0,0,69,0,69
CULPINA,consulta externa,personas de 5 a 9 anos,2024-02-01,86,70,4,1,0,0,156,5,161
CURAHUARA DE CARANGAS,consulta externa,personas de 5 a 9 anos,2024-02-01,22,9,2,0,19,8,31,2,33
CURVA,consulta externa,personas de 5 a 9 anos,2024-02-01,21,13,1,0,15,10,34,1,35
DESAGUADERO,consulta externa,personas de 5 a 9 anos,2024-02-01,14,13,0,2,0,0,27,2,29
EL ALTO,consulta externa,personas de 5 a 9 anos,2024-02-01,2493,2340,549,457,179,168,4833,1006,5839
EL CHORO,consulta externa,personas de 5 a 9 anos,2024-02-01,15,16,0,0,0,1,31,0,31
EL PUENTE(STC),consulta externa,personas de 5 a 9 anos,2024-02-01,74,98,1,1,17,20,172,2,174
EL PUENTE(TJA),consulta externa,personas de 5 a 9 anos,2024-02-01,125,109,1,3,95,85,234,4,238
EL TORNO,consulta externa,personas de 5 a 9 anos,2024-02-01,489,400,456,547,4,9,889,1003,1892
EL VILLAR,consulta externa,personas de 5 a 9 anos,2024-02-01,32,22,1,0,0,0,54,1,55
ENTRE RIOS TRJ,consulta externa,personas de 5 a 9 anos,2024-02-01,186,176,0,2,0,0,362,2,364
ENTRE RIOS CBBA,consulta externa,personas de 5 a 9 anos,2024-02-01,361,316,14,14,0,0,677,28,705
ESCARA,consulta externa,personas de 5 a 9 anos,2024-02-01,2,3,0,0,0,0,5,0,5
ESCOMA,consulta externa,personas de 5 a 9 anos,2024-02-01,9,15,0,0,0,0,24,0,24
ESMERALDA,consulta externa,personas de 5 a 9 anos,2024-02-01,7,5,0,0,3,1,12,0,12
EUCALIPTUS,consulta externa,personas de 5 a 9 anos,2024-02-01,16,18,0,0,14,12,34,0,34
EUREKA (SANTOS MERCADO),consulta externa,personas de 5 a 9 anos,2024-02-01,19,11,0,0,0,0,30,0,30
EXALTACION,consulta externa,personas de 5 a 9 anos,2024-02-01,40,34,0,0,0,0,74,0,74
FERNANDEZ ALONSO,consulta externa,personas de 5 a 9 anos,2024-02-01,117,101,6,8,0,0,218,14,232
FILADELFIA,consulta externa,personas de 5 a 9 anos,2024-02-01,49,79,0,0,45,65,128,0,128
GAIOC JATUN AYLLU YURA,consulta externa,personas de 5 a 9 anos,2024-02-01,17,21,0,0,2,1,38,0,38
GENERAL SAAVEDRA,consulta externa,personas de 5 a 9 anos,2024-02-01,119,148,1,4,0,0,267,5,272
GIA-TIM,consulta externa,personas de 5 a 9 anos,2024-02-01,44,41,0,1,9,4,85,1,86
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 5 a 9 anos,2024-02-01,40,42,0,0,4,2,82,0,82
GUANAY,consulta externa,personas de 5 a 9 anos,2024-02-01,46,70,20,10,0,0,116,30,146
GUAQUI,consulta externa,personas de 5 a 9 anos,2024-02-01,11,12,0,1,3,5,23,1,24
GUAYARAMERIN,consulta externa,personas de 5 a 9 anos,2024-02-01,271,248,20,39,30,27,519,59,578
GUTIERREZ,consulta externa,personas de 5 a 9 anos,2024-02-01,116,116,0,1,0,0,232,1,233
HUACARAJE,consulta externa,personas de 5 a 9 anos,2024-02-01,30,20,2,0,0,0,50,2,52
HUACARETA,consulta externa,personas de 5 a 9 anos,2024-02-01,49,55,3,7,0,0,104,10,114
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 5 a 9 anos,2024-02-01,20,20,0,0,0,0,40,0,40
HUACHACALLA,consulta externa,personas de 5 a 9 anos,2024-02-01,4,8,0,0,0,0,12,0,12
HUANUNI,consulta externa,personas de 5 a 9 anos,2024-02-01,122,112,44,27,20,21,234,71,305
HUARINA,consulta externa,personas de 5 a 9 anos,2024-02-01,13,16,6,4,0,0,29,10,39
HUATAJATA,consulta externa,personas de 5 a 9 anos,2024-02-01,5,3,2,0,0,0,8,2,10
HUAYLLAMARCA,consulta externa,personas de 5 a 9 anos,2024-02-01,20,17,0,0,0,0,37,0,37
HUMANATA,consulta externa,personas de 5 a 9 anos,2024-02-01,5,7,0,0,0,0,12,0,12
ICHOCA,consulta externa,personas de 5 a 9 anos,2024-02-01,14,11,3,4,0,1,25,7,32
ICLA,consulta externa,personas de 5 a 9 anos,2024-02-01,54,41,0,0,0,0,95,0,95
INCAHUASI,consulta externa,personas de 5 a 9 anos,2024-02-01,57,74,3,0,25,25,131,3,134
INGAVI (HUMAITA),consulta externa,personas de 5 a 9 anos,2024-02-01,23,25,0,0,0,0,48,0,48
INQUISIVI,consulta externa,personas de 5 a 9 anos,2024-02-01,47,50,0,2,12,10,97,2,99
IRUPANA (VILLA DE LANZA),consulta externa,personas de 5 a 9 anos,2024-02-01,80,71,3,4,0,0,151,7,158
IXIAMAS,consulta externa,personas de 5 a 9 anos,2024-02-01,70,76,2,3,0,0,146,5,151
JESUS DE MACHACA,consulta externa,personas de 5 a 9 anos,2024-02-01,37,35,7,6,4,4,72,13,85
LA ASUNTA,consulta externa,personas de 5 a 9 anos,2024-02-01,198,143,3,3,168,113,341,6,347
LA GUARDIA,consulta externa,personas de 5 a 9 anos,2024-02-01,536,516,164,128,41,46,1052,292,1344
LA PAZ,consulta externa,personas de 5 a 9 anos,2024-02-01,4303,4011,1366,1211,788,740,8314,2577,10891
LA RIVERA,consulta externa,personas de 5 a 9 anos,2024-02-01,1,0,0,0,0,0,1,0,1
LAGUNILLAS,consulta externa,personas de 5 a 9 anos,2024-02-01,48,46,2,5,0,0,94,7,101
LAJA,consulta externa,personas de 5 a 9 anos,2024-02-01,52,67,4,13,0,0,119,17,136
LAS CARRERAS,consulta externa,personas de 5 a 9 anos,2024-02-01,33,23,0,1,0,0,56,1,57
LICOMA PAMPA,consulta externa,personas de 5 a 9 anos,2024-02-01,21,18,1,0,0,0,39,1,40
LLALLAGUA,consulta externa,personas de 5 a 9 anos,2024-02-01,222,195,4,5,0,0,417,9,426
LLICA,consulta externa,personas de 5 a 9 anos,2024-02-01,12,15,0,0,0,0,27,0,27
LORETO,consulta externa,personas de 5 a 9 anos,2024-02-01,33,35,5,4,0,0,68,9,77
LURIBAY,consulta externa,personas de 5 a 9 anos,2024-02-01,37,29,1,1,0,0,66,2,68
MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2024-02-01,27,24,1,3,15,18,51,4,55
MACHARETI,consulta externa,personas de 5 a 9 anos,2024-02-01,39,48,0,3,16,24,87,3,90
MAGDALENA,consulta externa,personas de 5 a 9 anos,2024-02-01,64,64,5,3,10,8,128,8,136
MAIRANA,consulta externa,personas de 5 a 9 anos,2024-02-01,84,72,12,9,0,0,156,21,177
MALLA,consulta externa,personas de 5 a 9 anos,2024-02-01,14,8,0,0,0,0,22,0,22
MAPIRI,consulta externa,personas de 5 a 9 anos,2024-02-01,106,85,6,4,0,0,191,10,201
MECAPACA,consulta externa,personas de 5 a 9 anos,2024-02-01,6,9,1,0,0,0,15,1,16
MINEROS,consulta externa,personas de 5 a 9 anos,2024-02-01,81,55,20,21,0,0,136,41,177
MIZQUE,consulta externa,personas de 5 a 9 anos,2024-02-01,142,115,10,4,84,77,257,14,271
MOCOMOCO,consulta externa,personas de 5 a 9 anos,2024-02-01,21,26,1,1,0,0,47,2,49
MOJINETE,consulta externa,personas de 5 a 9 anos,2024-02-01,4,7,0,0,0,0,11,0,11
MOJOCOYA,consulta externa,personas de 5 a 9 anos,2024-02-01,30,47,1,1,0,0,77,2,79
MONTEAGUDO,consulta externa,personas de 5 a 9 anos,2024-02-01,149,141,19,17,5,5,290,36,326
MONTERO,consulta externa,personas de 5 a 9 anos,2024-02-01,741,697,181,180,5,2,1438,361,1799
MORO MORO,consulta externa,personas de 5 a 9 anos,2024-02-01,10,15,2,2,0,0,25,4,29
MOROCHATA,consulta externa,personas de 5 a 9 anos,2024-02-01,24,16,2,0,0,0,40,2,42
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 5 a 9 anos,2024-02-01,37,21,1,22,0,0,58,23,81
