municipality,group,variable,month,Nacidos vivos atendidos por partera capacitada,TOTAL
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,3,3
SAN BENITO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,14,14
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,3,3
SAN JAVIER(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,8,8
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,4,4
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
SANTIVAÑES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,2,2
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,6,6
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,6,6
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,2,2
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,8,8
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,5,5
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,2,2
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,7,7
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,3,3
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,3,3
YACO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-11-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,6,6
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
BAURES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,2,2
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,2,2
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,2,2
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,9,9
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,4,4
CHOQUE COTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,4,4
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,29,29
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
COMARAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
CORIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,13,13
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,2,2
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,2,2
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
LLICA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,2,2
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,7,7
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,2,2
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,11,11
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,2,2
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,3,3
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
PUERTO SUAREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,2,2
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,3,3
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,3,3
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,2,2
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,7,7
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,2,2
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,2,2
SAN BENITO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,7,7
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,2,2
SAN JAVIER(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,4,4
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
SANTIVAÑES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,3,3
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,4,4
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,3,3
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,10,10
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,5,5
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,8,8
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,3,3
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,4,4
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,4,4
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,2,2
YOTALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-12-01,1,1
