municipality,group,variable,month,12.2 Nacidos vivos atendidos por personal de salud,TOTAL
CALACOTO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
CALAMARCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,4,4
CAMARGO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,6,6
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
CAPINOTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,5,5
CAQUIAVIRI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,4,4
CARACOLLO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,4,4
CARANAVI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,2,2
CARAPARI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
CARIPUYO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,6,6
CARMEN RIVERO TORREZ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
CATACORA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,3,3
CHALLAPATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,9,9
CHAQUI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,3,3
CHARAGUA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,8,8
CHARAÑA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,2,2
CHAYANTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,6,6
CHIMORE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,2,2
CHOQUE COTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
CHUA COCANI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,2,2
CHUMA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,2,2
CKOCHAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,18,18
COCAPATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,6,6
"COLCHA ""K""",atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,6,6
COLLANA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,3,3
COLOMI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,7,7
COLQUECHACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,21,21
COLQUENCHA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,7,7
COLQUIRI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,9,9
COMBAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,2,2
CONCEPCION,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
COPACABANA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,3,3
CORO CORO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,6,6
CORQUE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,4,4
COTAGAITA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,9,9
COTOCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,2,2
CUEVO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
CULPINA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,12,12
CURAHUARA DE CARANGAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
DESAGUADERO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
EL ALTO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,5,5
EL CHORO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,7,7
EL PUENTE(TJA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,4,4
EL VILLAR,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,3,3
ENTRE RIOS CBBA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
ESCOMA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,3,3
EUCALIPTUS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,5,5
EXALTACION,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
FILADELFIA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,9,9
GUANAY,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,2,2
GUAQUI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,2,2
GUAYARAMERIN,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,2,2
GUTIERREZ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,9,9
HUACARETA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,3,3
HUANUNI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
HUATAJATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,2,2
HUMANATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,5,5
ICHOCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,3,3
ICLA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,4,4
INCAHUASI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,11,11
INQUISIVI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,6,6
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,3,3
IXIAMAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,4,4
JESUS DE MACHACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,6,6
LA ASUNTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,8,8
LA GUARDIA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,4,4
LAJA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,11,11
LLALLAGUA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,3,3
LORETO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
LURIBAY,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,7,7
MACHARETI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
MAGDALENA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,8,8
MALLA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
MECAPACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,3,3
MIZQUE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,8,8
MOCOMOCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,8,8
MOJOCOYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,2,2
MONTERO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
MOROCHATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,2,2
NAZACARA DE PACAJES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
OCURI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,5,5
OKINAWA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
OMEREQUE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,3,3
ORURO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,6,6
PADCAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,4,4
PADILLA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
PALCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,3,3
PALOS BLANCOS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,5,5
PAMPA AULLAGAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,5,5
PATACAMAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,5,5
PAZÑA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
PELECHUCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,8,8
POCOATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,22,22
POCONA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
POOPO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,2,2
PORCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,4,4
POROMA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,14,14
PORVENIR,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,4,4
POTOSI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,3,3
PRESTO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,6,6
PUCARANI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,17,17
PUERTO ACOSTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,6,6
PUERTO CARABUCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,11,11
PUERTO GONZALO MORENO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,4,4
PUERTO PEREZ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,5,5
PUERTO RICO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
PUERTO SILES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
PUERTO SUAREZ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,5,5
PUNA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,5,5
QUILLACOLLO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,5,5
QUIME,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,2,2
RAVELO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,11,11
REYES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,5,5
RIBERALTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,3,3
ROBORE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
RURRENABAQUE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,2,2
SABAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,3,3
SACABA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,5,5
SACABAMBA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
SACACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,5,5
SAIPINA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
SAMAIPATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,2,2
SAN ANDRES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,6,6
SAN ANDRES DE MACHACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-02-01,6,6
