,group,variable,month,SRP DOSIS ÚNICA,SRP DOSIS ÚNICA,TOTALES,TOTALES,TOTALES
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,2730,131,2730,131,2861
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,1,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,22,6,22,6,28
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,0,6,0,6,6
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,5,4,5,4,9
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,0,5,0,5,5
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,5,0,5,0,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,3,2,3,2,5
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,6,6,6,6,12
SENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,2,2,2,2,4
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,25,4,25,4,29
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,15,15,15,15,30
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,0,3,0,3,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,66,0,66,0,66
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,11,13,11,13,24
SORATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,17,9,17,9,26
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,554,28,554,28,582
TACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,1,2,1,2,3
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,10,3,10,3,13
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,11,2,11,2,13
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,5,3,5,3,8
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,0,1,0,1,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,26,16,26,16,42
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,10,16,10,16,26
TARACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,7,2,7,2,9
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,16,4,16,4,20
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,356,24,356,24,380
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,7,6,7,6,13
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,14,4,14,4,18
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,27,6,27,6,33
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,37,11,37,11,48
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,12,5,12,5,17
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,79,17,79,17,96
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,29,34,29,34,63
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,10,3,10,3,13
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,6,2,6,2,8
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,4,2,4,2,6
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,3,8,3,8,11
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,7,10,7,10,17
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,15,0,15,0,15
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,17,10,17,10,27
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,3,2,3,2,5
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,4,1,4,1,5
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,129,40,129,40,169
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,60,9,60,9,69
TURCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,7,0,7,0,7
UMALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,0,4,0,4,4
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,29,9,29,9,38
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,15,3,15,3,18
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,4,5,4,5,9
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,30,1,30,1,31
VACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,2,20,2,20,22
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,17,5,17,5,22
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,98,13,98,13,111
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,5,4,5,4,9
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,13,7,13,7,20
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,67,24,67,24,91
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,0,1,0,1,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,2,12,2,12,14
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,9,2,9,2,11
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,93,22,93,22,115
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,10,7,10,7,17
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,49,15,49,15,64
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,85,3,85,3,88
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,5,4,5,4,9
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,175,28,175,28,203
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,2,7,2,7,9
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,160,30,160,30,190
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,2,0,2,0,2
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,1,2,1,2,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,76,28,76,28,104
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,8,12,8,12,20
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,1,6,1,6,7
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,3,3,3,3,6
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-01-01,2,10,2,10,12
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,1,1,1,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,41,12,41,12,53
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,8,1,8,1,9
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,24,9,24,9,33
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,0,4,0,4,4
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,2,3,2,3,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,31,1,31,1,32
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,12,7,12,7,19
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,4,1,4,5
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,2,0,2,0,2
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,8,10,8,10,18
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,18,26,18,26,44
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,2,4,2,4,6
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,0,1,0,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,8,18,8,18,26
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,8,0,8,0,8
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,39,8,39,8,47
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,17,7,17,7,24
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,2,9,2,9,11
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,10,8,10,8,18
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,8,4,8,4,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,24,23,24,23,47
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,7,14,7,14,21
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,15,14,15,14,29
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,7,0,7,0,7
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,3,3,3,3,6
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,2,1,2,1,3
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,35,23,35,23,58
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,20,12,20,12,32
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,0,15,0,15,15
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,2,2,2,2,4
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,10,1,10,11
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,8,22,8,22,30
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,30,93,30,93,123
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,10,12,10,12,22
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,11,2,11,2,13
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,15,5,15,5,20
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,4,1,4,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,12,14,12,14,26
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,15,5,15,5,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,1,1,1,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,39,3,39,3,42
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,33,1,33,1,34
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,5,12,5,12,17
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,21,3,21,3,24
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,66,26,66,26,92
CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,0,1,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,4,24,4,24,28
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,16,1,16,17
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,10,1,10,11
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,0,2,0,2,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,1,1,1,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,29,24,29,24,53
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,8,1,8,1,9
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,46,116,46,116,162
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,8,9,8,9,17
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,24,6,24,6,30
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,14,7,14,7,21
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,9,16,9,16,25
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,6,1,6,1,7
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,31,4,31,4,35
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,35,4,35,4,39
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,75,24,75,24,99
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,2,19,2,19,21
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1083,39,1083,39,1122
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,88,1,88,1,89
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,12,4,12,4,16
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,0,2,0,2,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,23,13,23,13,36
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,7,13,7,13,20
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,23,32,23,32,55
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,15,7,15,7,22
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,11,27,11,27,38
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,3,1,3,1,4
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,25,17,25,17,42
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,0,2,0,2,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,47,17,47,17,64
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,13,14,13,14,27
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,14,4,14,4,18
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,5,9,5,9,14
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,13,13,13,13,26
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,3,3,3,3,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,6,13,6,13,19
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,116,16,116,16,132
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,37,53,37,53,90
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,0,1,0,1,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,8,2,8,2,10
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,26,11,26,11,37
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,6,0,6,0,6
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,3,4,3,4,7
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,7,2,7,2,9
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1260,76,1260,76,1336
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,0,8,0,8,8
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,16,4,16,4,20
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,10,3,10,3,13
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,72,19,72,19,91
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,0,1,0,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,15,28,15,28,43
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,34,11,34,11,45
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,3,0,3,0,3
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,0,1,0,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,4,0,4,0,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,0,1,0,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,4,1,4,1,5
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,10,27,10,27,37
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,0,17,0,17,17
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,17,25,17,25,42
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,2,11,2,11,13
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,14,12,14,12,26
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,2,12,2,12,14
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,51,26,51,26,77
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,17,28,17,28,45
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,9,13,9,13,22
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,0,2,0,2,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,2,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,40,6,40,6,46
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,10,10,10,10,20
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,4,2,4,2,6
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,3,0,3,0,3
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,0,1,0,1
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,3,3,3,3,6
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,2,6,2,6,8
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,3,8,3,8,11
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,7,3,7,3,10
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,6,11,6,11,17
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,8,7,8,7,15
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,17,3,17,3,20
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,19,4,19,4,23
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,54,26,54,26,80
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,105,20,105,20,125
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1098,61,1098,61,1159
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,0,1,0,1
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,14,0,14,0,14
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,14,12,14,12,26
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,5,6,5,6,11
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,2,0,2,0,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,33,31,33,31,64
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,3,0,3,0,3
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,8,2,8,2,10
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,3,13,3,13,16
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,6,1,6,1,7
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,4,8,4,8,12
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,3,26,3,26,29
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,13,0,13,0,13
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,2,1,2,1,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,30,14,30,14,44
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,11,10,11,10,21
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,43,25,43,25,68
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,23,21,23,21,44
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,21,9,21,9,30
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,7,1,7,8
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,25,8,25,8,33
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,190,9,190,9,199
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,2,1,2,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,13,1,13,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,0,7,0,7,7
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,5,4,5,4,9
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,3,17,3,17,20
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,43,10,43,10,53
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,0,16,0,16,16
ORURO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,360,11,360,11,371
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,23,10,23,10,33
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,11,4,11,4,15
PAILON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,43,80,43,80,123
PALCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,12,14,12,14,26
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,45,13,45,13,58
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,12,6,12,6,18
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,0,3,0,3,3
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,4,6,4,6,10
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,40,10,40,10,50
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-02-01,7,8,7,8,15
