,group,variable,month,ANTIPOLIOMIELÍTICA 4TA DOSIS,ANTIPOLIOMIELÍTICA 4TA DOSIS,TOTALES,TOTALES,TOTALES
PUNA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,1,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,21,0,21,0,21
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,40,9,40,9,49
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,18,0,18,0,18
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,12,0,12,0,12
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,2,0,2,0,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,11,0,11,0,11
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,63,10,63,10,73
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,6,23,6,23,29
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,2,2,2,2,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,1,4,1,4,5
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,2,3,2,3,5
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,37,3,37,3,40
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,28,0,28,0,28
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,35,7,35,7,42
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,8,0,8,0,8
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,1,8,1,8,9
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,11,3,11,3,14
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,1,7,1,7,8
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,17,8,17,8,25
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,2,0,2,0,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,14,1,14,1,15
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,3,22,3,22,25
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,25,0,25,0,25
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,547,132,547,132,679
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,7,0,7,0,7
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,9,4,9,4,13
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,2,0,2,0,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,0,2,0,2,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,0,7,0,7,7
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,4,0,4,0,4
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,0,7,0,7,7
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,156,33,156,33,189
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,7,4,7,4,11
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,1,8,1,8,9
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,4,1,4,1,5
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,11,5,11,5,16
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,191,12,191,12,203
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,4,10,4,10,14
TOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,9,8,9,8,17
TOLATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,12,2,12,2,14
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,12,0,12,0,12
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,9,11,9,11,20
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,46,10,46,10,56
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,11,1,11,1,12
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,10,0,10,0,10
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,6,0,6,0,6
VACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,0,10,0,10,10
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,16,1,16,1,17
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,4,0,4,0,4
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,2,3,2,3,5
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,4,0,4,0,4
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,57,29,57,29,86
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,5,0,5,0,5
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,7,5,7,5,12
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,4,0,4,0,4
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,28,1,28,1,29
VITICHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,80,13,80,13,93
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,46,17,46,17,63
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,2,0,2,0,2
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,1,6,1,6,7
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-02-01,0,1,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,2,0,2,0,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,16,7,16,7,23
ALCALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,9,6,9,6,15
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,1,10,1,10,11
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,2,0,2,0,2
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,0,4,0,4,4
APOLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,0,2,0,2,2
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,14,15,14,15,29
ARQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,1,8,1,8,9
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,1,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,3,6,3,6,9
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,4,10,4,10,14
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,2,0,2,0,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,32,32,32,32,64
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,2,2,2,2,4
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,0,5,0,5,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,2,0,2,0,2
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,2,0,2,0,2
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,1,0,1,0,1
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,36,9,36,9,45
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,6,6,6,6,12
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,25,0,25,0,25
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,12,6,12,6,18
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,1,4,1,4,5
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,8,3,8,3,11
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,0,2,0,2,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,3,0,3,0,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,2,0,2,0,2
CLIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,21,9,21,9,30
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,48,17,48,17,65
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,8,14,8,14,22
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,295,1,295,1,296
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,3,0,3,0,3
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,2,0,2,0,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,27,1,27,1,28
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,22,0,22,0,22
COMBAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,0,2,0,2,2
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,0,1,0,1,1
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,2,0,2,0,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,6,9,6,9,15
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,21,13,21,13,34
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,0,1,0,1,1
CULPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,4,2,4,2,6
CURVA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,3,2,3,2,5
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,240,14,240,14,254
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,6,0,6,0,6
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,11,3,11,3,14
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,90,6,90,6,96
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,6,4,6,4,10
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,14,23,14,23,37
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,63,15,63,15,78
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,3,10,3,10,13
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,44,6,44,6,50
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,9,7,9,7,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,6,3,6,3,9
ICLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,35,52,35,52,87
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,30,41,30,41,71
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,7,0,7,0,7
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,11,1,11,1,12
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,31,0,31,0,31
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,152,2,152,2,154
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,1,0,1,0,1
LAJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,2,1,2,1,3
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,0,3,0,3,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,15,43,15,43,58
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,7,0,7,0,7
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,7,12,7,12,19
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,14,0,14,0,14
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,5,24,5,24,29
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,49,9,49,9,58
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,101,0,101,0,101
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,7,0,7,0,7
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,0,1,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,12,1,12,1,13
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,3,8,3,8,11
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,255,7,255,7,262
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,15,0,15,0,15
PADILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,13,7,13,7,20
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,6,32,6,32,38
PALCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,0,2,0,2,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,1,0,1,0,1
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,3,2,3,2,5
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,6,9,6,9,15
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,1,1,1,1,2
POROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,57,76,57,76,133
PORONGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,1,0,1,0,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,4,6,4,6,10
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,45,5,45,5,50
PRESTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,5,16,5,16,21
PUCARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,0,1,0,1,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,0,52,0,52,52
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,15,4,15,4,19
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,27,10,27,10,37
PUNA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,2,0,2,0,2
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,11,0,11,0,11
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,68,11,68,11,79
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,3,0,3,0,3
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,10,0,10,0,10
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,9,1,9,1,10
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,33,5,33,5,38
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,17,1,17,1,18
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,76,17,76,17,93
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,0,2,0,2,2
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,0,6,0,6,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,3,2,3,2,5
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,6,0,6,0,6
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,6,3,6,3,9
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,44,29,44,29,73
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,30,15,30,15,45
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,20,0,20,0,20
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,14,0,14,0,14
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,4,2,4,2,6
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,10,5,10,5,15
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,16,17,16,17,33
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,17,12,17,12,29
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,5,0,5,0,5
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,2,0,2,0,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,12,4,12,4,16
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,2,6,2,6,8
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,13,13,13,13,26
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,588,122,588,122,710
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,1,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,9,1,9,1,10
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,3,2,3,2,5
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,18,0,18,0,18
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,6,0,6,0,6
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,1,2,1,2,3
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,0,4,0,4,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,200,103,200,103,303
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,2,3,2,3,5
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,5,1,5,1,6
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,1,4,1,4,5
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,5,13,5,13,18
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,5,2,5,2,7
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,199,31,199,31,230
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,33,23,33,23,56
TOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,5,4,5,4,9
TOLATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,8,3,8,3,11
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,9,9,9,9,18
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,18,8,18,8,26
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,57,6,57,6,63
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,23,0,23,0,23
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,15,0,15,0,15
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,5,0,5,0,5
VACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,0,4,0,4,4
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,24,0,24,0,24
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,6,8,6,8,14
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-03-01,5,7,5,7,12
