,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS,ANTIPOLIOMIELÍTICA 1RA DOSIS,TOTALES,TOTALES,TOTALES
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,0,2,0,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,7,0,7,0,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,1,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,11,0,11,11
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,3,1,3,4
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,4,2,4,6
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,0,2,0,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,1,1,1,2
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,315,38,315,38,353
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,4,0,4,0,4
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,3,0,3,0,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,16,4,16,4,20
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,8,0,8,0,8
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,2,2,2,4
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,5,7,5,7,12
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,12,1,12,1,13
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,1,0,1,1
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,4,0,4,4
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,7,9,7,9,16
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,20,1,20,1,21
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,4,0,4,0,4
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,7,0,7,7
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,2,1,2,3
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,20,0,20,20
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,16,1,16,1,17
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,3,0,3,0,3
UMALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,3,0,3,3
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,2,2,2,4
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,12,0,12,12
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,26,0,26,0,26
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,15,2,15,2,17
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,16,0,16,0,16
VITICHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,1,0,1,1
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,0,1,0,1
ACACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,15,2,15,17
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,5,3,5,3,8
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,1,0,1,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,5,6,5,6,11
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,0,2,0,2
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,1,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,6,2,6,8
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,3,0,3,3
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,3,0,3,0,3
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,5,0,5,0,5
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,9,2,9,11
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,0,1,0,1
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,3,1,3,1,4
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,3,0,3,3
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,34,0,34,0,34
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,1,0,1,1
CATACORA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,1,2,1,3
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,0,2,0,2
CHUMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,0,1,0,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,3,0,3,0,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,144,5,144,5,149
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,7,0,7,0,7
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,0,2,0,2
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,0,2,0,2
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,8,0,8,0,8
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,2,0,2,2
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,1,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,1,0,1,1
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,4,1,4,5
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,0,1,0,1
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,54,38,54,38,92
EL CHORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,3,1,3,1,4
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,4,0,4,0,4
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,3,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,4,2,4,2,6
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,6,1,6,1,7
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,3,0,3,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,3,0,3,0,3
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,1,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,3,0,3,0,3
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,1,0,1,1
ICHOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,3,3,3,3,6
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,1,0,1,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,12,3,12,3,15
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,0,2,0,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,108,10,108,10,118
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,5,2,5,7
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,3,0,3,0,3
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,38,10,38,10,48
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,3,2,3,2,5
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,13,0,13,0,13
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,0,1,0,1
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,4,4,4,4,8
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,0,1,0,1
PASORAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,2,0,2,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,46,0,46,0,46
PRESTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,0,1,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,1,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,13,0,13,0,13
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,7,0,7,0,7
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,6,4,6,4,10
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,4,2,4,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,8,7,8,7,15
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,3,0,3,3
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,33,1,33,1,34
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,10,6,10,6,16
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,7,1,7,8
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,3,0,3,0,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,0,2,0,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,12,24,12,24,36
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,4,2,4,6
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,1,0,1,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,5,5,5,5,10
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,4,0,4,0,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,5,0,5,0,5
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,4,0,4,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,288,31,288,31,319
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,2,0,2,2
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,7,5,7,5,12
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,1,1,1,2
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,17,1,17,1,18
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,4,0,4,0,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,4,2,4,6
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,1,1,1,2
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,0,1,0,1
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,20,3,20,3,23
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,8,10,8,10,18
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,4,0,4,0,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,1,2,1,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,6,0,6,6
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,15,2,15,2,17
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,16,3,16,3,19
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,1,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,29,0,29,0,29
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,8,2,8,2,10
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,64,11,64,11,75
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,3,0,3,0,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,1,2,1,3
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,2,0,2,0,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,1,6,1,6,7
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-09-01,0,1,0,1,1
ACACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,5,2,5,2,7
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,2,8,2,8,10
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,0,1,0,1,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,1,0,1,0,1
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,3,0,3,0,3
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,0,3,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,1,6,1,6,7
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,3,0,3,0,3
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,1,2,1,2,3
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,1,0,1,0,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,2,0,2,0,2
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,8,0,8,0,8
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,11,2,11,2,13
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,1,1,1,1,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,10,0,10,0,10
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,34,2,34,2,36
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,0,1,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,1,9,1,9,10
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,1,0,1,0,1
CHUMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,37,8,37,8,45
CLIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,1,3,1,3,4
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,138,5,138,5,143
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,17,1,17,1,18
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,0,3,0,3,3
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,3,2,3,2,5
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,6,15,6,15,21
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,0,1,0,1,1
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,5,2,5,2,7
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,4,1,4,1,5
CORQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,0,2,0,2,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,1,0,1,0,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,14,9,14,9,23
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,53,24,53,24,77
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,0,1,0,1,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,1,0,1,0,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,0,4,0,4,4
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,3,0,3,0,3
GUANAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,1,5,1,5,6
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,2,3,2,3,5
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,1,0,1,0,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,10,0,10,0,10
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,0,1,0,1,1
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,8,0,8,0,8
ICHOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,1,6,1,6,7
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,13,2,13,2,15
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,0,2,0,2,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,94,3,94,3,97
LAJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,0,3,0,3,3
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,3,0,3,0,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,0,3,0,3,3
LLICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,1,0,1,0,1
LORETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,0,2,0,2,2
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-10-01,1,2,1,2,3
