,group,variable,month,ANTI AMARÍLICA,ANTI AMARÍLICA,TOTALES,TOTALES,TOTALES
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,82,0,82,0,82
SORACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,11,13,11,13,24
SORATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,15,7,15,7,22
SUCRE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,558,25,558,25,583
TACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,3,2,3,2,5
TACACOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,10,0,10,0,10
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,3,2,3,2,5
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,6,3,6,3,9
TAHUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,0,6,0,6,6
TAPACARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,28,13,28,13,41
TARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,6,13,6,13,19
TARACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,7,2,7,2,9
TARATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,16,5,16,5,21
TARIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,344,18,344,18,362
TARVITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,8,7,8,7,15
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,14,4,14,4,18
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,27,6,27,6,33
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,27,4,27,4,31
TIPUANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,0,2,0,2,2
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,76,17,76,17,93
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,15,21,15,21,36
TOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,13,3,13,3,16
TOLATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,6,2,6,2,8
TOLEDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,3,2,3,2,5
TOMAVE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,0,11,0,11,11
TOMINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,8,8,8,8,16
TORO TORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,14,0,14,0,14
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,18,13,18,13,31
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,3,2,3,2,5
TRIGAL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,4,1,4,1,5
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,141,37,141,37,178
TUPIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,50,14,50,14,64
TURCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,5,0,5,0,5
UMALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,0,6,0,6,6
UNCIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,24,12,24,12,36
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,11,2,11,2,13
URUBICHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,4,5,4,5,9
UYUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,23,0,23,0,23
VACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,0,20,0,20,20
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,17,5,17,5,22
VIACHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,96,14,96,14,110
VILA VILA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,0,3,0,3,3
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,15,6,15,6,21
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,66,33,66,33,99
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,1,15,1,15,16
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,9,2,9,2,11
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,95,22,95,22,117
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,8,9,8,9,17
VILLAZON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,47,14,47,14,61
VINTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,74,0,74,0,74
VITICHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,5,2,5,2,7
WARNES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,164,31,164,31,195
YACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,2,7,2,7,9
YACUIBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,154,27,154,27,181
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,2,0,2,0,2
YANACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,1,2,1,2,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,78,24,78,24,102
YOCALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,8,9,8,9,17
YOTALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,0,6,0,6,6
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,3,1,3,1,4
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-01-01,2,10,2,10,12
ACACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,0,1,0,1,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,40,15,40,15,55
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,9,2,9,2,11
AIQUILE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,24,7,24,7,31
ALALAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,0,6,0,6,6
ALCALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,2,3,2,3,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,29,4,29,4,33
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,11,8,11,8,19
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,4,1,4,5
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,2,0,2,0,2
ANZALDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,7,7,7,7,14
APOLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,19,24,19,24,43
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,2,1,2,3
ARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,3,1,3,4
ARBIETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,6,23,6,23,29
ARQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,8,0,8,0,8
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,37,11,37,11,48
ATOCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,4,19,4,19,23
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,4,7,4,7,11
AYATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,9,13,9,13,22
AYO AYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,7,3,7,3,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,20,27,20,27,47
AZURDUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,9,14,9,14,23
BATALLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,13,15,13,15,28
BAURES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,7,0,7,0,7
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,3,3,3,3,6
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,1,1,1,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,21,24,21,24,45
BETANZOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,7,19,7,19,26
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,0,15,0,15,15
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,2,0,2,0,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,11,1,11,12
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,6,22,6,22,28
CABEZAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,22,100,22,100,122
CAIROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,6,8,6,8,14
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,5,5,5,5,10
CAJUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,2,6,2,6,8
CALACOTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,3,1,3,4
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,9,11,9,11,20
CAMARGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,10,6,10,6,16
CAMIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,39,3,39,3,42
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,32,0,32,0,32
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,3,14,3,14,17
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,22,2,22,2,24
CARANAVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,78,23,78,23,101
CARANGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,0,1,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,27,1,27,28
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,16,1,16,17
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,0,10,0,10,10
CATACORA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,0,2,0,2,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,1,1,1,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,31,25,31,25,56
CHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,6,0,6,0,6
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,11,125,11,125,136
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,4,8,4,8,12
CHIMORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,22,6,22,6,28
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,13,7,13,7,20
CHUMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,9,16,9,16,25
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,0,15,0,15,15
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,27,7,27,7,34
CLIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,33,5,33,5,38
COBIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,75,28,75,28,103
COCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,3,15,3,15,18
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1059,56,1059,56,1115
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,58,0,58,0,58
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,4,4,4,4,8
COLLANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,3,3,3,3,6
COLOMI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,19,18,19,18,37
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,7,17,7,17,24
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,12,28,12,28,40
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,0,7,0,7,7
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,3,36,3,36,39
COMANCHE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,3,0,3,0,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,23,19,23,19,42
COMBAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,0,2,0,2,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,46,17,46,17,63
COPACABANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,10,20,10,20,30
CORIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,14,4,14,4,18
CORO CORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,2,12,2,12,14
COROICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,9,16,9,16,25
CORQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,3,3,3,3,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,2,5,2,5,7
COTOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,119,11,119,11,130
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,35,57,35,57,92
CUEVO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,8,1,8,1,9
CULPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,23,9,23,9,32
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,6,0,6,0,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1079,52,1079,52,1131
EL CHORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,6,2,6,2,8
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,11,4,11,4,15
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,6,6,6,6,12
EL TORNO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,69,17,69,17,86
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,0,1,0,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,12,26,12,26,38
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,28,9,28,9,37
ESCOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,6,0,6,0,6
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,0,1,0,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,3,0,3,0,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,6,3,6,3,9
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,10,28,10,28,38
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,0,19,0,19,19
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,17,25,17,25,42
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,2,12,2,12,14
GUANAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,14,12,14,12,26
GUAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,2,12,2,12,14
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,82,54,82,54,136
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,9,26,9,26,35
HUACARETA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,9,14,9,14,23
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,2,1,2,3
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,3,0,3,0,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,41,6,41,6,47
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,10,11,10,11,21
HUARINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,3,3,3,3,6
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,0,1,0,1
HUMANATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,3,3,3,3,6
ICHOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,5,1,5,6
ICLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,9,1,9,10
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,9,3,9,3,12
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,6,10,6,10,16
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,6,5,6,5,11
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,18,3,18,3,21
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,15,5,15,5,20
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,67,28,67,28,95
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,100,23,100,23,123
LA PAZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1036,53,1036,53,1089
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,0,1,0,1
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,14,0,14,0,14
LAJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,14,11,14,11,25
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,5,9,5,9,14
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,2,0,2,0,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,30,48,30,48,78
LLICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,3,0,3,0,3
LORETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,7,2,7,2,9
LURIBAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,3,11,3,11,14
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,5,1,5,1,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,4,8,4,8,12
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,3,27,3,27,30
MAIRANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,11,0,11,0,11
MALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,2,1,2,1,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,20,26,20,26,46
MECAPACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,13,11,13,11,24
MINEROS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,44,25,44,25,69
MIZQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,16,24,16,24,40
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,21,11,21,11,32
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,7,1,7,8
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,33,10,33,10,43
MONTERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,192,10,192,10,202
MORO MORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,2,1,2,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,6,20,6,20,26
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,0,7,0,7,7
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,3,0,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,5,4,5,4,9
OCURI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,0,16,0,16,16
OKINAWA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,43,10,43,10,53
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,0,13,0,13,13
ORURO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,368,11,368,11,379
PADCAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,8,3,8,3,11
PADILLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,11,4,11,4,15
PAILON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,30,88,30,88,118
PALCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,0,12,0,12,12
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,42,21,42,21,63
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,0,4,0,4,4
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,12,7,12,7,19
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,0,2,0,2,2
PASORAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,4,6,4,6,10
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,29,18,29,18,47
PAZÑA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,7,8,7,8,15
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,5,12,5,12,17
POCOATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,2,14,2,14,16
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,8,7,8,7,15
POOPO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,9,0,9,0,9
PORCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,13,17,13,17,30
POROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,7,7,7,7,14
PORONGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,4,5,4,5,9
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,26,8,26,8,34
PORVENIR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,3,7,3,7,10
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,4,0,4,0,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,299,7,299,7,306
PRESTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,1,7,1,7,8
PUCARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,18,25,18,25,43
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,0,11,0,11,11
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,5,14,5,14,19
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,8,5,8,5,13
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,4,3,4,3,7
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,20,16,20,16,36
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,8,0,8,0,8
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,16,25,16,25,41
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,92,12,92,12,104
PUNA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,6,19,6,19,25
PUNATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,42,5,42,5,47
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-02-01,2,10,2,10,12
