,group,variable,month,DPT 4TA DOSIS,DPT 4TA DOSIS,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,4,2,4,6
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,0,2,0,2,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,0,6,0,6,6
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,34,29,34,29,63
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,0,1,0,1
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,1,2,1,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,4,0,4,0,4
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,1,1,1,2
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,10,1,10,1,11
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,7,0,7,0,7
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,21,2,21,2,23
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,17,2,17,2,19
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,3,5,3,5,8
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,3,1,3,4
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,0,2,0,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,4,1,4,1,5
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,0,2,0,2
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,9,9,9,9,18
CLIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,22,26,22,26,48
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,33,4,33,4,37
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,8,16,8,16,24
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,475,33,475,33,508
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,7,0,7,0,7
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,35,5,35,5,40
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,15,0,15,0,15
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,5,0,5,0,5
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,11,0,11,0,11
COPACABANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,0,2,0,2
CORQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,9,2,9,11
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,3,1,3,1,4
CUEVO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,0,1,0,1,1
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,3,0,3,0,3
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,303,9,303,9,312
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,0,7,0,7,7
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,9,0,9,0,9
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,30,7,30,7,37
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,3,0,3,0,3
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,21,12,21,12,33
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,28,3,28,3,31
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,11,1,11,1,12
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,3,3,3,3,6
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,0,2,0,2
GUAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,0,2,0,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,28,2,28,2,30
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,3,2,3,2,5
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,1,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,6,0,6,0,6
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,4,3,4,3,7
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,7,0,7,0,7
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,6,0,6,0,6
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,174,0,174,0,174
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,1,1,1,2
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,22,2,22,24
LORETO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,0,2,0,2
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,5,0,5,0,5
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,12,1,12,1,13
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,8,9,8,9,17
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,4,0,4,0,4
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,6,1,6,1,7
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,3,2,3,5
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,37,1,37,1,38
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,93,5,93,5,98
MORO MORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,0,2,0,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,3,2,3,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,4,1,4,5
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,29,2,29,2,31
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,0,5,0,5,5
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,171,0,171,0,171
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,13,8,13,8,21
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,8,0,8,0,8
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,19,4,19,4,23
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,0,1,0,1
PAZÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,4,2,4,6
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,0,8,0,8,8
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,7,9,7,9,16
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,5,1,5,1,6
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,8,11,8,11,19
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,58,0,58,0,58
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,4,2,4,6
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,8,1,8,1,9
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,0,1,0,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,7,0,7,0,7
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,4,1,4,1,5
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,4,0,4,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,75,8,75,8,83
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,1,2,1,3
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,12,0,12,0,12
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,37,25,37,25,62
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,8,3,8,3,11
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,14,0,14,0,14
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,15,4,15,4,19
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,9,2,9,2,11
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,16,3,16,3,19
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,129,40,129,40,169
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,0,1,0,1,1
SACACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,6,4,6,4,10
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,4,2,4,2,6
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,8,1,8,9
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,6,3,6,3,9
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,22,7,22,7,29
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,3,0,3,0,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,5,13,5,13,18
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,1,2,1,3
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,9,0,9,0,9
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,10,1,10,11
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,7,8,7,8,15
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,7,3,7,3,10
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,13,1,13,1,14
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,6,0,6,0,6
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,13,12,13,12,25
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,0,2,0,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,20,10,20,10,30
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,547,64,547,64,611
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,4,0,4,0,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,4,0,4,0,4
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,1,1,1,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,7,9,7,9,16
SORACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,0,1,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,189,4,189,4,193
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,0,1,0,1
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,3,3,3,3,6
TARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,0,5,0,5,5
TARATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,11,2,11,2,13
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,198,14,198,14,212
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,17,16,17,16,33
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,13,0,13,0,13
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,0,1,0,1,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,4,0,4,0,4
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,0,4,0,4,4
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,11,6,11,6,17
TRIGAL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,27,0,27,0,27
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,10,0,10,0,10
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,5,0,5,0,5
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,10,0,10,0,10
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,28,1,28,1,29
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,0,1,0,1
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,53,12,53,12,65
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,8,0,8,0,8
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,0,2,0,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,38,4,38,4,42
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,4,3,4,3,7
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,64,7,64,7,71
VITICHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,4,0,4,0,4
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,24,13,24,13,37
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,126,22,126,22,148
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,2,1,2,3
YOTALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,4,2,4,2,6
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,4,2,4,6
ACACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,0,1,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,1,0,1,0,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,20,11,20,11,31
ALCALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,2,2,2,2,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,1,0,1,0,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,4,3,4,3,7
ARQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,10,0,10,0,10
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,5,2,5,2,7
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,0,1,0,1,1
AYATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,1,6,1,6,7
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,2,3,2,3,5
BATALLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,0,2,0,2,2
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,5,1,5,1,6
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,1,1,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,1,6,1,6,7
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,25,31,25,31,56
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,0,1,0,1,1
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,1,5,1,5,6
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,0,1,0,1,1
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,4,2,4,2,6
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,13,2,13,2,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,9,0,9,0,9
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,7,0,7,0,7
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,21,3,21,3,24
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,17,6,17,6,23
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,4,6,4,6,10
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,2,2,2,2,4
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,3,3,3,3,6
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,0,1,0,1,1
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,25,13,25,13,38
CLIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,20,7,20,7,27
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,77,5,77,5,82
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,7,26,7,26,33
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,349,5,349,5,354
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,5,0,5,0,5
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,8,4,8,4,12
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,18,2,18,2,20
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,4,12,4,12,16
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,0,4,0,4,4
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,14,0,14,0,14
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,6,6,6,6,12
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,1,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,5,10,5,10,15
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,1,1,1,1,2
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,7,1,7,1,8
CUEVO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,405,34,405,34,439
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,2,3,2,3,5
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,3,4,3,4,7
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,95,11,95,11,106
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,12,15,12,15,27
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,33,2,33,2,35
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,7,1,7,1,8
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,8,4,8,4,12
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,3,0,3,0,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,25,2,25,2,27
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,5,3,5,3,8
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,1,2,1,2,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,15,1,15,1,16
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,1,0,1,0,1
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,0,1,0,1,1
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,2,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,12,0,12,0,12
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,209,53,209,53,262
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,2,0,2,0,2
LAJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,0,1,0,1,1
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,2,1,2,1,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,1,13,1,13,14
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,2,0,2,0,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,10,7,10,7,17
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,0,3,0,3,3
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,6,0,6,0,6
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,28,8,28,8,36
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,10,2,10,2,12
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,0,1,0,1,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,30,4,30,4,34
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,77,8,77,8,85
MORO MORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,3,2,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-08-01,2,0,2,0,2
