municipality,group,variable,month,DPT (1ra o 2da o 3ra o refuerzos),TOTAL
SORACACHI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,2,2
SUCRE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,24,24
TARIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,40,40
TINGUIPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
TIQUIPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,12,12
TORO TORO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
TOTORA(ORR),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
TRINIDAD,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,33,33
TURCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,4,4
UYUNI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,3,3
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
VILLA TUNARI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
VINTO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
WARNES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,7,7
YACUIBA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,7,7
YAPACANI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,63,63
ACHOCALLA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
ALALAY,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,23,23
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,12,12
BAURES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,24,24
BELLA FLOR,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
BERMEJO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
BETANZOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,42,42
BOLPEBRA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
CABEZAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,86,86
CAMIRI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,3,3
CARACOLLO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
CARANAVI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
CARAPARI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,12,12
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,14,14
CHALLAPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,7,7
COBIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,99,99
COCHABAMBA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,173,173
COLQUIRI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,4,4
COMARAPA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,40,40
COPACABANA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
COROICO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,2,2
CORQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
COTOCA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,12,12
CUATRO CAÑADAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,21,21
CUEVO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,6,6
DESAGUADERO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,5,5
EL ALTO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,411,411
EL PUENTE(STC),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
EL TORNO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,11,11
ENTRE RIOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,11,11
FERNANDEZ ALONSO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,5,5
FILADELFIA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,25,25
GENERAL SAAVEDRA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,2,2
GUAYARAMERIN,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,8,8
HUANUNI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,2,2
HUARACAJE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,2,2
INGAVI (HUMAITA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,12,12
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
IXIAMAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,8,8
JESUS DE MACHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
LA GUARDIA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,22,22
LA PAZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,120,120
LAGUNILLAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,8,8
LORETO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,2,2
MAGDALENA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,35,35
MAIRANA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
MINEROS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,7,7
MIZQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
MOJOCOYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
MONTERO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,30,30
MOROCHATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,9,9
OCURI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,9,9
OKINAWA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,3,3
ORURO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,141,141
PAILON,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,5,5
PALCA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
PALOS BLANCOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
PAMPA GRANDE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
POCONA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,11,11
POJO (CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,2,2
PORCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,4,4
POROMA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
PORONGO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
PORTACHUELO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,2,2
PORVENIR,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,10,10
POTOSI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,29,29
PUCARANI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,3,3
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,2,2
PUERTO QUIJARRO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,6,6
PUERTO RICO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,13,13
PUERTO SUAREZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,31,31
RIBERALTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,25,25
RURRENABAQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,18,18
SACABA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
SAN ANDRES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,24,24
SAN BORJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,39,39
SAN CARLOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,8,8
SAN IGNACIO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,9,9
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,96,96
SAN JAVIER(BNI),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,10,10
SAN JAVIER(STC),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,2,2
SAN JOAQUIN,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,2,2
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
SAN JULIAN,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,32,32
SAN LORENZO(PND),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,4,4
SAN LORENZO(TJA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,2,2
SAN MATIAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,6,6
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,2,2
SAN PEDRO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,6,6
SAN PEDRO(PND),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,2,2
SAN RAFAEL,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
SAN RAMON,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,25,25
SANTA ANA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,10,10
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1252,1252
SANTA ROSA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,10,10
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,11,11
SAPAHAQUI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
SENA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,4,4
SUCRE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,17,17
TARIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,77,77
TINGUIPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,9,9
TIQUIPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,4,4
TIRAQUE (CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,6,6
TRINIDAD,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,190,190
TUPIZA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
UMALA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,3,3
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,6,6
UYUNI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,3,3
VALLEGRANDE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,1,1
VILLA MONTES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,6,6
VILLA TUNARI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,88,88
WARNES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,37,37
YACUIBA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,52,52
YAPACANI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-08-01,58,58
ALALAY,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,2,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,1,1
ATOCHA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,2,2
AYO AYO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,2,2
BAURES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,2,2
BERMEJO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,9,9
BETANZOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,2,2
CAMIRI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,2,2
CARAPARI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,8,8
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,58,58
CHALLAPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,1,1
CHAQUI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,1,1
COBIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,54,54
COCHABAMBA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,195,195
COLCAPIRHUA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,3,3
COLQUECHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,6,6
COMARAPA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,22,22
CONCEPCION,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,7,7
COROICO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,2,2
CORQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,1,1
COTOCA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,2,2
CUATRO CAÑADAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,10,10
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,1,1
DESAGUADERO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,1,1
EL ALTO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,458,458
EL PUENTE(STC),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,1,1
EL PUENTE(TJA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,13,13
EL TORNO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,7,7
ENTRE RIOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,37,37
EXALTACION,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,4,4
FILADELFIA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,3,3
GENERAL SAAVEDRA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,3,3
GUAYARAMERIN,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,4,4
HUANUNI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,12,12
LA GUARDIA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,11,11
LA PAZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,159,159
LORETO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,5,5
MACHARETI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,1,1
MAGDALENA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,15,15
MAIRANA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,2,2
MINEROS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,6,6
MIZQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,1,1
MONTERO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,30,30
MOROCHATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,2,2
ORURO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,96,96
PAILON,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,10,10
PALOS BLANCOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,2,2
PAMPA GRANDE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,1,1
POCOATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,18,18
POCONA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,20,20
POJO (CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,5,5
POOPO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,2,2
PORCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,2,2
PORONGO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,2,2
PORTACHUELO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,8,8
PORVENIR,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,4,4
POTOSI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,27,27
PUERTO ACOSTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,6,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,30,30
PUERTO SILES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,129,129
RAVELO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,6,6
RIBERALTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,11,11
RURRENABAQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,17,17
SAIPINA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,4,4
SAN ANDRES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,12,12
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-09-01,2,2
