,group,variable,month,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS NUEVO,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS NUEVO,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS REPETIDO,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
SICAYA,consulta externa, personas de 21 a 59 anos,2014-01-01,15,26,0,2,15,28,43
SIPE SIPE,consulta externa, personas de 21 a 59 anos,2014-01-01,127,379,40,91,167,470,637
SOPACHUY,consulta externa, personas de 21 a 59 anos,2014-01-01,91,312,1,5,92,317,409
SORACACHI,consulta externa, personas de 21 a 59 anos,2014-01-01,44,120,1,1,45,121,166
SORATA,consulta externa, personas de 21 a 59 anos,2014-01-01,120,206,22,28,142,234,376
SUCRE,consulta externa, personas de 21 a 59 anos,2014-01-01,9034,19781,2977,7534,12011,27315,39326
TACACHI,consulta externa, personas de 21 a 59 anos,2014-01-01,11,0,4,2,15,2,17
TACACOMA,consulta externa, personas de 21 a 59 anos,2014-01-01,115,141,20,9,135,150,285
TACOBAMBA,consulta externa, personas de 21 a 59 anos,2014-01-01,89,147,0,0,89,147,236
TACOPAYA,consulta externa, personas de 21 a 59 anos,2014-01-01,39,103,1,4,40,107,147
TAHUA,consulta externa, personas de 21 a 59 anos,2014-01-01,16,38,0,0,16,38,54
TAPACARI,consulta externa, personas de 21 a 59 anos,2014-01-01,95,303,0,4,95,307,402
TARABUCO,consulta externa, personas de 21 a 59 anos,2014-01-01,180,277,2,9,182,286,468
TARACO,consulta externa, personas de 21 a 59 anos,2014-01-01,37,66,15,12,52,78,130
TARATA,consulta externa, personas de 21 a 59 anos,2014-01-01,27,44,3,5,30,49,79
TARIJA,consulta externa, personas de 21 a 59 anos,2014-01-01,7900,16127,2825,6683,10725,22810,33535
TARVITA,consulta externa, personas de 21 a 59 anos,2014-01-01,221,649,8,15,229,664,893
TEOPONTE,consulta externa, personas de 21 a 59 anos,2014-01-01,90,195,1,13,91,208,299
TIAWANACU,consulta externa, personas de 21 a 59 anos,2014-01-01,83,184,1,6,84,190,274
TINGUIPAYA,consulta externa, personas de 21 a 59 anos,2014-01-01,80,357,0,1,80,358,438
TIPUANI,consulta externa, personas de 21 a 59 anos,2014-01-01,143,222,16,23,159,245,404
TIQUIPAYA,consulta externa, personas de 21 a 59 anos,2014-01-01,152,487,15,124,167,611,778
TIRAQUE (CBBA),consulta externa, personas de 21 a 59 anos,2014-01-01,130,254,5,16,135,270,405
TITO YUPANQUI (PARQUIPUJIO),consulta externa, personas de 21 a 59 anos,2014-01-01,17,38,2,3,19,41,60
TOCO,consulta externa, personas de 21 a 59 anos,2014-01-01,21,41,1,4,22,45,67
TODOS SANTOS,consulta externa, personas de 21 a 59 anos,2014-01-01,19,20,0,1,19,21,40
TOLATA,consulta externa, personas de 21 a 59 anos,2014-01-01,44,83,15,19,59,102,161
TOLEDO,consulta externa, personas de 21 a 59 anos,2014-01-01,38,72,0,1,38,73,111
TOMAVE,consulta externa, personas de 21 a 59 anos,2014-01-01,173,330,3,13,176,343,519
TOMINA,consulta externa, personas de 21 a 59 anos,2014-01-01,190,348,0,1,190,349,539
TORO TORO,consulta externa, personas de 21 a 59 anos,2014-01-01,112,229,1,1,113,230,343
TOTORA(CBBA),consulta externa, personas de 21 a 59 anos,2014-01-01,41,136,6,2,47,138,185
TOTORA(ORR),consulta externa, personas de 21 a 59 anos,2014-01-01,37,66,2,4,39,70,109
TRIGAL,consulta externa, personas de 21 a 59 anos,2014-01-01,39,29,0,15,39,44,83
TRINIDAD,consulta externa, personas de 21 a 59 anos,2014-01-01,4163,7157,573,1529,4736,8686,13422
TUPIZA,consulta externa, personas de 21 a 59 anos,2014-01-01,1049,1631,103,143,1152,1774,2926
TURCO,consulta externa, personas de 21 a 59 anos,2014-01-01,85,96,4,4,89,100,189
UMALA,consulta externa, personas de 21 a 59 anos,2014-01-01,34,51,3,1,37,52,89
UNCIA,consulta externa, personas de 21 a 59 anos,2014-01-01,243,723,103,121,346,844,1190
URIONDO (A. CONCEPCION),consulta externa, personas de 21 a 59 anos,2014-01-01,586,1225,23,35,609,1260,1869
URUBICHA,consulta externa, personas de 21 a 59 anos,2014-01-01,29,86,1,5,30,91,121
UYUNI,consulta externa, personas de 21 a 59 anos,2014-01-01,736,1303,59,251,795,1554,2349
VACAS,consulta externa, personas de 21 a 59 anos,2014-01-01,39,73,4,6,43,79,122
VALLEGRANDE,consulta externa, personas de 21 a 59 anos,2014-01-01,204,560,91,256,295,816,1111
VIACHA,consulta externa, personas de 21 a 59 anos,2014-01-01,422,1016,178,317,600,1333,1933
VILA VILA,consulta externa, personas de 21 a 59 anos,2014-01-01,31,57,0,0,31,57,88
VILLA CHARCAS,consulta externa, personas de 21 a 59 anos,2014-01-01,98,295,3,4,101,299,400
VILLA MONTES,consulta externa, personas de 21 a 59 anos,2014-01-01,1451,2418,285,320,1736,2738,4474
VILLA NUEVA (LOMA ALTA),consulta externa, personas de 21 a 59 anos,2014-01-01,39,68,1,2,40,70,110
VILLA RIVERO,consulta externa, personas de 21 a 59 anos,2014-01-01,65,105,1,5,66,110,176
VILLA SERRANO,consulta externa, personas de 21 a 59 anos,2014-01-01,130,348,2,8,132,356,488
VILLA TUNARI,consulta externa, personas de 21 a 59 anos,2014-01-01,760,1689,96,404,856,2093,2949
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa, personas de 21 a 59 anos,2014-01-01,103,250,7,6,110,256,366
VILLAZON,consulta externa, personas de 21 a 59 anos,2014-01-01,682,1790,59,206,741,1996,2737
VINTO,consulta externa, personas de 21 a 59 anos,2014-01-01,112,353,44,123,156,476,632
VITICHI,consulta externa, personas de 21 a 59 anos,2014-01-01,127,295,6,20,133,315,448
WALDO BALLIVIAN,consulta externa, personas de 21 a 59 anos,2014-01-01,15,35,2,5,17,40,57
WARNES,consulta externa, personas de 21 a 59 anos,2014-01-01,447,957,11,40,458,997,1455
YACO,consulta externa, personas de 21 a 59 anos,2014-01-01,58,87,0,1,58,88,146
YACUIBA,consulta externa, personas de 21 a 59 anos,2014-01-01,2729,5262,801,1089,3530,6351,9881
YAMPARAEZ,consulta externa, personas de 21 a 59 anos,2014-01-01,78,138,3,2,81,140,221
YANACACHI,consulta externa, personas de 21 a 59 anos,2014-01-01,107,105,7,4,114,109,223
YAPACANI,consulta externa, personas de 21 a 59 anos,2014-01-01,323,467,11,46,334,513,847
YOCALLA,consulta externa, personas de 21 a 59 anos,2014-01-01,79,162,0,0,79,162,241
YOTALA,consulta externa, personas de 21 a 59 anos,2014-01-01,94,163,5,4,99,167,266
YUNCHARA,consulta externa, personas de 21 a 59 anos,2014-01-01,217,367,2,5,219,372,591
YUNGUYO DE LITORAL,consulta externa, personas de 21 a 59 anos,2014-01-01,1,1,0,0,1,1,2
ZUDAÑEZ,consulta externa, personas de 21 a 59 anos,2014-01-01,63,158,0,1,63,159,222
ACACIO,consulta externa, personas de 21 a 59 anos,2014-02-01,65,147,7,1,72,148,220
ACHACACHI,consulta externa, personas de 21 a 59 anos,2014-02-01,175,281,29,79,204,360,564
ACHOCALLA,consulta externa, personas de 21 a 59 anos,2014-02-01,39,140,0,1,39,141,180
AIQUILE,consulta externa, personas de 21 a 59 anos,2014-02-01,207,352,42,91,249,443,692
ALALAY,consulta externa, personas de 21 a 59 anos,2014-02-01,18,42,0,0,18,42,60
ALCALA,consulta externa, personas de 21 a 59 anos,2014-02-01,46,91,0,4,46,95,141
ALTO BENI,consulta externa, personas de 21 a 59 anos,2014-02-01,171,257,3,3,174,260,434
ANCORAIMES,consulta externa, personas de 21 a 59 anos,2014-02-01,47,95,7,3,54,98,152
ANDAMARCA,consulta externa, personas de 21 a 59 anos,2014-02-01,38,60,0,4,38,64,102
ANTEQUERA,consulta externa, personas de 21 a 59 anos,2014-02-01,15,42,0,0,15,42,57
ANZALDO,consulta externa, personas de 21 a 59 anos,2014-02-01,72,153,13,24,85,177,262
APOLO,consulta externa, personas de 21 a 59 anos,2014-02-01,42,160,3,6,45,166,211
ARAMPAMPA,consulta externa, personas de 21 a 59 anos,2014-02-01,37,62,0,0,37,62,99
ARANI,consulta externa, personas de 21 a 59 anos,2014-02-01,20,88,0,1,20,89,109
ARBIETO,consulta externa, personas de 21 a 59 anos,2014-02-01,73,187,12,22,85,209,294
ARQUE,consulta externa, personas de 21 a 59 anos,2014-02-01,45,135,3,19,48,154,202
ASCENCION DE GUARAYOS,consulta externa, personas de 21 a 59 anos,2014-02-01,104,248,11,14,115,262,377
ATOCHA,consulta externa, personas de 21 a 59 anos,2014-02-01,939,928,207,162,1146,1090,2236
AUCAPATA,consulta externa, personas de 21 a 59 anos,2014-02-01,77,97,4,2,81,99,180
AYATA,consulta externa, personas de 21 a 59 anos,2014-02-01,71,130,7,8,78,138,216
AYO AYO,consulta externa, personas de 21 a 59 anos,2014-02-01,43,62,3,1,46,63,109
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, personas de 21 a 59 anos,2014-02-01,232,369,19,24,251,393,644
AZURDUY,consulta externa, personas de 21 a 59 anos,2014-02-01,104,283,0,2,104,285,389
BATALLAS,consulta externa, personas de 21 a 59 anos,2014-02-01,39,136,2,3,41,139,180
BAURES,consulta externa, personas de 21 a 59 anos,2014-02-01,94,201,13,10,107,211,318
BELEN DE ANDAMARCA,consulta externa, personas de 21 a 59 anos,2014-02-01,17,37,2,6,19,43,62
BELEN DE URMIRI,consulta externa, personas de 21 a 59 anos,2014-02-01,14,16,1,1,15,17,32
BELLA FLOR,consulta externa, personas de 21 a 59 anos,2014-02-01,73,76,2,4,75,80,155
BERMEJO,consulta externa, personas de 21 a 59 anos,2014-02-01,1401,2759,137,292,1538,3051,4589
BETANZOS,consulta externa, personas de 21 a 59 anos,2014-02-01,333,693,34,43,367,736,1103
BOLIVAR,consulta externa, personas de 21 a 59 anos,2014-02-01,30,64,0,0,30,64,94
BOLPEBRA,consulta externa, personas de 21 a 59 anos,2014-02-01,70,78,1,7,71,85,156
BOYUIBE,consulta externa, personas de 21 a 59 anos,2014-02-01,51,122,3,12,54,134,188
BUENA VISTA,consulta externa, personas de 21 a 59 anos,2014-02-01,115,186,2,3,117,189,306
CABEZAS,consulta externa, personas de 21 a 59 anos,2014-02-01,431,604,15,28,446,632,1078
CAIROMA,consulta externa, personas de 21 a 59 anos,2014-02-01,240,238,21,4,261,242,503
"CAIZA ""D""",consulta externa, personas de 21 a 59 anos,2014-02-01,132,243,11,2,143,245,388
CAJUATA,consulta externa, personas de 21 a 59 anos,2014-02-01,150,217,6,2,156,219,375
CALACOTO,consulta externa, personas de 21 a 59 anos,2014-02-01,24,60,0,2,24,62,86
CALAMARCA,consulta externa, personas de 21 a 59 anos,2014-02-01,83,225,18,15,101,240,341
CAMARGO,consulta externa, personas de 21 a 59 anos,2014-02-01,322,584,20,83,342,667,1009
CAMATAQUI (C. VILLA ABECIA),consulta externa, personas de 21 a 59 anos,2014-02-01,48,106,4,3,52,109,161
CAMIRI,consulta externa, personas de 21 a 59 anos,2014-02-01,955,961,143,216,1098,1177,2275
CAPINOTA,consulta externa, personas de 21 a 59 anos,2014-02-01,182,339,66,89,248,428,676
CAQUIAVIRI,consulta externa, personas de 21 a 59 anos,2014-02-01,68,119,5,4,73,123,196
CARACOLLO,consulta externa, personas de 21 a 59 anos,2014-02-01,125,288,15,35,140,323,463
CARANAVI,consulta externa, personas de 21 a 59 anos,2014-02-01,405,755,36,45,441,800,1241
CARANGAS,consulta externa, personas de 21 a 59 anos,2014-02-01,2,3,0,0,2,3,5
CARAPARI,consulta externa, personas de 21 a 59 anos,2014-02-01,588,878,5,24,593,902,1495
CARIPUYO,consulta externa, personas de 21 a 59 anos,2014-02-01,59,123,0,1,59,124,183
CARMEN RIVERO TORREZ,consulta externa, personas de 21 a 59 anos,2014-02-01,34,85,6,8,40,93,133
CATACORA,consulta externa, personas de 21 a 59 anos,2014-02-01,16,20,2,1,18,21,39
CHACARILLA,consulta externa, personas de 21 a 59 anos,2014-02-01,11,19,0,3,11,22,33
CHALLAPATA,consulta externa, personas de 21 a 59 anos,2014-02-01,263,450,90,128,353,578,931
CHAQUI,consulta externa, personas de 21 a 59 anos,2014-02-01,56,119,2,0,58,119,177
CHARAGUA,consulta externa, personas de 21 a 59 anos,2014-02-01,145,382,2,18,147,400,547
CHARAÑA,consulta externa, personas de 21 a 59 anos,2014-02-01,32,33,1,0,33,33,66
CHAYANTA,consulta externa, personas de 21 a 59 anos,2014-02-01,87,263,6,22,93,285,378
CHIMORE,consulta externa, personas de 21 a 59 anos,2014-02-01,372,462,1,4,373,466,839
CHIPAYA,consulta externa, personas de 21 a 59 anos,2014-02-01,15,28,0,1,15,29,44
CHOQUE COTA,consulta externa, personas de 21 a 59 anos,2014-02-01,12,22,0,2,12,24,36
CHUA COCANI,consulta externa, personas de 21 a 59 anos,2014-02-01,23,28,1,6,24,34,58
CHULUMANI (V. DE LA LIBERTAD),consulta externa, personas de 21 a 59 anos,2014-02-01,115,214,11,15,126,229,355
CHUMA,consulta externa, personas de 21 a 59 anos,2014-02-01,87,174,5,17,92,191,283
CHUQUIHUTA AYLLU JUCUMANI,consulta externa, personas de 21 a 59 anos,2014-02-01,38,108,0,0,38,108,146
CKOCHAS,consulta externa, personas de 21 a 59 anos,2014-02-01,141,306,9,4,150,310,460
CLIZA,consulta externa, personas de 21 a 59 anos,2014-02-01,97,153,14,40,111,193,304
COBIJA,consulta externa, personas de 21 a 59 anos,2014-02-01,937,2042,228,749,1165,2791,3956
COCAPATA,consulta externa, personas de 21 a 59 anos,2014-02-01,63,83,3,10,66,93,159
COCHABAMBA,consulta externa, personas de 21 a 59 anos,2014-02-01,13633,29649,8892,20438,22525,50087,72612
COIPASA,consulta externa, personas de 21 a 59 anos,2014-02-01,22,20,0,0,22,20,42
COLCAPIRHUA,consulta externa, personas de 21 a 59 anos,2014-02-01,271,470,189,212,460,682,1142
"COLCHA ""K""",consulta externa, personas de 21 a 59 anos,2014-02-01,151,320,11,19,162,339,501
COLLANA,consulta externa, personas de 21 a 59 anos,2014-02-01,34,67,12,19,46,86,132
COLOMI,consulta externa, personas de 21 a 59 anos,2014-02-01,88,138,1,1,89,139,228
COLPA BELGICA,consulta externa, personas de 21 a 59 anos,2014-02-01,156,158,163,11,319,169,488
COLQUECHACA,consulta externa, personas de 21 a 59 anos,2014-02-01,165,382,14,28,179,410,589
COLQUENCHA,consulta externa, personas de 21 a 59 anos,2014-02-01,49,130,15,23,64,153,217
COLQUIRI,consulta externa, personas de 21 a 59 anos,2014-02-01,147,262,18,46,165,308,473
COMANCHE,consulta externa, personas de 21 a 59 anos,2014-02-01,24,19,1,1,25,20,45
COMARAPA,consulta externa, personas de 21 a 59 anos,2014-02-01,157,347,20,64,177,411,588
COMBAYA,consulta externa, personas de 21 a 59 anos,2014-02-01,13,21,0,0,13,21,34
CONCEPCION,consulta externa, personas de 21 a 59 anos,2014-02-01,51,133,10,19,61,152,213
COPACABANA,consulta externa, personas de 21 a 59 anos,2014-02-01,52,91,0,0,52,91,143
CORIPATA,consulta externa, personas de 21 a 59 anos,2014-02-01,141,233,11,24,152,257,409
CORO CORO,consulta externa, personas de 21 a 59 anos,2014-02-01,49,77,4,3,53,80,133
COROICO,consulta externa, personas de 21 a 59 anos,2014-02-01,166,282,65,119,231,401,632
CORQUE,consulta externa, personas de 21 a 59 anos,2014-02-01,61,92,1,5,62,97,159
COTAGAITA,consulta externa, personas de 21 a 59 anos,2014-02-01,861,1095,64,110,925,1205,2130
COTOCA,consulta externa, personas de 21 a 59 anos,2014-02-01,194,621,6,23,200,644,844
CRUZ DE MACHACAMARCA,consulta externa, personas de 21 a 59 anos,2014-02-01,0,7,0,0,0,7,7
CUATRO CAÑADAS,consulta externa, personas de 21 a 59 anos,2014-02-01,170,362,16,47,186,409,595
CUCHUMUELA (V. G. VILLARROEL),consulta externa, personas de 21 a 59 anos,2014-02-01,4,9,0,0,4,9,13
CUEVO,consulta externa, personas de 21 a 59 anos,2014-02-01,80,161,4,31,84,192,276
CULPINA,consulta externa, personas de 21 a 59 anos,2014-02-01,141,343,1,4,142,347,489
CURAHUARA DE CARANGAS,consulta externa, personas de 21 a 59 anos,2014-02-01,27,59,0,2,27,61,88
CURVA,consulta externa, personas de 21 a 59 anos,2014-02-01,19,62,3,3,22,65,87
DESAGUADERO,consulta externa, personas de 21 a 59 anos,2014-02-01,44,63,4,5,48,68,116
EL ALTO,consulta externa, personas de 21 a 59 anos,2014-02-01,11856,24815,3898,10012,15754,34827,50581
EL CHORO,consulta externa, personas de 21 a 59 anos,2014-02-01,42,49,0,0,42,49,91
EL PUENTE(STC),consulta externa, personas de 21 a 59 anos,2014-02-01,194,399,3,5,197,404,601
EL PUENTE(TJA),consulta externa, personas de 21 a 59 anos,2014-02-01,318,580,6,17,324,597,921
EL TORNO,consulta externa, personas de 21 a 59 anos,2014-02-01,694,1153,208,220,902,1373,2275
EL VILLAR,consulta externa, personas de 21 a 59 anos,2014-02-01,112,144,4,3,116,147,263
ENTRE RIOS TRJ,consulta externa, personas de 21 a 59 anos,2014-02-01,633,1351,7,44,640,1395,2035
ENTRE RIOS CBBA,consulta externa, personas de 21 a 59 anos,2014-02-01,205,357,28,19,233,376,609
ESCARA,consulta externa, personas de 21 a 59 anos,2014-02-01,7,5,0,2,7,7,14
ESCOMA,consulta externa, personas de 21 a 59 anos,2014-02-01,63,50,6,9,69,59,128
ESMERALDA,consulta externa, personas de 21 a 59 anos,2014-02-01,7,6,0,0,7,6,13
EUCALIPTUS,consulta externa, personas de 21 a 59 anos,2014-02-01,29,57,3,3,32,60,92
EUREKA (SANTOS MERCADO),consulta externa, personas de 21 a 59 anos,2014-02-01,26,21,1,0,27,21,48
EXALTACION,consulta externa, personas de 21 a 59 anos,2014-02-01,13,8,2,1,15,9,24
FERNANDEZ ALONSO,consulta externa, personas de 21 a 59 anos,2014-02-01,114,360,1,13,115,373,488
FILADELFIA,consulta externa, personas de 21 a 59 anos,2014-02-01,68,104,0,1,68,105,173
GENERAL SAAVEDRA,consulta externa, personas de 21 a 59 anos,2014-02-01,88,219,4,12,92,231,323
GRAL. J.J. PEREZ (CHARAZANI),consulta externa, personas de 21 a 59 anos,2014-02-01,72,128,2,7,74,135,209
GUANAY,consulta externa, personas de 21 a 59 anos,2014-02-01,93,209,6,2,99,211,310
GUAQUI,consulta externa, personas de 21 a 59 anos,2014-02-01,32,72,7,3,39,75,114
GUAYARAMERIN,consulta externa, personas de 21 a 59 anos,2014-02-01,659,1537,128,370,787,1907,2694
GUTIERREZ,consulta externa, personas de 21 a 59 anos,2014-02-01,86,194,3,11,89,205,294
HUACARETA,consulta externa, personas de 21 a 59 anos,2014-02-01,149,249,16,7,165,256,421
HUACAYA (VILLA DE HUACAYA),consulta externa, personas de 21 a 59 anos,2014-02-01,60,156,0,1,60,157,217
HUACHACALLA,consulta externa, personas de 21 a 59 anos,2014-02-01,38,37,7,2,45,39,84
HUANUNI,consulta externa, personas de 21 a 59 anos,2014-02-01,1822,1273,432,227,2254,1500,3754
HUARACAJE,consulta externa, personas de 21 a 59 anos,2014-02-01,28,71,0,0,28,71,99
HUARINA,consulta externa, personas de 21 a 59 anos,2014-02-01,11,34,3,15,14,49,63
HUATAJATA,consulta externa, personas de 21 a 59 anos,2014-02-01,27,84,9,13,36,97,133
HUAYLLAMARCA,consulta externa, personas de 21 a 59 anos,2014-02-01,51,57,2,2,53,59,112
HUMANATA,consulta externa, personas de 21 a 59 anos,2014-02-01,16,26,2,4,18,30,48
ICHOCA,consulta externa, personas de 21 a 59 anos,2014-02-01,24,42,0,1,24,43,67
ICLA,consulta externa, personas de 21 a 59 anos,2014-02-01,105,294,3,10,108,304,412
INCAHUASI,consulta externa, personas de 21 a 59 anos,2014-02-01,39,217,1,6,40,223,263
INGAVI (HUMAITA),consulta externa, personas de 21 a 59 anos,2014-02-01,22,24,1,1,23,25,48
INQUISIVI,consulta externa, personas de 21 a 59 anos,2014-02-01,44,75,14,9,58,84,142
IRUPANA (VILLA DE LANZA),consulta externa, personas de 21 a 59 anos,2014-02-01,184,368,4,23,188,391,579
IXIAMAS,consulta externa, personas de 21 a 59 anos,2014-02-01,190,223,3,3,193,226,419
JESUS DE MACHACA,consulta externa, personas de 21 a 59 anos,2014-02-01,114,276,25,17,139,293,432
LA ASUNTA,consulta externa, personas de 21 a 59 anos,2014-02-01,364,533,38,41,402,574,976
LA GUARDIA,consulta externa, personas de 21 a 59 anos,2014-02-01,526,1013,23,77,549,1090,1639
LA PAZ,consulta externa, personas de 21 a 59 anos,2014-02-01,14449,34228,9702,26324,24151,60552,84703
LA RIVERA,consulta externa, personas de 21 a 59 anos,2014-02-01,12,8,0,1,12,9,21
LAGUNILLAS,consulta externa, personas de 21 a 59 anos,2014-02-01,138,253,1,5,139,258,397
LAJA,consulta externa, personas de 21 a 59 anos,2014-02-01,40,116,6,17,46,133,179
LAS CARRERAS,consulta externa, personas de 21 a 59 anos,2014-02-01,44,157,0,0,44,157,201
LICOMA PAMPA,consulta externa, personas de 21 a 59 anos,2014-02-01,27,28,1,3,28,31,59
LLALLAGUA,consulta externa, personas de 21 a 59 anos,2014-02-01,241,640,6,14,247,654,901
LLICA,consulta externa, personas de 21 a 59 anos,2014-02-01,93,180,2,4,95,184,279
LORETO,consulta externa, personas de 21 a 59 anos,2014-02-01,135,186,4,6,139,192,331
LURIBAY,consulta externa, personas de 21 a 59 anos,2014-02-01,93,151,22,2,115,153,268
MACHACAMARCA,consulta externa, personas de 21 a 59 anos,2014-02-01,109,105,18,13,127,118,245
MACHARETI,consulta externa, personas de 21 a 59 anos,2014-02-01,198,329,3,9,201,338,539
MAGDALENA,consulta externa, personas de 21 a 59 anos,2014-02-01,150,360,43,97,193,457,650
MAIRANA,consulta externa, personas de 21 a 59 anos,2014-02-01,110,241,7,9,117,250,367
MALLA,consulta externa, personas de 21 a 59 anos,2014-02-01,26,43,0,0,26,43,69
MAPIRI,consulta externa, personas de 21 a 59 anos,2014-02-01,180,274,3,2,183,276,459
MECAPACA,consulta externa, personas de 21 a 59 anos,2014-02-01,60,152,3,5,63,157,220
MINEROS,consulta externa, personas de 21 a 59 anos,2014-02-01,55,249,2,6,57,255,312
MIZQUE,consulta externa, personas de 21 a 59 anos,2014-02-01,149,227,64,41,213,268,481
MOCOMOCO,consulta externa, personas de 21 a 59 anos,2014-02-01,124,160,2,6,126,166,292
MOJINETE,consulta externa, personas de 21 a 59 anos,2014-02-01,11,26,1,2,12,28,40
MOJOCOYA,consulta externa, personas de 21 a 59 anos,2014-02-01,85,175,6,19,91,194,285
MONTEAGUDO,consulta externa, personas de 21 a 59 anos,2014-02-01,851,1474,125,176,976,1650,2626
MONTERO,consulta externa, personas de 21 a 59 anos,2014-02-01,1164,2499,891,487,2055,2986,5041
MORO MORO,consulta externa, personas de 21 a 59 anos,2014-02-01,37,89,7,18,44,107,151
