,group,variable,month,TOTAL 1.2 PERSONAS DE 5 A 9 AÑOS NUEVO,TOTAL 1.2 PERSONAS DE 5 A 9 AÑOS NUEVO,TOTAL 1.2 PERSONAS DE 5 A 9 AÑOS REPETIDO,TOTAL 1.2 PERSONAS DE 5 A 9 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
SORACACHI,consulta externa, personas de 5 a 9 anos,2014-01-01,7,4,1,0,8,4,12
SORATA,consulta externa, personas de 5 a 9 anos,2014-01-01,29,24,3,3,32,27,59
SUCRE,consulta externa, personas de 5 a 9 anos,2014-01-01,1315,1252,430,378,1745,1630,3375
TACACHI,consulta externa, personas de 5 a 9 anos,2014-01-01,3,3,4,0,7,3,10
TACACOMA,consulta externa, personas de 5 a 9 anos,2014-01-01,3,9,0,1,3,10,13
TACOBAMBA,consulta externa, personas de 5 a 9 anos,2014-01-01,10,10,0,0,10,10,20
TACOPAYA,consulta externa, personas de 5 a 9 anos,2014-01-01,8,5,0,1,8,6,14
TAHUA,consulta externa, personas de 5 a 9 anos,2014-01-01,5,0,0,0,5,0,5
TAPACARI,consulta externa, personas de 5 a 9 anos,2014-01-01,15,17,1,0,16,17,33
TARABUCO,consulta externa, personas de 5 a 9 anos,2014-01-01,9,16,3,3,12,19,31
TARACO,consulta externa, personas de 5 a 9 anos,2014-01-01,4,8,0,1,4,9,13
TARATA,consulta externa, personas de 5 a 9 anos,2014-01-01,6,16,2,3,8,19,27
TARIJA,consulta externa, personas de 5 a 9 anos,2014-01-01,1490,1473,354,437,1844,1910,3754
TARVITA,consulta externa, personas de 5 a 9 anos,2014-01-01,52,53,1,1,53,54,107
TEOPONTE,consulta externa, personas de 5 a 9 anos,2014-01-01,16,14,0,0,16,14,30
TIAWANACU,consulta externa, personas de 5 a 9 anos,2014-01-01,16,13,0,0,16,13,29
TINGUIPAYA,consulta externa, personas de 5 a 9 anos,2014-01-01,10,16,0,0,10,16,26
TIPUANI,consulta externa, personas de 5 a 9 anos,2014-01-01,32,21,2,0,34,21,55
TIQUIPAYA,consulta externa, personas de 5 a 9 anos,2014-01-01,66,91,14,11,80,102,182
TIRAQUE (CBBA),consulta externa, personas de 5 a 9 anos,2014-01-01,28,28,1,5,29,33,62
TITO YUPANQUI (PARQUIPUJIO),consulta externa, personas de 5 a 9 anos,2014-01-01,3,3,0,4,3,7,10
TOCO,consulta externa, personas de 5 a 9 anos,2014-01-01,13,3,0,0,13,3,16
TODOS SANTOS,consulta externa, personas de 5 a 9 anos,2014-01-01,3,2,0,0,3,2,5
TOLATA,consulta externa, personas de 5 a 9 anos,2014-01-01,8,15,1,0,9,15,24
TOLEDO,consulta externa, personas de 5 a 9 anos,2014-01-01,5,10,0,0,5,10,15
TOMAVE,consulta externa, personas de 5 a 9 anos,2014-01-01,20,29,0,1,20,30,50
TOMINA,consulta externa, personas de 5 a 9 anos,2014-01-01,22,35,0,0,22,35,57
TORO TORO,consulta externa, personas de 5 a 9 anos,2014-01-01,14,12,0,0,14,12,26
TOTORA(CBBA),consulta externa, personas de 5 a 9 anos,2014-01-01,13,11,0,0,13,11,24
TOTORA(ORR),consulta externa, personas de 5 a 9 anos,2014-01-01,4,4,0,0,4,4,8
TRIGAL,consulta externa, personas de 5 a 9 anos,2014-01-01,7,11,0,0,7,11,18
TRINIDAD,consulta externa, personas de 5 a 9 anos,2014-01-01,766,716,100,100,866,816,1682
TUPIZA,consulta externa, personas de 5 a 9 anos,2014-01-01,578,452,54,53,632,505,1137
TURCO,consulta externa, personas de 5 a 9 anos,2014-01-01,8,6,0,0,8,6,14
UMALA,consulta externa, personas de 5 a 9 anos,2014-01-01,3,7,0,1,3,8,11
UNCIA,consulta externa, personas de 5 a 9 anos,2014-01-01,70,57,6,6,76,63,139
URIONDO (A. CONCEPCION),consulta externa, personas de 5 a 9 anos,2014-01-01,138,120,5,8,143,128,271
URUBICHA,consulta externa, personas de 5 a 9 anos,2014-01-01,7,9,0,0,7,9,16
UYUNI,consulta externa, personas de 5 a 9 anos,2014-01-01,74,83,2,3,76,86,162
VACAS,consulta externa, personas de 5 a 9 anos,2014-01-01,7,11,0,0,7,11,18
VALLEGRANDE,consulta externa, personas de 5 a 9 anos,2014-01-01,73,78,15,15,88,93,181
VIACHA,consulta externa, personas de 5 a 9 anos,2014-01-01,138,133,68,82,206,215,421
VILA VILA,consulta externa, personas de 5 a 9 anos,2014-01-01,3,2,0,0,3,2,5
VILLA CHARCAS,consulta externa, personas de 5 a 9 anos,2014-01-01,11,14,1,0,12,14,26
VILLA MONTES,consulta externa, personas de 5 a 9 anos,2014-01-01,330,255,31,13,361,268,629
VILLA NUEVA (LOMA ALTA),consulta externa, personas de 5 a 9 anos,2014-01-01,11,5,0,0,11,5,16
VILLA RIVERO,consulta externa, personas de 5 a 9 anos,2014-01-01,14,14,1,0,15,14,29
VILLA SERRANO,consulta externa, personas de 5 a 9 anos,2014-01-01,26,14,0,1,26,15,41
VILLA TUNARI,consulta externa, personas de 5 a 9 anos,2014-01-01,207,189,19,23,226,212,438
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa, personas de 5 a 9 anos,2014-01-01,22,15,0,0,22,15,37
VILLAZON,consulta externa, personas de 5 a 9 anos,2014-01-01,156,142,5,4,161,146,307
VINTO,consulta externa, personas de 5 a 9 anos,2014-01-01,67,81,15,13,82,94,176
VITICHI,consulta externa, personas de 5 a 9 anos,2014-01-01,30,26,0,1,30,27,57
WALDO BALLIVIAN,consulta externa, personas de 5 a 9 anos,2014-01-01,1,1,0,0,1,1,2
WARNES,consulta externa, personas de 5 a 9 anos,2014-01-01,144,146,3,4,147,150,297
YACO,consulta externa, personas de 5 a 9 anos,2014-01-01,10,7,0,0,10,7,17
YACUIBA,consulta externa, personas de 5 a 9 anos,2014-01-01,592,551,69,74,661,625,1286
YAMPARAEZ,consulta externa, personas de 5 a 9 anos,2014-01-01,10,7,0,0,10,7,17
YANACACHI,consulta externa, personas de 5 a 9 anos,2014-01-01,11,10,0,0,11,10,21
YAPACANI,consulta externa, personas de 5 a 9 anos,2014-01-01,77,88,2,0,79,88,167
YOCALLA,consulta externa, personas de 5 a 9 anos,2014-01-01,16,12,0,0,16,12,28
YOTALA,consulta externa, personas de 5 a 9 anos,2014-01-01,21,17,0,2,21,19,40
YUNCHARA,consulta externa, personas de 5 a 9 anos,2014-01-01,30,43,0,0,30,43,73
ZUDAÑEZ,consulta externa, personas de 5 a 9 anos,2014-01-01,13,12,0,0,13,12,25
ACACIO,consulta externa, personas de 5 a 9 anos,2014-02-01,7,6,2,0,9,6,15
ACHACACHI,consulta externa, personas de 5 a 9 anos,2014-02-01,43,44,3,4,46,48,94
ACHOCALLA,consulta externa, personas de 5 a 9 anos,2014-02-01,15,12,0,0,15,12,27
AIQUILE,consulta externa, personas de 5 a 9 anos,2014-02-01,43,43,1,6,44,49,93
ALALAY,consulta externa, personas de 5 a 9 anos,2014-02-01,3,3,0,0,3,3,6
ALCALA,consulta externa, personas de 5 a 9 anos,2014-02-01,22,17,0,0,22,17,39
ALTO BENI,consulta externa, personas de 5 a 9 anos,2014-02-01,38,33,0,0,38,33,71
ANCORAIMES,consulta externa, personas de 5 a 9 anos,2014-02-01,7,6,1,0,8,6,14
ANDAMARCA,consulta externa, personas de 5 a 9 anos,2014-02-01,6,2,0,0,6,2,8
ANTEQUERA,consulta externa, personas de 5 a 9 anos,2014-02-01,4,6,0,0,4,6,10
ANZALDO,consulta externa, personas de 5 a 9 anos,2014-02-01,9,10,5,2,14,12,26
APOLO,consulta externa, personas de 5 a 9 anos,2014-02-01,6,8,1,0,7,8,15
ARAMPAMPA,consulta externa, personas de 5 a 9 anos,2014-02-01,4,0,0,0,4,0,4
ARANI,consulta externa, personas de 5 a 9 anos,2014-02-01,7,10,0,0,7,10,17
ARBIETO,consulta externa, personas de 5 a 9 anos,2014-02-01,21,26,3,3,24,29,53
ARQUE,consulta externa, personas de 5 a 9 anos,2014-02-01,14,6,0,0,14,6,20
ASCENCION DE GUARAYOS,consulta externa, personas de 5 a 9 anos,2014-02-01,57,55,3,0,60,55,115
ATOCHA,consulta externa, personas de 5 a 9 anos,2014-02-01,200,184,51,42,251,226,477
AUCAPATA,consulta externa, personas de 5 a 9 anos,2014-02-01,8,18,0,0,8,18,26
AYATA,consulta externa, personas de 5 a 9 anos,2014-02-01,5,10,0,1,5,11,16
AYO AYO,consulta externa, personas de 5 a 9 anos,2014-02-01,8,4,0,0,8,4,12
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, personas de 5 a 9 anos,2014-02-01,38,24,1,2,39,26,65
AZURDUY,consulta externa, personas de 5 a 9 anos,2014-02-01,13,15,0,0,13,15,28
BATALLAS,consulta externa, personas de 5 a 9 anos,2014-02-01,13,4,0,0,13,4,17
BAURES,consulta externa, personas de 5 a 9 anos,2014-02-01,46,36,2,0,48,36,84
BELEN DE ANDAMARCA,consulta externa, personas de 5 a 9 anos,2014-02-01,3,0,0,0,3,0,3
BELLA FLOR,consulta externa, personas de 5 a 9 anos,2014-02-01,13,15,0,0,13,15,28
BERMEJO,consulta externa, personas de 5 a 9 anos,2014-02-01,400,306,21,39,421,345,766
BETANZOS,consulta externa, personas de 5 a 9 anos,2014-02-01,61,52,1,0,62,52,114
BOLIVAR,consulta externa, personas de 5 a 9 anos,2014-02-01,4,1,0,0,4,1,5
BOLPEBRA,consulta externa, personas de 5 a 9 anos,2014-02-01,7,7,0,0,7,7,14
BOYUIBE,consulta externa, personas de 5 a 9 anos,2014-02-01,13,25,0,3,13,28,41
BUENA VISTA,consulta externa, personas de 5 a 9 anos,2014-02-01,49,34,0,1,49,35,84
CABEZAS,consulta externa, personas de 5 a 9 anos,2014-02-01,101,98,3,4,104,102,206
CAIROMA,consulta externa, personas de 5 a 9 anos,2014-02-01,16,26,3,1,19,27,46
"CAIZA ""D""",consulta externa, personas de 5 a 9 anos,2014-02-01,34,22,0,0,34,22,56
CAJUATA,consulta externa, personas de 5 a 9 anos,2014-02-01,29,25,0,0,29,25,54
CALACOTO,consulta externa, personas de 5 a 9 anos,2014-02-01,1,6,0,0,1,6,7
CALAMARCA,consulta externa, personas de 5 a 9 anos,2014-02-01,16,14,2,1,18,15,33
CAMARGO,consulta externa, personas de 5 a 9 anos,2014-02-01,16,38,0,2,16,40,56
CAMATAQUI (C. VILLA ABECIA),consulta externa, personas de 5 a 9 anos,2014-02-01,10,5,0,0,10,5,15
CAMIRI,consulta externa, personas de 5 a 9 anos,2014-02-01,133,136,95,104,228,240,468
CAPINOTA,consulta externa, personas de 5 a 9 anos,2014-02-01,76,56,11,14,87,70,157
CAQUIAVIRI,consulta externa, personas de 5 a 9 anos,2014-02-01,5,3,0,1,5,4,9
CARACOLLO,consulta externa, personas de 5 a 9 anos,2014-02-01,41,38,1,2,42,40,82
CARANAVI,consulta externa, personas de 5 a 9 anos,2014-02-01,91,106,2,0,93,106,199
CARAPARI,consulta externa, personas de 5 a 9 anos,2014-02-01,129,148,4,13,133,161,294
CARIPUYO,consulta externa, personas de 5 a 9 anos,2014-02-01,4,4,0,0,4,4,8
CARMEN RIVERO TORREZ,consulta externa, personas de 5 a 9 anos,2014-02-01,12,10,0,1,12,11,23
CATACORA,consulta externa, personas de 5 a 9 anos,2014-02-01,1,1,0,0,1,1,2
CHACARILLA,consulta externa, personas de 5 a 9 anos,2014-02-01,3,0,1,0,4,0,4
CHALLAPATA,consulta externa, personas de 5 a 9 anos,2014-02-01,142,95,7,27,149,122,271
CHAQUI,consulta externa, personas de 5 a 9 anos,2014-02-01,14,6,0,0,14,6,20
CHARAGUA,consulta externa, personas de 5 a 9 anos,2014-02-01,56,57,1,1,57,58,115
CHARAÑA,consulta externa, personas de 5 a 9 anos,2014-02-01,3,2,0,0,3,2,5
CHAYANTA,consulta externa, personas de 5 a 9 anos,2014-02-01,23,29,1,1,24,30,54
CHIMORE,consulta externa, personas de 5 a 9 anos,2014-02-01,143,143,2,1,145,144,289
CHIPAYA,consulta externa, personas de 5 a 9 anos,2014-02-01,2,2,0,0,2,2,4
CHOQUE COTA,consulta externa, personas de 5 a 9 anos,2014-02-01,1,2,0,0,1,2,3
CHUA COCANI,consulta externa, personas de 5 a 9 anos,2014-02-01,3,5,0,0,3,5,8
CHULUMANI (V. DE LA LIBERTAD),consulta externa, personas de 5 a 9 anos,2014-02-01,54,38,2,0,56,38,94
CHUMA,consulta externa, personas de 5 a 9 anos,2014-02-01,11,21,0,4,11,25,36
CHUQUIHUTA AYLLU JUCUMANI,consulta externa, personas de 5 a 9 anos,2014-02-01,1,1,0,0,1,1,2
CKOCHAS,consulta externa, personas de 5 a 9 anos,2014-02-01,12,8,2,1,14,9,23
CLIZA,consulta externa, personas de 5 a 9 anos,2014-02-01,29,25,2,10,31,35,66
COBIJA,consulta externa, personas de 5 a 9 anos,2014-02-01,200,137,24,20,224,157,381
COCAPATA,consulta externa, personas de 5 a 9 anos,2014-02-01,6,8,0,0,6,8,14
COCHABAMBA,consulta externa, personas de 5 a 9 anos,2014-02-01,48798,2820,1804,1612,50602,4432,55034
COIPASA,consulta externa, personas de 5 a 9 anos,2014-02-01,2,4,0,0,2,4,6
COLCAPIRHUA,consulta externa, personas de 5 a 9 anos,2014-02-01,89,40,48,30,137,70,207
"COLCHA ""K""",consulta externa, personas de 5 a 9 anos,2014-02-01,29,27,3,5,32,32,64
COLLANA,consulta externa, personas de 5 a 9 anos,2014-02-01,10,3,1,0,11,3,14
COLOMI,consulta externa, personas de 5 a 9 anos,2014-02-01,15,17,0,0,15,17,32
COLPA BELGICA,consulta externa, personas de 5 a 9 anos,2014-02-01,37,25,8,4,45,29,74
COLQUECHACA,consulta externa, personas de 5 a 9 anos,2014-02-01,31,29,7,6,38,35,73
COLQUENCHA,consulta externa, personas de 5 a 9 anos,2014-02-01,3,15,2,7,5,22,27
COLQUIRI,consulta externa, personas de 5 a 9 anos,2014-02-01,22,17,3,6,25,23,48
COMANCHE,consulta externa, personas de 5 a 9 anos,2014-02-01,3,2,0,0,3,2,5
COMARAPA,consulta externa, personas de 5 a 9 anos,2014-02-01,30,53,6,5,36,58,94
COMBAYA,consulta externa, personas de 5 a 9 anos,2014-02-01,3,4,2,0,5,4,9
CONCEPCION,consulta externa, personas de 5 a 9 anos,2014-02-01,14,6,2,1,16,7,23
COPACABANA,consulta externa, personas de 5 a 9 anos,2014-02-01,15,14,0,0,15,14,29
CORIPATA,consulta externa, personas de 5 a 9 anos,2014-02-01,49,23,1,2,50,25,75
CORO CORO,consulta externa, personas de 5 a 9 anos,2014-02-01,2,5,0,0,2,5,7
COROICO,consulta externa, personas de 5 a 9 anos,2014-02-01,38,25,4,9,42,34,76
CORQUE,consulta externa, personas de 5 a 9 anos,2014-02-01,6,15,0,0,6,15,21
COTAGAITA,consulta externa, personas de 5 a 9 anos,2014-02-01,127,125,0,7,127,132,259
COTOCA,consulta externa, personas de 5 a 9 anos,2014-02-01,83,91,1,2,84,93,177
CUATRO CAÑADAS,consulta externa, personas de 5 a 9 anos,2014-02-01,43,53,1,0,44,53,97
CUEVO,consulta externa, personas de 5 a 9 anos,2014-02-01,11,16,0,0,11,16,27
CULPINA,consulta externa, personas de 5 a 9 anos,2014-02-01,23,29,0,0,23,29,52
CURAHUARA DE CARANGAS,consulta externa, personas de 5 a 9 anos,2014-02-01,6,7,0,0,6,7,13
CURVA,consulta externa, personas de 5 a 9 anos,2014-02-01,3,6,1,0,4,6,10
DESAGUADERO,consulta externa, personas de 5 a 9 anos,2014-02-01,11,3,0,0,11,3,14
EL ALTO,consulta externa, personas de 5 a 9 anos,2014-02-01,2911,2863,584,643,3495,3506,7001
EL CHORO,consulta externa, personas de 5 a 9 anos,2014-02-01,5,4,0,0,5,4,9
EL PUENTE(STC),consulta externa, personas de 5 a 9 anos,2014-02-01,61,48,0,0,61,48,109
EL PUENTE(TJA),consulta externa, personas de 5 a 9 anos,2014-02-01,41,58,0,0,41,58,99
EL TORNO,consulta externa, personas de 5 a 9 anos,2014-02-01,290,331,17,18,307,349,656
EL VILLAR,consulta externa, personas de 5 a 9 anos,2014-02-01,23,28,1,0,24,28,52
ENTRE RIOS TRJ,consulta externa, personas de 5 a 9 anos,2014-02-01,123,128,0,0,123,128,251
ENTRE RIOS CBBA,consulta externa, personas de 5 a 9 anos,2014-02-01,46,44,6,3,52,47,99
ESCARA,consulta externa, personas de 5 a 9 anos,2014-02-01,0,1,0,0,0,1,1
ESCOMA,consulta externa, personas de 5 a 9 anos,2014-02-01,12,11,0,0,12,11,23
ESMERALDA,consulta externa, personas de 5 a 9 anos,2014-02-01,0,2,0,0,0,2,2
EUCALIPTUS,consulta externa, personas de 5 a 9 anos,2014-02-01,5,3,2,0,7,3,10
EUREKA (SANTOS MERCADO),consulta externa, personas de 5 a 9 anos,2014-02-01,3,5,0,0,3,5,8
EXALTACION,consulta externa, personas de 5 a 9 anos,2014-02-01,5,7,0,0,5,7,12
FERNANDEZ ALONSO,consulta externa, personas de 5 a 9 anos,2014-02-01,70,49,1,1,71,50,121
FILADELFIA,consulta externa, personas de 5 a 9 anos,2014-02-01,20,18,0,0,20,18,38
GENERAL SAAVEDRA,consulta externa, personas de 5 a 9 anos,2014-02-01,36,32,1,0,37,32,69
GRAL. J.J. PEREZ (CHARAZANI),consulta externa, personas de 5 a 9 anos,2014-02-01,18,12,5,0,23,12,35
GUANAY,consulta externa, personas de 5 a 9 anos,2014-02-01,22,22,0,0,22,22,44
GUAQUI,consulta externa, personas de 5 a 9 anos,2014-02-01,13,7,0,0,13,7,20
GUAYARAMERIN,consulta externa, personas de 5 a 9 anos,2014-02-01,229,245,33,42,262,287,549
GUTIERREZ,consulta externa, personas de 5 a 9 anos,2014-02-01,43,46,2,0,45,46,91
HUACARETA,consulta externa, personas de 5 a 9 anos,2014-02-01,31,23,3,6,34,29,63
HUACAYA (VILLA DE HUACAYA),consulta externa, personas de 5 a 9 anos,2014-02-01,9,11,0,0,9,11,20
HUACHACALLA,consulta externa, personas de 5 a 9 anos,2014-02-01,5,6,0,1,5,7,12
HUANUNI,consulta externa, personas de 5 a 9 anos,2014-02-01,125,150,9,18,134,168,302
HUARACAJE,consulta externa, personas de 5 a 9 anos,2014-02-01,16,28,2,0,18,28,46
HUARINA,consulta externa, personas de 5 a 9 anos,2014-02-01,4,3,1,0,5,3,8
HUATAJATA,consulta externa, personas de 5 a 9 anos,2014-02-01,7,5,0,1,7,6,13
HUAYLLAMARCA,consulta externa, personas de 5 a 9 anos,2014-02-01,6,9,3,4,9,13,22
HUMANATA,consulta externa, personas de 5 a 9 anos,2014-02-01,2,1,0,0,2,1,3
ICHOCA,consulta externa, personas de 5 a 9 anos,2014-02-01,1,0,0,0,1,0,1
ICLA,consulta externa, personas de 5 a 9 anos,2014-02-01,12,15,0,0,12,15,27
INCAHUASI,consulta externa, personas de 5 a 9 anos,2014-02-01,2,7,0,1,2,8,10
INGAVI (HUMAITA),consulta externa, personas de 5 a 9 anos,2014-02-01,0,2,0,0,0,2,2
INQUISIVI,consulta externa, personas de 5 a 9 anos,2014-02-01,7,8,2,3,9,11,20
IRUPANA (VILLA DE LANZA),consulta externa, personas de 5 a 9 anos,2014-02-01,30,28,1,1,31,29,60
IXIAMAS,consulta externa, personas de 5 a 9 anos,2014-02-01,59,63,0,0,59,63,122
JESUS DE MACHACA,consulta externa, personas de 5 a 9 anos,2014-02-01,13,11,0,0,13,11,24
LA ASUNTA,consulta externa, personas de 5 a 9 anos,2014-02-01,104,86,7,7,111,93,204
LA GUARDIA,consulta externa, personas de 5 a 9 anos,2014-02-01,196,238,13,14,209,252,461
LA PAZ,consulta externa, personas de 5 a 9 anos,2014-02-01,2304,2464,1265,1302,3569,3766,7335
LA RIVERA,consulta externa, personas de 5 a 9 anos,2014-02-01,1,3,0,1,1,4,5
LAGUNILLAS,consulta externa, personas de 5 a 9 anos,2014-02-01,67,86,1,1,68,87,155
LAJA,consulta externa, personas de 5 a 9 anos,2014-02-01,14,9,4,4,18,13,31
LAS CARRERAS,consulta externa, personas de 5 a 9 anos,2014-02-01,9,5,0,0,9,5,14
LICOMA PAMPA,consulta externa, personas de 5 a 9 anos,2014-02-01,2,5,0,0,2,5,7
LLALLAGUA,consulta externa, personas de 5 a 9 anos,2014-02-01,59,50,3,1,62,51,113
LLICA,consulta externa, personas de 5 a 9 anos,2014-02-01,12,23,0,1,12,24,36
LORETO,consulta externa, personas de 5 a 9 anos,2014-02-01,57,46,3,0,60,46,106
LURIBAY,consulta externa, personas de 5 a 9 anos,2014-02-01,23,16,0,0,23,16,39
MACHACAMARCA,consulta externa, personas de 5 a 9 anos,2014-02-01,10,7,1,0,11,7,18
MACHARETI,consulta externa, personas de 5 a 9 anos,2014-02-01,28,19,0,0,28,19,47
MAGDALENA,consulta externa, personas de 5 a 9 anos,2014-02-01,74,68,5,9,79,77,156
MAIRANA,consulta externa, personas de 5 a 9 anos,2014-02-01,24,29,2,3,26,32,58
MALLA,consulta externa, personas de 5 a 9 anos,2014-02-01,1,5,1,0,2,5,7
MAPIRI,consulta externa, personas de 5 a 9 anos,2014-02-01,30,27,1,0,31,27,58
MECAPACA,consulta externa, personas de 5 a 9 anos,2014-02-01,14,21,2,0,16,21,37
MINEROS,consulta externa, personas de 5 a 9 anos,2014-02-01,17,18,1,2,18,20,38
MIZQUE,consulta externa, personas de 5 a 9 anos,2014-02-01,42,17,1,0,43,17,60
MOCOMOCO,consulta externa, personas de 5 a 9 anos,2014-02-01,10,8,0,0,10,8,18
MOJINETE,consulta externa, personas de 5 a 9 anos,2014-02-01,3,2,0,0,3,2,5
MOJOCOYA,consulta externa, personas de 5 a 9 anos,2014-02-01,14,13,1,0,15,13,28
MONTEAGUDO,consulta externa, personas de 5 a 9 anos,2014-02-01,250,191,51,34,301,225,526
MONTERO,consulta externa, personas de 5 a 9 anos,2014-02-01,837,526,55,69,892,595,1487
MORO MORO,consulta externa, personas de 5 a 9 anos,2014-02-01,8,8,0,0,8,8,16
MOROCHATA,consulta externa, personas de 5 a 9 anos,2014-02-01,5,8,0,0,5,8,13
NACEBE (SANTA ROSA DEL ABUNA),consulta externa, personas de 5 a 9 anos,2014-02-01,13,21,0,0,13,21,34
NUEVO MANOA (NUEVA ESPERANZA),consulta externa, personas de 5 a 9 anos,2014-02-01,3,6,0,0,3,6,9
OCURI,consulta externa, personas de 5 a 9 anos,2014-02-01,11,6,0,0,11,6,17
OKINAWA,consulta externa, personas de 5 a 9 anos,2014-02-01,32,41,0,0,32,41,73
OMEREQUE,consulta externa, personas de 5 a 9 anos,2014-02-01,13,14,2,0,15,14,29
ORURO,consulta externa, personas de 5 a 9 anos,2014-02-01,1288,1195,386,329,1674,1524,3198
PADCAYA,consulta externa, personas de 5 a 9 anos,2014-02-01,157,160,2,4,159,164,323
PADILLA,consulta externa, personas de 5 a 9 anos,2014-02-01,35,49,1,1,36,50,86
PAILON,consulta externa, personas de 5 a 9 anos,2014-02-01,33,34,1,3,34,37,71
PALCA,consulta externa, personas de 5 a 9 anos,2014-02-01,18,22,3,0,21,22,43
PALOS BLANCOS,consulta externa, personas de 5 a 9 anos,2014-02-01,81,74,2,5,83,79,162
PAMPA AULLAGAS,consulta externa, personas de 5 a 9 anos,2014-02-01,4,9,0,0,4,9,13
PAMPA GRANDE,consulta externa, personas de 5 a 9 anos,2014-02-01,21,17,2,2,23,19,42
PAPEL PAMPA,consulta externa, personas de 5 a 9 anos,2014-02-01,10,12,0,0,10,12,22
PASORAPA,consulta externa, personas de 5 a 9 anos,2014-02-01,10,10,0,0,10,10,20
PATACAMAYA,consulta externa, personas de 5 a 9 anos,2014-02-01,38,20,0,0,38,20,58
PAZÑA,consulta externa, personas de 5 a 9 anos,2014-02-01,9,7,0,0,9,7,16
PELECHUCO,consulta externa, personas de 5 a 9 anos,2014-02-01,14,10,0,0,14,10,24
POCOATA,consulta externa, personas de 5 a 9 anos,2014-02-01,19,17,0,0,19,17,36
POCONA,consulta externa, personas de 5 a 9 anos,2014-02-01,20,17,0,2,20,19,39
POJO (CBBA),consulta externa, personas de 5 a 9 anos,2014-02-01,8,14,0,0,8,14,22
POOPO,consulta externa, personas de 5 a 9 anos,2014-02-01,19,14,3,1,22,15,37
PORCO,consulta externa, personas de 5 a 9 anos,2014-02-01,9,16,0,0,9,16,25
POROMA,consulta externa, personas de 5 a 9 anos,2014-02-01,11,17,1,0,12,17,29
PORONGO,consulta externa, personas de 5 a 9 anos,2014-02-01,33,34,0,0,33,34,67
PORTACHUELO,consulta externa, personas de 5 a 9 anos,2014-02-01,52,60,3,6,55,66,121
PORVENIR,consulta externa, personas de 5 a 9 anos,2014-02-01,31,35,2,0,33,35,68
POSTRER VALLE,consulta externa, personas de 5 a 9 anos,2014-02-01,4,4,0,0,4,4,8
POTOSI,consulta externa, personas de 5 a 9 anos,2014-02-01,943,925,97,82,1040,1007,2047
PRESTO,consulta externa, personas de 5 a 9 anos,2014-02-01,7,13,0,0,7,13,20
PUCARA,consulta externa, personas de 5 a 9 anos,2014-02-01,7,7,1,1,8,8,16
PUCARANI,consulta externa, personas de 5 a 9 anos,2014-02-01,40,44,1,0,41,44,85
PUERTO ACOSTA,consulta externa, personas de 5 a 9 anos,2014-02-01,11,2,1,0,12,2,14
PUERTO CARABUCO,consulta externa, personas de 5 a 9 anos,2014-02-01,18,19,0,4,18,23,41
PUERTO GONZALO MORENO,consulta externa, personas de 5 a 9 anos,2014-02-01,29,34,0,0,29,34,63
PUERTO PEREZ,consulta externa, personas de 5 a 9 anos,2014-02-01,11,14,0,0,11,14,25
PUERTO QUIJARRO,consulta externa, personas de 5 a 9 anos,2014-02-01,54,49,13,17,67,66,133
PUERTO RICO,consulta externa, personas de 5 a 9 anos,2014-02-01,59,56,0,0,59,56,115
PUERTO SILES,consulta externa, personas de 5 a 9 anos,2014-02-01,2,5,0,0,2,5,7
PUERTO SUAREZ,consulta externa, personas de 5 a 9 anos,2014-02-01,57,62,6,5,63,67,130
PUERTO VILLARROEL,consulta externa, personas de 5 a 9 anos,2014-02-01,108,77,0,1,108,78,186
PUNA,consulta externa, personas de 5 a 9 anos,2014-02-01,26,22,0,0,26,22,48
PUNATA,consulta externa, personas de 5 a 9 anos,2014-02-01,65,70,14,12,79,82,161
QUIABAYA,consulta externa, personas de 5 a 9 anos,2014-02-01,2,1,0,0,2,1,3
QUILLACOLLO,consulta externa, personas de 5 a 9 anos,2014-02-01,836,782,201,220,1037,1002,2039
QUIME,consulta externa, personas de 5 a 9 anos,2014-02-01,17,9,0,0,17,9,26
QUIRUSILLAS,consulta externa, personas de 5 a 9 anos,2014-02-01,3,6,0,0,3,6,9
RAVELO,consulta externa, personas de 5 a 9 anos,2014-02-01,18,20,0,0,18,20,38
