,group,variable,month,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS NUEVO,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS NUEVO,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS REPETIDO,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
SOPACHUY,consulta externa, personas de 10 a 20 anos,2014-01-01,36,73,1,2,37,75,112
SORACACHI,consulta externa, personas de 10 a 20 anos,2014-01-01,25,20,1,1,26,21,47
SORATA,consulta externa, personas de 10 a 20 anos,2014-01-01,35,63,2,8,37,71,108
SUCRE,consulta externa, personas de 10 a 20 anos,2014-01-01,2578,4154,896,1308,3474,5462,8936
TACACHI,consulta externa, personas de 10 a 20 anos,2014-01-01,3,5,2,1,5,6,11
TACACOMA,consulta externa, personas de 10 a 20 anos,2014-01-01,22,32,3,3,25,35,60
TACOBAMBA,consulta externa, personas de 10 a 20 anos,2014-01-01,22,49,1,0,23,49,72
TACOPAYA,consulta externa, personas de 10 a 20 anos,2014-01-01,19,42,1,2,20,44,64
TAHUA,consulta externa, personas de 10 a 20 anos,2014-01-01,8,9,0,0,8,9,17
TAPACARI,consulta externa, personas de 10 a 20 anos,2014-01-01,34,70,0,5,34,75,109
TARABUCO,consulta externa, personas de 10 a 20 anos,2014-01-01,16,68,1,1,17,69,86
TARACO,consulta externa, personas de 10 a 20 anos,2014-01-01,19,29,1,2,20,31,51
TARATA,consulta externa, personas de 10 a 20 anos,2014-01-01,9,23,3,2,12,25,37
TARIJA,consulta externa, personas de 10 a 20 anos,2014-01-01,2567,4123,645,1113,3212,5236,8448
TARVITA,consulta externa, personas de 10 a 20 anos,2014-01-01,55,155,1,3,56,158,214
TEOPONTE,consulta externa, personas de 10 a 20 anos,2014-01-01,40,55,1,3,41,58,99
TIAWANACU,consulta externa, personas de 10 a 20 anos,2014-01-01,28,63,1,8,29,71,100
TINGUIPAYA,consulta externa, personas de 10 a 20 anos,2014-01-01,34,69,1,0,35,69,104
TIPUANI,consulta externa, personas de 10 a 20 anos,2014-01-01,45,79,4,5,49,84,133
TIQUIPAYA,consulta externa, personas de 10 a 20 anos,2014-01-01,97,150,11,43,108,193,301
TIRAQUE (CBBA),consulta externa, personas de 10 a 20 anos,2014-01-01,45,82,1,3,46,85,131
TITO YUPANQUI (PARQUIPUJIO),consulta externa, personas de 10 a 20 anos,2014-01-01,4,11,0,0,4,11,15
TOCO,consulta externa, personas de 10 a 20 anos,2014-01-01,10,22,1,0,11,22,33
TODOS SANTOS,consulta externa, personas de 10 a 20 anos,2014-01-01,6,8,0,1,6,9,15
TOLATA,consulta externa, personas de 10 a 20 anos,2014-01-01,31,45,3,13,34,58,92
TOLEDO,consulta externa, personas de 10 a 20 anos,2014-01-01,22,18,0,4,22,22,44
TOMAVE,consulta externa, personas de 10 a 20 anos,2014-01-01,42,105,1,2,43,107,150
TOMINA,consulta externa, personas de 10 a 20 anos,2014-01-01,51,99,0,0,51,99,150
TORO TORO,consulta externa, personas de 10 a 20 anos,2014-01-01,28,78,0,0,28,78,106
TOTORA(CBBA),consulta externa, personas de 10 a 20 anos,2014-01-01,15,34,0,0,15,34,49
TOTORA(ORR),consulta externa, personas de 10 a 20 anos,2014-01-01,12,18,1,1,13,19,32
TRIGAL,consulta externa, personas de 10 a 20 anos,2014-01-01,17,16,1,2,18,18,36
TRINIDAD,consulta externa, personas de 10 a 20 anos,2014-01-01,1426,2242,207,321,1633,2563,4196
TUPIZA,consulta externa, personas de 10 a 20 anos,2014-01-01,1105,1631,123,104,1228,1735,2963
TURCO,consulta externa, personas de 10 a 20 anos,2014-01-01,21,13,0,0,21,13,34
UMALA,consulta externa, personas de 10 a 20 anos,2014-01-01,7,14,0,0,7,14,21
UNCIA,consulta externa, personas de 10 a 20 anos,2014-01-01,108,151,12,33,120,184,304
URIONDO (A. CONCEPCION),consulta externa, personas de 10 a 20 anos,2014-01-01,248,346,11,16,259,362,621
URUBICHA,consulta externa, personas de 10 a 20 anos,2014-01-01,12,28,0,0,12,28,40
UYUNI,consulta externa, personas de 10 a 20 anos,2014-01-01,156,259,11,33,167,292,459
VACAS,consulta externa, personas de 10 a 20 anos,2014-01-01,21,38,2,3,23,41,64
VALLEGRANDE,consulta externa, personas de 10 a 20 anos,2014-01-01,70,137,14,26,84,163,247
VIACHA,consulta externa, personas de 10 a 20 anos,2014-01-01,183,296,90,84,273,380,653
VILA VILA,consulta externa, personas de 10 a 20 anos,2014-01-01,9,15,0,0,9,15,24
VILLA CHARCAS,consulta externa, personas de 10 a 20 anos,2014-01-01,34,78,1,2,35,80,115
VILLA MONTES,consulta externa, personas de 10 a 20 anos,2014-01-01,541,804,69,99,610,903,1513
VILLA NUEVA (LOMA ALTA),consulta externa, personas de 10 a 20 anos,2014-01-01,14,24,1,1,15,25,40
VILLA RIVERO,consulta externa, personas de 10 a 20 anos,2014-01-01,36,37,2,3,38,40,78
VILLA SERRANO,consulta externa, personas de 10 a 20 anos,2014-01-01,41,78,3,2,44,80,124
VILLA TUNARI,consulta externa, personas de 10 a 20 anos,2014-01-01,414,726,46,108,460,834,1294
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa, personas de 10 a 20 anos,2014-01-01,29,55,1,0,30,55,85
VILLAZON,consulta externa, personas de 10 a 20 anos,2014-01-01,199,417,15,29,214,446,660
VINTO,consulta externa, personas de 10 a 20 anos,2014-01-01,92,117,27,41,119,158,277
VITICHI,consulta externa, personas de 10 a 20 anos,2014-01-01,39,84,1,2,40,86,126
WALDO BALLIVIAN,consulta externa, personas de 10 a 20 anos,2014-01-01,7,12,2,0,9,12,21
WARNES,consulta externa, personas de 10 a 20 anos,2014-01-01,218,432,8,7,226,439,665
YACO,consulta externa, personas de 10 a 20 anos,2014-01-01,15,20,0,0,15,20,35
YACUIBA,consulta externa, personas de 10 a 20 anos,2014-01-01,1010,1645,134,228,1144,1873,3017
YAMPARAEZ,consulta externa, personas de 10 a 20 anos,2014-01-01,35,34,5,1,40,35,75
YANACACHI,consulta externa, personas de 10 a 20 anos,2014-01-01,19,22,2,0,21,22,43
YAPACANI,consulta externa, personas de 10 a 20 anos,2014-01-01,168,327,1,34,169,361,530
YOCALLA,consulta externa, personas de 10 a 20 anos,2014-01-01,31,48,0,4,31,52,83
YOTALA,consulta externa, personas de 10 a 20 anos,2014-01-01,47,58,1,1,48,59,107
YUNCHARA,consulta externa, personas de 10 a 20 anos,2014-01-01,58,105,1,0,59,105,164
ZUDAÑEZ,consulta externa, personas de 10 a 20 anos,2014-01-01,24,38,1,10,25,48,73
ACACIO,consulta externa, personas de 10 a 20 anos,2014-02-01,22,40,0,0,22,40,62
ACHACACHI,consulta externa, personas de 10 a 20 anos,2014-02-01,75,86,2,15,77,101,178
ACHOCALLA,consulta externa, personas de 10 a 20 anos,2014-02-01,15,39,0,0,15,39,54
AIQUILE,consulta externa, personas de 10 a 20 anos,2014-02-01,80,101,8,5,88,106,194
ALALAY,consulta externa, personas de 10 a 20 anos,2014-02-01,10,10,0,0,10,10,20
ALCALA,consulta externa, personas de 10 a 20 anos,2014-02-01,35,57,0,1,35,58,93
ALTO BENI,consulta externa, personas de 10 a 20 anos,2014-02-01,76,89,0,1,76,90,166
ANCORAIMES,consulta externa, personas de 10 a 20 anos,2014-02-01,21,26,4,0,25,26,51
ANDAMARCA,consulta externa, personas de 10 a 20 anos,2014-02-01,11,21,0,0,11,21,32
ANTEQUERA,consulta externa, personas de 10 a 20 anos,2014-02-01,9,5,0,0,9,5,14
ANZALDO,consulta externa, personas de 10 a 20 anos,2014-02-01,28,41,4,4,32,45,77
APOLO,consulta externa, personas de 10 a 20 anos,2014-02-01,14,25,0,2,14,27,41
ARAMPAMPA,consulta externa, personas de 10 a 20 anos,2014-02-01,1,13,0,0,1,13,14
ARANI,consulta externa, personas de 10 a 20 anos,2014-02-01,16,28,0,0,16,28,44
ARBIETO,consulta externa, personas de 10 a 20 anos,2014-02-01,35,74,2,7,37,81,118
ARQUE,consulta externa, personas de 10 a 20 anos,2014-02-01,31,45,1,5,32,50,82
ASCENCION DE GUARAYOS,consulta externa, personas de 10 a 20 anos,2014-02-01,34,85,0,5,34,90,124
ATOCHA,consulta externa, personas de 10 a 20 anos,2014-02-01,294,362,78,80,372,442,814
AUCAPATA,consulta externa, personas de 10 a 20 anos,2014-02-01,14,34,1,0,15,34,49
AYATA,consulta externa, personas de 10 a 20 anos,2014-02-01,19,31,0,2,19,33,52
AYO AYO,consulta externa, personas de 10 a 20 anos,2014-02-01,6,20,0,0,6,20,26
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, personas de 10 a 20 anos,2014-02-01,65,78,1,4,66,82,148
AZURDUY,consulta externa, personas de 10 a 20 anos,2014-02-01,26,55,1,1,27,56,83
BATALLAS,consulta externa, personas de 10 a 20 anos,2014-02-01,23,43,0,1,23,44,67
BAURES,consulta externa, personas de 10 a 20 anos,2014-02-01,51,118,3,3,54,121,175
BELEN DE ANDAMARCA,consulta externa, personas de 10 a 20 anos,2014-02-01,3,1,2,0,5,1,6
BELEN DE URMIRI,consulta externa, personas de 10 a 20 anos,2014-02-01,6,6,0,1,6,7,13
BELLA FLOR,consulta externa, personas de 10 a 20 anos,2014-02-01,31,46,1,2,32,48,80
BERMEJO,consulta externa, personas de 10 a 20 anos,2014-02-01,600,814,36,62,636,876,1512
BETANZOS,consulta externa, personas de 10 a 20 anos,2014-02-01,156,227,4,12,160,239,399
BOLIVAR,consulta externa, personas de 10 a 20 anos,2014-02-01,11,9,1,0,12,9,21
BOLPEBRA,consulta externa, personas de 10 a 20 anos,2014-02-01,15,22,0,0,15,22,37
BOYUIBE,consulta externa, personas de 10 a 20 anos,2014-02-01,34,65,3,3,37,68,105
BUENA VISTA,consulta externa, personas de 10 a 20 anos,2014-02-01,60,74,3,3,63,77,140
CABEZAS,consulta externa, personas de 10 a 20 anos,2014-02-01,130,288,4,6,134,294,428
CAIROMA,consulta externa, personas de 10 a 20 anos,2014-02-01,38,68,6,7,44,75,119
"CAIZA ""D""",consulta externa, personas de 10 a 20 anos,2014-02-01,55,92,1,3,56,95,151
CAJUATA,consulta externa, personas de 10 a 20 anos,2014-02-01,51,58,0,0,51,58,109
CALACOTO,consulta externa, personas de 10 a 20 anos,2014-02-01,5,14,0,0,5,14,19
CALAMARCA,consulta externa, personas de 10 a 20 anos,2014-02-01,33,61,6,2,39,63,102
CAMARGO,consulta externa, personas de 10 a 20 anos,2014-02-01,62,94,1,4,63,98,161
CAMATAQUI (C. VILLA ABECIA),consulta externa, personas de 10 a 20 anos,2014-02-01,9,35,0,2,9,37,46
CAMIRI,consulta externa, personas de 10 a 20 anos,2014-02-01,293,408,88,150,381,558,939
CAPINOTA,consulta externa, personas de 10 a 20 anos,2014-02-01,71,112,5,15,76,127,203
CAQUIAVIRI,consulta externa, personas de 10 a 20 anos,2014-02-01,19,55,1,2,20,57,77
CARACOLLO,consulta externa, personas de 10 a 20 anos,2014-02-01,55,90,3,6,58,96,154
CARANAVI,consulta externa, personas de 10 a 20 anos,2014-02-01,130,241,8,13,138,254,392
CARANGAS,consulta externa, personas de 10 a 20 anos,2014-02-01,1,0,0,0,1,0,1
CARAPARI,consulta externa, personas de 10 a 20 anos,2014-02-01,245,312,2,3,247,315,562
CARIPUYO,consulta externa, personas de 10 a 20 anos,2014-02-01,29,25,0,0,29,25,54
CARMEN RIVERO TORREZ,consulta externa, personas de 10 a 20 anos,2014-02-01,19,38,2,5,21,43,64
CATACORA,consulta externa, personas de 10 a 20 anos,2014-02-01,1,5,0,1,1,6,7
CHACARILLA,consulta externa, personas de 10 a 20 anos,2014-02-01,6,5,0,0,6,5,11
CHALLAPATA,consulta externa, personas de 10 a 20 anos,2014-02-01,74,114,7,14,81,128,209
CHAQUI,consulta externa, personas de 10 a 20 anos,2014-02-01,24,44,0,2,24,46,70
CHARAGUA,consulta externa, personas de 10 a 20 anos,2014-02-01,74,122,4,3,78,125,203
CHARAÑA,consulta externa, personas de 10 a 20 anos,2014-02-01,7,11,0,1,7,12,19
CHAYANTA,consulta externa, personas de 10 a 20 anos,2014-02-01,43,78,1,2,44,80,124
CHIMORE,consulta externa, personas de 10 a 20 anos,2014-02-01,181,220,3,0,184,220,404
CHIPAYA,consulta externa, personas de 10 a 20 anos,2014-02-01,8,19,0,0,8,19,27
CHOQUE COTA,consulta externa, personas de 10 a 20 anos,2014-02-01,1,3,0,1,1,4,5
CHUA COCANI,consulta externa, personas de 10 a 20 anos,2014-02-01,11,7,1,0,12,7,19
CHULUMANI (V. DE LA LIBERTAD),consulta externa, personas de 10 a 20 anos,2014-02-01,64,71,3,7,67,78,145
CHUMA,consulta externa, personas de 10 a 20 anos,2014-02-01,35,45,0,0,35,45,80
CHUQUIHUTA AYLLU JUCUMANI,consulta externa, personas de 10 a 20 anos,2014-02-01,9,18,0,0,9,18,27
CKOCHAS,consulta externa, personas de 10 a 20 anos,2014-02-01,29,61,0,0,29,61,90
CLIZA,consulta externa, personas de 10 a 20 anos,2014-02-01,44,44,2,3,46,47,93
COBIJA,consulta externa, personas de 10 a 20 anos,2014-02-01,523,645,67,151,590,796,1386
COCAPATA,consulta externa, personas de 10 a 20 anos,2014-02-01,40,38,0,0,40,38,78
COCHABAMBA,consulta externa, personas de 10 a 20 anos,2014-02-01,3150,4846,2056,3113,5206,7959,13165
COIPASA,consulta externa, personas de 10 a 20 anos,2014-02-01,6,8,0,0,6,8,14
COLCAPIRHUA,consulta externa, personas de 10 a 20 anos,2014-02-01,116,140,105,59,221,199,420
"COLCHA ""K""",consulta externa, personas de 10 a 20 anos,2014-02-01,49,75,2,2,51,77,128
COLLANA,consulta externa, personas de 10 a 20 anos,2014-02-01,11,13,3,5,14,18,32
COLOMI,consulta externa, personas de 10 a 20 anos,2014-02-01,52,66,0,0,52,66,118
COLPA BELGICA,consulta externa, personas de 10 a 20 anos,2014-02-01,65,52,15,3,80,55,135
COLQUECHACA,consulta externa, personas de 10 a 20 anos,2014-02-01,47,102,1,11,48,113,161
COLQUENCHA,consulta externa, personas de 10 a 20 anos,2014-02-01,36,44,6,4,42,48,90
COLQUIRI,consulta externa, personas de 10 a 20 anos,2014-02-01,35,84,10,16,45,100,145
COMANCHE,consulta externa, personas de 10 a 20 anos,2014-02-01,11,8,0,0,11,8,19
COMARAPA,consulta externa, personas de 10 a 20 anos,2014-02-01,63,132,7,31,70,163,233
COMBAYA,consulta externa, personas de 10 a 20 anos,2014-02-01,0,8,0,0,0,8,8
CONCEPCION,consulta externa, personas de 10 a 20 anos,2014-02-01,22,56,1,6,23,62,85
COPACABANA,consulta externa, personas de 10 a 20 anos,2014-02-01,28,23,0,0,28,23,51
CORIPATA,consulta externa, personas de 10 a 20 anos,2014-02-01,39,62,1,3,40,65,105
CORO CORO,consulta externa, personas de 10 a 20 anos,2014-02-01,14,28,0,1,14,29,43
COROICO,consulta externa, personas de 10 a 20 anos,2014-02-01,52,86,10,21,62,107,169
CORQUE,consulta externa, personas de 10 a 20 anos,2014-02-01,74,28,0,1,74,29,103
COTAGAITA,consulta externa, personas de 10 a 20 anos,2014-02-01,214,332,16,36,230,368,598
COTOCA,consulta externa, personas de 10 a 20 anos,2014-02-01,90,266,0,4,90,270,360
CRUZ DE MACHACAMARCA,consulta externa, personas de 10 a 20 anos,2014-02-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,consulta externa, personas de 10 a 20 anos,2014-02-01,65,130,0,22,65,152,217
CUCHUMUELA (V. G. VILLARROEL),consulta externa, personas de 10 a 20 anos,2014-02-01,3,3,0,0,3,3,6
CUEVO,consulta externa, personas de 10 a 20 anos,2014-02-01,39,49,3,4,42,53,95
CULPINA,consulta externa, personas de 10 a 20 anos,2014-02-01,54,68,1,2,55,70,125
CURAHUARA DE CARANGAS,consulta externa, personas de 10 a 20 anos,2014-02-01,12,9,0,0,12,9,21
CURVA,consulta externa, personas de 10 a 20 anos,2014-02-01,7,8,0,3,7,11,18
DESAGUADERO,consulta externa, personas de 10 a 20 anos,2014-02-01,8,12,0,0,8,12,20
EL ALTO,consulta externa, personas de 10 a 20 anos,2014-02-01,3920,6145,961,1547,4881,7692,12573
EL CHORO,consulta externa, personas de 10 a 20 anos,2014-02-01,9,17,0,2,9,19,28
EL PUENTE(STC),consulta externa, personas de 10 a 20 anos,2014-02-01,69,172,0,1,69,173,242
EL PUENTE(TJA),consulta externa, personas de 10 a 20 anos,2014-02-01,83,153,1,1,84,154,238
EL TORNO,consulta externa, personas de 10 a 20 anos,2014-02-01,377,546,39,52,416,598,1014
EL VILLAR,consulta externa, personas de 10 a 20 anos,2014-02-01,54,48,2,2,56,50,106
ENTRE RIOS TRJ,consulta externa, personas de 10 a 20 anos,2014-02-01,260,401,0,6,260,407,667
ENTRE RIOS CBBA,consulta externa, personas de 10 a 20 anos,2014-02-01,95,138,10,9,105,147,252
ESCARA,consulta externa, personas de 10 a 20 anos,2014-02-01,3,1,0,1,3,2,5
ESCOMA,consulta externa, personas de 10 a 20 anos,2014-02-01,27,10,0,1,27,11,38
ESMERALDA,consulta externa, personas de 10 a 20 anos,2014-02-01,2,1,0,0,2,1,3
EUCALIPTUS,consulta externa, personas de 10 a 20 anos,2014-02-01,11,15,1,4,12,19,31
EUREKA (SANTOS MERCADO),consulta externa, personas de 10 a 20 anos,2014-02-01,2,8,0,0,2,8,10
EXALTACION,consulta externa, personas de 10 a 20 anos,2014-02-01,7,6,0,0,7,6,13
FERNANDEZ ALONSO,consulta externa, personas de 10 a 20 anos,2014-02-01,61,124,0,3,61,127,188
FILADELFIA,consulta externa, personas de 10 a 20 anos,2014-02-01,28,60,0,0,28,60,88
GENERAL SAAVEDRA,consulta externa, personas de 10 a 20 anos,2014-02-01,37,95,3,3,40,98,138
GRAL. J.J. PEREZ (CHARAZANI),consulta externa, personas de 10 a 20 anos,2014-02-01,22,32,1,0,23,32,55
GUANAY,consulta externa, personas de 10 a 20 anos,2014-02-01,37,64,0,0,37,64,101
GUAQUI,consulta externa, personas de 10 a 20 anos,2014-02-01,20,20,2,1,22,21,43
GUAYARAMERIN,consulta externa, personas de 10 a 20 anos,2014-02-01,425,579,52,131,477,710,1187
GUTIERREZ,consulta externa, personas de 10 a 20 anos,2014-02-01,44,101,1,2,45,103,148
HUACARETA,consulta externa, personas de 10 a 20 anos,2014-02-01,46,78,1,1,47,79,126
HUACAYA (VILLA DE HUACAYA),consulta externa, personas de 10 a 20 anos,2014-02-01,15,38,0,1,15,39,54
HUACHACALLA,consulta externa, personas de 10 a 20 anos,2014-02-01,17,1,1,0,18,1,19
HUANUNI,consulta externa, personas de 10 a 20 anos,2014-02-01,176,228,16,40,192,268,460
HUARACAJE,consulta externa, personas de 10 a 20 anos,2014-02-01,18,43,8,11,26,54,80
HUARINA,consulta externa, personas de 10 a 20 anos,2014-02-01,5,15,5,2,10,17,27
HUATAJATA,consulta externa, personas de 10 a 20 anos,2014-02-01,12,7,2,3,14,10,24
HUAYLLAMARCA,consulta externa, personas de 10 a 20 anos,2014-02-01,5,7,0,0,5,7,12
HUMANATA,consulta externa, personas de 10 a 20 anos,2014-02-01,8,5,1,0,9,5,14
ICHOCA,consulta externa, personas de 10 a 20 anos,2014-02-01,2,12,0,0,2,12,14
ICLA,consulta externa, personas de 10 a 20 anos,2014-02-01,26,45,0,0,26,45,71
INCAHUASI,consulta externa, personas de 10 a 20 anos,2014-02-01,17,29,1,0,18,29,47
INGAVI (HUMAITA),consulta externa, personas de 10 a 20 anos,2014-02-01,3,22,0,2,3,24,27
INQUISIVI,consulta externa, personas de 10 a 20 anos,2014-02-01,13,30,1,3,14,33,47
IRUPANA (VILLA DE LANZA),consulta externa, personas de 10 a 20 anos,2014-02-01,40,77,1,2,41,79,120
IXIAMAS,consulta externa, personas de 10 a 20 anos,2014-02-01,90,96,0,1,90,97,187
JESUS DE MACHACA,consulta externa, personas de 10 a 20 anos,2014-02-01,42,85,7,8,49,93,142
LA ASUNTA,consulta externa, personas de 10 a 20 anos,2014-02-01,118,153,3,11,121,164,285
LA GUARDIA,consulta externa, personas de 10 a 20 anos,2014-02-01,280,441,20,18,300,459,759
LA PAZ,consulta externa, personas de 10 a 20 anos,2014-02-01,3951,6227,2319,3223,6270,9450,15720
LA RIVERA,consulta externa, personas de 10 a 20 anos,2014-02-01,4,3,0,0,4,3,7
LAGUNILLAS,consulta externa, personas de 10 a 20 anos,2014-02-01,53,101,0,3,53,104,157
LAJA,consulta externa, personas de 10 a 20 anos,2014-02-01,41,69,0,2,41,71,112
LAS CARRERAS,consulta externa, personas de 10 a 20 anos,2014-02-01,22,44,1,0,23,44,67
LICOMA PAMPA,consulta externa, personas de 10 a 20 anos,2014-02-01,12,8,0,0,12,8,20
LLALLAGUA,consulta externa, personas de 10 a 20 anos,2014-02-01,94,172,6,2,100,174,274
LLICA,consulta externa, personas de 10 a 20 anos,2014-02-01,17,29,0,1,17,30,47
LORETO,consulta externa, personas de 10 a 20 anos,2014-02-01,62,118,2,4,64,122,186
LURIBAY,consulta externa, personas de 10 a 20 anos,2014-02-01,43,52,20,0,63,52,115
MACHACAMARCA,consulta externa, personas de 10 a 20 anos,2014-02-01,8,22,0,1,8,23,31
MACHARETI,consulta externa, personas de 10 a 20 anos,2014-02-01,72,112,3,0,75,112,187
MAGDALENA,consulta externa, personas de 10 a 20 anos,2014-02-01,91,151,16,6,107,157,264
MAIRANA,consulta externa, personas de 10 a 20 anos,2014-02-01,38,68,1,3,39,71,110
MALLA,consulta externa, personas de 10 a 20 anos,2014-02-01,10,9,0,2,10,11,21
MAPIRI,consulta externa, personas de 10 a 20 anos,2014-02-01,41,78,1,1,42,79,121
MECAPACA,consulta externa, personas de 10 a 20 anos,2014-02-01,24,66,0,3,24,69,93
MINEROS,consulta externa, personas de 10 a 20 anos,2014-02-01,28,82,0,3,28,85,113
MIZQUE,consulta externa, personas de 10 a 20 anos,2014-02-01,47,93,4,3,51,96,147
MOCOMOCO,consulta externa, personas de 10 a 20 anos,2014-02-01,33,32,0,2,33,34,67
MOJINETE,consulta externa, personas de 10 a 20 anos,2014-02-01,11,6,1,0,12,6,18
MOJOCOYA,consulta externa, personas de 10 a 20 anos,2014-02-01,36,40,2,4,38,44,82
MONTEAGUDO,consulta externa, personas de 10 a 20 anos,2014-02-01,266,378,46,111,312,489,801
MONTERO,consulta externa, personas de 10 a 20 anos,2014-02-01,1073,1246,88,284,1161,1530,2691
MORO MORO,consulta externa, personas de 10 a 20 anos,2014-02-01,19,21,1,1,20,22,42
MOROCHATA,consulta externa, personas de 10 a 20 anos,2014-02-01,12,29,0,1,12,30,42
NACEBE (SANTA ROSA DEL ABUNA),consulta externa, personas de 10 a 20 anos,2014-02-01,19,32,0,0,19,32,51
NAZACARA DE PACAJES,consulta externa, personas de 10 a 20 anos,2014-02-01,1,1,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),consulta externa, personas de 10 a 20 anos,2014-02-01,14,13,3,0,17,13,30
OCURI,consulta externa, personas de 10 a 20 anos,2014-02-01,16,60,0,0,16,60,76
OKINAWA,consulta externa, personas de 10 a 20 anos,2014-02-01,41,79,0,2,41,81,122
OMEREQUE,consulta externa, personas de 10 a 20 anos,2014-02-01,36,43,10,1,46,44,90
ORURO,consulta externa, personas de 10 a 20 anos,2014-02-01,1702,2539,540,666,2242,3205,5447
PADCAYA,consulta externa, personas de 10 a 20 anos,2014-02-01,324,403,0,4,324,407,731
PADILLA,consulta externa, personas de 10 a 20 anos,2014-02-01,86,144,4,1,90,145,235
PAILON,consulta externa, personas de 10 a 20 anos,2014-02-01,47,82,0,1,47,83,130
PALCA,consulta externa, personas de 10 a 20 anos,2014-02-01,48,96,1,3,49,99,148
PALOS BLANCOS,consulta externa, personas de 10 a 20 anos,2014-02-01,173,229,3,4,176,233,409
PAMPA AULLAGAS,consulta externa, personas de 10 a 20 anos,2014-02-01,0,4,0,0,0,4,4
PAMPA GRANDE,consulta externa, personas de 10 a 20 anos,2014-02-01,24,55,1,3,25,58,83
PAPEL PAMPA,consulta externa, personas de 10 a 20 anos,2014-02-01,26,67,2,3,28,70,98
PASORAPA,consulta externa, personas de 10 a 20 anos,2014-02-01,15,23,0,1,15,24,39
PATACAMAYA,consulta externa, personas de 10 a 20 anos,2014-02-01,51,87,2,1,53,88,141
PAZÑA,consulta externa, personas de 10 a 20 anos,2014-02-01,20,28,0,0,20,28,48
