,group,variable,month,RESTAURACIONES CANTIDAD,RESTAURACIONES CANTIDAD,TOTALES,TOTALES,TOTALES
CAPINOTA,atencion odontologica,restauraciones,2012-02-01,63,53,63,53,116
CAQUIAVIRI,atencion odontologica,restauraciones,2012-02-01,3,14,3,14,17
CARACOLLO,atencion odontologica,restauraciones,2012-02-01,54,67,54,67,121
CARANAVI,atencion odontologica,restauraciones,2012-02-01,45,98,45,98,143
CARAPARI,atencion odontologica,restauraciones,2012-02-01,66,118,66,118,184
CARIPUYO,atencion odontologica,restauraciones,2012-02-01,7,18,7,18,25
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2012-02-01,1,4,1,4,5
CATACORA,atencion odontologica,restauraciones,2012-02-01,34,17,34,17,51
CHALLAPATA,atencion odontologica,restauraciones,2012-02-01,62,69,62,69,131
CHAQUI,atencion odontologica,restauraciones,2012-02-01,1,14,1,14,15
CHARAGUA,atencion odontologica,restauraciones,2012-02-01,22,59,22,59,81
CHARAÑA,atencion odontologica,restauraciones,2012-02-01,1,3,1,3,4
CHAYANTA,atencion odontologica,restauraciones,2012-02-01,20,37,20,37,57
CHIMORE,atencion odontologica,restauraciones,2012-02-01,32,95,32,95,127
CHIPAYA,atencion odontologica,restauraciones,2012-02-01,1,8,1,8,9
CHOQUE COTA,atencion odontologica,restauraciones,2012-02-01,10,5,10,5,15
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2012-02-01,36,32,36,32,68
CHUMA,atencion odontologica,restauraciones,2012-02-01,48,59,48,59,107
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2012-02-01,5,7,5,7,12
CKOCHAS,atencion odontologica,restauraciones,2012-02-01,0,9,0,9,9
CLIZA,atencion odontologica,restauraciones,2012-02-01,101,137,101,137,238
COBIJA,atencion odontologica,restauraciones,2012-02-01,187,290,187,290,477
COCAPATA,atencion odontologica,restauraciones,2012-02-01,22,51,22,51,73
COCHABAMBA,atencion odontologica,restauraciones,2012-02-01,2453,3429,2453,3429,5882
COIPASA,atencion odontologica,restauraciones,2012-02-01,2,18,2,18,20
COLCAPIRHUA,atencion odontologica,restauraciones,2012-02-01,73,125,73,125,198
"COLCHA ""K""",atencion odontologica,restauraciones,2012-02-01,17,22,17,22,39
COLOMI,atencion odontologica,restauraciones,2012-02-01,41,92,41,92,133
COLPA BELGICA,atencion odontologica,restauraciones,2012-02-01,20,49,20,49,69
COLQUECHACA,atencion odontologica,restauraciones,2012-02-01,22,54,22,54,76
COLQUIRI,atencion odontologica,restauraciones,2012-02-01,18,28,18,28,46
COMANCHE,atencion odontologica,restauraciones,2012-02-01,11,38,11,38,49
COMARAPA,atencion odontologica,restauraciones,2012-02-01,127,159,127,159,286
CONCEPCION,atencion odontologica,restauraciones,2012-02-01,18,22,18,22,40
COPACABANA,atencion odontologica,restauraciones,2012-02-01,59,53,59,53,112
CORIPATA,atencion odontologica,restauraciones,2012-02-01,8,28,8,28,36
CORO CORO,atencion odontologica,restauraciones,2012-02-01,28,34,28,34,62
COROICO,atencion odontologica,restauraciones,2012-02-01,26,24,26,24,50
CORQUE,atencion odontologica,restauraciones,2012-02-01,19,24,19,24,43
COTAGAITA,atencion odontologica,restauraciones,2012-02-01,76,96,76,96,172
COTOCA,atencion odontologica,restauraciones,2012-02-01,11,42,11,42,53
CUATRO CAÑADAS,atencion odontologica,restauraciones,2012-02-01,54,53,54,53,107
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2012-02-01,3,15,3,15,18
CUEVO,atencion odontologica,restauraciones,2012-02-01,7,13,7,13,20
CULPINA,atencion odontologica,restauraciones,2012-02-01,18,38,18,38,56
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2012-02-01,6,19,6,19,25
CURVA,atencion odontologica,restauraciones,2012-02-01,3,2,3,2,5
DESAGUADERO,atencion odontologica,restauraciones,2012-02-01,5,15,5,15,20
EL ALTO,atencion odontologica,restauraciones,2012-02-01,3006,4551,3006,4551,7557
EL CHORO,atencion odontologica,restauraciones,2012-02-01,1,2,1,2,3
EL PUENTE(STC),atencion odontologica,restauraciones,2012-02-01,14,24,14,24,38
EL PUENTE(TJA),atencion odontologica,restauraciones,2012-02-01,34,72,34,72,106
EL TORNO,atencion odontologica,restauraciones,2012-02-01,148,93,148,93,241
EL VILLAR,atencion odontologica,restauraciones,2012-02-01,7,36,7,36,43
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2012-02-01,54,93,54,93,147
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2012-02-01,75,140,75,140,215
ESCOMA,atencion odontologica,restauraciones,2012-02-01,20,20,20,20,40
EUCALIPTUS,atencion odontologica,restauraciones,2012-02-01,23,23,23,23,46
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2012-02-01,42,95,42,95,137
FILADELFIA,atencion odontologica,restauraciones,2012-02-01,9,18,9,18,27
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2012-02-01,7,24,7,24,31
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2012-02-01,15,25,15,25,40
GUANAY,atencion odontologica,restauraciones,2012-02-01,23,43,23,43,66
GUAQUI,atencion odontologica,restauraciones,2012-02-01,13,22,13,22,35
GUAYARAMERIN,atencion odontologica,restauraciones,2012-02-01,192,418,192,418,610
GUTIERREZ,atencion odontologica,restauraciones,2012-02-01,20,32,20,32,52
HUACARETA,atencion odontologica,restauraciones,2012-02-01,24,23,24,23,47
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2012-02-01,5,6,5,6,11
HUACHACALLA,atencion odontologica,restauraciones,2012-02-01,4,5,4,5,9
HUANUNI,atencion odontologica,restauraciones,2012-02-01,88,129,88,129,217
HUARACAJE,atencion odontologica,restauraciones,2012-02-01,5,0,5,0,5
HUARINA,atencion odontologica,restauraciones,2012-02-01,7,4,7,4,11
HUAYLLAMARCA,atencion odontologica,restauraciones,2012-02-01,10,7,10,7,17
HUMANATA,atencion odontologica,restauraciones,2012-02-01,2,5,2,5,7
ICLA,atencion odontologica,restauraciones,2012-02-01,8,22,8,22,30
INCAHUASI,atencion odontologica,restauraciones,2012-02-01,10,27,10,27,37
INQUISIVI,atencion odontologica,restauraciones,2012-02-01,17,20,17,20,37
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2012-02-01,42,70,42,70,112
IXIAMAS,atencion odontologica,restauraciones,2012-02-01,0,2,0,2,2
JESUS DE MACHACA,atencion odontologica,restauraciones,2012-02-01,30,25,30,25,55
LA ASUNTA,atencion odontologica,restauraciones,2012-02-01,12,31,12,31,43
LA GUARDIA,atencion odontologica,restauraciones,2012-02-01,41,125,41,125,166
LA PAZ,atencion odontologica,restauraciones,2012-02-01,4050,5746,4050,5746,9796
LAGUNILLAS,atencion odontologica,restauraciones,2012-02-01,4,12,4,12,16
LAJA,atencion odontologica,restauraciones,2012-02-01,29,56,29,56,85
LAS CARRERAS,atencion odontologica,restauraciones,2012-02-01,11,14,11,14,25
LICOMA PAMPA,atencion odontologica,restauraciones,2012-02-01,1,0,1,0,1
LLALLAGUA,atencion odontologica,restauraciones,2012-02-01,57,189,57,189,246
LLICA,atencion odontologica,restauraciones,2012-02-01,10,7,10,7,17
LURIBAY,atencion odontologica,restauraciones,2012-02-01,0,4,0,4,4
MACHACAMARCA,atencion odontologica,restauraciones,2012-02-01,25,18,25,18,43
MACHARETI,atencion odontologica,restauraciones,2012-02-01,15,8,15,8,23
MAGDALENA,atencion odontologica,restauraciones,2012-02-01,57,118,57,118,175
MAIRANA,atencion odontologica,restauraciones,2012-02-01,11,59,11,59,70
MALLA,atencion odontologica,restauraciones,2012-02-01,15,11,15,11,26
MAPIRI,atencion odontologica,restauraciones,2012-02-01,26,72,26,72,98
MECAPACA,atencion odontologica,restauraciones,2012-02-01,61,88,61,88,149
MINEROS,atencion odontologica,restauraciones,2012-02-01,50,103,50,103,153
MIZQUE,atencion odontologica,restauraciones,2012-02-01,16,27,16,27,43
MOCOMOCO,atencion odontologica,restauraciones,2012-02-01,5,6,5,6,11
MOJOCOYA,atencion odontologica,restauraciones,2012-02-01,10,21,10,21,31
MONTEAGUDO,atencion odontologica,restauraciones,2012-02-01,125,211,125,211,336
MONTERO,atencion odontologica,restauraciones,2012-02-01,175,318,175,318,493
MORO MORO,atencion odontologica,restauraciones,2012-02-01,5,10,5,10,15
MOROCHATA,atencion odontologica,restauraciones,2012-02-01,10,58,10,58,68
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,restauraciones,2012-02-01,11,4,11,4,15
OCURI,atencion odontologica,restauraciones,2012-02-01,7,15,7,15,22
OKINAWA,atencion odontologica,restauraciones,2012-02-01,8,31,8,31,39
ORURO,atencion odontologica,restauraciones,2012-02-01,1002,1424,1002,1424,2426
PADCAYA,atencion odontologica,restauraciones,2012-02-01,63,187,63,187,250
PADILLA,atencion odontologica,restauraciones,2012-02-01,40,69,40,69,109
PAILON,atencion odontologica,restauraciones,2012-02-01,129,48,129,48,177
PALCA,atencion odontologica,restauraciones,2012-02-01,65,33,65,33,98
PALOS BLANCOS,atencion odontologica,restauraciones,2012-02-01,35,58,35,58,93
PAMPA AULLAGAS,atencion odontologica,restauraciones,2012-02-01,5,8,5,8,13
PAMPA GRANDE,atencion odontologica,restauraciones,2012-02-01,11,13,11,13,24
PAPEL PAMPA,atencion odontologica,restauraciones,2012-02-01,22,40,22,40,62
PASORAPA,atencion odontologica,restauraciones,2012-02-01,11,18,11,18,29
PATACAMAYA,atencion odontologica,restauraciones,2012-02-01,28,61,28,61,89
PAZÑA,atencion odontologica,restauraciones,2012-02-01,14,18,14,18,32
PELECHUCO,atencion odontologica,restauraciones,2012-02-01,21,33,21,33,54
POCOATA,atencion odontologica,restauraciones,2012-02-01,3,9,3,9,12
POCONA,atencion odontologica,restauraciones,2012-02-01,140,165,140,165,305
POJO (CBBA),atencion odontologica,restauraciones,2012-02-01,32,63,32,63,95
POOPO,atencion odontologica,restauraciones,2012-02-01,33,41,33,41,74
PORCO,atencion odontologica,restauraciones,2012-02-01,5,7,5,7,12
POROMA,atencion odontologica,restauraciones,2012-02-01,44,112,44,112,156
PORONGO,atencion odontologica,restauraciones,2012-02-01,1,23,1,23,24
PORTACHUELO,atencion odontologica,restauraciones,2012-02-01,66,103,66,103,169
PORVENIR,atencion odontologica,restauraciones,2012-02-01,14,12,14,12,26
POSTRER VALLE,atencion odontologica,restauraciones,2012-02-01,23,17,23,17,40
POTOSI,atencion odontologica,restauraciones,2012-02-01,934,1499,934,1499,2433
PRESTO,atencion odontologica,restauraciones,2012-02-01,2,6,2,6,8
PUCARA,atencion odontologica,restauraciones,2012-02-01,2,5,2,5,7
PUCARANI,atencion odontologica,restauraciones,2012-02-01,20,43,20,43,63
PUERTO ACOSTA,atencion odontologica,restauraciones,2012-02-01,8,23,8,23,31
PUERTO CARABUCO,atencion odontologica,restauraciones,2012-02-01,31,44,31,44,75
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2012-02-01,36,28,36,28,64
PUERTO PEREZ,atencion odontologica,restauraciones,2012-02-01,0,14,0,14,14
PUERTO QUIJARRO,atencion odontologica,restauraciones,2012-02-01,2,28,2,28,30
PUERTO RICO,atencion odontologica,restauraciones,2012-02-01,19,53,19,53,72
PUERTO SUAREZ,atencion odontologica,restauraciones,2012-02-01,20,80,20,80,100
PUERTO VILLARROEL,atencion odontologica,restauraciones,2012-02-01,148,206,148,206,354
PUNA,atencion odontologica,restauraciones,2012-02-01,37,56,37,56,93
PUNATA,atencion odontologica,restauraciones,2012-02-01,84,185,84,185,269
QUIABAYA,atencion odontologica,restauraciones,2012-02-01,6,26,6,26,32
QUILLACOLLO,atencion odontologica,restauraciones,2012-02-01,197,285,197,285,482
QUIME,atencion odontologica,restauraciones,2012-02-01,24,34,24,34,58
QUIRUSILLAS,atencion odontologica,restauraciones,2012-02-01,10,6,10,6,16
RAVELO,atencion odontologica,restauraciones,2012-02-01,3,9,3,9,12
REYES,atencion odontologica,restauraciones,2012-02-01,18,20,18,20,38
RIBERALTA,atencion odontologica,restauraciones,2012-02-01,56,242,56,242,298
ROBORE,atencion odontologica,restauraciones,2012-02-01,25,45,25,45,70
RURRENABAQUE,atencion odontologica,restauraciones,2012-02-01,14,41,14,41,55
SABAYA,atencion odontologica,restauraciones,2012-02-01,15,23,15,23,38
SACABA,atencion odontologica,restauraciones,2012-02-01,695,857,695,857,1552
SACABAMBA,atencion odontologica,restauraciones,2012-02-01,19,2,19,2,21
SACACA,atencion odontologica,restauraciones,2012-02-01,2,21,2,21,23
SAIPINA,atencion odontologica,restauraciones,2012-02-01,10,38,10,38,48
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2012-02-01,85,69,85,69,154
SAMAIPATA,atencion odontologica,restauraciones,2012-02-01,22,51,22,51,73
SAN AGUSTIN,atencion odontologica,restauraciones,2012-02-01,1,2,1,2,3
SAN ANDRES,atencion odontologica,restauraciones,2012-02-01,4,2,4,2,6
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2012-02-01,20,39,20,39,59
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2012-02-01,8,20,8,20,28
SAN BENITO,atencion odontologica,restauraciones,2012-02-01,77,88,77,88,165
SAN BORJA,atencion odontologica,restauraciones,2012-02-01,56,96,56,96,152
SAN BUENA VENTURA,atencion odontologica,restauraciones,2012-02-01,9,10,9,10,19
SAN CARLOS,atencion odontologica,restauraciones,2012-02-01,30,24,30,24,54
SAN IGNACIO,atencion odontologica,restauraciones,2012-02-01,152,170,152,170,322
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2012-02-01,45,103,45,103,148
SAN JAVIER(STC),atencion odontologica,restauraciones,2012-02-01,10,16,10,16,26
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2012-02-01,71,111,71,111,182
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2012-02-01,306,345,306,345,651
SAN JULIAN,atencion odontologica,restauraciones,2012-02-01,20,81,20,81,101
SAN LORENZO(PND),atencion odontologica,restauraciones,2012-02-01,1,6,1,6,7
SAN LORENZO(TJA),atencion odontologica,restauraciones,2012-02-01,59,114,59,114,173
SAN LUCAS,atencion odontologica,restauraciones,2012-02-01,14,64,14,64,78
SAN MATIAS,atencion odontologica,restauraciones,2012-02-01,14,48,14,48,62
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2012-02-01,14,35,14,35,49
SAN PEDRO,atencion odontologica,restauraciones,2012-02-01,20,36,20,36,56
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2012-02-01,9,39,9,39,48
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2012-02-01,23,47,23,47,70
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2012-02-01,5,14,5,14,19
SAN RAFAEL,atencion odontologica,restauraciones,2012-02-01,13,32,13,32,45
SAN RAMON BENI,atencion odontologica,restauraciones,2012-02-01,11,34,11,34,45
SAN RAMON SCZ,atencion odontologica,restauraciones,2012-02-01,7,9,7,9,16
SANTA ANA,atencion odontologica,restauraciones,2012-02-01,111,266,111,266,377
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2012-02-01,2047,5090,2047,5090,7137
SANTA ROSA,atencion odontologica,restauraciones,2012-02-01,3,18,3,18,21
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2012-02-01,25,60,25,60,85
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2012-02-01,0,6,0,6,6
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2012-02-01,95,109,95,109,204
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2012-02-01,2,17,2,17,19
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2012-02-01,15,12,15,12,27
SANTIVAÑES,atencion odontologica,restauraciones,2012-02-01,17,33,17,33,50
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2012-02-01,4,13,4,13,17
SAPAHAQUI,atencion odontologica,restauraciones,2012-02-01,3,1,3,1,4
SENA,atencion odontologica,restauraciones,2012-02-01,1,1,1,1,2
SHINAOTA,atencion odontologica,restauraciones,2012-02-01,80,99,80,99,179
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2012-02-01,21,33,21,33,54
SICAYA,atencion odontologica,restauraciones,2012-02-01,0,16,0,16,16
SIPE SIPE,atencion odontologica,restauraciones,2012-02-01,82,229,82,229,311
SOPACHUY,atencion odontologica,restauraciones,2012-02-01,33,86,33,86,119
SORACACHI,atencion odontologica,restauraciones,2012-02-01,11,20,11,20,31
SORATA,atencion odontologica,restauraciones,2012-02-01,59,92,59,92,151
SUCRE,atencion odontologica,restauraciones,2012-02-01,1902,3279,1902,3279,5181
TACACOMA,atencion odontologica,restauraciones,2012-02-01,35,44,35,44,79
TACOPAYA,atencion odontologica,restauraciones,2012-02-01,1,5,1,5,6
TAHUA,atencion odontologica,restauraciones,2012-02-01,2,0,2,0,2
TAPACARI,atencion odontologica,restauraciones,2012-02-01,48,90,48,90,138
TARABUCO,atencion odontologica,restauraciones,2012-02-01,16,59,16,59,75
TARACO,atencion odontologica,restauraciones,2012-02-01,10,28,10,28,38
TARATA,atencion odontologica,restauraciones,2012-02-01,61,110,61,110,171
TARIJA,atencion odontologica,restauraciones,2012-02-01,656,1268,656,1268,1924
TARVITA,atencion odontologica,restauraciones,2012-02-01,27,56,27,56,83
TEOPONTE,atencion odontologica,restauraciones,2012-02-01,9,29,9,29,38
TIAWANACU,atencion odontologica,restauraciones,2012-02-01,12,31,12,31,43
TINGUIPAYA,atencion odontologica,restauraciones,2012-02-01,1,3,1,3,4
TIPUANI,atencion odontologica,restauraciones,2012-02-01,22,59,22,59,81
TIQUIPAYA,atencion odontologica,restauraciones,2012-02-01,348,875,348,875,1223
TIRAQUE (CBBA),atencion odontologica,restauraciones,2012-02-01,36,54,36,54,90
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2012-02-01,7,3,7,3,10
TOCO,atencion odontologica,restauraciones,2012-02-01,14,36,14,36,50
TOLATA,atencion odontologica,restauraciones,2012-02-01,8,34,8,34,42
TOLEDO,atencion odontologica,restauraciones,2012-02-01,22,53,22,53,75
TOMAVE,atencion odontologica,restauraciones,2012-02-01,5,21,5,21,26
TOMINA,atencion odontologica,restauraciones,2012-02-01,5,28,5,28,33
TORO TORO,atencion odontologica,restauraciones,2012-02-01,4,22,4,22,26
TOTORA(CBBA),atencion odontologica,restauraciones,2012-02-01,19,78,19,78,97
TOTORA(ORR),atencion odontologica,restauraciones,2012-02-01,1,2,1,2,3
TRIGAL,atencion odontologica,restauraciones,2012-02-01,4,36,4,36,40
TRINIDAD,atencion odontologica,restauraciones,2012-02-01,173,320,173,320,493
TUPIZA,atencion odontologica,restauraciones,2012-02-01,103,228,103,228,331
TURCO,atencion odontologica,restauraciones,2012-02-01,15,26,15,26,41
UMALA,atencion odontologica,restauraciones,2012-02-01,3,2,3,2,5
UNCIA,atencion odontologica,restauraciones,2012-02-01,37,58,37,58,95
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2012-02-01,95,218,95,218,313
URUBICHA,atencion odontologica,restauraciones,2012-02-01,3,10,3,10,13
UYUNI,atencion odontologica,restauraciones,2012-02-01,38,42,38,42,80
VACAS,atencion odontologica,restauraciones,2012-02-01,27,32,27,32,59
VALLEGRANDE,atencion odontologica,restauraciones,2012-02-01,82,143,82,143,225
VIACHA,atencion odontologica,restauraciones,2012-02-01,106,163,106,163,269
VILLA CHARCAS,atencion odontologica,restauraciones,2012-02-01,2,6,2,6,8
VILLA MONTES,atencion odontologica,restauraciones,2012-02-01,133,321,133,321,454
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2012-02-01,12,4,12,4,16
VILLA RIVERO,atencion odontologica,restauraciones,2012-02-01,12,24,12,24,36
VILLA SERRANO,atencion odontologica,restauraciones,2012-02-01,71,78,71,78,149
VILLA TUNARI,atencion odontologica,restauraciones,2012-02-01,204,492,204,492,696
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2012-02-01,8,18,8,18,26
VILLAZON,atencion odontologica,restauraciones,2012-02-01,61,111,61,111,172
VINTO,atencion odontologica,restauraciones,2012-02-01,62,138,62,138,200
VITICHI,atencion odontologica,restauraciones,2012-02-01,2,10,2,10,12
WALDO BALLIVIAN,atencion odontologica,restauraciones,2012-02-01,2,9,2,9,11
WARNES,atencion odontologica,restauraciones,2012-02-01,104,276,104,276,380
YACO,atencion odontologica,restauraciones,2012-02-01,8,21,8,21,29
YACUIBA,atencion odontologica,restauraciones,2012-02-01,154,328,154,328,482
YAMPARAEZ,atencion odontologica,restauraciones,2012-02-01,10,21,10,21,31
YANACACHI,atencion odontologica,restauraciones,2012-02-01,17,11,17,11,28
YAPACANI,atencion odontologica,restauraciones,2012-02-01,69,195,69,195,264
YOCALLA,atencion odontologica,restauraciones,2012-02-01,3,9,3,9,12
