,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
VALLEGRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,178,300,178,300,478
VIACHA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,265,231,265,231,496
VILA VILA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,7,18,7,18,25
VILLA MONTES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,18,51,18,51,69
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,13,10,13,10,23
VILLA RIVERO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,51,57,51,57,108
VILLA SERRANO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,10,3,10,3,13
VILLA TUNARI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,121,393,121,393,514
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,1,1,1,1,2
VILLAZON,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,69,122,69,122,191
VINTO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,42,78,42,78,120
VITICHI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,0,2,0,2,2
WALDO BALLIVIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,0,12,0,12,12
WARNES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,36,64,36,64,100
YACO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,0,1,0,1,1
YACUIBA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,98,125,98,125,223
YAMPARAEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,51,46,51,46,97
YANACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,2,2,2,2,4
YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,12,17,12,17,29
YOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,3,7,3,7,10
YUNCHARA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-01-01,4,7,4,7,11
ACACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,0,3,0,3,3
ACHACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,66,51,66,51,117
ACHOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,29,25,29,25,54
AIQUILE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,24,17,24,17,41
ALALAY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,2,2,2,2,4
ALCALA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,22,18,22,18,40
ALTO BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,2,11,2,11,13
ANCORAIMES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,6,10,6,10,16
ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,1,4,1,4,5
ANTEQUERA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,1,1,1,1,2
ANZALDO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,26,38,26,38,64
APOLO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,1,1,1,1,2
ARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,40,29,40,29,69
ARBIETO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,58,124,58,124,182
ARQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,3,10,3,10,13
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,6,9,6,9,15
ATOCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,8,5,8,5,13
AUCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,5,0,5,0,5
AYATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,11,11,11,11,22
AYO AYO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,11,2,11,2,13
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,231,362,231,362,593
AZURDUY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,0,12,0,12,12
BATALLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,2,3,2,3,5
BAURES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,8,22,8,22,30
BERMEJO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,80,151,80,151,231
BETANZOS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,8,8,8,8,16
BOLIVAR,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,19,9,19,9,28
BOLPEBRA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,1,1,1,1,2
BOYUIBE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,2,1,2,1,3
BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,8,5,8,5,13
CABEZAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,37,59,37,59,96
CAIROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,5,15,5,15,20
"CAIZA ""D""",atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,0,2,0,2,2
CAJUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,44,33,44,33,77
CALACOTO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,8,4,8,4,12
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,45,63,45,63,108
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,41,62,41,62,103
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,12,4,12,4,16
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,89,135,89,135,224
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,172,183,172,183,355
CAQUIAVIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,4,2,4,2,6
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,28,27,28,27,55
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,71,102,71,102,173
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,5,17,5,17,22
CARIPUYO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,11,19,11,19,30
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,92,119,92,119,211
CATACORA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,3,1,3,1,4
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,69,54,69,54,123
CHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,1,4,1,4,5
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,16,23,16,23,39
CHARAÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,1,0,1,0,1
CHAYANTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,12,20,12,20,32
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,62,70,62,70,132
CHIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,0,15,0,15,15
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,2,11,2,11,13
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,35,37,35,37,72
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,13,15,13,15,28
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,2,4,2,4,6
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,327,395,327,395,722
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,313,245,313,245,558
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,17,27,17,27,44
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,2557,3358,2557,3358,5915
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,1,2,1,2,3
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,63,96,63,96,159
"COLCHA ""K""",atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,7,8,7,8,15
COLLANA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,6,3,6,3,9
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,114,41,114,41,155
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,68,95,68,95,163
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,16,14,16,14,30
COMANCHE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,7,6,7,6,13
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,33,21,33,21,54
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,7,7,7,7,14
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,18,17,18,17,35
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,6,18,6,18,24
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,10,12,10,12,22
COROICO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,7,9,7,9,16
CORQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,7,6,7,6,13
COTAGAITA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,26,16,26,16,42
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,93,121,93,121,214
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,38,28,38,28,66
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,2,8,2,8,10
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,27,25,27,25,52
CURAHUARA DE CARANGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,0,2,0,2,2
CURVA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,2,0,2,0,2
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,0,4,0,4,4
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,1987,2475,1987,2475,4462
EL CHORO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,6,8,6,8,14
EL PUENTE(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,3,0,3,0,3
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,7,8,7,8,15
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,55,86,55,86,141
EL VILLAR,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,4,1,4,1,5
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,9,17,9,17,26
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,151,224,151,224,375
ESCOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,4,0,4,0,4
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,21,21,21,21,42
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,10,12,10,12,22
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,18,20,18,20,38
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,0,4,0,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,26,25,26,25,51
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,21,25,21,25,46
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,4,0,4,0,4
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,131,194,131,194,325
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,30,32,30,32,62
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,0,7,0,7,7
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,9,10,9,10,19
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,98,102,98,102,200
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,12,15,12,15,27
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,7,2,7,2,9
HUMANATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,15,12,15,12,27
ICLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,24,26,24,26,50
INCAHUASI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,6,8,6,8,14
INQUISIVI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,62,45,62,45,107
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,30,18,30,18,48
IXIAMAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,6,9,6,9,15
JESUS DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,17,13,17,13,30
LA ASUNTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,22,31,22,31,53
LA GUARDIA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,155,589,155,589,744
LA PAZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,3932,2369,3932,2369,6301
LAGUNILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,46,70,46,70,116
LAJA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,21,9,21,9,30
LAS CARRERAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,1,4,1,4,5
LICOMA PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,10,6,10,6,16
LLALLAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,47,98,47,98,145
LLICA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,6,2,6,2,8
LORETO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,0,2,0,2,2
LURIBAY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,21,20,21,20,41
MACHACAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,8,23,8,23,31
MACHARETI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,16,8,16,8,24
MAGDALENA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,20,31,20,31,51
MAIRANA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,3,18,3,18,21
MALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,40,31,40,31,71
MAPIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,7,16,7,16,23
MECAPACA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,10,43,10,43,53
MINEROS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,2,4,2,4,6
MIZQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,21,30,21,30,51
