,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,58,46,58,46,104
TAHUA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,5,5,5,5,10
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,16,23,16,23,39
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,99,104,99,104,203
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,107,163,107,163,270
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,20,19,20,19,39
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,18,18,18,18,36
TEOPONTE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,2,4,2,4,6
TIPUANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,0,2,0,2,2
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,265,373,265,373,638
TIRAQUE (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,1,0,1,0,1
TOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,73,48,73,48,121
TOLATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,199,264,199,264,463
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,3,1,3,1,4
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,63,72,63,72,135
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,66,65,66,65,131
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,8,11,8,11,19
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,76,101,76,101,177
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,2,1,2,1,3
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,11,6,11,6,17
URUBICHA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,21,31,21,31,52
VACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,476,422,476,422,898
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,28,24,28,24,52
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,30,26,30,26,56
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,10,20,10,20,30
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,6,2,6,2,8
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,6,8,6,8,14
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,285,3,285,3,288
VINTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,667,933,667,933,1600
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,5,3,5,3,8
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,83,68,83,68,151
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,75,7,75,7,82
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,83,102,83,102,185
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,40,30,40,30,70
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,7,11,7,11,18
ZUDAÑEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-02-01,39,41,39,41,80
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,129,130,129,130,259
ACHOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,109,70,109,70,179
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,301,319,301,319,620
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,49,46,49,46,95
ANCORAIMES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,8,7,8,7,15
ANTEQUERA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,8,8,8,8,16
ANZALDO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,144,143,144,143,287
ARAMPAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,16,10,16,10,26
ARBIETO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,1001,925,1001,925,1926
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,20,24,20,24,44
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,6,3,6,3,9
AYO AYO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,43,48,43,48,91
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,279,374,279,374,653
AZURDUY,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,43,52,43,52,95
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,23,13,23,13,36
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,2,11,2,11,13
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,38,20,38,20,58
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,83,31,83,31,114
BOYUIBE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,7,10,7,10,17
BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,19,22,19,22,41
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,596,295,596,295,891
"CAIZA ""D""",atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,87,75,87,75,162
CALAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,6,11,6,11,17
CAMARGO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,144,210,144,210,354
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,12,20,12,20,32
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,152,143,152,143,295
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,45,49,45,49,94
CAQUIAVIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,14,12,14,12,26
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,499,448,499,448,947
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,0,1,0,1,1
CARIPUYO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,23,10,23,10,33
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,4,6,4,6,10
CATACORA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,8,0,8,0,8
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,20,26,20,26,46
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,21,32,21,32,53
CHARAÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,0,5,0,5,5
CHAYANTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,5,30,5,30,35
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,286,587,286,587,873
CHIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,91,128,91,128,219
CHUMA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,14,9,14,9,23
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,20,29,20,29,49
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,181,353,181,353,534
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,66,58,66,58,124
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,4,10,4,10,14
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,31,57,31,57,88
COLCAPIRHUA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,4,6,4,6,10
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,6,3,6,3,9
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,23,7,23,7,30
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,44,54,44,54,98
COMANCHE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,2,1,2,1,3
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,310,323,310,323,633
CORIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,15,15,15,15,30
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,51,49,51,49,100
COTOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,919,933,919,933,1852
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,35,40,35,40,75
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,249,281,249,281,530
CULPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,43,70,43,70,113
DESAGUADERO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,1,2,1,2,3
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,4970,5030,4970,5030,10000
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,3,3,3,3,6
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,291,301,291,301,592
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,1,1,1,1,2
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,14,15,14,15,29
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,132,198,132,198,330
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,23,20,23,20,43
FILADELFIA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,23,9,23,9,32
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,142,150,142,150,292
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,104,119,104,119,223
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,32,28,32,28,60
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,2,6,2,6,8
ICHOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,10,7,10,7,17
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,284,344,284,344,628
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,8,10,8,10,18
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,13,20,13,20,33
IXIAMAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,10,17,10,17,27
JESUS DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,2,3,2,3,5
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,40,70,40,70,110
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,236,366,236,366,602
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,600,576,600,576,1176
LAS CARRERAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,16,25,16,25,41
LLALLAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,351,393,351,393,744
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,79,86,79,86,165
MAGDALENA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,338,351,338,351,689
MAPIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,43,61,43,61,104
MECAPACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,33,28,33,28,61
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,272,272,272,272,544
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,0,2,0,2,2
MOJOCOYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,17,8,17,8,25
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,115,95,115,95,210
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,916,910,916,910,1826
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,26,111,26,111,137
OCURI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,1,3,1,3,4
OMEREQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,350,470,350,470,820
ORURO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,57,85,57,85,142
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,83,71,83,71,154
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,9,4,9,4,13
PAILON,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,110,98,110,98,208
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,200,300,200,300,500
PALOS BLANCOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,9,7,9,7,16
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,92,75,92,75,167
PASORAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,11,12,11,12,23
PAZÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,41,38,41,38,79
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,150,121,150,121,271
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,212,198,212,198,410
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,399,313,399,313,712
POOPO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,8,4,8,4,12
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,198,177,198,177,375
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,159,220,159,220,379
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,5,4,5,4,9
POSTRER VALLE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,2,9,2,9,11
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,13,21,13,21,34
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,30,41,30,41,71
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,1,1,1,1,2
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,241,107,241,107,348
PUERTO SUAREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,5,3,5,3,8
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,222,243,222,243,465
PUNA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,2,5,2,5,7
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,459,504,459,504,963
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,239,396,239,396,635
QUIRUSILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,17,20,17,20,37
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,1151,1057,1151,1057,2208
ROBORE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,26,22,26,22,48
