,group,variable,month,CIRUGIA BUCAL MENOR CANTIDAD,CIRUGIA BUCAL MENOR CANTIDAD,TOTALES,TOTALES,TOTALES
ANTEQUERA,atencion odontologica,cirugia bucal menor,2012-02-01,9,12,9,12,21
ANZALDO,atencion odontologica,cirugia bucal menor,2012-02-01,8,6,8,6,14
APOLO,atencion odontologica,cirugia bucal menor,2012-02-01,25,40,25,40,65
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2012-02-01,0,3,0,3,3
ARANI,atencion odontologica,cirugia bucal menor,2012-02-01,11,9,11,9,20
ARBIETO,atencion odontologica,cirugia bucal menor,2012-02-01,10,12,10,12,22
ARQUE,atencion odontologica,cirugia bucal menor,2012-02-01,9,20,9,20,29
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2012-02-01,6,10,6,10,16
ATOCHA,atencion odontologica,cirugia bucal menor,2012-02-01,41,79,41,79,120
AUCAPATA,atencion odontologica,cirugia bucal menor,2012-02-01,5,26,5,26,31
AYATA,atencion odontologica,cirugia bucal menor,2012-02-01,31,48,31,48,79
AYO AYO,atencion odontologica,cirugia bucal menor,2012-02-01,36,36,36,36,72
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2012-02-01,41,69,41,69,110
AZURDUY,atencion odontologica,cirugia bucal menor,2012-02-01,10,51,10,51,61
BATALLAS,atencion odontologica,cirugia bucal menor,2012-02-01,36,62,36,62,98
BAURES,atencion odontologica,cirugia bucal menor,2012-02-01,1,5,1,5,6
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2012-02-01,4,2,4,2,6
BELLA FLOR,atencion odontologica,cirugia bucal menor,2012-02-01,8,7,8,7,15
BERMEJO,atencion odontologica,cirugia bucal menor,2012-02-01,67,140,67,140,207
BETANZOS,atencion odontologica,cirugia bucal menor,2012-02-01,34,57,34,57,91
BOLIVAR,atencion odontologica,cirugia bucal menor,2012-02-01,12,12,12,12,24
BOLPEBRA,atencion odontologica,cirugia bucal menor,2012-02-01,1,6,1,6,7
BOYUIBE,atencion odontologica,cirugia bucal menor,2012-02-01,4,26,4,26,30
BUENA VISTA,atencion odontologica,cirugia bucal menor,2012-02-01,2,3,2,3,5
CABEZAS,atencion odontologica,cirugia bucal menor,2012-02-01,34,36,34,36,70
CAIROMA,atencion odontologica,cirugia bucal menor,2012-02-01,31,57,31,57,88
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2012-02-01,19,26,19,26,45
CAJUATA,atencion odontologica,cirugia bucal menor,2012-02-01,20,53,20,53,73
CALACOTO,atencion odontologica,cirugia bucal menor,2012-02-01,9,8,9,8,17
CALAMARCA,atencion odontologica,cirugia bucal menor,2012-02-01,48,53,48,53,101
CAMARGO,atencion odontologica,cirugia bucal menor,2012-02-01,22,54,22,54,76
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2012-02-01,8,7,8,7,15
CAMIRI,atencion odontologica,cirugia bucal menor,2012-02-01,78,104,78,104,182
CAPINOTA,atencion odontologica,cirugia bucal menor,2012-02-01,3,8,3,8,11
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2012-02-01,19,50,19,50,69
CARACOLLO,atencion odontologica,cirugia bucal menor,2012-02-01,47,43,47,43,90
CARANAVI,atencion odontologica,cirugia bucal menor,2012-02-01,23,33,23,33,56
CARAPARI,atencion odontologica,cirugia bucal menor,2012-02-01,52,50,52,50,102
CARIPUYO,atencion odontologica,cirugia bucal menor,2012-02-01,11,14,11,14,25
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2012-02-01,42,52,42,52,94
CATACORA,atencion odontologica,cirugia bucal menor,2012-02-01,9,19,9,19,28
CHALLAPATA,atencion odontologica,cirugia bucal menor,2012-02-01,45,53,45,53,98
CHAQUI,atencion odontologica,cirugia bucal menor,2012-02-01,2,10,2,10,12
CHARAGUA,atencion odontologica,cirugia bucal menor,2012-02-01,61,98,61,98,159
CHARAÑA,atencion odontologica,cirugia bucal menor,2012-02-01,1,1,1,1,2
CHAYANTA,atencion odontologica,cirugia bucal menor,2012-02-01,12,39,12,39,51
CHIMORE,atencion odontologica,cirugia bucal menor,2012-02-01,21,32,21,32,53
CHIPAYA,atencion odontologica,cirugia bucal menor,2012-02-01,7,5,7,5,12
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2012-02-01,3,5,3,5,8
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2012-02-01,16,34,16,34,50
CHUMA,atencion odontologica,cirugia bucal menor,2012-02-01,107,118,107,118,225
CKOCHAS,atencion odontologica,cirugia bucal menor,2012-02-01,0,6,0,6,6
CLIZA,atencion odontologica,cirugia bucal menor,2012-02-01,15,26,15,26,41
COBIJA,atencion odontologica,cirugia bucal menor,2012-02-01,60,87,60,87,147
COCAPATA,atencion odontologica,cirugia bucal menor,2012-02-01,11,39,11,39,50
COCHABAMBA,atencion odontologica,cirugia bucal menor,2012-02-01,278,400,278,400,678
COIPASA,atencion odontologica,cirugia bucal menor,2012-02-01,0,3,0,3,3
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2012-02-01,26,62,26,62,88
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2012-02-01,10,15,10,15,25
COLOMI,atencion odontologica,cirugia bucal menor,2012-02-01,8,33,8,33,41
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2012-02-01,18,20,18,20,38
COLQUECHACA,atencion odontologica,cirugia bucal menor,2012-02-01,36,57,36,57,93
COLQUIRI,atencion odontologica,cirugia bucal menor,2012-02-01,47,75,47,75,122
COMANCHE,atencion odontologica,cirugia bucal menor,2012-02-01,17,29,17,29,46
COMARAPA,atencion odontologica,cirugia bucal menor,2012-02-01,23,52,23,52,75
CONCEPCION,atencion odontologica,cirugia bucal menor,2012-02-01,9,9,9,9,18
COPACABANA,atencion odontologica,cirugia bucal menor,2012-02-01,33,78,33,78,111
CORIPATA,atencion odontologica,cirugia bucal menor,2012-02-01,33,36,33,36,69
CORO CORO,atencion odontologica,cirugia bucal menor,2012-02-01,27,30,27,30,57
COROICO,atencion odontologica,cirugia bucal menor,2012-02-01,34,30,34,30,64
CORQUE,atencion odontologica,cirugia bucal menor,2012-02-01,8,8,8,8,16
COTAGAITA,atencion odontologica,cirugia bucal menor,2012-02-01,28,44,28,44,72
COTOCA,atencion odontologica,cirugia bucal menor,2012-02-01,10,22,10,22,32
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2012-02-01,14,22,14,22,36
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2012-02-01,6,2,6,2,8
CUEVO,atencion odontologica,cirugia bucal menor,2012-02-01,8,10,8,10,18
CULPINA,atencion odontologica,cirugia bucal menor,2012-02-01,22,39,22,39,61
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2012-02-01,12,18,12,18,30
CURVA,atencion odontologica,cirugia bucal menor,2012-02-01,16,20,16,20,36
DESAGUADERO,atencion odontologica,cirugia bucal menor,2012-02-01,12,22,12,22,34
EL ALTO,atencion odontologica,cirugia bucal menor,2012-02-01,1027,1302,1027,1302,2329
EL CHORO,atencion odontologica,cirugia bucal menor,2012-02-01,0,1,0,1,1
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2012-02-01,8,13,8,13,21
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2012-02-01,20,78,20,78,98
EL TORNO,atencion odontologica,cirugia bucal menor,2012-02-01,41,44,41,44,85
EL VILLAR,atencion odontologica,cirugia bucal menor,2012-02-01,5,9,5,9,14
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2012-02-01,52,90,52,90,142
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2012-02-01,3,11,3,11,14
ESCOMA,atencion odontologica,cirugia bucal menor,2012-02-01,24,25,24,25,49
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2012-02-01,13,15,13,15,28
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2012-02-01,13,12,13,12,25
FILADELFIA,atencion odontologica,cirugia bucal menor,2012-02-01,13,20,13,20,33
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2012-02-01,10,8,10,8,18
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2012-02-01,42,66,42,66,108
GUANAY,atencion odontologica,cirugia bucal menor,2012-02-01,16,28,16,28,44
GUAQUI,atencion odontologica,cirugia bucal menor,2012-02-01,29,39,29,39,68
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2012-02-01,20,40,20,40,60
GUTIERREZ,atencion odontologica,cirugia bucal menor,2012-02-01,31,26,31,26,57
HUACARETA,atencion odontologica,cirugia bucal menor,2012-02-01,7,22,7,22,29
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2012-02-01,4,16,4,16,20
HUACHACALLA,atencion odontologica,cirugia bucal menor,2012-02-01,4,1,4,1,5
HUANUNI,atencion odontologica,cirugia bucal menor,2012-02-01,38,46,38,46,84
HUARACAJE,atencion odontologica,cirugia bucal menor,2012-02-01,5,6,5,6,11
HUARINA,atencion odontologica,cirugia bucal menor,2012-02-01,8,16,8,16,24
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2012-02-01,9,15,9,15,24
HUMANATA,atencion odontologica,cirugia bucal menor,2012-02-01,13,12,13,12,25
ICHOCA,atencion odontologica,cirugia bucal menor,2012-02-01,6,8,6,8,14
ICLA,atencion odontologica,cirugia bucal menor,2012-02-01,10,20,10,20,30
INCAHUASI,atencion odontologica,cirugia bucal menor,2012-02-01,9,28,9,28,37
INQUISIVI,atencion odontologica,cirugia bucal menor,2012-02-01,33,63,33,63,96
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2012-02-01,23,32,23,32,55
IXIAMAS,atencion odontologica,cirugia bucal menor,2012-02-01,13,26,13,26,39
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2012-02-01,57,90,57,90,147
LA ASUNTA,atencion odontologica,cirugia bucal menor,2012-02-01,33,56,33,56,89
LA GUARDIA,atencion odontologica,cirugia bucal menor,2012-02-01,72,80,72,80,152
LA PAZ,atencion odontologica,cirugia bucal menor,2012-02-01,700,1037,700,1037,1737
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2012-02-01,8,17,8,17,25
LAJA,atencion odontologica,cirugia bucal menor,2012-02-01,63,74,63,74,137
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2012-02-01,6,14,6,14,20
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2012-02-01,10,6,10,6,16
LLALLAGUA,atencion odontologica,cirugia bucal menor,2012-02-01,39,58,39,58,97
LLICA,atencion odontologica,cirugia bucal menor,2012-02-01,11,24,11,24,35
LURIBAY,atencion odontologica,cirugia bucal menor,2012-02-01,6,13,6,13,19
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2012-02-01,3,16,3,16,19
MACHARETI,atencion odontologica,cirugia bucal menor,2012-02-01,6,27,6,27,33
MAGDALENA,atencion odontologica,cirugia bucal menor,2012-02-01,35,46,35,46,81
MAIRANA,atencion odontologica,cirugia bucal menor,2012-02-01,3,3,3,3,6
MALLA,atencion odontologica,cirugia bucal menor,2012-02-01,14,17,14,17,31
MAPIRI,atencion odontologica,cirugia bucal menor,2012-02-01,11,22,11,22,33
MECAPACA,atencion odontologica,cirugia bucal menor,2012-02-01,28,45,28,45,73
MINEROS,atencion odontologica,cirugia bucal menor,2012-02-01,10,11,10,11,21
MIZQUE,atencion odontologica,cirugia bucal menor,2012-02-01,20,9,20,9,29
MOCOMOCO,atencion odontologica,cirugia bucal menor,2012-02-01,41,55,41,55,96
MOJOCOYA,atencion odontologica,cirugia bucal menor,2012-02-01,14,21,14,21,35
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2012-02-01,30,69,30,69,99
MONTERO,atencion odontologica,cirugia bucal menor,2012-02-01,67,95,67,95,162
MORO MORO,atencion odontologica,cirugia bucal menor,2012-02-01,5,10,5,10,15
MOROCHATA,atencion odontologica,cirugia bucal menor,2012-02-01,7,38,7,38,45
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,cirugia bucal menor,2012-02-01,2,0,2,0,2
OCURI,atencion odontologica,cirugia bucal menor,2012-02-01,14,37,14,37,51
OKINAWA,atencion odontologica,cirugia bucal menor,2012-02-01,14,9,14,9,23
OMEREQUE,atencion odontologica,cirugia bucal menor,2012-02-01,9,12,9,12,21
ORURO,atencion odontologica,cirugia bucal menor,2012-02-01,340,513,340,513,853
PADCAYA,atencion odontologica,cirugia bucal menor,2012-02-01,36,82,36,82,118
PADILLA,atencion odontologica,cirugia bucal menor,2012-02-01,15,40,15,40,55
PAILON,atencion odontologica,cirugia bucal menor,2012-02-01,23,15,23,15,38
PALCA,atencion odontologica,cirugia bucal menor,2012-02-01,37,36,37,36,73
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2012-02-01,10,29,10,29,39
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2012-02-01,4,2,4,2,6
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2012-02-01,7,4,7,4,11
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2012-02-01,13,20,13,20,33
PASORAPA,atencion odontologica,cirugia bucal menor,2012-02-01,7,8,7,8,15
PATACAMAYA,atencion odontologica,cirugia bucal menor,2012-02-01,23,37,23,37,60
PAZÑA,atencion odontologica,cirugia bucal menor,2012-02-01,12,3,12,3,15
PELECHUCO,atencion odontologica,cirugia bucal menor,2012-02-01,9,20,9,20,29
POCOATA,atencion odontologica,cirugia bucal menor,2012-02-01,16,22,16,22,38
POCONA,atencion odontologica,cirugia bucal menor,2012-02-01,25,51,25,51,76
POJO (CBBA),atencion odontologica,cirugia bucal menor,2012-02-01,10,27,10,27,37
POOPO,atencion odontologica,cirugia bucal menor,2012-02-01,15,4,15,4,19
PORCO,atencion odontologica,cirugia bucal menor,2012-02-01,1,3,1,3,4
POROMA,atencion odontologica,cirugia bucal menor,2012-02-01,46,52,46,52,98
PORONGO,atencion odontologica,cirugia bucal menor,2012-02-01,3,8,3,8,11
PORTACHUELO,atencion odontologica,cirugia bucal menor,2012-02-01,23,26,23,26,49
PORVENIR,atencion odontologica,cirugia bucal menor,2012-02-01,12,19,12,19,31
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2012-02-01,1,8,1,8,9
POTOSI,atencion odontologica,cirugia bucal menor,2012-02-01,106,185,106,185,291
PRESTO,atencion odontologica,cirugia bucal menor,2012-02-01,8,20,8,20,28
PUCARA,atencion odontologica,cirugia bucal menor,2012-02-01,2,7,2,7,9
PUCARANI,atencion odontologica,cirugia bucal menor,2012-02-01,36,69,36,69,105
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2012-02-01,38,36,38,36,74
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2012-02-01,58,50,58,50,108
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2012-02-01,1,11,1,11,12
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2012-02-01,13,3,13,3,16
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2012-02-01,2,5,2,5,7
PUERTO RICO,atencion odontologica,cirugia bucal menor,2012-02-01,35,19,35,19,54
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2012-02-01,2,26,2,26,28
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2012-02-01,30,32,30,32,62
PUNA,atencion odontologica,cirugia bucal menor,2012-02-01,32,45,32,45,77
PUNATA,atencion odontologica,cirugia bucal menor,2012-02-01,26,37,26,37,63
QUIABAYA,atencion odontologica,cirugia bucal menor,2012-02-01,11,14,11,14,25
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2012-02-01,30,62,30,62,92
QUIME,atencion odontologica,cirugia bucal menor,2012-02-01,49,62,49,62,111
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2012-02-01,7,3,7,3,10
RAVELO,atencion odontologica,cirugia bucal menor,2012-02-01,10,23,10,23,33
REYES,atencion odontologica,cirugia bucal menor,2012-02-01,14,32,14,32,46
RIBERALTA,atencion odontologica,cirugia bucal menor,2012-02-01,129,270,129,270,399
ROBORE,atencion odontologica,cirugia bucal menor,2012-02-01,26,32,26,32,58
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2012-02-01,24,23,24,23,47
SABAYA,atencion odontologica,cirugia bucal menor,2012-02-01,8,29,8,29,37
SACABA,atencion odontologica,cirugia bucal menor,2012-02-01,287,252,287,252,539
SACABAMBA,atencion odontologica,cirugia bucal menor,2012-02-01,1,2,1,2,3
SACACA,atencion odontologica,cirugia bucal menor,2012-02-01,10,21,10,21,31
SAIPINA,atencion odontologica,cirugia bucal menor,2012-02-01,4,13,4,13,17
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2012-02-01,16,19,16,19,35
SAMAIPATA,atencion odontologica,cirugia bucal menor,2012-02-01,3,11,3,11,14
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2012-02-01,9,11,9,11,20
SAN ANDRES,atencion odontologica,cirugia bucal menor,2012-02-01,4,4,4,4,8
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2012-02-01,19,35,19,35,54
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2012-02-01,5,31,5,31,36
SAN BENITO,atencion odontologica,cirugia bucal menor,2012-02-01,6,13,6,13,19
SAN BORJA,atencion odontologica,cirugia bucal menor,2012-02-01,53,112,53,112,165
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2012-02-01,5,1,5,1,6
SAN CARLOS,atencion odontologica,cirugia bucal menor,2012-02-01,20,86,20,86,106
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2012-02-01,58,52,58,52,110
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2012-02-01,34,48,34,48,82
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2012-02-01,4,9,4,9,13
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2012-02-01,27,63,27,63,90
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2012-02-01,10,18,10,18,28
SAN JULIAN,atencion odontologica,cirugia bucal menor,2012-02-01,3,3,3,3,6
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2012-02-01,12,9,12,9,21
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2012-02-01,52,94,52,94,146
SAN LUCAS,atencion odontologica,cirugia bucal menor,2012-02-01,26,66,26,66,92
SAN MATIAS,atencion odontologica,cirugia bucal menor,2012-02-01,34,24,34,24,58
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2012-02-01,14,21,14,21,35
SAN PEDRO,atencion odontologica,cirugia bucal menor,2012-02-01,15,19,15,19,34
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2012-02-01,13,56,13,56,69
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2012-02-01,15,18,15,18,33
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2012-02-01,28,42,28,42,70
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2012-02-01,4,5,4,5,9
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2012-02-01,21,24,21,24,45
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2012-02-01,3,4,3,4,7
SANTA ANA,atencion odontologica,cirugia bucal menor,2012-02-01,10,19,10,19,29
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2012-02-01,340,592,340,592,932
SANTA ROSA,atencion odontologica,cirugia bucal menor,2012-02-01,16,13,16,13,29
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2012-02-01,22,34,22,34,56
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2012-02-01,2,0,2,0,2
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2012-02-01,17,20,17,20,37
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2012-02-01,15,24,15,24,39
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2012-02-01,10,13,10,13,23
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2012-02-01,5,8,5,8,13
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2012-02-01,8,6,8,6,14
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2012-02-01,13,21,13,21,34
SENA,atencion odontologica,cirugia bucal menor,2012-02-01,6,25,6,25,31
SHINAOTA,atencion odontologica,cirugia bucal menor,2012-02-01,9,18,9,18,27
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2012-02-01,30,48,30,48,78
SICAYA,atencion odontologica,cirugia bucal menor,2012-02-01,1,6,1,6,7
SIPE SIPE,atencion odontologica,cirugia bucal menor,2012-02-01,26,72,26,72,98
SOPACHUY,atencion odontologica,cirugia bucal menor,2012-02-01,22,43,22,43,65
SORACACHI,atencion odontologica,cirugia bucal menor,2012-02-01,9,15,9,15,24
SORATA,atencion odontologica,cirugia bucal menor,2012-02-01,17,15,17,15,32
SUCRE,atencion odontologica,cirugia bucal menor,2012-02-01,436,588,436,588,1024
TACACOMA,atencion odontologica,cirugia bucal menor,2012-02-01,21,41,21,41,62
TACOPAYA,atencion odontologica,cirugia bucal menor,2012-02-01,1,9,1,9,10
TAHUA,atencion odontologica,cirugia bucal menor,2012-02-01,3,7,3,7,10
TAPACARI,atencion odontologica,cirugia bucal menor,2012-02-01,21,55,21,55,76
TARABUCO,atencion odontologica,cirugia bucal menor,2012-02-01,16,74,16,74,90
TARACO,atencion odontologica,cirugia bucal menor,2012-02-01,27,30,27,30,57
TARATA,atencion odontologica,cirugia bucal menor,2012-02-01,12,14,12,14,26
TARIJA,atencion odontologica,cirugia bucal menor,2012-02-01,295,577,295,577,872
TARVITA,atencion odontologica,cirugia bucal menor,2012-02-01,25,64,25,64,89
TEOPONTE,atencion odontologica,cirugia bucal menor,2012-02-01,7,7,7,7,14
TIAWANACU,atencion odontologica,cirugia bucal menor,2012-02-01,30,25,30,25,55
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2012-02-01,6,19,6,19,25
TIPUANI,atencion odontologica,cirugia bucal menor,2012-02-01,42,53,42,53,95
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2012-02-01,78,106,78,106,184
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2012-02-01,22,23,22,23,45
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2012-02-01,9,9,9,9,18
TOCO,atencion odontologica,cirugia bucal menor,2012-02-01,5,3,5,3,8
TOLATA,atencion odontologica,cirugia bucal menor,2012-02-01,11,20,11,20,31
TOLEDO,atencion odontologica,cirugia bucal menor,2012-02-01,12,20,12,20,32
