,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
CAMIRI,atencion odontologica,primera consulta,2012-02-01,519,614,519,614,1133
CAPINOTA,atencion odontologica,primera consulta,2012-02-01,141,158,141,158,299
CAQUIAVIRI,atencion odontologica,primera consulta,2012-02-01,16,28,16,28,44
CARACOLLO,atencion odontologica,primera consulta,2012-02-01,69,96,69,96,165
CARANAVI,atencion odontologica,primera consulta,2012-02-01,104,161,104,161,265
CARAPARI,atencion odontologica,primera consulta,2012-02-01,94,96,94,96,190
CARIPUYO,atencion odontologica,primera consulta,2012-02-01,27,35,27,35,62
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2012-02-01,45,73,45,73,118
CATACORA,atencion odontologica,primera consulta,2012-02-01,13,13,13,13,26
CHALLAPATA,atencion odontologica,primera consulta,2012-02-01,108,113,108,113,221
CHAQUI,atencion odontologica,primera consulta,2012-02-01,16,40,16,40,56
CHARAGUA,atencion odontologica,primera consulta,2012-02-01,86,104,86,104,190
CHAYANTA,atencion odontologica,primera consulta,2012-02-01,22,45,22,45,67
CHIMORE,atencion odontologica,primera consulta,2012-02-01,65,57,65,57,122
CHIPAYA,atencion odontologica,primera consulta,2012-02-01,7,7,7,7,14
CHOQUE COTA,atencion odontologica,primera consulta,2012-02-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2012-02-01,44,43,44,43,87
CHUMA,atencion odontologica,primera consulta,2012-02-01,115,148,115,148,263
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2012-02-01,15,30,15,30,45
CKOCHAS,atencion odontologica,primera consulta,2012-02-01,0,6,0,6,6
CLIZA,atencion odontologica,primera consulta,2012-02-01,43,52,43,52,95
COBIJA,atencion odontologica,primera consulta,2012-02-01,225,252,225,252,477
COCAPATA,atencion odontologica,primera consulta,2012-02-01,34,74,34,74,108
COCHABAMBA,atencion odontologica,primera consulta,2012-02-01,1947,3086,1947,3086,5033
COIPASA,atencion odontologica,primera consulta,2012-02-01,3,5,3,5,8
COLCAPIRHUA,atencion odontologica,primera consulta,2012-02-01,48,80,48,80,128
"COLCHA ""K""",atencion odontologica,primera consulta,2012-02-01,32,37,32,37,69
COLLANA,atencion odontologica,primera consulta,2012-02-01,2,5,2,5,7
COLOMI,atencion odontologica,primera consulta,2012-02-01,70,84,70,84,154
COLPA BELGICA,atencion odontologica,primera consulta,2012-02-01,12,20,12,20,32
COLQUECHACA,atencion odontologica,primera consulta,2012-02-01,63,92,63,92,155
COLQUIRI,atencion odontologica,primera consulta,2012-02-01,38,47,38,47,85
COMANCHE,atencion odontologica,primera consulta,2012-02-01,31,50,31,50,81
COMARAPA,atencion odontologica,primera consulta,2012-02-01,121,177,121,177,298
CONCEPCION,atencion odontologica,primera consulta,2012-02-01,15,26,15,26,41
COPACABANA,atencion odontologica,primera consulta,2012-02-01,59,74,59,74,133
CORIPATA,atencion odontologica,primera consulta,2012-02-01,62,78,62,78,140
CORO CORO,atencion odontologica,primera consulta,2012-02-01,17,25,17,25,42
COROICO,atencion odontologica,primera consulta,2012-02-01,54,64,54,64,118
CORQUE,atencion odontologica,primera consulta,2012-02-01,14,20,14,20,34
COTAGAITA,atencion odontologica,primera consulta,2012-02-01,149,163,149,163,312
COTOCA,atencion odontologica,primera consulta,2012-02-01,92,197,92,197,289
CUATRO CAÑADAS,atencion odontologica,primera consulta,2012-02-01,83,110,83,110,193
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2012-02-01,36,44,36,44,80
CUEVO,atencion odontologica,primera consulta,2012-02-01,24,42,24,42,66
CULPINA,atencion odontologica,primera consulta,2012-02-01,124,222,124,222,346
CURVA,atencion odontologica,primera consulta,2012-02-01,17,15,17,15,32
DESAGUADERO,atencion odontologica,primera consulta,2012-02-01,29,47,29,47,76
EL ALTO,atencion odontologica,primera consulta,2012-02-01,2080,3025,2080,3025,5105
EL CHORO,atencion odontologica,primera consulta,2012-02-01,0,2,0,2,2
EL PUENTE(STC),atencion odontologica,primera consulta,2012-02-01,14,15,14,15,29
EL PUENTE(TJA),atencion odontologica,primera consulta,2012-02-01,44,130,44,130,174
EL TORNO,atencion odontologica,primera consulta,2012-02-01,100,126,100,126,226
EL VILLAR,atencion odontologica,primera consulta,2012-02-01,16,46,16,46,62
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2012-02-01,66,134,66,134,200
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2012-02-01,40,62,40,62,102
ESCOMA,atencion odontologica,primera consulta,2012-02-01,63,69,63,69,132
EUCALIPTUS,atencion odontologica,primera consulta,2012-02-01,33,19,33,19,52
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2012-02-01,35,58,35,58,93
FILADELFIA,atencion odontologica,primera consulta,2012-02-01,42,42,42,42,84
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2012-02-01,29,53,29,53,82
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2012-02-01,66,106,66,106,172
GUANAY,atencion odontologica,primera consulta,2012-02-01,54,63,54,63,117
GUAQUI,atencion odontologica,primera consulta,2012-02-01,60,88,60,88,148
GUAYARAMERIN,atencion odontologica,primera consulta,2012-02-01,195,470,195,470,665
GUTIERREZ,atencion odontologica,primera consulta,2012-02-01,63,69,63,69,132
HUACARETA,atencion odontologica,primera consulta,2012-02-01,17,30,17,30,47
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2012-02-01,24,38,24,38,62
HUACHACALLA,atencion odontologica,primera consulta,2012-02-01,14,10,14,10,24
HUANUNI,atencion odontologica,primera consulta,2012-02-01,88,105,88,105,193
HUARACAJE,atencion odontologica,primera consulta,2012-02-01,6,9,6,9,15
HUARINA,atencion odontologica,primera consulta,2012-02-01,3,7,3,7,10
HUAYLLAMARCA,atencion odontologica,primera consulta,2012-02-01,27,30,27,30,57
HUMANATA,atencion odontologica,primera consulta,2012-02-01,44,57,44,57,101
ICHOCA,atencion odontologica,primera consulta,2012-02-01,51,52,51,52,103
ICLA,atencion odontologica,primera consulta,2012-02-01,109,128,109,128,237
INCAHUASI,atencion odontologica,primera consulta,2012-02-01,23,33,23,33,56
INQUISIVI,atencion odontologica,primera consulta,2012-02-01,65,84,65,84,149
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2012-02-01,41,70,41,70,111
IXIAMAS,atencion odontologica,primera consulta,2012-02-01,18,23,18,23,41
JESUS DE MACHACA,atencion odontologica,primera consulta,2012-02-01,79,84,79,84,163
LA ASUNTA,atencion odontologica,primera consulta,2012-02-01,44,68,44,68,112
LA GUARDIA,atencion odontologica,primera consulta,2012-02-01,99,170,99,170,269
LA PAZ,atencion odontologica,primera consulta,2012-02-01,3979,4866,3979,4866,8845
LAGUNILLAS,atencion odontologica,primera consulta,2012-02-01,38,85,38,85,123
LAJA,atencion odontologica,primera consulta,2012-02-01,94,125,94,125,219
LAS CARRERAS,atencion odontologica,primera consulta,2012-02-01,15,32,15,32,47
LICOMA PAMPA,atencion odontologica,primera consulta,2012-02-01,40,50,40,50,90
LLALLAGUA,atencion odontologica,primera consulta,2012-02-01,63,150,63,150,213
LLICA,atencion odontologica,primera consulta,2012-02-01,19,24,19,24,43
LORETO,atencion odontologica,primera consulta,2012-02-01,3,5,3,5,8
LURIBAY,atencion odontologica,primera consulta,2012-02-01,11,23,11,23,34
MACHACAMARCA,atencion odontologica,primera consulta,2012-02-01,13,21,13,21,34
MACHARETI,atencion odontologica,primera consulta,2012-02-01,24,46,24,46,70
MAGDALENA,atencion odontologica,primera consulta,2012-02-01,26,48,26,48,74
MAIRANA,atencion odontologica,primera consulta,2012-02-01,18,44,18,44,62
MALLA,atencion odontologica,primera consulta,2012-02-01,23,23,23,23,46
MAPIRI,atencion odontologica,primera consulta,2012-02-01,32,52,32,52,84
MECAPACA,atencion odontologica,primera consulta,2012-02-01,27,35,27,35,62
MINEROS,atencion odontologica,primera consulta,2012-02-01,13,40,13,40,53
MIZQUE,atencion odontologica,primera consulta,2012-02-01,21,30,21,30,51
MOCOMOCO,atencion odontologica,primera consulta,2012-02-01,58,75,58,75,133
MOJOCOYA,atencion odontologica,primera consulta,2012-02-01,35,51,35,51,86
MONTEAGUDO,atencion odontologica,primera consulta,2012-02-01,82,137,82,137,219
MONTERO,atencion odontologica,primera consulta,2012-02-01,280,537,280,537,817
MORO MORO,atencion odontologica,primera consulta,2012-02-01,37,56,37,56,93
MOROCHATA,atencion odontologica,primera consulta,2012-02-01,30,70,30,70,100
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,primera consulta,2012-02-01,20,34,20,34,54
OCURI,atencion odontologica,primera consulta,2012-02-01,28,51,28,51,79
OKINAWA,atencion odontologica,primera consulta,2012-02-01,33,42,33,42,75
OMEREQUE,atencion odontologica,primera consulta,2012-02-01,2,4,2,4,6
ORURO,atencion odontologica,primera consulta,2012-02-01,800,1036,800,1036,1836
PADCAYA,atencion odontologica,primera consulta,2012-02-01,134,202,134,202,336
PADILLA,atencion odontologica,primera consulta,2012-02-01,86,159,86,159,245
PAILON,atencion odontologica,primera consulta,2012-02-01,71,49,71,49,120
PALCA,atencion odontologica,primera consulta,2012-02-01,101,130,101,130,231
PALOS BLANCOS,atencion odontologica,primera consulta,2012-02-01,102,112,102,112,214
PAMPA AULLAGAS,atencion odontologica,primera consulta,2012-02-01,12,9,12,9,21
PAMPA GRANDE,atencion odontologica,primera consulta,2012-02-01,21,43,21,43,64
PAPEL PAMPA,atencion odontologica,primera consulta,2012-02-01,25,36,25,36,61
PASORAPA,atencion odontologica,primera consulta,2012-02-01,0,3,0,3,3
PATACAMAYA,atencion odontologica,primera consulta,2012-02-01,59,54,59,54,113
PAZÑA,atencion odontologica,primera consulta,2012-02-01,16,19,16,19,35
PELECHUCO,atencion odontologica,primera consulta,2012-02-01,19,39,19,39,58
POCOATA,atencion odontologica,primera consulta,2012-02-01,19,21,19,21,40
POCONA,atencion odontologica,primera consulta,2012-02-01,128,179,128,179,307
POJO (CBBA),atencion odontologica,primera consulta,2012-02-01,64,87,64,87,151
POOPO,atencion odontologica,primera consulta,2012-02-01,44,47,44,47,91
PORCO,atencion odontologica,primera consulta,2012-02-01,12,37,12,37,49
POROMA,atencion odontologica,primera consulta,2012-02-01,186,256,186,256,442
PORONGO,atencion odontologica,primera consulta,2012-02-01,40,143,40,143,183
PORTACHUELO,atencion odontologica,primera consulta,2012-02-01,79,104,79,104,183
PORVENIR,atencion odontologica,primera consulta,2012-02-01,27,29,27,29,56
POSTRER VALLE,atencion odontologica,primera consulta,2012-02-01,10,20,10,20,30
POTOSI,atencion odontologica,primera consulta,2012-02-01,980,1581,980,1581,2561
PRESTO,atencion odontologica,primera consulta,2012-02-01,86,134,86,134,220
PUCARA,atencion odontologica,primera consulta,2012-02-01,36,41,36,41,77
PUCARANI,atencion odontologica,primera consulta,2012-02-01,65,85,65,85,150
PUERTO ACOSTA,atencion odontologica,primera consulta,2012-02-01,14,11,14,11,25
PUERTO CARABUCO,atencion odontologica,primera consulta,2012-02-01,82,54,82,54,136
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2012-02-01,23,37,23,37,60
PUERTO PEREZ,atencion odontologica,primera consulta,2012-02-01,18,40,18,40,58
PUERTO QUIJARRO,atencion odontologica,primera consulta,2012-02-01,20,38,20,38,58
PUERTO RICO,atencion odontologica,primera consulta,2012-02-01,62,67,62,67,129
PUERTO SUAREZ,atencion odontologica,primera consulta,2012-02-01,35,75,35,75,110
PUERTO VILLARROEL,atencion odontologica,primera consulta,2012-02-01,77,130,77,130,207
PUNA,atencion odontologica,primera consulta,2012-02-01,69,97,69,97,166
PUNATA,atencion odontologica,primera consulta,2012-02-01,127,230,127,230,357
QUIABAYA,atencion odontologica,primera consulta,2012-02-01,15,18,15,18,33
QUILLACOLLO,atencion odontologica,primera consulta,2012-02-01,295,322,295,322,617
QUIME,atencion odontologica,primera consulta,2012-02-01,60,57,60,57,117
QUIRUSILLAS,atencion odontologica,primera consulta,2012-02-01,5,7,5,7,12
RAVELO,atencion odontologica,primera consulta,2012-02-01,28,39,28,39,67
REYES,atencion odontologica,primera consulta,2012-02-01,5,9,5,9,14
RIBERALTA,atencion odontologica,primera consulta,2012-02-01,221,557,221,557,778
ROBORE,atencion odontologica,primera consulta,2012-02-01,71,131,71,131,202
RURRENABAQUE,atencion odontologica,primera consulta,2012-02-01,50,91,50,91,141
SABAYA,atencion odontologica,primera consulta,2012-02-01,16,21,16,21,37
SACABA,atencion odontologica,primera consulta,2012-02-01,450,647,450,647,1097
SACABAMBA,atencion odontologica,primera consulta,2012-02-01,3,9,3,9,12
SACACA,atencion odontologica,primera consulta,2012-02-01,34,60,34,60,94
SAIPINA,atencion odontologica,primera consulta,2012-02-01,17,42,17,42,59
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2012-02-01,30,39,30,39,69
SAMAIPATA,atencion odontologica,primera consulta,2012-02-01,19,42,19,42,61
SAN AGUSTIN,atencion odontologica,primera consulta,2012-02-01,1,1,1,1,2
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2012-02-01,25,39,25,39,64
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2012-02-01,18,31,18,31,49
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2012-02-01,15,37,15,37,52
SAN BENITO,atencion odontologica,primera consulta,2012-02-01,171,181,171,181,352
SAN BORJA,atencion odontologica,primera consulta,2012-02-01,179,250,179,250,429
SAN BUENA VENTURA,atencion odontologica,primera consulta,2012-02-01,18,19,18,19,37
SAN CARLOS,atencion odontologica,primera consulta,2012-02-01,56,63,56,63,119
SAN IGNACIO,atencion odontologica,primera consulta,2012-02-01,222,287,222,287,509
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2012-02-01,124,205,124,205,329
SAN JAVIER(STC),atencion odontologica,primera consulta,2012-02-01,10,26,10,26,36
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2012-02-01,96,124,96,124,220
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2012-02-01,162,158,162,158,320
SAN JULIAN,atencion odontologica,primera consulta,2012-02-01,82,99,82,99,181
SAN LORENZO(PND),atencion odontologica,primera consulta,2012-02-01,50,43,50,43,93
SAN LORENZO(TJA),atencion odontologica,primera consulta,2012-02-01,97,192,97,192,289
SAN LUCAS,atencion odontologica,primera consulta,2012-02-01,109,183,109,183,292
SAN MATIAS,atencion odontologica,primera consulta,2012-02-01,15,58,15,58,73
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2012-02-01,22,37,22,37,59
SAN PEDRO,atencion odontologica,primera consulta,2012-02-01,56,69,56,69,125
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2012-02-01,32,85,32,85,117
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2012-02-01,76,137,76,137,213
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2012-02-01,30,41,30,41,71
SAN RAFAEL,atencion odontologica,primera consulta,2012-02-01,84,78,84,78,162
SAN RAMON BENI,atencion odontologica,primera consulta,2012-02-01,35,79,35,79,114
SAN RAMON SCZ,atencion odontologica,primera consulta,2012-02-01,23,31,23,31,54
SANTA ANA,atencion odontologica,primera consulta,2012-02-01,141,146,141,146,287
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2012-02-01,3400,4859,3400,4859,8259
SANTA ROSA,atencion odontologica,primera consulta,2012-02-01,20,25,20,25,45
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2012-02-01,77,114,77,114,191
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2012-02-01,4,9,4,9,13
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2012-02-01,38,35,38,35,73
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2012-02-01,41,73,41,73,114
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2012-02-01,33,51,33,51,84
SANTIVAÑES,atencion odontologica,primera consulta,2012-02-01,3,9,3,9,12
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2012-02-01,18,22,18,22,40
SAPAHAQUI,atencion odontologica,primera consulta,2012-02-01,13,23,13,23,36
SENA,atencion odontologica,primera consulta,2012-02-01,10,33,10,33,43
SHINAOTA,atencion odontologica,primera consulta,2012-02-01,26,41,26,41,67
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2012-02-01,73,100,73,100,173
SICAYA,atencion odontologica,primera consulta,2012-02-01,4,19,4,19,23
SIPE SIPE,atencion odontologica,primera consulta,2012-02-01,105,157,105,157,262
SOPACHUY,atencion odontologica,primera consulta,2012-02-01,89,133,89,133,222
SORACACHI,atencion odontologica,primera consulta,2012-02-01,21,30,21,30,51
SORATA,atencion odontologica,primera consulta,2012-02-01,29,48,29,48,77
SUCRE,atencion odontologica,primera consulta,2012-02-01,1682,2698,1682,2698,4380
TACACOMA,atencion odontologica,primera consulta,2012-02-01,48,85,48,85,133
TACOPAYA,atencion odontologica,primera consulta,2012-02-01,61,46,61,46,107
TAHUA,atencion odontologica,primera consulta,2012-02-01,4,6,4,6,10
TAPACARI,atencion odontologica,primera consulta,2012-02-01,204,94,204,94,298
TARABUCO,atencion odontologica,primera consulta,2012-02-01,68,125,68,125,193
TARACO,atencion odontologica,primera consulta,2012-02-01,18,28,18,28,46
TARATA,atencion odontologica,primera consulta,2012-02-01,35,51,35,51,86
TARIJA,atencion odontologica,primera consulta,2012-02-01,839,1387,839,1387,2226
TARVITA,atencion odontologica,primera consulta,2012-02-01,185,315,185,315,500
TEOPONTE,atencion odontologica,primera consulta,2012-02-01,25,41,25,41,66
TIAWANACU,atencion odontologica,primera consulta,2012-02-01,86,79,86,79,165
TINGUIPAYA,atencion odontologica,primera consulta,2012-02-01,10,30,10,30,40
TIPUANI,atencion odontologica,primera consulta,2012-02-01,37,62,37,62,99
TIQUIPAYA,atencion odontologica,primera consulta,2012-02-01,159,323,159,323,482
TIRAQUE (CBBA),atencion odontologica,primera consulta,2012-02-01,35,69,35,69,104
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2012-02-01,15,16,15,16,31
TOCO,atencion odontologica,primera consulta,2012-02-01,23,42,23,42,65
TOLATA,atencion odontologica,primera consulta,2012-02-01,33,58,33,58,91
TOLEDO,atencion odontologica,primera consulta,2012-02-01,35,63,35,63,98
TOMAVE,atencion odontologica,primera consulta,2012-02-01,35,49,35,49,84
TOMINA,atencion odontologica,primera consulta,2012-02-01,80,91,80,91,171
TORO TORO,atencion odontologica,primera consulta,2012-02-01,30,50,30,50,80
TOTORA(CBBA),atencion odontologica,primera consulta,2012-02-01,68,85,68,85,153
TOTORA(ORR),atencion odontologica,primera consulta,2012-02-01,5,6,5,6,11
TRIGAL,atencion odontologica,primera consulta,2012-02-01,30,29,30,29,59
TRINIDAD,atencion odontologica,primera consulta,2012-02-01,339,530,339,530,869
