,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
EL PUENTE(STC),atencion odontologica,otras acciones,2012-02-01,17,14,17,14,31
EL PUENTE(TJA),atencion odontologica,otras acciones,2012-02-01,5,10,5,10,15
EL TORNO,atencion odontologica,otras acciones,2012-02-01,15,14,15,14,29
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2012-02-01,25,47,25,47,72
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2012-02-01,11,27,11,27,38
ESCOMA,atencion odontologica,otras acciones,2012-02-01,7,15,7,15,22
EUCALIPTUS,atencion odontologica,otras acciones,2012-02-01,19,9,19,9,28
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2012-02-01,7,10,7,10,17
FILADELFIA,atencion odontologica,otras acciones,2012-02-01,5,4,5,4,9
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2012-02-01,1,5,1,5,6
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2012-02-01,26,36,26,36,62
GUANAY,atencion odontologica,otras acciones,2012-02-01,2,4,2,4,6
GUAQUI,atencion odontologica,otras acciones,2012-02-01,30,47,30,47,77
GUAYARAMERIN,atencion odontologica,otras acciones,2012-02-01,120,139,120,139,259
GUTIERREZ,atencion odontologica,otras acciones,2012-02-01,17,37,17,37,54
HUACARETA,atencion odontologica,otras acciones,2012-02-01,3,7,3,7,10
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2012-02-01,2,5,2,5,7
HUACHACALLA,atencion odontologica,otras acciones,2012-02-01,3,5,3,5,8
HUANUNI,atencion odontologica,otras acciones,2012-02-01,78,126,78,126,204
HUARACAJE,atencion odontologica,otras acciones,2012-02-01,1,1,1,1,2
HUARINA,atencion odontologica,otras acciones,2012-02-01,2,3,2,3,5
HUAYLLAMARCA,atencion odontologica,otras acciones,2012-02-01,34,24,34,24,58
HUMANATA,atencion odontologica,otras acciones,2012-02-01,10,14,10,14,24
ICLA,atencion odontologica,otras acciones,2012-02-01,3,1,3,1,4
INCAHUASI,atencion odontologica,otras acciones,2012-02-01,0,1,0,1,1
INQUISIVI,atencion odontologica,otras acciones,2012-02-01,5,11,5,11,16
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2012-02-01,21,37,21,37,58
JESUS DE MACHACA,atencion odontologica,otras acciones,2012-02-01,32,33,32,33,65
LA ASUNTA,atencion odontologica,otras acciones,2012-02-01,11,24,11,24,35
LA GUARDIA,atencion odontologica,otras acciones,2012-02-01,5,2,5,2,7
LA PAZ,atencion odontologica,otras acciones,2012-02-01,2477,3355,2477,3355,5832
LAJA,atencion odontologica,otras acciones,2012-02-01,7,0,7,0,7
LLALLAGUA,atencion odontologica,otras acciones,2012-02-01,126,426,126,426,552
LLICA,atencion odontologica,otras acciones,2012-02-01,39,40,39,40,79
LURIBAY,atencion odontologica,otras acciones,2012-02-01,1,1,1,1,2
MACHACAMARCA,atencion odontologica,otras acciones,2012-02-01,19,3,19,3,22
MACHARETI,atencion odontologica,otras acciones,2012-02-01,2,0,2,0,2
MAGDALENA,atencion odontologica,otras acciones,2012-02-01,2,2,2,2,4
MAIRANA,atencion odontologica,otras acciones,2012-02-01,5,21,5,21,26
MALLA,atencion odontologica,otras acciones,2012-02-01,3,0,3,0,3
MAPIRI,atencion odontologica,otras acciones,2012-02-01,7,37,7,37,44
MECAPACA,atencion odontologica,otras acciones,2012-02-01,4,5,4,5,9
MINEROS,atencion odontologica,otras acciones,2012-02-01,12,20,12,20,32
MIZQUE,atencion odontologica,otras acciones,2012-02-01,4,29,4,29,33
MOCOMOCO,atencion odontologica,otras acciones,2012-02-01,6,8,6,8,14
MOJOCOYA,atencion odontologica,otras acciones,2012-02-01,12,15,12,15,27
MONTEAGUDO,atencion odontologica,otras acciones,2012-02-01,89,156,89,156,245
MONTERO,atencion odontologica,otras acciones,2012-02-01,24,40,24,40,64
MOROCHATA,atencion odontologica,otras acciones,2012-02-01,3,6,3,6,9
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,otras acciones,2012-02-01,5,8,5,8,13
OCURI,atencion odontologica,otras acciones,2012-02-01,6,4,6,4,10
OMEREQUE,atencion odontologica,otras acciones,2012-02-01,4,6,4,6,10
ORURO,atencion odontologica,otras acciones,2012-02-01,797,1126,797,1126,1923
PADCAYA,atencion odontologica,otras acciones,2012-02-01,9,27,9,27,36
PADILLA,atencion odontologica,otras acciones,2012-02-01,11,19,11,19,30
PAILON,atencion odontologica,otras acciones,2012-02-01,36,16,36,16,52
PALCA,atencion odontologica,otras acciones,2012-02-01,9,18,9,18,27
PALOS BLANCOS,atencion odontologica,otras acciones,2012-02-01,6,14,6,14,20
PAMPA AULLAGAS,atencion odontologica,otras acciones,2012-02-01,12,1,12,1,13
PAMPA GRANDE,atencion odontologica,otras acciones,2012-02-01,7,6,7,6,13
PAPEL PAMPA,atencion odontologica,otras acciones,2012-02-01,19,30,19,30,49
PASORAPA,atencion odontologica,otras acciones,2012-02-01,2,5,2,5,7
PATACAMAYA,atencion odontologica,otras acciones,2012-02-01,42,79,42,79,121
PAZÑA,atencion odontologica,otras acciones,2012-02-01,4,7,4,7,11
PELECHUCO,atencion odontologica,otras acciones,2012-02-01,6,12,6,12,18
POCOATA,atencion odontologica,otras acciones,2012-02-01,22,45,22,45,67
POCONA,atencion odontologica,otras acciones,2012-02-01,21,46,21,46,67
POJO (CBBA),atencion odontologica,otras acciones,2012-02-01,33,42,33,42,75
POOPO,atencion odontologica,otras acciones,2012-02-01,25,26,25,26,51
PORCO,atencion odontologica,otras acciones,2012-02-01,6,22,6,22,28
POROMA,atencion odontologica,otras acciones,2012-02-01,12,9,12,9,21
PORONGO,atencion odontologica,otras acciones,2012-02-01,1,4,1,4,5
PORTACHUELO,atencion odontologica,otras acciones,2012-02-01,31,40,31,40,71
PORVENIR,atencion odontologica,otras acciones,2012-02-01,6,9,6,9,15
POSTRER VALLE,atencion odontologica,otras acciones,2012-02-01,3,7,3,7,10
POTOSI,atencion odontologica,otras acciones,2012-02-01,171,364,171,364,535
PRESTO,atencion odontologica,otras acciones,2012-02-01,3,6,3,6,9
PUCARANI,atencion odontologica,otras acciones,2012-02-01,42,77,42,77,119
PUERTO ACOSTA,atencion odontologica,otras acciones,2012-02-01,12,8,12,8,20
PUERTO CARABUCO,atencion odontologica,otras acciones,2012-02-01,11,15,11,15,26
PUERTO GONZALO MORENO,atencion odontologica,otras acciones,2012-02-01,5,7,5,7,12
PUERTO QUIJARRO,atencion odontologica,otras acciones,2012-02-01,30,96,30,96,126
PUERTO RICO,atencion odontologica,otras acciones,2012-02-01,6,5,6,5,11
PUERTO SUAREZ,atencion odontologica,otras acciones,2012-02-01,6,46,6,46,52
PUERTO VILLARROEL,atencion odontologica,otras acciones,2012-02-01,57,82,57,82,139
PUNA,atencion odontologica,otras acciones,2012-02-01,61,110,61,110,171
PUNATA,atencion odontologica,otras acciones,2012-02-01,76,101,76,101,177
QUIABAYA,atencion odontologica,otras acciones,2012-02-01,4,0,4,0,4
QUILLACOLLO,atencion odontologica,otras acciones,2012-02-01,198,169,198,169,367
QUIME,atencion odontologica,otras acciones,2012-02-01,45,13,45,13,58
REYES,atencion odontologica,otras acciones,2012-02-01,9,6,9,6,15
RIBERALTA,atencion odontologica,otras acciones,2012-02-01,11,10,11,10,21
ROBORE,atencion odontologica,otras acciones,2012-02-01,1,30,1,30,31
RURRENABAQUE,atencion odontologica,otras acciones,2012-02-01,4,11,4,11,15
SABAYA,atencion odontologica,otras acciones,2012-02-01,28,35,28,35,63
SACABA,atencion odontologica,otras acciones,2012-02-01,538,833,538,833,1371
SACABAMBA,atencion odontologica,otras acciones,2012-02-01,0,2,0,2,2
SACACA,atencion odontologica,otras acciones,2012-02-01,11,12,11,12,23
SAIPINA,atencion odontologica,otras acciones,2012-02-01,2,23,2,23,25
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2012-02-01,14,29,14,29,43
SAMAIPATA,atencion odontologica,otras acciones,2012-02-01,12,45,12,45,57
SAN AGUSTIN,atencion odontologica,otras acciones,2012-02-01,2,5,2,5,7
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2012-02-01,5,5,5,5,10
SAN ANTONIO DE ESMORUCO,atencion odontologica,otras acciones,2012-02-01,3,1,3,1,4
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2012-02-01,8,7,8,7,15
SAN BENITO,atencion odontologica,otras acciones,2012-02-01,1,8,1,8,9
SAN BORJA,atencion odontologica,otras acciones,2012-02-01,11,10,11,10,21
SAN CARLOS,atencion odontologica,otras acciones,2012-02-01,8,11,8,11,19
SAN IGNACIO,atencion odontologica,otras acciones,2012-02-01,12,0,12,0,12
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2012-02-01,12,15,12,15,27
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2012-02-01,9,11,9,11,20
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2012-02-01,3,13,3,13,16
SAN JULIAN,atencion odontologica,otras acciones,2012-02-01,27,22,27,22,49
SAN LORENZO(PND),atencion odontologica,otras acciones,2012-02-01,1,0,1,0,1
SAN LORENZO(TJA),atencion odontologica,otras acciones,2012-02-01,91,168,91,168,259
SAN LUCAS,atencion odontologica,otras acciones,2012-02-01,80,65,80,65,145
SAN MATIAS,atencion odontologica,otras acciones,2012-02-01,5,6,5,6,11
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2012-02-01,8,8,8,8,16
SAN PEDRO,atencion odontologica,otras acciones,2012-02-01,1,4,1,4,5
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2012-02-01,5,11,5,11,16
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2012-02-01,2,5,2,5,7
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2012-02-01,11,20,11,20,31
SAN RAFAEL,atencion odontologica,otras acciones,2012-02-01,18,4,18,4,22
SANTA ANA,atencion odontologica,otras acciones,2012-02-01,2,6,2,6,8
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2012-02-01,770,1295,770,1295,2065
SANTA ROSA,atencion odontologica,otras acciones,2012-02-01,5,5,5,5,10
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2012-02-01,3,29,3,29,32
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2012-02-01,1,3,1,3,4
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2012-02-01,82,108,82,108,190
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2012-02-01,5,3,5,3,8
SANTIVAÑES,atencion odontologica,otras acciones,2012-02-01,13,20,13,20,33
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2012-02-01,0,1,0,1,1
SAPAHAQUI,atencion odontologica,otras acciones,2012-02-01,4,2,4,2,6
SENA,atencion odontologica,otras acciones,2012-02-01,3,7,3,7,10
SHINAOTA,atencion odontologica,otras acciones,2012-02-01,5,16,5,16,21
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2012-02-01,4,6,4,6,10
SICAYA,atencion odontologica,otras acciones,2012-02-01,2,18,2,18,20
SIPE SIPE,atencion odontologica,otras acciones,2012-02-01,45,46,45,46,91
SOPACHUY,atencion odontologica,otras acciones,2012-02-01,25,83,25,83,108
SORACACHI,atencion odontologica,otras acciones,2012-02-01,15,25,15,25,40
SORATA,atencion odontologica,otras acciones,2012-02-01,38,85,38,85,123
SUCRE,atencion odontologica,otras acciones,2012-02-01,1863,1179,1863,1179,3042
TACACOMA,atencion odontologica,otras acciones,2012-02-01,2,6,2,6,8
TACOPAYA,atencion odontologica,otras acciones,2012-02-01,2,9,2,9,11
TAHUA,atencion odontologica,otras acciones,2012-02-01,2,6,2,6,8
TAPACARI,atencion odontologica,otras acciones,2012-02-01,25,45,25,45,70
TARABUCO,atencion odontologica,otras acciones,2012-02-01,4,10,4,10,14
TARACO,atencion odontologica,otras acciones,2012-02-01,22,27,22,27,49
TARATA,atencion odontologica,otras acciones,2012-02-01,9,25,9,25,34
TARIJA,atencion odontologica,otras acciones,2012-02-01,484,773,484,773,1257
TARVITA,atencion odontologica,otras acciones,2012-02-01,19,24,19,24,43
TEOPONTE,atencion odontologica,otras acciones,2012-02-01,19,33,19,33,52
TIAWANACU,atencion odontologica,otras acciones,2012-02-01,4,9,4,9,13
TINGUIPAYA,atencion odontologica,otras acciones,2012-02-01,6,13,6,13,19
TIPUANI,atencion odontologica,otras acciones,2012-02-01,2,1,2,1,3
TIQUIPAYA,atencion odontologica,otras acciones,2012-02-01,113,273,113,273,386
TIRAQUE (CBBA),atencion odontologica,otras acciones,2012-02-01,67,107,67,107,174
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2012-02-01,1,1,1,1,2
TOCO,atencion odontologica,otras acciones,2012-02-01,9,5,9,5,14
TOLATA,atencion odontologica,otras acciones,2012-02-01,16,81,16,81,97
TOLEDO,atencion odontologica,otras acciones,2012-02-01,3,7,3,7,10
TOMAVE,atencion odontologica,otras acciones,2012-02-01,19,34,19,34,53
TOMINA,atencion odontologica,otras acciones,2012-02-01,45,86,45,86,131
TORO TORO,atencion odontologica,otras acciones,2012-02-01,26,39,26,39,65
TOTORA(CBBA),atencion odontologica,otras acciones,2012-02-01,18,41,18,41,59
TOTORA(ORR),atencion odontologica,otras acciones,2012-02-01,1,4,1,4,5
TRIGAL,atencion odontologica,otras acciones,2012-02-01,0,5,0,5,5
TRINIDAD,atencion odontologica,otras acciones,2012-02-01,72,111,72,111,183
TUPIZA,atencion odontologica,otras acciones,2012-02-01,108,181,108,181,289
TURCO,atencion odontologica,otras acciones,2012-02-01,8,13,8,13,21
UMALA,atencion odontologica,otras acciones,2012-02-01,0,2,0,2,2
UNCIA,atencion odontologica,otras acciones,2012-02-01,0,1,0,1,1
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2012-02-01,38,129,38,129,167
URUBICHA,atencion odontologica,otras acciones,2012-02-01,4,4,4,4,8
UYUNI,atencion odontologica,otras acciones,2012-02-01,9,7,9,7,16
VACAS,atencion odontologica,otras acciones,2012-02-01,9,18,9,18,27
VALLEGRANDE,atencion odontologica,otras acciones,2012-02-01,6,20,6,20,26
VIACHA,atencion odontologica,otras acciones,2012-02-01,137,129,137,129,266
VILLA CHARCAS,atencion odontologica,otras acciones,2012-02-01,3,15,3,15,18
VILLA MONTES,atencion odontologica,otras acciones,2012-02-01,72,171,72,171,243
VILLA RIVERO,atencion odontologica,otras acciones,2012-02-01,13,28,13,28,41
VILLA SERRANO,atencion odontologica,otras acciones,2012-02-01,7,8,7,8,15
VILLA TUNARI,atencion odontologica,otras acciones,2012-02-01,31,34,31,34,65
VILLAZON,atencion odontologica,otras acciones,2012-02-01,105,194,105,194,299
VINTO,atencion odontologica,otras acciones,2012-02-01,18,44,18,44,62
VITICHI,atencion odontologica,otras acciones,2012-02-01,8,23,8,23,31
WARNES,atencion odontologica,otras acciones,2012-02-01,51,72,51,72,123
YACO,atencion odontologica,otras acciones,2012-02-01,3,10,3,10,13
YACUIBA,atencion odontologica,otras acciones,2012-02-01,44,77,44,77,121
YAMPARAEZ,atencion odontologica,otras acciones,2012-02-01,13,25,13,25,38
YANACACHI,atencion odontologica,otras acciones,2012-02-01,21,19,21,19,40
YAPACANI,atencion odontologica,otras acciones,2012-02-01,3,8,3,8,11
YOCALLA,atencion odontologica,otras acciones,2012-02-01,6,13,6,13,19
YOTALA,atencion odontologica,otras acciones,2012-02-01,17,54,17,54,71
YUNCHARA,atencion odontologica,otras acciones,2012-02-01,7,20,7,20,27
ZUDAÑEZ,atencion odontologica,otras acciones,2012-02-01,1,9,1,9,10
ACACIO,atencion odontologica,otras acciones,2012-03-01,4,6,4,6,10
ACHACACHI,atencion odontologica,otras acciones,2012-03-01,58,45,58,45,103
ACHOCALLA,atencion odontologica,otras acciones,2012-03-01,5,17,5,17,22
ALALAY,atencion odontologica,otras acciones,2012-03-01,4,8,4,8,12
ALCALA,atencion odontologica,otras acciones,2012-03-01,19,14,19,14,33
ALTO BENI,atencion odontologica,otras acciones,2012-03-01,6,5,6,5,11
ANCORAIMES,atencion odontologica,otras acciones,2012-03-01,3,6,3,6,9
ANDAMARCA,atencion odontologica,otras acciones,2012-03-01,12,34,12,34,46
ANTEQUERA,atencion odontologica,otras acciones,2012-03-01,41,61,41,61,102
ANZALDO,atencion odontologica,otras acciones,2012-03-01,3,7,3,7,10
APOLO,atencion odontologica,otras acciones,2012-03-01,4,16,4,16,20
ARAMPAMPA,atencion odontologica,otras acciones,2012-03-01,2,4,2,4,6
ARANI,atencion odontologica,otras acciones,2012-03-01,57,62,57,62,119
ARBIETO,atencion odontologica,otras acciones,2012-03-01,7,6,7,6,13
ARQUE,atencion odontologica,otras acciones,2012-03-01,7,11,7,11,18
ASCENCION DE GUARAYOS,atencion odontologica,otras acciones,2012-03-01,0,2,0,2,2
ATOCHA,atencion odontologica,otras acciones,2012-03-01,131,182,131,182,313
AYATA,atencion odontologica,otras acciones,2012-03-01,10,17,10,17,27
AYO AYO,atencion odontologica,otras acciones,2012-03-01,7,4,7,4,11
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2012-03-01,37,52,37,52,89
AZURDUY,atencion odontologica,otras acciones,2012-03-01,24,27,24,27,51
BAURES,atencion odontologica,otras acciones,2012-03-01,2,0,2,0,2
BELEN DE URMIRI,atencion odontologica,otras acciones,2012-03-01,3,1,3,1,4
BERMEJO,atencion odontologica,otras acciones,2012-03-01,66,119,66,119,185
BETANZOS,atencion odontologica,otras acciones,2012-03-01,11,24,11,24,35
BOLIVAR,atencion odontologica,otras acciones,2012-03-01,7,11,7,11,18
BUENA VISTA,atencion odontologica,otras acciones,2012-03-01,1,1,1,1,2
CABEZAS,atencion odontologica,otras acciones,2012-03-01,34,45,34,45,79
CAIROMA,atencion odontologica,otras acciones,2012-03-01,26,44,26,44,70
"CAIZA ""D""",atencion odontologica,otras acciones,2012-03-01,62,76,62,76,138
CAJUATA,atencion odontologica,otras acciones,2012-03-01,4,1,4,1,5
CALACOTO,atencion odontologica,otras acciones,2012-03-01,4,6,4,6,10
CALAMARCA,atencion odontologica,otras acciones,2012-03-01,37,115,37,115,152
CAMARGO,atencion odontologica,otras acciones,2012-03-01,47,131,47,131,178
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2012-03-01,86,112,86,112,198
CAMIRI,atencion odontologica,otras acciones,2012-03-01,87,123,87,123,210
CAPINOTA,atencion odontologica,otras acciones,2012-03-01,138,178,138,178,316
CAQUIAVIRI,atencion odontologica,otras acciones,2012-03-01,7,21,7,21,28
CARACOLLO,atencion odontologica,otras acciones,2012-03-01,103,191,103,191,294
CARANAVI,atencion odontologica,otras acciones,2012-03-01,62,66,62,66,128
CARAPARI,atencion odontologica,otras acciones,2012-03-01,37,44,37,44,81
CARIPUYO,atencion odontologica,otras acciones,2012-03-01,15,16,15,16,31
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2012-03-01,11,19,11,19,30
CATACORA,atencion odontologica,otras acciones,2012-03-01,6,3,6,3,9
CHALLAPATA,atencion odontologica,otras acciones,2012-03-01,10,19,10,19,29
CHAQUI,atencion odontologica,otras acciones,2012-03-01,5,9,5,9,14
CHARAGUA,atencion odontologica,otras acciones,2012-03-01,5,5,5,5,10
CHARAÑA,atencion odontologica,otras acciones,2012-03-01,4,7,4,7,11
CHAYANTA,atencion odontologica,otras acciones,2012-03-01,9,34,9,34,43
CHIMORE,atencion odontologica,otras acciones,2012-03-01,16,16,16,16,32
CHIPAYA,atencion odontologica,otras acciones,2012-03-01,14,25,14,25,39
CHOQUE COTA,atencion odontologica,otras acciones,2012-03-01,1,3,1,3,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,otras acciones,2012-03-01,10,14,10,14,24
CHUMA,atencion odontologica,otras acciones,2012-03-01,19,22,19,22,41
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,otras acciones,2012-03-01,19,17,19,17,36
CKOCHAS,atencion odontologica,otras acciones,2012-03-01,9,5,9,5,14
CLIZA,atencion odontologica,otras acciones,2012-03-01,25,40,25,40,65
COBIJA,atencion odontologica,otras acciones,2012-03-01,16,43,16,43,59
COCAPATA,atencion odontologica,otras acciones,2012-03-01,17,40,17,40,57
COCHABAMBA,atencion odontologica,otras acciones,2012-03-01,2575,2537,2575,2537,5112
COIPASA,atencion odontologica,otras acciones,2012-03-01,3,4,3,4,7
COLCAPIRHUA,atencion odontologica,otras acciones,2012-03-01,96,116,96,116,212
"COLCHA ""K""",atencion odontologica,otras acciones,2012-03-01,21,29,21,29,50
COLOMI,atencion odontologica,otras acciones,2012-03-01,4,14,4,14,18
COLQUECHACA,atencion odontologica,otras acciones,2012-03-01,74,76,74,76,150
COLQUIRI,atencion odontologica,otras acciones,2012-03-01,60,96,60,96,156
COMANCHE,atencion odontologica,otras acciones,2012-03-01,10,16,10,16,26
COMARAPA,atencion odontologica,otras acciones,2012-03-01,79,138,79,138,217
COPACABANA,atencion odontologica,otras acciones,2012-03-01,15,19,15,19,34
CORIPATA,atencion odontologica,otras acciones,2012-03-01,2,0,2,0,2
CORO CORO,atencion odontologica,otras acciones,2012-03-01,37,37,37,37,74
COROICO,atencion odontologica,otras acciones,2012-03-01,27,54,27,54,81
CORQUE,atencion odontologica,otras acciones,2012-03-01,8,36,8,36,44
COTAGAITA,atencion odontologica,otras acciones,2012-03-01,140,172,140,172,312
COTOCA,atencion odontologica,otras acciones,2012-03-01,10,36,10,36,46
