,group,variable,month,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,10,11,10,11,21
URUBICHA,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,1,2,1,2,3
UYUNI,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,13,16,13,16,29
VACAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,10,16,10,16,26
VALLEGRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,38,86,38,86,124
VIACHA,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,161,205,161,205,366
VILA VILA,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,13,10,13,10,23
VILLA CHARCAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,3,3,3,3,6
VILLA MONTES,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,11,31,11,31,42
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,7,2,7,2,9
VILLA RIVERO,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,23,32,23,32,55
VILLA SERRANO,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,56,42,56,42,98
VILLA TUNARI,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,107,129,107,129,236
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,6,4,6,4,10
VILLAZON,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,73,101,73,101,174
VINTO,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,89,79,89,79,168
VITICHI,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,5,0,5,0,5
WALDO BALLIVIAN,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,0,12,0,12,12
WARNES,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,84,116,84,116,200
YACO,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,6,10,6,10,16
YACUIBA,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,8,9,8,9,17
YAMPARAEZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,52,43,52,43,95
YANACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,5,11,5,11,16
YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,37,43,37,43,80
YOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,19,30,19,30,49
YOTALA,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,20,14,20,14,34
YUNCHARA,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,5,5,5,5,10
ZUDAÑEZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-01-01,1,0,1,0,1
ACACIO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,3,3,3,3,6
ACHACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,169,159,169,159,328
ACHOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,61,66,61,66,127
AIQUILE,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,55,51,55,51,106
ALALAY,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,9,2,9,2,11
ALCALA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,85,72,85,72,157
ALTO BENI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,3,9,3,9,12
ANCORAIMES,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,8,8,8,8,16
ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,12,7,12,7,19
ANTEQUERA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,3,1,3,1,4
ANZALDO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,7,3,7,3,10
APOLO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,51,27,51,27,78
ARAMPAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,1,0,1,0,1
ARANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,49,14,49,14,63
ARBIETO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,112,208,112,208,320
ARQUE,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,23,27,23,27,50
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,21,10,21,10,31
ATOCHA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,19,31,19,31,50
AUCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,0,6,0,6,6
AYATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,22,17,22,17,39
AYO AYO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,44,32,44,32,76
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,74,67,74,67,141
AZURDUY,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,3,30,3,30,33
BATALLAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,18,13,18,13,31
BAURES,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,2,0,2,0,2
BELLA FLOR,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,10,19,10,19,29
BERMEJO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,17,14,17,14,31
BETANZOS,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,31,34,31,34,65
BOLIVAR,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,22,17,22,17,39
BOLPEBRA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,4,0,4,0,4
BOYUIBE,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,23,17,23,17,40
BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,1,2,1,2,3
CABEZAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,42,46,42,46,88
CAIROMA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,6,22,6,22,28
"CAIZA ""D""",atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,7,4,7,4,11
CAJUATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,60,51,60,51,111
CALACOTO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,11,5,11,5,16
CALAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,64,80,64,80,144
CAMARGO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,65,64,65,64,129
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,9,4,9,4,13
CAMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,233,337,233,337,570
CAPINOTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,43,32,43,32,75
CAQUIAVIRI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,6,4,6,4,10
CARACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,22,35,22,35,57
CARANAVI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,28,37,28,37,65
CARAPARI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,2,4,2,4,6
CARIPUYO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,20,24,20,24,44
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,26,29,26,29,55
CATACORA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,8,2,8,2,10
CHALLAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,77,49,77,49,126
CHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,5,5,5,5,10
CHARAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,16,24,16,24,40
CHARAÑA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,0,2,0,2,2
CHAYANTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,45,34,45,34,79
CHIMORE,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,72,51,72,51,123
CHIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,1,12,1,12,13
CHOQUE COTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,2,2,2,2,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,51,35,51,35,86
CHUMA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,13,21,13,21,34
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,3,12,3,12,15
CKOCHAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,2,13,2,13,15
CLIZA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,72,114,72,114,186
COBIJA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,221,183,221,183,404
COCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,25,22,25,22,47
COCHABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,1841,1827,1841,1827,3668
COIPASA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,8,10,8,10,18
COLCAPIRHUA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,183,188,183,188,371
"COLCHA ""K""",atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,37,29,37,29,66
COLLANA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,1,4,1,4,5
COLOMI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,37,44,37,44,81
COLPA BELGICA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,30,25,30,25,55
COLQUECHACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,34,27,34,27,61
COLQUIRI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,13,12,13,12,25
COMANCHE,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,3,10,3,10,13
COMARAPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,78,68,78,68,146
CONCEPCION,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,16,26,16,26,42
COPACABANA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,36,25,36,25,61
CORIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,18,30,18,30,48
CORO CORO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,28,27,28,27,55
COROICO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,9,15,9,15,24
CORQUE,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,11,8,11,8,19
COTAGAITA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,37,45,37,45,82
COTOCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,49,52,49,52,101
CUATRO CAÑADAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,67,50,67,50,117
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,36,31,36,31,67
CUEVO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,5,12,5,12,17
CULPINA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,52,56,52,56,108
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,15,6,15,6,21
CURVA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,4,1,4,1,5
DESAGUADERO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,1,3,1,3,4
EL ALTO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,1678,1828,1678,1828,3506
EL CHORO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,2,4,2,4,6
EL PUENTE(STC),atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,5,5,5,5,10
EL PUENTE(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,10,5,10,5,15
EL TORNO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,57,68,57,68,125
EL VILLAR,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,6,12,6,12,18
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,15,11,15,11,26
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,51,76,51,76,127
ESCOMA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,2,4,2,4,6
EUCALIPTUS,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,27,23,27,23,50
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,32,24,32,24,56
FILADELFIA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,15,15,15,15,30
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,13,27,13,27,40
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,24,18,24,18,42
GUANAY,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,36,44,36,44,80
GUAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,15,16,15,16,31
GUAYARAMERIN,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,51,31,51,31,82
GUTIERREZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,32,36,32,36,68
HUACARETA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,1,12,1,12,13
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,15,11,15,11,26
HUANUNI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,38,20,38,20,58
HUARACAJE,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,8,11,8,11,19
HUARINA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,1,0,1,0,1
HUAYLLAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,17,6,17,6,23
HUMANATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,20,10,20,10,30
ICHOCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,17,18,17,18,35
ICLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,120,119,120,119,239
INCAHUASI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,10,7,10,7,17
INQUISIVI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,20,19,20,19,39
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,38,44,38,44,82
IXIAMAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,4,3,4,3,7
JESUS DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,39,33,39,33,72
LA ASUNTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,20,21,20,21,41
LA GUARDIA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,54,64,54,64,118
LA PAZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,2985,3240,2985,3240,6225
LAGUNILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,23,35,23,35,58
LAJA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,61,46,61,46,107
LAS CARRERAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,4,8,4,8,12
LICOMA PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,2,0,2,0,2
LLALLAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,83,157,83,157,240
LLICA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,18,6,18,6,24
LURIBAY,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,25,22,25,22,47
MACHACAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,3,0,3,0,3
MACHARETI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,43,34,43,34,77
MAGDALENA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,7,6,7,6,13
MAIRANA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,8,17,8,17,25
MALLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,2,2,2,2,4
MAPIRI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,16,44,16,44,60
MECAPACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,28,50,28,50,78
MINEROS,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,31,35,31,35,66
MIZQUE,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,6,7,6,7,13
MOCOMOCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,9,6,9,6,15
MOJOCOYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,2,3,2,3,5
MONTEAGUDO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,107,122,107,122,229
MONTERO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,265,249,265,249,514
MORO MORO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,34,41,34,41,75
MOROCHATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,21,54,21,54,75
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,6,6,6,6,12
OCURI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,11,7,11,7,18
OKINAWA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,15,12,15,12,27
OMEREQUE,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,4,6,4,6,10
ORURO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,733,626,733,626,1359
PADCAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,11,7,11,7,18
PADILLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,32,35,32,35,67
PAILON,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,76,64,76,64,140
PALCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,54,58,54,58,112
PALOS BLANCOS,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,60,36,60,36,96
PAMPA AULLAGAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,8,3,8,3,11
PAMPA GRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,34,27,34,27,61
PAPEL PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,0,21,0,21,21
PASORAPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,4,6,4,6,10
PATACAMAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,102,90,102,90,192
PAZÑA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,4,8,4,8,12
PELECHUCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,33,35,33,35,68
POCOATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,2,11,2,11,13
POCONA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,50,69,50,69,119
POJO (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,45,26,45,26,71
POOPO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,9,2,9,2,11
PORCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,13,18,13,18,31
POROMA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,38,39,38,39,77
PORONGO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,20,19,20,19,39
PORTACHUELO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,40,26,40,26,66
PORVENIR,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,90,61,90,61,151
POSTRER VALLE,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,26,20,26,20,46
POTOSI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,362,431,362,431,793
PRESTO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,28,31,28,31,59
PUCARA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,13,11,13,11,24
PUCARANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,20,39,20,39,59
PUERTO ACOSTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,4,11,4,11,15
PUERTO CARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-02-01,4,5,4,5,9
