,group,variable,month,ENDODONCIAS CANTIDAD,ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
HUANUNI,atencion odontologica,endodoncias,2012-02-01,5,0,5,0,5
HUARACAJE,atencion odontologica,endodoncias,2012-02-01,0,1,0,1,1
HUARINA,atencion odontologica,endodoncias,2012-02-01,2,0,2,0,2
HUAYLLAMARCA,atencion odontologica,endodoncias,2012-02-01,2,2,2,2,4
HUMANATA,atencion odontologica,endodoncias,2012-02-01,1,6,1,6,7
ICLA,atencion odontologica,endodoncias,2012-02-01,5,7,5,7,12
INCAHUASI,atencion odontologica,endodoncias,2012-02-01,3,2,3,2,5
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2012-02-01,1,2,1,2,3
JESUS DE MACHACA,atencion odontologica,endodoncias,2012-02-01,6,7,6,7,13
LA ASUNTA,atencion odontologica,endodoncias,2012-02-01,7,16,7,16,23
LA GUARDIA,atencion odontologica,endodoncias,2012-02-01,10,26,10,26,36
LA PAZ,atencion odontologica,endodoncias,2012-02-01,643,875,643,875,1518
LAGUNILLAS,atencion odontologica,endodoncias,2012-02-01,3,6,3,6,9
LAJA,atencion odontologica,endodoncias,2012-02-01,24,35,24,35,59
LAS CARRERAS,atencion odontologica,endodoncias,2012-02-01,2,3,2,3,5
LLALLAGUA,atencion odontologica,endodoncias,2012-02-01,12,25,12,25,37
LLICA,atencion odontologica,endodoncias,2012-02-01,0,1,0,1,1
LORETO,atencion odontologica,endodoncias,2012-02-01,3,3,3,3,6
MACHACAMARCA,atencion odontologica,endodoncias,2012-02-01,2,1,2,1,3
MACHARETI,atencion odontologica,endodoncias,2012-02-01,0,2,0,2,2
MAGDALENA,atencion odontologica,endodoncias,2012-02-01,4,3,4,3,7
MAIRANA,atencion odontologica,endodoncias,2012-02-01,0,3,0,3,3
MAPIRI,atencion odontologica,endodoncias,2012-02-01,0,3,0,3,3
MECAPACA,atencion odontologica,endodoncias,2012-02-01,0,2,0,2,2
MINEROS,atencion odontologica,endodoncias,2012-02-01,5,15,5,15,20
MIZQUE,atencion odontologica,endodoncias,2012-02-01,2,2,2,2,4
MOCOMOCO,atencion odontologica,endodoncias,2012-02-01,1,0,1,0,1
MOJOCOYA,atencion odontologica,endodoncias,2012-02-01,7,2,7,2,9
MONTEAGUDO,atencion odontologica,endodoncias,2012-02-01,29,47,29,47,76
MONTERO,atencion odontologica,endodoncias,2012-02-01,19,28,19,28,47
OCURI,atencion odontologica,endodoncias,2012-02-01,8,1,8,1,9
OKINAWA,atencion odontologica,endodoncias,2012-02-01,4,9,4,9,13
OMEREQUE,atencion odontologica,endodoncias,2012-02-01,5,3,5,3,8
ORURO,atencion odontologica,endodoncias,2012-02-01,274,311,274,311,585
PADCAYA,atencion odontologica,endodoncias,2012-02-01,9,24,9,24,33
PADILLA,atencion odontologica,endodoncias,2012-02-01,2,7,2,7,9
PAILON,atencion odontologica,endodoncias,2012-02-01,0,2,0,2,2
PALCA,atencion odontologica,endodoncias,2012-02-01,1,2,1,2,3
PALOS BLANCOS,atencion odontologica,endodoncias,2012-02-01,2,6,2,6,8
PAMPA AULLAGAS,atencion odontologica,endodoncias,2012-02-01,1,2,1,2,3
PAMPA GRANDE,atencion odontologica,endodoncias,2012-02-01,0,1,0,1,1
PAPEL PAMPA,atencion odontologica,endodoncias,2012-02-01,0,3,0,3,3
PASORAPA,atencion odontologica,endodoncias,2012-02-01,1,2,1,2,3
PATACAMAYA,atencion odontologica,endodoncias,2012-02-01,0,1,0,1,1
PAZÑA,atencion odontologica,endodoncias,2012-02-01,0,1,0,1,1
PELECHUCO,atencion odontologica,endodoncias,2012-02-01,3,0,3,0,3
POCONA,atencion odontologica,endodoncias,2012-02-01,2,7,2,7,9
POJO (CBBA),atencion odontologica,endodoncias,2012-02-01,3,12,3,12,15
POOPO,atencion odontologica,endodoncias,2012-02-01,4,2,4,2,6
PORCO,atencion odontologica,endodoncias,2012-02-01,3,3,3,3,6
POROMA,atencion odontologica,endodoncias,2012-02-01,3,6,3,6,9
PORONGO,atencion odontologica,endodoncias,2012-02-01,1,2,1,2,3
PORTACHUELO,atencion odontologica,endodoncias,2012-02-01,2,7,2,7,9
PORVENIR,atencion odontologica,endodoncias,2012-02-01,2,3,2,3,5
POTOSI,atencion odontologica,endodoncias,2012-02-01,128,281,128,281,409
PRESTO,atencion odontologica,endodoncias,2012-02-01,1,0,1,0,1
PUERTO ACOSTA,atencion odontologica,endodoncias,2012-02-01,3,2,3,2,5
PUERTO CARABUCO,atencion odontologica,endodoncias,2012-02-01,3,2,3,2,5
PUERTO GONZALO MORENO,atencion odontologica,endodoncias,2012-02-01,0,14,0,14,14
PUERTO SUAREZ,atencion odontologica,endodoncias,2012-02-01,0,5,0,5,5
PUERTO VILLARROEL,atencion odontologica,endodoncias,2012-02-01,46,75,46,75,121
PUNA,atencion odontologica,endodoncias,2012-02-01,1,2,1,2,3
PUNATA,atencion odontologica,endodoncias,2012-02-01,13,33,13,33,46
QUILLACOLLO,atencion odontologica,endodoncias,2012-02-01,52,72,52,72,124
QUIME,atencion odontologica,endodoncias,2012-02-01,4,3,4,3,7
QUIRUSILLAS,atencion odontologica,endodoncias,2012-02-01,0,1,0,1,1
RAVELO,atencion odontologica,endodoncias,2012-02-01,1,8,1,8,9
REYES,atencion odontologica,endodoncias,2012-02-01,1,1,1,1,2
RIBERALTA,atencion odontologica,endodoncias,2012-02-01,4,24,4,24,28
ROBORE,atencion odontologica,endodoncias,2012-02-01,3,12,3,12,15
RURRENABAQUE,atencion odontologica,endodoncias,2012-02-01,2,0,2,0,2
SABAYA,atencion odontologica,endodoncias,2012-02-01,3,4,3,4,7
SACABA,atencion odontologica,endodoncias,2012-02-01,79,90,79,90,169
SACABAMBA,atencion odontologica,endodoncias,2012-02-01,1,2,1,2,3
SAIPINA,atencion odontologica,endodoncias,2012-02-01,4,3,4,3,7
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2012-02-01,11,8,11,8,19
SAMAIPATA,atencion odontologica,endodoncias,2012-02-01,3,4,3,4,7
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2012-02-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,atencion odontologica,endodoncias,2012-02-01,2,5,2,5,7
SAN BENITO,atencion odontologica,endodoncias,2012-02-01,17,16,17,16,33
SAN BORJA,atencion odontologica,endodoncias,2012-02-01,24,103,24,103,127
SAN BUENA VENTURA,atencion odontologica,endodoncias,2012-02-01,4,2,4,2,6
SAN CARLOS,atencion odontologica,endodoncias,2012-02-01,18,35,18,35,53
SAN IGNACIO,atencion odontologica,endodoncias,2012-02-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2012-02-01,4,21,4,21,25
SAN JAVIER(STC),atencion odontologica,endodoncias,2012-02-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncias,2012-02-01,1,0,1,0,1
SAN JUAN DE YAPACANI,atencion odontologica,endodoncias,2012-02-01,1,0,1,0,1
SAN LORENZO(PND),atencion odontologica,endodoncias,2012-02-01,0,2,0,2,2
SAN LORENZO(TJA),atencion odontologica,endodoncias,2012-02-01,37,47,37,47,84
SAN LUCAS,atencion odontologica,endodoncias,2012-02-01,7,27,7,27,34
SAN MATIAS,atencion odontologica,endodoncias,2012-02-01,6,9,6,9,15
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncias,2012-02-01,5,15,5,15,20
SAN PEDRO,atencion odontologica,endodoncias,2012-02-01,1,3,1,3,4
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncias,2012-02-01,2,9,2,9,11
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncias,2012-02-01,1,3,1,3,4
SAN RAFAEL,atencion odontologica,endodoncias,2012-02-01,1,1,1,1,2
SAN RAMON BENI,atencion odontologica,endodoncias,2012-02-01,5,7,5,7,12
SAN RAMON SCZ,atencion odontologica,endodoncias,2012-02-01,1,1,1,1,2
SANTA ANA,atencion odontologica,endodoncias,2012-02-01,13,5,13,5,18
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncias,2012-02-01,511,750,511,750,1261
SANTA ROSA,atencion odontologica,endodoncias,2012-02-01,1,1,1,1,2
SANTA ROSA DEL SARA,atencion odontologica,endodoncias,2012-02-01,0,2,0,2,2
SANTIAGO DE HUARI,atencion odontologica,endodoncias,2012-02-01,3,3,3,3,6
SANTIAGO DE HUATA,atencion odontologica,endodoncias,2012-02-01,1,6,1,6,7
SANTIAGO DE MACHACA,atencion odontologica,endodoncias,2012-02-01,0,1,0,1,1
SANTIVAÑES,atencion odontologica,endodoncias,2012-02-01,1,8,1,8,9
SENA,atencion odontologica,endodoncias,2012-02-01,0,1,0,1,1
SHINAOTA,atencion odontologica,endodoncias,2012-02-01,27,43,27,43,70
SICA SICA (VILLA AROMA),atencion odontologica,endodoncias,2012-02-01,2,6,2,6,8
SICAYA,atencion odontologica,endodoncias,2012-02-01,0,1,0,1,1
SIPE SIPE,atencion odontologica,endodoncias,2012-02-01,60,72,60,72,132
SOPACHUY,atencion odontologica,endodoncias,2012-02-01,5,9,5,9,14
SORACACHI,atencion odontologica,endodoncias,2012-02-01,4,0,4,0,4
SORATA,atencion odontologica,endodoncias,2012-02-01,7,28,7,28,35
SUCRE,atencion odontologica,endodoncias,2012-02-01,421,554,421,554,975
TAHUA,atencion odontologica,endodoncias,2012-02-01,1,2,1,2,3
TAPACARI,atencion odontologica,endodoncias,2012-02-01,7,12,7,12,19
TARABUCO,atencion odontologica,endodoncias,2012-02-01,3,4,3,4,7
TARATA,atencion odontologica,endodoncias,2012-02-01,4,8,4,8,12
TARIJA,atencion odontologica,endodoncias,2012-02-01,295,472,295,472,767
TARVITA,atencion odontologica,endodoncias,2012-02-01,7,13,7,13,20
TEOPONTE,atencion odontologica,endodoncias,2012-02-01,4,1,4,1,5
TIAWANACU,atencion odontologica,endodoncias,2012-02-01,5,8,5,8,13
TINGUIPAYA,atencion odontologica,endodoncias,2012-02-01,2,2,2,2,4
TIPUANI,atencion odontologica,endodoncias,2012-02-01,2,0,2,0,2
TIQUIPAYA,atencion odontologica,endodoncias,2012-02-01,35,48,35,48,83
TIRAQUE (CBBA),atencion odontologica,endodoncias,2012-02-01,7,16,7,16,23
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,endodoncias,2012-02-01,0,1,0,1,1
TOCO,atencion odontologica,endodoncias,2012-02-01,18,21,18,21,39
TOLATA,atencion odontologica,endodoncias,2012-02-01,2,10,2,10,12
TOLEDO,atencion odontologica,endodoncias,2012-02-01,0,3,0,3,3
TOMAVE,atencion odontologica,endodoncias,2012-02-01,0,2,0,2,2
TOMINA,atencion odontologica,endodoncias,2012-02-01,0,2,0,2,2
TORO TORO,atencion odontologica,endodoncias,2012-02-01,4,0,4,0,4
TOTORA(CBBA),atencion odontologica,endodoncias,2012-02-01,2,4,2,4,6
TRINIDAD,atencion odontologica,endodoncias,2012-02-01,53,71,53,71,124
TUPIZA,atencion odontologica,endodoncias,2012-02-01,102,84,102,84,186
TURCO,atencion odontologica,endodoncias,2012-02-01,0,3,0,3,3
UMALA,atencion odontologica,endodoncias,2012-02-01,1,0,1,0,1
UNCIA,atencion odontologica,endodoncias,2012-02-01,10,20,10,20,30
URIONDO (A. CONCEPCION),atencion odontologica,endodoncias,2012-02-01,14,32,14,32,46
URUBICHA,atencion odontologica,endodoncias,2012-02-01,0,6,0,6,6
UYUNI,atencion odontologica,endodoncias,2012-02-01,4,4,4,4,8
VACAS,atencion odontologica,endodoncias,2012-02-01,13,9,13,9,22
VALLEGRANDE,atencion odontologica,endodoncias,2012-02-01,11,61,11,61,72
VIACHA,atencion odontologica,endodoncias,2012-02-01,22,27,22,27,49
VILLA CHARCAS,atencion odontologica,endodoncias,2012-02-01,0,3,0,3,3
VILLA MONTES,atencion odontologica,endodoncias,2012-02-01,30,42,30,42,72
VILLA RIVERO,atencion odontologica,endodoncias,2012-02-01,4,11,4,11,15
VILLA SERRANO,atencion odontologica,endodoncias,2012-02-01,0,4,0,4,4
VILLA TUNARI,atencion odontologica,endodoncias,2012-02-01,40,54,40,54,94
VILLAZON,atencion odontologica,endodoncias,2012-02-01,46,81,46,81,127
VINTO,atencion odontologica,endodoncias,2012-02-01,16,8,16,8,24
VITICHI,atencion odontologica,endodoncias,2012-02-01,2,3,2,3,5
WALDO BALLIVIAN,atencion odontologica,endodoncias,2012-02-01,1,0,1,0,1
WARNES,atencion odontologica,endodoncias,2012-02-01,4,10,4,10,14
YACUIBA,atencion odontologica,endodoncias,2012-02-01,31,57,31,57,88
YAMPARAEZ,atencion odontologica,endodoncias,2012-02-01,4,5,4,5,9
YANACACHI,atencion odontologica,endodoncias,2012-02-01,1,1,1,1,2
YAPACANI,atencion odontologica,endodoncias,2012-02-01,9,30,9,30,39
YOTALA,atencion odontologica,endodoncias,2012-02-01,6,6,6,6,12
YUNCHARA,atencion odontologica,endodoncias,2012-02-01,4,3,4,3,7
ACACIO,atencion odontologica,endodoncias,2012-03-01,1,2,1,2,3
ACHACACHI,atencion odontologica,endodoncias,2012-03-01,25,21,25,21,46
AIQUILE,atencion odontologica,endodoncias,2012-03-01,22,5,22,5,27
ALCALA,atencion odontologica,endodoncias,2012-03-01,1,2,1,2,3
ALTO BENI,atencion odontologica,endodoncias,2012-03-01,3,1,3,1,4
ANCORAIMES,atencion odontologica,endodoncias,2012-03-01,2,6,2,6,8
ANDAMARCA,atencion odontologica,endodoncias,2012-03-01,0,1,0,1,1
ANTEQUERA,atencion odontologica,endodoncias,2012-03-01,6,6,6,6,12
ANZALDO,atencion odontologica,endodoncias,2012-03-01,1,4,1,4,5
ARAMPAMPA,atencion odontologica,endodoncias,2012-03-01,0,1,0,1,1
ARANI,atencion odontologica,endodoncias,2012-03-01,2,14,2,14,16
ARBIETO,atencion odontologica,endodoncias,2012-03-01,3,8,3,8,11
ARQUE,atencion odontologica,endodoncias,2012-03-01,1,9,1,9,10
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2012-03-01,1,2,1,2,3
ATOCHA,atencion odontologica,endodoncias,2012-03-01,114,158,114,158,272
AYO AYO,atencion odontologica,endodoncias,2012-03-01,2,5,2,5,7
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2012-03-01,38,36,38,36,74
AZURDUY,atencion odontologica,endodoncias,2012-03-01,6,1,6,1,7
BAURES,atencion odontologica,endodoncias,2012-03-01,2,1,2,1,3
BERMEJO,atencion odontologica,endodoncias,2012-03-01,23,40,23,40,63
BETANZOS,atencion odontologica,endodoncias,2012-03-01,4,6,4,6,10
BOYUIBE,atencion odontologica,endodoncias,2012-03-01,1,3,1,3,4
BUENA VISTA,atencion odontologica,endodoncias,2012-03-01,9,12,9,12,21
CABEZAS,atencion odontologica,endodoncias,2012-03-01,0,1,0,1,1
CAIROMA,atencion odontologica,endodoncias,2012-03-01,0,1,0,1,1
"CAIZA ""D""",atencion odontologica,endodoncias,2012-03-01,0,1,0,1,1
CALAMARCA,atencion odontologica,endodoncias,2012-03-01,2,10,2,10,12
CAMARGO,atencion odontologica,endodoncias,2012-03-01,5,11,5,11,16
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2012-03-01,0,4,0,4,4
CAMIRI,atencion odontologica,endodoncias,2012-03-01,27,39,27,39,66
CAPINOTA,atencion odontologica,endodoncias,2012-03-01,89,83,89,83,172
CAQUIAVIRI,atencion odontologica,endodoncias,2012-03-01,0,2,0,2,2
CARACOLLO,atencion odontologica,endodoncias,2012-03-01,14,18,14,18,32
CARANAVI,atencion odontologica,endodoncias,2012-03-01,0,1,0,1,1
CARAPARI,atencion odontologica,endodoncias,2012-03-01,17,13,17,13,30
CARMEN RIVERO TORREZ,atencion odontologica,endodoncias,2012-03-01,2,2,2,2,4
CATACORA,atencion odontologica,endodoncias,2012-03-01,0,1,0,1,1
CHALLAPATA,atencion odontologica,endodoncias,2012-03-01,4,5,4,5,9
CHAQUI,atencion odontologica,endodoncias,2012-03-01,0,2,0,2,2
CHARAGUA,atencion odontologica,endodoncias,2012-03-01,2,12,2,12,14
CHAYANTA,atencion odontologica,endodoncias,2012-03-01,3,4,3,4,7
CHIMORE,atencion odontologica,endodoncias,2012-03-01,5,6,5,6,11
CHIPAYA,atencion odontologica,endodoncias,2012-03-01,1,4,1,4,5
CHOQUE COTA,atencion odontologica,endodoncias,2012-03-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2012-03-01,1,6,1,6,7
CHUMA,atencion odontologica,endodoncias,2012-03-01,11,12,11,12,23
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2012-03-01,0,2,0,2,2
CKOCHAS,atencion odontologica,endodoncias,2012-03-01,2,5,2,5,7
CLIZA,atencion odontologica,endodoncias,2012-03-01,16,30,16,30,46
COBIJA,atencion odontologica,endodoncias,2012-03-01,9,10,9,10,19
COCAPATA,atencion odontologica,endodoncias,2012-03-01,1,5,1,5,6
COCHABAMBA,atencion odontologica,endodoncias,2012-03-01,777,839,777,839,1616
COIPASA,atencion odontologica,endodoncias,2012-03-01,0,2,0,2,2
COLCAPIRHUA,atencion odontologica,endodoncias,2012-03-01,27,20,27,20,47
"COLCHA ""K""",atencion odontologica,endodoncias,2012-03-01,1,5,1,5,6
COLLANA,atencion odontologica,endodoncias,2012-03-01,2,2,2,2,4
COLOMI,atencion odontologica,endodoncias,2012-03-01,0,2,0,2,2
COLQUECHACA,atencion odontologica,endodoncias,2012-03-01,5,6,5,6,11
COLQUIRI,atencion odontologica,endodoncias,2012-03-01,2,16,2,16,18
COMANCHE,atencion odontologica,endodoncias,2012-03-01,0,1,0,1,1
COMARAPA,atencion odontologica,endodoncias,2012-03-01,12,10,12,10,22
CONCEPCION,atencion odontologica,endodoncias,2012-03-01,2,1,2,1,3
CORIPATA,atencion odontologica,endodoncias,2012-03-01,1,1,1,1,2
CORO CORO,atencion odontologica,endodoncias,2012-03-01,18,16,18,16,34
COROICO,atencion odontologica,endodoncias,2012-03-01,5,17,5,17,22
CORQUE,atencion odontologica,endodoncias,2012-03-01,0,11,0,11,11
COTAGAITA,atencion odontologica,endodoncias,2012-03-01,55,72,55,72,127
COTOCA,atencion odontologica,endodoncias,2012-03-01,3,13,3,13,16
CUATRO CAÑADAS,atencion odontologica,endodoncias,2012-03-01,2,2,2,2,4
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncias,2012-03-01,1,1,1,1,2
CUEVO,atencion odontologica,endodoncias,2012-03-01,1,1,1,1,2
CULPINA,atencion odontologica,endodoncias,2012-03-01,4,8,4,8,12
CURAHUARA DE CARANGAS,atencion odontologica,endodoncias,2012-03-01,3,7,3,7,10
EL ALTO,atencion odontologica,endodoncias,2012-03-01,406,525,406,525,931
EL PUENTE(STC),atencion odontologica,endodoncias,2012-03-01,3,2,3,2,5
EL PUENTE(TJA),atencion odontologica,endodoncias,2012-03-01,4,9,4,9,13
EL TORNO,atencion odontologica,endodoncias,2012-03-01,9,24,9,24,33
EL VILLAR,atencion odontologica,endodoncias,2012-03-01,1,2,1,2,3
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2012-03-01,5,9,5,9,14
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2012-03-01,6,11,6,11,17
ESCOMA,atencion odontologica,endodoncias,2012-03-01,2,4,2,4,6
EUCALIPTUS,atencion odontologica,endodoncias,2012-03-01,2,6,2,6,8
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2012-03-01,4,9,4,9,13
FILADELFIA,atencion odontologica,endodoncias,2012-03-01,2,6,2,6,8
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncias,2012-03-01,1,0,1,0,1
GUANAY,atencion odontologica,endodoncias,2012-03-01,5,11,5,11,16
GUAQUI,atencion odontologica,endodoncias,2012-03-01,3,4,3,4,7
GUAYARAMERIN,atencion odontologica,endodoncias,2012-03-01,9,21,9,21,30
GUTIERREZ,atencion odontologica,endodoncias,2012-03-01,14,21,14,21,35
HUACARETA,atencion odontologica,endodoncias,2012-03-01,7,5,7,5,12
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncias,2012-03-01,1,1,1,1,2
HUACHACALLA,atencion odontologica,endodoncias,2012-03-01,5,4,5,4,9
HUANUNI,atencion odontologica,endodoncias,2012-03-01,3,9,3,9,12
HUARACAJE,atencion odontologica,endodoncias,2012-03-01,0,1,0,1,1
HUARINA,atencion odontologica,endodoncias,2012-03-01,0,2,0,2,2
HUAYLLAMARCA,atencion odontologica,endodoncias,2012-03-01,1,3,1,3,4
HUMANATA,atencion odontologica,endodoncias,2012-03-01,0,8,0,8,8
ICLA,atencion odontologica,endodoncias,2012-03-01,2,6,2,6,8
INCAHUASI,atencion odontologica,endodoncias,2012-03-01,6,0,6,0,6
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2012-03-01,0,2,0,2,2
IXIAMAS,atencion odontologica,endodoncias,2012-03-01,1,0,1,0,1
JESUS DE MACHACA,atencion odontologica,endodoncias,2012-03-01,0,7,0,7,7
LA ASUNTA,atencion odontologica,endodoncias,2012-03-01,5,8,5,8,13
LA GUARDIA,atencion odontologica,endodoncias,2012-03-01,21,18,21,18,39
LA PAZ,atencion odontologica,endodoncias,2012-03-01,547,727,547,727,1274
LAGUNILLAS,atencion odontologica,endodoncias,2012-03-01,5,7,5,7,12
LAJA,atencion odontologica,endodoncias,2012-03-01,26,31,26,31,57
LAS CARRERAS,atencion odontologica,endodoncias,2012-03-01,2,3,2,3,5
LLALLAGUA,atencion odontologica,endodoncias,2012-03-01,9,37,9,37,46
LLICA,atencion odontologica,endodoncias,2012-03-01,0,1,0,1,1
LORETO,atencion odontologica,endodoncias,2012-03-01,1,3,1,3,4
LURIBAY,atencion odontologica,endodoncias,2012-03-01,0,4,0,4,4
MACHACAMARCA,atencion odontologica,endodoncias,2012-03-01,3,4,3,4,7
MACHARETI,atencion odontologica,endodoncias,2012-03-01,0,2,0,2,2
MAGDALENA,atencion odontologica,endodoncias,2012-03-01,1,1,1,1,2
MAIRANA,atencion odontologica,endodoncias,2012-03-01,0,11,0,11,11
MAPIRI,atencion odontologica,endodoncias,2012-03-01,6,9,6,9,15
MECAPACA,atencion odontologica,endodoncias,2012-03-01,1,0,1,0,1
MINEROS,atencion odontologica,endodoncias,2012-03-01,0,6,0,6,6
MIZQUE,atencion odontologica,endodoncias,2012-03-01,2,5,2,5,7
MOCOMOCO,atencion odontologica,endodoncias,2012-03-01,0,1,0,1,1
MOJOCOYA,atencion odontologica,endodoncias,2012-03-01,4,8,4,8,12
MONTEAGUDO,atencion odontologica,endodoncias,2012-03-01,31,38,31,38,69
MONTERO,atencion odontologica,endodoncias,2012-03-01,19,35,19,35,54
MOROCHATA,atencion odontologica,endodoncias,2012-03-01,0,3,0,3,3
OCURI,atencion odontologica,endodoncias,2012-03-01,0,3,0,3,3
OKINAWA,atencion odontologica,endodoncias,2012-03-01,7,0,7,0,7
OMEREQUE,atencion odontologica,endodoncias,2012-03-01,1,4,1,4,5
ORURO,atencion odontologica,endodoncias,2012-03-01,1224,439,1224,439,1663
PADCAYA,atencion odontologica,endodoncias,2012-03-01,15,31,15,31,46
PADILLA,atencion odontologica,endodoncias,2012-03-01,2,4,2,4,6
PAILON,atencion odontologica,endodoncias,2012-03-01,0,5,0,5,5
PALCA,atencion odontologica,endodoncias,2012-03-01,2,6,2,6,8
PALOS BLANCOS,atencion odontologica,endodoncias,2012-03-01,2,6,2,6,8
PAMPA AULLAGAS,atencion odontologica,endodoncias,2012-03-01,2,1,2,1,3
PAMPA GRANDE,atencion odontologica,endodoncias,2012-03-01,0,2,0,2,2
PAPEL PAMPA,atencion odontologica,endodoncias,2012-03-01,3,0,3,0,3
PASORAPA,atencion odontologica,endodoncias,2012-03-01,0,1,0,1,1
PATACAMAYA,atencion odontologica,endodoncias,2012-03-01,0,25,0,25,25
PAZÑA,atencion odontologica,endodoncias,2012-03-01,3,1,3,1,4
PELECHUCO,atencion odontologica,endodoncias,2012-03-01,0,6,0,6,6
POCOATA,atencion odontologica,endodoncias,2012-03-01,0,2,0,2,2
POCONA,atencion odontologica,endodoncias,2012-03-01,2,15,2,15,17
POJO (CBBA),atencion odontologica,endodoncias,2012-03-01,1,6,1,6,7
POOPO,atencion odontologica,endodoncias,2012-03-01,5,12,5,12,17
PORCO,atencion odontologica,endodoncias,2012-03-01,7,10,7,10,17
POROMA,atencion odontologica,endodoncias,2012-03-01,7,9,7,9,16
PORONGO,atencion odontologica,endodoncias,2012-03-01,0,1,0,1,1
PORTACHUELO,atencion odontologica,endodoncias,2012-03-01,3,4,3,4,7
PORVENIR,atencion odontologica,endodoncias,2012-03-01,1,0,1,0,1
POTOSI,atencion odontologica,endodoncias,2012-03-01,196,292,196,292,488
PRESTO,atencion odontologica,endodoncias,2012-03-01,1,0,1,0,1
PUERTO ACOSTA,atencion odontologica,endodoncias,2012-03-01,0,4,0,4,4
PUERTO CARABUCO,atencion odontologica,endodoncias,2012-03-01,2,2,2,2,4
PUERTO GONZALO MORENO,atencion odontologica,endodoncias,2012-03-01,4,8,4,8,12
