,group,variable,month,PERIODONCIAS CANTIDAD,PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
PALCA,atencion odontologica,periodoncias,2012-02-01,0,3,0,3,3
PALOS BLANCOS,atencion odontologica,periodoncias,2012-02-01,5,6,5,6,11
PAMPA GRANDE,atencion odontologica,periodoncias,2012-02-01,0,4,0,4,4
PAPEL PAMPA,atencion odontologica,periodoncias,2012-02-01,1,1,1,1,2
PATACAMAYA,atencion odontologica,periodoncias,2012-02-01,1,0,1,0,1
POCONA,atencion odontologica,periodoncias,2012-02-01,2,6,2,6,8
POJO (CBBA),atencion odontologica,periodoncias,2012-02-01,5,21,5,21,26
POOPO,atencion odontologica,periodoncias,2012-02-01,0,6,0,6,6
PORONGO,atencion odontologica,periodoncias,2012-02-01,0,3,0,3,3
PORTACHUELO,atencion odontologica,periodoncias,2012-02-01,2,6,2,6,8
PORVENIR,atencion odontologica,periodoncias,2012-02-01,2,0,2,0,2
POTOSI,atencion odontologica,periodoncias,2012-02-01,27,46,27,46,73
PUCARANI,atencion odontologica,periodoncias,2012-02-01,3,2,3,2,5
PUERTO ACOSTA,atencion odontologica,periodoncias,2012-02-01,0,8,0,8,8
PUERTO CARABUCO,atencion odontologica,periodoncias,2012-02-01,0,3,0,3,3
PUERTO GONZALO MORENO,atencion odontologica,periodoncias,2012-02-01,0,2,0,2,2
PUERTO RICO,atencion odontologica,periodoncias,2012-02-01,9,8,9,8,17
PUERTO SUAREZ,atencion odontologica,periodoncias,2012-02-01,1,5,1,5,6
PUERTO VILLARROEL,atencion odontologica,periodoncias,2012-02-01,12,72,12,72,84
PUNA,atencion odontologica,periodoncias,2012-02-01,2,1,2,1,3
PUNATA,atencion odontologica,periodoncias,2012-02-01,7,13,7,13,20
QUILLACOLLO,atencion odontologica,periodoncias,2012-02-01,1,14,1,14,15
QUIME,atencion odontologica,periodoncias,2012-02-01,1,1,1,1,2
RAVELO,atencion odontologica,periodoncias,2012-02-01,0,3,0,3,3
REYES,atencion odontologica,periodoncias,2012-02-01,4,9,4,9,13
RIBERALTA,atencion odontologica,periodoncias,2012-02-01,0,107,0,107,107
ROBORE,atencion odontologica,periodoncias,2012-02-01,2,6,2,6,8
RURRENABAQUE,atencion odontologica,periodoncias,2012-02-01,5,6,5,6,11
SABAYA,atencion odontologica,periodoncias,2012-02-01,1,0,1,0,1
SACABA,atencion odontologica,periodoncias,2012-02-01,60,76,60,76,136
SACABAMBA,atencion odontologica,periodoncias,2012-02-01,1,7,1,7,8
SACACA,atencion odontologica,periodoncias,2012-02-01,0,1,0,1,1
SAIPINA,atencion odontologica,periodoncias,2012-02-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2012-02-01,4,3,4,3,7
SAMAIPATA,atencion odontologica,periodoncias,2012-02-01,15,13,15,13,28
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2012-02-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,atencion odontologica,periodoncias,2012-02-01,1,1,1,1,2
SAN BENITO,atencion odontologica,periodoncias,2012-02-01,18,24,18,24,42
SAN BORJA,atencion odontologica,periodoncias,2012-02-01,19,25,19,25,44
SAN BUENA VENTURA,atencion odontologica,periodoncias,2012-02-01,3,2,3,2,5
SAN CARLOS,atencion odontologica,periodoncias,2012-02-01,3,15,3,15,18
SAN IGNACIO,atencion odontologica,periodoncias,2012-02-01,2,8,2,8,10
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2012-02-01,3,1,3,1,4
SAN JAVIER(STC),atencion odontologica,periodoncias,2012-02-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncias,2012-02-01,0,2,0,2,2
SAN JULIAN,atencion odontologica,periodoncias,2012-02-01,1,5,1,5,6
SAN LORENZO(PND),atencion odontologica,periodoncias,2012-02-01,1,1,1,1,2
SAN LORENZO(TJA),atencion odontologica,periodoncias,2012-02-01,4,13,4,13,17
SAN LUCAS,atencion odontologica,periodoncias,2012-02-01,41,6,41,6,47
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2012-02-01,1,2,1,2,3
SAN PEDRO,atencion odontologica,periodoncias,2012-02-01,1,1,1,1,2
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2012-02-01,1,5,1,5,6
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncias,2012-02-01,1,0,1,0,1
SAN RAFAEL,atencion odontologica,periodoncias,2012-02-01,84,78,84,78,162
SAN RAMON SCZ,atencion odontologica,periodoncias,2012-02-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2012-02-01,462,691,462,691,1153
SANTA ROSA,atencion odontologica,periodoncias,2012-02-01,0,2,0,2,2
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2012-02-01,5,11,5,11,16
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2012-02-01,0,3,0,3,3
SANTIAGO DE HUATA,atencion odontologica,periodoncias,2012-02-01,3,3,3,3,6
SANTIAGO DE MACHACA,atencion odontologica,periodoncias,2012-02-01,0,2,0,2,2
SANTIVAÑES,atencion odontologica,periodoncias,2012-02-01,2,4,2,4,6
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncias,2012-02-01,0,2,0,2,2
SENA,atencion odontologica,periodoncias,2012-02-01,1,0,1,0,1
SHINAOTA,atencion odontologica,periodoncias,2012-02-01,1,14,1,14,15
SICA SICA (VILLA AROMA),atencion odontologica,periodoncias,2012-02-01,0,1,0,1,1
SIPE SIPE,atencion odontologica,periodoncias,2012-02-01,7,13,7,13,20
SOPACHUY,atencion odontologica,periodoncias,2012-02-01,0,1,0,1,1
SORACACHI,atencion odontologica,periodoncias,2012-02-01,1,2,1,2,3
SORATA,atencion odontologica,periodoncias,2012-02-01,1,5,1,5,6
SUCRE,atencion odontologica,periodoncias,2012-02-01,234,317,234,317,551
TAPACARI,atencion odontologica,periodoncias,2012-02-01,5,15,5,15,20
TARABUCO,atencion odontologica,periodoncias,2012-02-01,0,11,0,11,11
TARATA,atencion odontologica,periodoncias,2012-02-01,0,3,0,3,3
TARIJA,atencion odontologica,periodoncias,2012-02-01,99,126,99,126,225
TARVITA,atencion odontologica,periodoncias,2012-02-01,1,2,1,2,3
TEOPONTE,atencion odontologica,periodoncias,2012-02-01,3,7,3,7,10
TIAWANACU,atencion odontologica,periodoncias,2012-02-01,0,8,0,8,8
TINGUIPAYA,atencion odontologica,periodoncias,2012-02-01,0,1,0,1,1
TIPUANI,atencion odontologica,periodoncias,2012-02-01,3,3,3,3,6
TIQUIPAYA,atencion odontologica,periodoncias,2012-02-01,21,111,21,111,132
TIRAQUE (CBBA),atencion odontologica,periodoncias,2012-02-01,2,15,2,15,17
TOCO,atencion odontologica,periodoncias,2012-02-01,4,7,4,7,11
TOLATA,atencion odontologica,periodoncias,2012-02-01,51,71,51,71,122
TOLEDO,atencion odontologica,periodoncias,2012-02-01,6,4,6,4,10
TOMINA,atencion odontologica,periodoncias,2012-02-01,1,8,1,8,9
TORO TORO,atencion odontologica,periodoncias,2012-02-01,0,5,0,5,5
TOTORA(CBBA),atencion odontologica,periodoncias,2012-02-01,2,11,2,11,13
TRINIDAD,atencion odontologica,periodoncias,2012-02-01,29,46,29,46,75
TUPIZA,atencion odontologica,periodoncias,2012-02-01,15,22,15,22,37
UMALA,atencion odontologica,periodoncias,2012-02-01,0,1,0,1,1
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2012-02-01,4,9,4,9,13
URUBICHA,atencion odontologica,periodoncias,2012-02-01,0,9,0,9,9
UYUNI,atencion odontologica,periodoncias,2012-02-01,7,5,7,5,12
VACAS,atencion odontologica,periodoncias,2012-02-01,2,1,2,1,3
VALLEGRANDE,atencion odontologica,periodoncias,2012-02-01,0,3,0,3,3
VIACHA,atencion odontologica,periodoncias,2012-02-01,30,18,30,18,48
VILLA CHARCAS,atencion odontologica,periodoncias,2012-02-01,0,1,0,1,1
VILLA MONTES,atencion odontologica,periodoncias,2012-02-01,4,28,4,28,32
VILLA NUEVA (LOMA ALTA),atencion odontologica,periodoncias,2012-02-01,0,1,0,1,1
VILLA RIVERO,atencion odontologica,periodoncias,2012-02-01,3,0,3,0,3
VILLA TUNARI,atencion odontologica,periodoncias,2012-02-01,38,53,38,53,91
VILLAZON,atencion odontologica,periodoncias,2012-02-01,4,8,4,8,12
VINTO,atencion odontologica,periodoncias,2012-02-01,2,14,2,14,16
VITICHI,atencion odontologica,periodoncias,2012-02-01,0,2,0,2,2
WARNES,atencion odontologica,periodoncias,2012-02-01,10,27,10,27,37
YACUIBA,atencion odontologica,periodoncias,2012-02-01,45,101,45,101,146
YAMPARAEZ,atencion odontologica,periodoncias,2012-02-01,0,3,0,3,3
YANACACHI,atencion odontologica,periodoncias,2012-02-01,4,1,4,1,5
YAPACANI,atencion odontologica,periodoncias,2012-02-01,1,13,1,13,14
YOCALLA,atencion odontologica,periodoncias,2012-02-01,0,2,0,2,2
YOTALA,atencion odontologica,periodoncias,2012-02-01,2,6,2,6,8
YUNCHARA,atencion odontologica,periodoncias,2012-02-01,2,12,2,12,14
ACACIO,atencion odontologica,periodoncias,2012-03-01,0,5,0,5,5
ACHACACHI,atencion odontologica,periodoncias,2012-03-01,0,14,0,14,14
AIQUILE,atencion odontologica,periodoncias,2012-03-01,4,9,4,9,13
ALCALA,atencion odontologica,periodoncias,2012-03-01,1,8,1,8,9
ANCORAIMES,atencion odontologica,periodoncias,2012-03-01,0,4,0,4,4
ANDAMARCA,atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
ANTEQUERA,atencion odontologica,periodoncias,2012-03-01,0,2,0,2,2
ANZALDO,atencion odontologica,periodoncias,2012-03-01,4,4,4,4,8
APOLO,atencion odontologica,periodoncias,2012-03-01,0,3,0,3,3
ARANI,atencion odontologica,periodoncias,2012-03-01,12,34,12,34,46
ARBIETO,atencion odontologica,periodoncias,2012-03-01,15,42,15,42,57
ARQUE,atencion odontologica,periodoncias,2012-03-01,0,10,0,10,10
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2012-03-01,0,3,0,3,3
ATOCHA,atencion odontologica,periodoncias,2012-03-01,34,42,34,42,76
AYATA,atencion odontologica,periodoncias,2012-03-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2012-03-01,4,8,4,8,12
AZURDUY,atencion odontologica,periodoncias,2012-03-01,1,0,1,0,1
BELLA FLOR,atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
BERMEJO,atencion odontologica,periodoncias,2012-03-01,16,37,16,37,53
BETANZOS,atencion odontologica,periodoncias,2012-03-01,5,10,5,10,15
BOLIVAR,atencion odontologica,periodoncias,2012-03-01,4,16,4,16,20
BUENA VISTA,atencion odontologica,periodoncias,2012-03-01,5,4,5,4,9
CABEZAS,atencion odontologica,periodoncias,2012-03-01,32,35,32,35,67
CAIROMA,atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
CAMARGO,atencion odontologica,periodoncias,2012-03-01,4,7,4,7,11
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
CAMIRI,atencion odontologica,periodoncias,2012-03-01,28,54,28,54,82
CAPINOTA,atencion odontologica,periodoncias,2012-03-01,51,6,51,6,57
CARACOLLO,atencion odontologica,periodoncias,2012-03-01,19,14,19,14,33
CARANAVI,atencion odontologica,periodoncias,2012-03-01,5,13,5,13,18
CARAPARI,atencion odontologica,periodoncias,2012-03-01,16,18,16,18,34
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2012-03-01,6,11,6,11,17
CHALLAPATA,atencion odontologica,periodoncias,2012-03-01,4,6,4,6,10
CHARAGUA,atencion odontologica,periodoncias,2012-03-01,2,4,2,4,6
CHIMORE,atencion odontologica,periodoncias,2012-03-01,6,11,6,11,17
CHIPAYA,atencion odontologica,periodoncias,2012-03-01,2,8,2,8,10
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2012-03-01,0,3,0,3,3
CHUMA,atencion odontologica,periodoncias,2012-03-01,3,2,3,2,5
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncias,2012-03-01,1,1,1,1,2
CLIZA,atencion odontologica,periodoncias,2012-03-01,17,33,17,33,50
COBIJA,atencion odontologica,periodoncias,2012-03-01,5,8,5,8,13
COCAPATA,atencion odontologica,periodoncias,2012-03-01,3,12,3,12,15
COCHABAMBA,atencion odontologica,periodoncias,2012-03-01,385,768,385,768,1153
COLCAPIRHUA,atencion odontologica,periodoncias,2012-03-01,4,21,4,21,25
"COLCHA ""K""",atencion odontologica,periodoncias,2012-03-01,0,5,0,5,5
COLLANA,atencion odontologica,periodoncias,2012-03-01,2,0,2,0,2
COLOMI,atencion odontologica,periodoncias,2012-03-01,14,44,14,44,58
COLPA BELGICA,atencion odontologica,periodoncias,2012-03-01,1,6,1,6,7
COLQUECHACA,atencion odontologica,periodoncias,2012-03-01,6,0,6,0,6
COLQUIRI,atencion odontologica,periodoncias,2012-03-01,2,0,2,0,2
COMARAPA,atencion odontologica,periodoncias,2012-03-01,4,7,4,7,11
CONCEPCION,atencion odontologica,periodoncias,2012-03-01,1,2,1,2,3
CORIPATA,atencion odontologica,periodoncias,2012-03-01,4,1,4,1,5
CORO CORO,atencion odontologica,periodoncias,2012-03-01,1,0,1,0,1
COROICO,atencion odontologica,periodoncias,2012-03-01,5,8,5,8,13
COTAGAITA,atencion odontologica,periodoncias,2012-03-01,18,22,18,22,40
COTOCA,atencion odontologica,periodoncias,2012-03-01,0,5,0,5,5
CUATRO CAÑADAS,atencion odontologica,periodoncias,2012-03-01,1,2,1,2,3
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2012-03-01,2,2,2,2,4
CUEVO,atencion odontologica,periodoncias,2012-03-01,1,0,1,0,1
CULPINA,atencion odontologica,periodoncias,2012-03-01,3,1,3,1,4
DESAGUADERO,atencion odontologica,periodoncias,2012-03-01,0,3,0,3,3
EL ALTO,atencion odontologica,periodoncias,2012-03-01,109,251,109,251,360
EL PUENTE(TJA),atencion odontologica,periodoncias,2012-03-01,2,4,2,4,6
EL TORNO,atencion odontologica,periodoncias,2012-03-01,12,32,12,32,44
EL VILLAR,atencion odontologica,periodoncias,2012-03-01,10,13,10,13,23
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2012-03-01,0,12,0,12,12
EUCALIPTUS,atencion odontologica,periodoncias,2012-03-01,1,3,1,3,4
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2012-03-01,3,8,3,8,11
FILADELFIA,atencion odontologica,periodoncias,2012-03-01,0,3,0,3,3
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2012-03-01,2,5,2,5,7
GUANAY,atencion odontologica,periodoncias,2012-03-01,0,5,0,5,5
GUAYARAMERIN,atencion odontologica,periodoncias,2012-03-01,14,46,14,46,60
GUTIERREZ,atencion odontologica,periodoncias,2012-03-01,5,6,5,6,11
HUACARETA,atencion odontologica,periodoncias,2012-03-01,2,3,2,3,5
HUACHACALLA,atencion odontologica,periodoncias,2012-03-01,0,2,0,2,2
HUANUNI,atencion odontologica,periodoncias,2012-03-01,4,12,4,12,16
HUARACAJE,atencion odontologica,periodoncias,2012-03-01,0,5,0,5,5
HUAYLLAMARCA,atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
HUMANATA,atencion odontologica,periodoncias,2012-03-01,0,3,0,3,3
ICLA,atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
INQUISIVI,atencion odontologica,periodoncias,2012-03-01,1,2,1,2,3
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2012-03-01,1,8,1,8,9
JESUS DE MACHACA,atencion odontologica,periodoncias,2012-03-01,1,3,1,3,4
LA ASUNTA,atencion odontologica,periodoncias,2012-03-01,1,1,1,1,2
LA GUARDIA,atencion odontologica,periodoncias,2012-03-01,10,10,10,10,20
LA PAZ,atencion odontologica,periodoncias,2012-03-01,228,468,228,468,696
LAGUNILLAS,atencion odontologica,periodoncias,2012-03-01,0,10,0,10,10
LAS CARRERAS,atencion odontologica,periodoncias,2012-03-01,1,1,1,1,2
LLALLAGUA,atencion odontologica,periodoncias,2012-03-01,3,5,3,5,8
LLICA,atencion odontologica,periodoncias,2012-03-01,11,0,11,0,11
MACHACAMARCA,atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
MACHARETI,atencion odontologica,periodoncias,2012-03-01,1,1,1,1,2
MAGDALENA,atencion odontologica,periodoncias,2012-03-01,0,3,0,3,3
MAIRANA,atencion odontologica,periodoncias,2012-03-01,1,5,1,5,6
MAPIRI,atencion odontologica,periodoncias,2012-03-01,1,3,1,3,4
MECAPACA,atencion odontologica,periodoncias,2012-03-01,10,5,10,5,15
MINEROS,atencion odontologica,periodoncias,2012-03-01,0,4,0,4,4
MIZQUE,atencion odontologica,periodoncias,2012-03-01,0,7,0,7,7
MOCOMOCO,atencion odontologica,periodoncias,2012-03-01,1,2,1,2,3
MONTEAGUDO,atencion odontologica,periodoncias,2012-03-01,2,14,2,14,16
MONTERO,atencion odontologica,periodoncias,2012-03-01,39,40,39,40,79
MOROCHATA,atencion odontologica,periodoncias,2012-03-01,0,12,0,12,12
OCURI,atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
OKINAWA,atencion odontologica,periodoncias,2012-03-01,2,8,2,8,10
OMEREQUE,atencion odontologica,periodoncias,2012-03-01,0,2,0,2,2
ORURO,atencion odontologica,periodoncias,2012-03-01,99,132,99,132,231
PADCAYA,atencion odontologica,periodoncias,2012-03-01,10,14,10,14,24
PADILLA,atencion odontologica,periodoncias,2012-03-01,2,1,2,1,3
PAILON,atencion odontologica,periodoncias,2012-03-01,1,1,1,1,2
PALCA,atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
PALOS BLANCOS,atencion odontologica,periodoncias,2012-03-01,1,1,1,1,2
PAMPA GRANDE,atencion odontologica,periodoncias,2012-03-01,0,6,0,6,6
PAPEL PAMPA,atencion odontologica,periodoncias,2012-03-01,1,0,1,0,1
PATACAMAYA,atencion odontologica,periodoncias,2012-03-01,0,2,0,2,2
PAZÑA,atencion odontologica,periodoncias,2012-03-01,2,1,2,1,3
PELECHUCO,atencion odontologica,periodoncias,2012-03-01,0,4,0,4,4
POCOATA,atencion odontologica,periodoncias,2012-03-01,1,0,1,0,1
POCONA,atencion odontologica,periodoncias,2012-03-01,2,6,2,6,8
POJO (CBBA),atencion odontologica,periodoncias,2012-03-01,4,34,4,34,38
POOPO,atencion odontologica,periodoncias,2012-03-01,0,10,0,10,10
PORCO,atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
PORTACHUELO,atencion odontologica,periodoncias,2012-03-01,5,11,5,11,16
PORVENIR,atencion odontologica,periodoncias,2012-03-01,0,3,0,3,3
POSTRER VALLE,atencion odontologica,periodoncias,2012-03-01,1,0,1,0,1
POTOSI,atencion odontologica,periodoncias,2012-03-01,25,38,25,38,63
PUERTO ACOSTA,atencion odontologica,periodoncias,2012-03-01,1,20,1,20,21
PUERTO CARABUCO,atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
PUERTO QUIJARRO,atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
PUERTO RICO,atencion odontologica,periodoncias,2012-03-01,2,8,2,8,10
PUERTO SUAREZ,atencion odontologica,periodoncias,2012-03-01,0,4,0,4,4
PUERTO VILLARROEL,atencion odontologica,periodoncias,2012-03-01,12,23,12,23,35
PUNA,atencion odontologica,periodoncias,2012-03-01,0,3,0,3,3
PUNATA,atencion odontologica,periodoncias,2012-03-01,12,37,12,37,49
QUILLACOLLO,atencion odontologica,periodoncias,2012-03-01,4,30,4,30,34
QUIRUSILLAS,atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
REYES,atencion odontologica,periodoncias,2012-03-01,1,7,1,7,8
RIBERALTA,atencion odontologica,periodoncias,2012-03-01,7,94,7,94,101
ROBORE,atencion odontologica,periodoncias,2012-03-01,4,5,4,5,9
RURRENABAQUE,atencion odontologica,periodoncias,2012-03-01,5,14,5,14,19
SABAYA,atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
SACABA,atencion odontologica,periodoncias,2012-03-01,100,116,100,116,216
SACABAMBA,atencion odontologica,periodoncias,2012-03-01,23,12,23,12,35
SACACA,atencion odontologica,periodoncias,2012-03-01,1,1,1,1,2
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
SAMAIPATA,atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2012-03-01,1,2,1,2,3
SAN BENITO,atencion odontologica,periodoncias,2012-03-01,39,45,39,45,84
SAN BORJA,atencion odontologica,periodoncias,2012-03-01,6,6,6,6,12
SAN BUENA VENTURA,atencion odontologica,periodoncias,2012-03-01,5,6,5,6,11
SAN CARLOS,atencion odontologica,periodoncias,2012-03-01,9,30,9,30,39
SAN IGNACIO,atencion odontologica,periodoncias,2012-03-01,4,5,4,5,9
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2012-03-01,1,2,1,2,3
SAN JAVIER(STC),atencion odontologica,periodoncias,2012-03-01,2,4,2,4,6
SAN JULIAN,atencion odontologica,periodoncias,2012-03-01,1,4,1,4,5
SAN LORENZO(PND),atencion odontologica,periodoncias,2012-03-01,1,14,1,14,15
SAN LORENZO(TJA),atencion odontologica,periodoncias,2012-03-01,4,2,4,2,6
SAN LUCAS,atencion odontologica,periodoncias,2012-03-01,4,8,4,8,12
SAN MATIAS,atencion odontologica,periodoncias,2012-03-01,2,8,2,8,10
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2012-03-01,2,3,2,3,5
SAN PEDRO,atencion odontologica,periodoncias,2012-03-01,5,8,5,8,13
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2012-03-01,0,4,0,4,4
SAN RAFAEL,atencion odontologica,periodoncias,2012-03-01,8,38,8,38,46
SAN RAMON SCZ,atencion odontologica,periodoncias,2012-03-01,1,8,1,8,9
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2012-03-01,346,747,346,747,1093
SANTA ROSA,atencion odontologica,periodoncias,2012-03-01,3,3,3,3,6
SANTIAGO DE HUATA,atencion odontologica,periodoncias,2012-03-01,4,7,4,7,11
SANTIAGO DE MACHACA,atencion odontologica,periodoncias,2012-03-01,0,3,0,3,3
SANTIVAÑES,atencion odontologica,periodoncias,2012-03-01,0,5,0,5,5
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
SHINAOTA,atencion odontologica,periodoncias,2012-03-01,7,9,7,9,16
SICA SICA (VILLA AROMA),atencion odontologica,periodoncias,2012-03-01,10,0,10,0,10
SICAYA,atencion odontologica,periodoncias,2012-03-01,1,0,1,0,1
SIPE SIPE,atencion odontologica,periodoncias,2012-03-01,4,29,4,29,33
SOPACHUY,atencion odontologica,periodoncias,2012-03-01,2,1,2,1,3
SORACACHI,atencion odontologica,periodoncias,2012-03-01,1,2,1,2,3
SORATA,atencion odontologica,periodoncias,2012-03-01,0,2,0,2,2
SUCRE,atencion odontologica,periodoncias,2012-03-01,242,440,242,440,682
TACOPAYA,atencion odontologica,periodoncias,2012-03-01,0,1,0,1,1
TAPACARI,atencion odontologica,periodoncias,2012-03-01,1,9,1,9,10
TARABUCO,atencion odontologica,periodoncias,2012-03-01,2,14,2,14,16
TARATA,atencion odontologica,periodoncias,2012-03-01,17,31,17,31,48
TARIJA,atencion odontologica,periodoncias,2012-03-01,99,208,99,208,307
TARVITA,atencion odontologica,periodoncias,2012-03-01,2,7,2,7,9
TEOPONTE,atencion odontologica,periodoncias,2012-03-01,1,2,1,2,3
TIAWANACU,atencion odontologica,periodoncias,2012-03-01,4,3,4,3,7
TINGUIPAYA,atencion odontologica,periodoncias,2012-03-01,0,4,0,4,4
TIPUANI,atencion odontologica,periodoncias,2012-03-01,1,4,1,4,5
TIQUIPAYA,atencion odontologica,periodoncias,2012-03-01,14,111,14,111,125
TIRAQUE (CBBA),atencion odontologica,periodoncias,2012-03-01,0,12,0,12,12
TOCO,atencion odontologica,periodoncias,2012-03-01,13,29,13,29,42
TOLATA,atencion odontologica,periodoncias,2012-03-01,36,61,36,61,97
TOLEDO,atencion odontologica,periodoncias,2012-03-01,1,1,1,1,2
