,group,variable,month,CONSULTAS NUEVAS DE 5 A 60 AÑOS CANTIDAD,CONSULTAS NUEVAS DE 5 A 60 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
TIPUANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,23,41,23,41,64
TIQUIPAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,222,617,222,617,839
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,48,65,48,65,113
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,5,8,5,8,13
TOCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,25,79,25,79,104
TOLATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,26,91,26,91,117
TOLEDO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,24,44,24,44,68
TOMAVE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,29,34,29,34,63
TOMINA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,222,344,222,344,566
TORO TORO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,36,46,36,46,82
TOTORA(CBBA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,104,157,104,157,261
TRIGAL,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,7,17,7,17,24
TRINIDAD,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,382,711,382,711,1093
TUPIZA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,103,114,103,114,217
TURCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,34,59,34,59,93
UMALA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,4,12,4,12,16
UNCIA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,21,40,21,40,61
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,146,362,146,362,508
URUBICHA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,4,16,4,16,20
UYUNI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,37,84,37,84,121
VACAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,32,78,32,78,110
VALLEGRANDE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,75,106,75,106,181
VIACHA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,57,248,57,248,305
VILA VILA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,1,0,1,0,1
VILLA CHARCAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,21,52,21,52,73
VILLA MONTES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,340,610,340,610,950
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,8,6,8,6,14
VILLA RIVERO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,58,52,58,52,110
VILLA SERRANO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,26,68,26,68,94
VILLA TUNARI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,183,317,183,317,500
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,10,54,10,54,64
VILLAZON,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,114,262,114,262,376
VINTO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,25,52,25,52,77
VITICHI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,16,46,16,46,62
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,10,19,10,19,29
WARNES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,147,372,147,372,519
YACO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,42,49,42,49,91
YACUIBA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,214,433,214,433,647
YAMPARAEZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,40,44,40,44,84
YANACACHI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,26,42,26,42,68
YAPACANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,55,91,55,91,146
YOCALLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,9,22,9,22,31
YOTALA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,30,103,30,103,133
YUNCHARA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,43,96,43,96,139
ZUDAÑEZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-01-01,8,27,8,27,35
ACACIO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,9,20,9,20,29
ACHACACHI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,138,171,138,171,309
ACHOCALLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,128,220,128,220,348
AIQUILE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,28,40,28,40,68
ALALAY,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,2,3,2,3,5
ALCALA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,39,65,39,65,104
ALTO BENI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,18,30,18,30,48
ANCORAIMES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,27,42,27,42,69
ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,8,19,8,19,27
ANTEQUERA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,24,48,24,48,72
ANZALDO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,25,38,25,38,63
APOLO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,33,96,33,96,129
ARAMPAMPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,5,5,5,5,10
ARANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,143,146,143,146,289
ARBIETO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,27,68,27,68,95
ARQUE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,27,210,27,210,237
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,9,10,9,10,19
ATOCHA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,166,242,166,242,408
AUCAPATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,10,26,10,26,36
AYATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,49,75,49,75,124
AYO AYO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,59,37,59,37,96
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,159,296,159,296,455
AZURDUY,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,59,86,59,86,145
BATALLAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,33,88,33,88,121
BAURES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,14,26,14,26,40
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,3,8,3,8,11
BELLA FLOR,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,18,29,18,29,47
BERMEJO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,207,493,207,493,700
BETANZOS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,61,165,61,165,226
BOLIVAR,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,50,74,50,74,124
BOLPEBRA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,24,12,24,12,36
BOYUIBE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,13,36,13,36,49
BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,4,3,4,3,7
CABEZAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,129,140,129,140,269
CAIROMA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,58,104,58,104,162
"CAIZA ""D""",atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,38,49,38,49,87
CAJUATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,30,71,30,71,101
CALACOTO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,25,26,25,26,51
CALAMARCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,62,148,62,148,210
CAMARGO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,73,145,73,145,218
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,3,38,3,38,41
CAMIRI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,295,428,295,428,723
CAPINOTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,122,153,122,153,275
CAQUIAVIRI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,36,54,36,54,90
CARACOLLO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,113,153,113,153,266
CARANAVI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,223,319,223,319,542
CARAPARI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,129,185,129,185,314
CARIPUYO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,18,27,18,27,45
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,37,64,37,64,101
CATACORA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,39,34,39,34,73
CHALLAPATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,78,92,78,92,170
CHAQUI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,10,20,10,20,30
CHARAGUA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,97,159,97,159,256
CHARAÑA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,1,3,1,3,4
CHAYANTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,27,53,27,53,80
CHIMORE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,60,100,60,100,160
CHIPAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,15,18,15,18,33
CHOQUE COTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,11,7,11,7,18
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,64,130,64,130,194
CHUMA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,166,187,166,187,353
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,17,24,17,24,41
CKOCHAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,0,1,0,1,1
CLIZA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,201,196,201,196,397
COBIJA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,177,278,177,278,455
COCAPATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,43,109,43,109,152
COCHABAMBA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,1697,2918,1697,2918,4615
COIPASA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,11,12,11,12,23
COLCAPIRHUA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,38,72,38,72,110
"COLCHA ""K""",atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,17,30,17,30,47
COLLANA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,1,0,1,0,1
COLOMI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,56,131,56,131,187
COLPA BELGICA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,25,73,25,73,98
COLQUECHACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,59,73,59,73,132
COLQUIRI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,66,95,66,95,161
COMANCHE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,28,75,28,75,103
COMARAPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,142,204,142,204,346
CONCEPCION,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,7,18,7,18,25
COPACABANA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,80,126,80,126,206
CORIPATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,58,82,58,82,140
CORO CORO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,48,58,48,58,106
COROICO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,60,66,60,66,126
CORQUE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,28,36,28,36,64
COTAGAITA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,145,168,145,168,313
COTOCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,36,110,36,110,146
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,53,108,53,108,161
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,14,17,14,17,31
CUEVO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,26,60,26,60,86
CULPINA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,75,137,75,137,212
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,26,6,26,6,32
CURVA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,17,23,17,23,40
DESAGUADERO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,25,49,25,49,74
EL ALTO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,3725,5309,3725,5309,9034
EL CHORO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,4,4,4,4,8
EL PUENTE(STC),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,29,33,29,33,62
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,61,184,61,184,245
EL TORNO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,329,374,329,374,703
EL VILLAR,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,10,28,10,28,38
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,97,204,97,204,301
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,5,11,5,11,16
ESCOMA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,61,55,61,55,116
EUCALIPTUS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,51,32,51,32,83
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,35,102,35,102,137
FILADELFIA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,29,35,29,35,64
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,8,54,8,54,62
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,51,109,51,109,160
GUANAY,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,45,86,45,86,131
GUAQUI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,41,90,41,90,131
GUAYARAMERIN,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,175,438,175,438,613
GUTIERREZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,44,153,44,153,197
HUACARETA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,35,45,35,45,80
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,14,34,14,34,48
HUACHACALLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,14,11,14,11,25
HUANUNI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,65,91,65,91,156
HUARACAJE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,8,6,8,6,14
HUARINA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,10,15,10,15,25
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,24,27,24,27,51
HUMANATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,19,46,19,46,65
ICHOCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,34,35,34,35,69
ICLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,39,45,39,45,84
INCAHUASI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,36,81,36,81,117
INQUISIVI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,86,118,86,118,204
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,91,136,91,136,227
IXIAMAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,26,41,26,41,67
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,87,118,87,118,205
LA ASUNTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,30,75,30,75,105
LA GUARDIA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,70,159,70,159,229
LA PAZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,4739,7463,4739,7463,12202
LAGUNILLAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,19,78,19,78,97
LAJA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,44,80,44,80,124
LAS CARRERAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,13,31,13,31,44
LICOMA PAMPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,46,40,46,40,86
LLALLAGUA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,106,176,106,176,282
LLICA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,36,45,36,45,81
LORETO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,3,4,3,4,7
LURIBAY,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,11,41,11,41,52
MACHACAMARCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,40,43,40,43,83
MACHARETI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,10,41,10,41,51
MAGDALENA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,97,168,97,168,265
MAIRANA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,22,42,22,42,64
MALLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,58,23,58,23,81
MAPIRI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,26,57,26,57,83
MECAPACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,90,163,90,163,253
MINEROS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,20,127,20,127,147
MIZQUE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,13,11,13,11,24
MOCOMOCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,47,66,47,66,113
MOJOCOYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,20,52,20,52,72
MONTEAGUDO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,134,320,134,320,454
MONTERO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,179,383,179,383,562
MORO MORO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,11,23,11,23,34
MOROCHATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,11,26,11,26,37
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,25,34,25,34,59
OCURI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,24,35,24,35,59
OKINAWA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,26,47,26,47,73
OMEREQUE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,12,13,12,13,25
ORURO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,1162,1743,1162,1743,2905
PADCAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,145,231,145,231,376
PADILLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,77,150,77,150,227
PAILON,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,119,66,119,66,185
PALCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,188,235,188,235,423
PALOS BLANCOS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,59,97,59,97,156
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,11,6,11,6,17
PAMPA GRANDE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,16,40,16,40,56
PAPEL PAMPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,40,48,40,48,88
PASORAPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,86,104,86,104,190
PATACAMAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,43,116,43,116,159
PAZÑA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,22,32,22,32,54
PELECHUCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,10,41,10,41,51
POCOATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,22,25,22,25,47
POCONA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,263,320,263,320,583
POJO (CBBA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,73,111,73,111,184
POOPO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,46,40,46,40,86
PORCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,7,27,7,27,34
POROMA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,148,167,148,167,315
PORONGO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,20,78,20,78,98
PORTACHUELO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,107,147,107,147,254
PORVENIR,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,59,66,59,66,125
POSTRER VALLE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,8,14,8,14,22
POTOSI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-02-01,860,1740,860,1740,2600
