,group,variable,month,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,1,0,1,0,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,1,1,1,1,2,3
COBIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,3,0,2,1,5,6
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,20,26,5,2,25,28,53
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,0,0,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,2,0,0,0,2,2
COMARAPA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,0,1,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,1,1,1,1,2,3
CORIPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,4,0,0,1,4,5
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,2,1,7,2,9,11
CURVA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,18,14,16,17,34,31,65
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,2,0,0,1,2,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,1,1,2,1,3,4
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,1,0,1,0,1
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,3,5,0,0,3,5,8
HUARINA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,1,0,1,0,1
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,0,1,0,1,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,0,0,1,1,1,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,3,1,0,0,3,1,4
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,4,0,1,2,5,2,7
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,14,7,2,6,16,13,29
LAJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,0,0,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,2,0,0,0,2,0,2
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,2,0,0,2,2,2,4
MAIRANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,0,1,0,1,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,0,0,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,2,0,0,1,2,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,5,2,0,3,5,5,10
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,0,2,0,2,2
ORURO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,8,8,11,3,19,11,30
PAILON,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,3,2,3,2,5
PALCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,4,0,0,0,4,0,4
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,2,0,0,0,2,0,2
PAZÑA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,0,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,5,1,1,6,6,7,13
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,1,0,0,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,2,3,0,0,2,3,5
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,2,4,1,2,3,6,9
PUNATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,1,0,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,3,3,0,2,3,5,8
REYES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,1,1,0,1,1,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,6,4,0,1,6,5,11
ROBORE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,1,1,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,5,2,5,2,10,4,14
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,1,0,0,1,1,2
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,2,0,0,1,2,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,4,2,1,2,5,4,9
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,3,2,1,2,4,4,8
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,1,0,2,1,3,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,1,4,6,5,7,12
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,0,1,0,1,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,0,1,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,2,1,1,0,3,1,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,50,43,2,7,52,50,102
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,0,1,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,0,1,0,1,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,0,1,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,1,1,0,1,1,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,1,0,0,1,1,2
SORACACHI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,1,0,1,0,1
SORATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,4,4,0,1,4,5,9
TARIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,1,1,0,2,1,3
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,3,1,3,1,4
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,0,1,1
TOLEDO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,6,2,0,2,6,4,10
TUPIZA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,0,0,0,1,0,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,2,0,0,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,0,2,1,2,1,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,3,4,2,2,5,6,11
VILLAZON,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,2,0,0,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,1,2,1,2,2,4
WARNES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,4,7,1,3,5,10,15
YACUIBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,4,1,2,0,6,1,7
YAPACANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,1,1,0,0,1,1,2
YOCALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,0,1,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,1,0,0,1,1,2
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,1,0,0,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,3,2,0,0,3,2,5
ATOCHA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,1,0,1,0,1
BAURES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,0,0,0,1,0,1
BETANZOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,1,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,3,1,3,1,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,1,0,0,0,1,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,2,2,0,2,2,4,6
CHIMORE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,2,1,1,2,3,5
CLIZA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,1,0,0,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,3,4,2,4,5,8,13
COCAPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,20,16,1,0,21,16,37
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,1,0,0,1,1,2
COPACABANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,0,0,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,2,3,0,0,2,3,5
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,11,14,4,12,15,26,41
EL TORNO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,0,4,2,5,2,7
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,4,0,0,1,4,5
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,2,0,2,0,4,0,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,2,0,0,0,2,0,2
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,0,2,0,2,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,3,0,0,1,3,4
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,8,9,1,1,9,10,19
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,1,0,0,1,1,2
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,1,0,0,0,1,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,0,0,0,1,0,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,0,0,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,4,6,0,1,4,7,11
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,1,0,1,0,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,0,0,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,9,5,3,3,12,8,20
PAILON,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,0,1,0,1,1
POROMA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,1,0,2,0,3,3
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,3,0,0,0,3,0,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,5,3,3,4,8,7,15
PUCARANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,2,0,0,1,2,3
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,7,4,3,0,10,4,14
PUNATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,1,0,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,0,1,0,2,0,2
REYES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,1,1,2,1,3,4
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,3,0,0,1,3,4
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,3,1,0,1,3,2,5
SACABA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,5,5,1,1,6,6,12
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,1,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,3,0,1,5,4,5,9
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,2,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,4,2,3,0,7,2,9
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,1,0,0,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,0,2,9,3,9,12
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,2,0,0,0,2,0,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,0,0,1,1,1,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,2,1,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,130,80,5,9,135,89,224
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,1,5,5,5,6,11
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,3,1,0,0,3,1,4
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,1,0,0,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,2,0,0,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,3,0,0,0,3,0,3
SORATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,0,0,0,1,0,1
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,2,2,0,0,2,2,4
TARVITA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,0,1,0,1,1
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,0,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,1,2,1,3,2,5
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,1,1,0,1,1,2
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,4,3,1,4,5,9
UYUNI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,0,0,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,1,0,0,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,1,0,0,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,2,1,0,1,2,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,4,5,0,0,4,5,9
VINTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,2,2,0,4,2,6,8
WARNES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,6,3,2,3,8,6,14
YACUIBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,2,2,3,2,5,4,9
YOCALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-12-01,0,0,1,0,1,0,1
