,group,variable,month,TOTAL SRP DOSIS ÚNICA DENTRO,TOTAL SRP DOSIS ÚNICA DENTRO,TOTAL SRP DOSIS ÚNICA FUERA,TOTAL SRP DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,3,2,1,0,4,2,6
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,7,6,3,6,10,12,22
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,11,6,4,6,15,12,27
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,11,14,5,7,16,21,37
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,12,7,8,4,20,11,31
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,6,3,6,7,12,10,22
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,7,7,3,10,10,17,27
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,1,5,0,1,1,6,7
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,7,1,3,0,10,1,11
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,1,1,0,0,1,1,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,5,1,3,1,8,2,10
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,3,0,2,4,5,4,9
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,6,8,6,5,12,13,25
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,21,14,0,1,21,15,36
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,1367,1287,85,75,1452,1362,2814
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,13,8,2,2,15,10,25
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,19,15,4,4,23,19,42
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,2,0,0,0,2,0,2
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,3,3,2,3,5,6,11
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,4,7,0,0,4,7,11
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,0,1,1,0,1,1,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,1,3,0,2,1,5,6
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,0,0,2,1,2,1,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,3,4,4,0,7,4,11
SENA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,3,7,2,1,5,8,13
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,22,17,3,3,25,20,45
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,5,4,6,7,11,11,22
SICAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,0,0,2,3,2,3,5
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,35,45,2,1,37,46,83
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,2,1,1,1,3,2,5
SORACACHI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,6,4,2,1,8,5,13
SORATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,7,1,13,16,20,17,37
SUCRE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,238,253,4,7,242,260,502
TACACHI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,1,1,0,0,1,1,2
TACACOMA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,2,4,0,0,2,4,6
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,1,5,5,5,6,10,16
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,3,1,1,3,4,4,8
TAHUA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,2,1,0,0,2,1,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,12,11,9,7,21,18,39
TARABUCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,2,2,4,6,6,8,14
TARATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,8,7,2,0,10,7,17
TARIJA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,196,214,5,6,201,220,421
TARVITA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,2,5,8,2,10,7,17
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,8,4,1,3,9,7,16
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,8,8,2,0,10,8,18
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,9,9,3,3,12,12,24
TIPUANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,2,2,7,9,9,11,20
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,38,35,2,6,40,41,81
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,9,11,2,3,11,14,25
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,1,0,0,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,2,5,6,4,8,9,17
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,2,0,0,0,2,0,2
TOLATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,3,4,6,2,9,6,15
TOLEDO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,2,2,0,0,2,2,4
TOMAVE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,3,5,6,1,9,6,15
TOMINA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,1,5,2,1,3,6,9
TORO TORO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,2,1,4,2,6,3,9
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,10,11,3,0,13,11,24
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,0,2,0,1,0,3,3
TRIGAL,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,124,112,8,7,132,119,251
TUPIZA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,37,47,5,7,42,54,96
UMALA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,3,2,0,0,3,2,5
UNCIA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,14,16,6,14,20,30,50
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,6,13,2,5,8,18,26
URUBICHA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,6,3,1,1,7,4,11
UYUNI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,34,23,4,1,38,24,62
VACAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,0,3,5,10,5,13,18
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,20,14,0,0,20,14,34
VIACHA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,53,52,5,4,58,56,114
VILA VILA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,2,0,3,4,5,4,9
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,6,11,7,6,13,17,30
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,26,36,13,17,39,53,92
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,5,1,1,1,6,2,8
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,2,8,4,4,6,12,18
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,33,33,16,14,49,47,96
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,2,1,1,2,3,3,6
VILLAZON,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,35,45,10,9,45,54,99
VINTO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,34,28,3,4,37,32,69
VITICHI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,5,5,0,0,5,5,10
WARNES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,104,134,3,4,107,138,245
YACO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,7,3,2,2,9,5,14
YACUIBA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,68,60,24,15,92,75,167
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,3,2,1,2,4,4,8
YANACACHI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,5,5,0,1,5,6,11
YAPACANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,29,38,15,16,44,54,98
YOCALLA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,6,2,1,3,7,5,12
YOTALA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,2,2,6,6,8,8,16
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,2,3,2,2,4,5,9
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-01-01,1,1,4,3,5,4,9
ACACIO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,3,0,1,0,4,0,4
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,14,7,4,10,18,17,35
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,6,4,10,17,16,21,37
AIQUILE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,11,6,5,3,16,9,25
ALALAY,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,3,3,0,1,3,4,7
ALCALA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,1,0,0,0,1,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,11,7,0,0,11,7,18
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,8,7,7,5,15,12,27
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,0,5,3,5,3,8
ANZALDO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,2,5,2,6,4,11,15
APOLO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,3,0,4,1,7,1,8
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,2,1,3,2,5,3,8
ARANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,12,4,3,4,15,8,23
ARBIETO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,10,10,5,7,15,17,32
ARQUE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,2,0,5,6,7,6,13
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,15,18,4,3,19,21,40
ATOCHA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,11,3,1,2,12,5,17
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,2,2,0,0,2,2,4
AYATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,6,3,3,1,9,4,13
AYO AYO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,6,5,1,4,7,9,16
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,16,10,8,14,24,24,48
AZURDUY,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,4,2,11,2,15,4,19
BATALLAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,13,5,2,3,15,8,23
BAURES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,4,1,7,3,11,4,15
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,0,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,0,2,3,2,3,5
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,1,1,0,0,1,1,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,27,29,4,3,31,32,63
BETANZOS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,18,15,10,6,28,21,49
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,0,3,2,3,2,5
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,2,1,0,1,2,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,3,3,1,3,4,6,10
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,5,3,8,11,13,14,27
CABEZAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,11,11,32,30,43,41,84
CAIROMA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,3,2,3,2,6,4,10
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,9,3,0,0,9,3,12
CAJUATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,12,6,1,2,13,8,21
CALACOTO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,2,1,0,1,2,3
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,2,2,0,0,2,2,4
CAMARGO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,7,14,6,3,13,17,30
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,4,5,2,1,6,6,12
CAMIRI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,35,28,1,2,36,30,66
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,14,21,2,0,16,21,37
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,3,7,0,0,3,7,10
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,5,16,3,6,8,22,30
CARANAVI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,30,34,10,9,40,43,83
CARAPARI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,1,10,5,10,6,16
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,1,0,2,6,3,6,9
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,1,0,5,3,6,3,9
CATACORA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,0,2,2,2,2,4
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,16,7,7,2,23,9,32
CHAQUI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,4,6,1,0,5,6,11
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,3,5,56,46,59,51,110
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,2,0,0,0,2,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,4,5,5,3,9,8,17
CHIMORE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,14,10,2,4,16,14,30
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,0,2,1,2,1,3
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,2,0,0,3,2,3,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,13,5,5,4,18,9,27
CHUMA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,4,1,1,3,5,4,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,2,1,0,0,2,1,3
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,1,2,2,7,3,9,12
CLIZA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,12,12,4,8,16,20,36
COBIJA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,45,37,10,14,55,51,106
COCAPATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,5,2,14,12,19,14,33
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,543,522,28,27,571,549,1120
COIPASA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,0,0,4,0,4,4
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,39,35,1,1,40,36,76
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,7,9,1,0,8,9,17
COLLANA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,4,4,0,0,4,4,8
COLOMI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,11,13,9,9,20,22,42
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,2,2,0,1,2,3,5
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,17,13,8,14,25,27,52
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,1,2,6,3,7,5,12
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,1,2,9,13,10,15,25
COMANCHE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,3,0,0,0,3,0,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,15,4,5,3,20,7,27
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,24,13,5,6,29,19,48
COPACABANA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,5,1,4,4,9,5,14
CORIPATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,13,10,6,5,19,15,34
CORO CORO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,3,2,2,1,5,3,8
COROICO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,11,4,5,11,16,15,31
CORQUE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,6,2,2,3,8,5,13
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,4,5,1,3,5,8,13
COTOCA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,42,47,9,9,51,56,107
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,0,2,0,2,0,2
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,13,23,4,6,17,29,46
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,1,1,1,0,2,1,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,2,2,6,2,8,4,12
CULPINA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,6,5,3,1,9,6,15
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,8,4,1,1,9,5,14
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,4,2,3,2,7,4,11
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,580,512,63,71,643,583,1226
EL CHORO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,3,3,2,2,5,5,10
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,4,7,8,3,12,10,22
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,7,4,3,2,10,6,16
EL TORNO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,38,37,6,4,44,41,85
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,3,2,1,0,4,2,6
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,9,6,10,6,19,12,31
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,19,18,0,0,19,18,37
ESCOMA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,3,3,0,0,3,3,6
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,0,0,3,0,3,3
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,6,0,1,0,7,0,7
EXALTACION,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,1,3,0,0,1,3,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,1,1,24,20,25,21,46
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,16,10,5,4,21,14,35
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,4,1,4,3,8,4,12
GUANAY,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,5,4,5,2,10,6,16
GUAQUI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,4,2,0,0,4,2,6
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,14,37,14,22,28,59,87
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,8,9,13,9,21,18,39
HUACARETA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,2,5,4,2,6,7,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,0,2,3,2,3,5
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,12,26,3,4,15,30,45
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,0,6,10,6,10,16
HUARINA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,1,1,0,1,1,2
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,1,0,1,2,2,2,4
HUMANATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,1,1,3,1,4,5
ICHOCA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,3,2,1,3,4,5,9
ICLA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,1,3,3,4,4,7,11
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,5,7,1,2,6,9,15
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,0,3,4,3,4,6,10
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,2,1,7,8,9,9,18
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,7,10,6,4,13,14,27
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,6,12,0,0,6,12,18
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,8,7,1,1,9,8,17
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,35,50,9,10,44,60,104
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,89,78,14,17,103,95,198
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,605,529,56,49,661,578,1239
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-02-01,6,2,3,0,9,2,11
