,group,variable,month,TOTAL ANTIPOLIOMIELÍTICA 3RA DOSIS DENTRO,TOTAL ANTIPOLIOMIELÍTICA 3RA DOSIS DENTRO,TOTAL ANTIPOLIOMIELÍTICA 3RA DOSIS FUERA,TOTAL ANTIPOLIOMIELÍTICA 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
TARIJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,1,0,0,1,1,2
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,1,0,2,0,2
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,2,2,1,0,3,2,5
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,10,5,2,4,12,9,21
VIACHA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,10,11,0,0,10,11,21
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,0,1,0,1,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,2,0,2,0,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,5,2,1,2,6,4,10
VILLAZON,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,2,5,0,3,2,8,10
WARNES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,2,4,1,0,3,4,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,0,1,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,3,1,3,1,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,2,1,1,0,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,0,1,1
BATALLAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,2,0,2,0,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,0,2,0,2,2
CAIROMA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,0,1,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,0,1,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,1,1,0,1,1,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,4,1,1,2,5,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,2,1,2,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1,0,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,1,1,1,1,2,3
COBIJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,6,9,0,2,6,11,17
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,19,25,4,2,23,27,50
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,0,0,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,2,0,0,0,2,2
COMARAPA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,0,1,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,1,1,1,1,2,3
CORIPATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,4,0,0,1,4,5
COTOCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,2,1,7,2,9,11
CURVA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,18,14,17,17,35,31,66
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,2,0,0,1,2,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,2,0,3,3
HUACARETA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,2,2,0,1,2,3,5
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1,0,1
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,3,5,0,0,3,5,8
HUARINA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1,0,1
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,0,1,0,1,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,0,0,1,1,1,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,3,1,0,0,3,1,4
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,4,0,1,2,5,2,7
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,15,10,2,6,17,16,33
LAJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,0,0,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,2,0,0,0,2,0,2
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,2,0,0,2,2,2,4
MAIRANA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,0,1,0,1,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,0,0,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,2,0,0,1,2,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,4,4,1,1,5,5,10
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,0,2,0,2,2
ORURO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,8,8,11,3,19,11,30
PAILON,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,3,2,3,2,5
PALCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,4,0,0,0,4,0,4
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,2,0,0,0,2,0,2
PASORAPA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,0,1,1
PAZÑA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,0,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,5,1,1,6,6,7,13
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,2,3,0,0,2,3,5
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,2,4,1,2,3,6,9
PUNATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,1,0,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,3,3,0,2,3,5,8
REYES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,1,1,0,1,1,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,3,0,1,1,4,5
ROBORE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,1,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,4,2,5,2,9,4,13
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,1,0,0,1,1,2
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,2,0,0,1,2,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,4,2,1,2,5,4,9
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,3,1,0,1,3,2,5
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,3,2,1,2,4,4,8
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,1,0,2,1,3,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,1,4,6,5,7,12
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,0,1,0,1,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,0,1,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,2,1,1,0,3,1,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,52,42,4,7,56,49,105
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,0,1,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,0,1,0,1,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,0,1,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,1,1,0,1,1,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,1,0,0,1,1,2
SORACACHI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1,0,1
SORATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,4,3,0,1,4,4,8
TARATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,1,1,0,2,1,3
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,3,1,3,1,4
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,0,1,1
TOLEDO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,6,2,0,2,6,4,10
TUPIZA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,0,0,0,1,0,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,2,0,0,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,0,2,1,2,1,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,3,4,2,3,5,7,12
VILLAZON,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,2,0,0,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,1,2,1,2,2,4
WARNES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,4,7,4,4,8,11,19
YACUIBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,4,1,1,0,5,1,6
YAPACANI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,1,1,0,0,1,1,2
YOCALLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-11-01,0,1,1,1,1,2,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,1,0,0,1,1,2
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,3,2,0,0,3,2,5
ATOCHA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,3,1,3,1,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,1,0,0,0,1,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,2,2,0,2,2,4,6
CHIMORE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,2,1,1,2,3,5
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,1,0,1,0,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,1,0,0,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,1,0,1,1,2,3
COCAPATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,19,16,1,0,20,16,36
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,1,0,0,1,1,2
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,4,6,4,6,10
COPACABANA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,0,0,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,2,3,0,0,2,3,5
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,12,14,4,12,16,26,42
EL TORNO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,4,2,4,2,6
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,4,0,0,1,4,5
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,2,0,2,0,4,0,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,2,0,0,0,2,0,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,3,0,0,1,3,4
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,8,9,1,1,9,10,19
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,1,0,0,1,1,2
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,1,0,0,0,1,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,0,0,0,1,0,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,2,1,2,0,4,1,5
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,3,5,0,1,3,6,9
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,1,0,1,0,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,0,0,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,9,5,3,2,12,7,19
PAILON,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,3,0,0,0,3,0,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,4,3,3,2,7,5,12
PUCARANI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,4,3,3,0,7,3,10
PUNATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,1,0,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,0,1,0,2,0,2
REYES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,1,1,2,1,3,4
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,3,0,0,1,3,4
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,3,1,0,1,3,2,5
SACABA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,5,5,1,1,6,6,12
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,1,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,3,0,1,5,4,5,9
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,2,2,0,0,2,2,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,4,2,3,0,7,2,9
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,1,0,0,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,0,2,4,3,4,7
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,2,0,0,0,2,0,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,0,0,1,1,1,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,2,1,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,49,42,5,11,54,53,107
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,1,5,5,5,6,11
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,3,1,0,0,3,1,4
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,1,0,0,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,2,0,0,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,3,0,0,0,3,0,3
SORATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,0,0,0,1,0,1
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,0,1,0,1,1
TARVITA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,0,1,0,1,1
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,0,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,1,2,1,3,2,5
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,1,1,0,1,1,2
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,3,3,1,4,4,8
UYUNI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,1,0,0,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-12-01,0,1,0,0,0,1,1
