,group,variable,month,TOTAL PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) DENTRO,TOTAL PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) DENTRO,TOTAL PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTAL PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTALES,TOTALES,TOTALES
PUNATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,22,17,2,2,24,19,43
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,1,0,1,1,2,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,44,38,14,28,58,66,124
QUIME,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,1,0,1,1,2,3
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,3,0,0,1,3,4
RAVELO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,6,2,1,2,7,4,11
REYES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,3,2,0,0,3,2,5
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,33,37,0,0,33,37,70
ROBORE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,1,0,0,1,1,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,11,15,2,0,13,15,28
SABAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,0,1,0,0,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,88,72,3,4,91,76,167
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,3,2,1,0,4,2,6
SACACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,3,3,0,0,3,3,6
SAIPINA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,2,3,0,0,2,3,5
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,1,5,1,6,2,8
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,3,12,0,0,3,12,15
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,4,6,0,1,4,7,11
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,1,0,0,1,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,0,0,1,1,1,1,2
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,3,3,0,0,3,3,6
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,4,10,2,1,6,11,17
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,2,1,0,0,2,1,3
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,2,0,0,1,2,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,18,22,1,3,19,25,44
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,19,20,0,2,19,22,41
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,0,0,0,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,14,12,0,0,14,12,26
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,14,13,0,0,14,13,27
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,4,6,0,0,4,6,10
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,14,13,7,7,21,20,41
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,1,0,1,1,2,3
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,10,11,2,1,12,12,24
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,9,5,4,3,13,8,21
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,8,2,4,3,12,5,17
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,5,5,1,1,6,6,12
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,5,4,0,0,5,4,9
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,0,1,0,1,0,2,2
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,1,0,0,1,1,2
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,0,0,3,5,3,5,8
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,4,2,0,0,4,2,6
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,5,5,7,3,12,8,20
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,9,6,0,0,9,6,15
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,778,642,17,14,795,656,1451
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,2,1,0,0,2,1,3
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,15,9,0,1,15,10,25
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,4,1,0,2,4,6
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,3,5,1,0,4,5,9
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,2,1,1,2,3,3,6
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,2,1,1,3,3,4,7
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,2,2,1,0,3,2,5
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,1,0,0,1,1,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,7,4,0,0,7,4,11
SENA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,6,9,0,0,6,9,15
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,8,9,2,1,10,10,20
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,2,3,1,2,3,5,8
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,21,22,0,1,21,23,44
SORACACHI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,2,5,1,2,3,7,10
SORATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,8,5,2,2,10,7,17
SUCRE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,158,112,0,1,158,113,271
TACACHI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,0,0,0,1,0,1
TACACOMA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,0,2,0,3,0,3
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,5,2,3,1,8,3,11
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,1,1,4,2,5,7
TAPACARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,8,6,0,3,8,9,17
TARABUCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,0,3,2,2,2,5,7
TARACO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,4,2,0,0,4,2,6
TARATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,6,8,1,2,7,10,17
TARIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,156,171,2,2,158,173,331
TARVITA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,5,1,1,2,6,3,9
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,1,2,1,3,2,5
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,9,4,0,1,9,5,14
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,4,2,0,3,4,7
TIPUANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,7,2,1,0,8,2,10
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,29,32,5,2,34,34,68
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,2,3,2,4,4,8
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,0,0,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,3,2,2,3,5,5,10
TOLATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,2,5,1,2,3,7,10
TOMAVE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,0,2,0,0,0,2,2
TOMINA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,2,1,4,1,6,2,8
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,3,11,4,7,7,18,25
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,0,0,0,1,0,1
TRIGAL,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,53,60,7,5,60,65,125
TUPIZA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,37,22,0,0,37,22,59
UMALA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,2,0,0,1,2,3
UNCIA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,2,3,0,0,2,3,5
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,12,9,3,1,15,10,25
URUBICHA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,0,2,1,1,1,3,4
UYUNI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,2,3,0,1,2,4,6
VACAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,5,0,0,2,5,2,7
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,10,8,0,0,10,8,18
VIACHA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,39,43,4,6,43,49,92
VILA VILA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,2,1,0,2,2,4
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,13,10,1,0,14,10,24
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,20,27,5,5,25,32,57
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,2,4,0,0,2,4,6
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,3,3,2,1,5,4,9
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,39,41,6,5,45,46,91
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,0,0,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,38,23,2,1,40,24,64
VINTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,28,36,2,1,30,37,67
VITICHI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,1,0,0,1,1,2
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,2,1,0,0,2,1,3
WARNES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,60,46,2,0,62,46,108
YACO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,2,0,1,2,3,2,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,44,56,6,15,50,71,121
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,2,5,1,1,3,6,9
YANACACHI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,5,4,1,1,6,5,11
YAPACANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,0,2,9,3,9,12
YOCALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,0,1,0,0,0,1,1
YOTALA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,0,0,2,0,2,0,2
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,1,1,2,1,3,2,5
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-01-01,2,0,0,1,2,1,3
ACACIO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,0,1,0,0,0,1,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,6,6,2,3,8,9,17
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,5,3,3,4,8,7,15
AIQUILE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,7,4,2,9,9,13,22
ALALAY,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,2,0,1,0,3,0,3
ALCALA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,2,1,5,2,7,3,10
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,7,9,0,0,7,9,16
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,8,7,0,3,8,10,18
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,1,1,0,0,1,1,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,1,1,1,2,2,3,5
ANZALDO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,2,2,3,2,5,4,9
APOLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,7,5,1,2,8,7,15
ARANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,3,4,0,0,3,4,7
ARBIETO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,6,7,6,8,12,15,27
ARQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,5,2,6,2,11,4,15
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,16,9,1,1,17,10,27
ATOCHA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,4,3,1,1,5,4,9
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,3,1,2,0,5,1,6
AYATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,4,7,0,0,4,7,11
AYO AYO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,7,3,3,4,10,7,17
AZURDUY,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,6,2,0,0,6,2,8
BATALLAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,7,9,4,6,11,15,26
BAURES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,5,2,2,2,7,4,11
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,0,0,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,0,2,3,3,3,5,8
BERMEJO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,27,16,4,3,31,19,50
BETANZOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,8,10,1,1,9,11,20
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,0,2,2,0,2,2,4
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,0,1,0,1,0,2,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,5,1,0,0,5,1,6
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,4,4,1,3,5,7,12
CABEZAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,6,13,4,6,10,19,29
CAIROMA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,5,6,3,2,8,8,16
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,0,1,0,0,0,1,1
CAJUATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,3,3,0,0,3,3,6
CALACOTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,0,0,1,1,1,1,2
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,1,3,6,2,7,5,12
CAMARGO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,11,4,5,5,16,9,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,0,1,0,1,0,2,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,21,13,2,1,23,14,37
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,7,7,5,3,12,10,22
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,1,4,0,0,1,4,5
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,9,6,1,1,10,7,17
CARANAVI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,27,26,7,2,34,28,62
CARAPARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,13,9,0,0,13,9,22
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,2,2,0,0,2,2,4
CATACORA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,1,0,4,3,5,3,8
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,9,13,2,5,11,18,29
CHAQUI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,5,0,0,1,5,1,6
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,8,8,15,19,23,27,50
CHIMORE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,12,11,1,2,13,13,26
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,0,1,1,1,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,6,6,0,3,6,9,15
CHUMA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,3,7,1,5,4,12,16
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,1,1,1,1,2,2,4
CLIZA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,9,5,2,4,11,9,20
COBIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,28,28,4,3,32,31,63
COCAPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,7,4,15,10,22,14,36
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,293,324,31,21,324,345,669
COIPASA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,1,0,0,0,1,0,1
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,23,19,3,2,26,21,47
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,5,2,0,0,5,2,7
COLOMI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,20,20,0,0,20,20,40
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,0,2,0,1,0,3,3
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,11,5,6,4,17,9,26
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-02-01,2,6,0,3,2,9,11
