,group,variable,month,TOTAL ANTIPOLIOMIELÍTICA 1RA DOSIS DENTRO,TOTAL ANTIPOLIOMIELÍTICA 1RA DOSIS DENTRO,TOTAL ANTIPOLIOMIELÍTICA 1RA DOSIS FUERA,TOTAL ANTIPOLIOMIELÍTICA 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,1,1,1,1,2
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,1,0,0,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,1,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,5,3,0,0,5,3,8
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,1,1,0,0,1,1,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,3,2,2,3,5,5,10
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,4,1,4,1,5
MALLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,2,0,0,0,2,0,2
MECAPACA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,1,1,0,0,1,1,2
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,1,0,0,1,1,1,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,2,1,1,0,3,1,4
ORURO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,2,0,2,2,4,2,6
PAILON,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,5,3,11,7,16,10,26
PALCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,2,0,0,0,2,0,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,2,2,11,11,13,13,26
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,1,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,2,1,2,0,4,1,5
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,1,3,2,1,3,4,7
ROBORE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,1,2,1,2,2,4
SACABA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,1,2,0,0,1,2,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,2,1,0,0,2,1,3
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,1,1,0,0,1,1,2
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,4,5,4,5,9
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,1,0,0,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,3,0,1,0,4,0,4
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,2,3,2,3,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,46,32,10,4,56,36,92
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,4,0,4,0,4
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,1,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,1,2,1,2,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,1,0,1,0,2,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,1,0,1,0,2,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,4,2,1,0,5,2,7
TARIJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,1,1,1,1,2,3
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,2,0,0,0,2,0,2
UNCIA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,1,0,0,0,1,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,0,1,0,1,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,1,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,6,8,1,0,7,8,15
VINTO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,2,0,1,2,3,2,5
YOCALLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,1,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,2,0,0,1,2,3
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,0,0,0,1,0,1
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,2,0,0,0,2,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,0,2,2,2,2,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,0,0,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,0,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,0,1,1,1,1,2
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,0,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,3,2,0,0,3,2,5
CARAPARI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,2,0,0,0,2,0,2
CHAQUI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,2,0,0,0,2,0,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,1,2,0,2,1,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,0,1,2,2,2,4
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,0,1,0,1,0,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,1,0,0,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,2,0,0,0,2,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,36,50,0,0,36,50,86
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,1,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,3,0,2,0,5,5
COMBAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,0,0,1,0,1,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,3,0,0,1,3,4
COROICO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,2,0,0,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,19,16,1,1,20,17,37
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,1,0,1,1,2,3
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,2,1,1,1,3,2,5
EXALTACION,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,3,0,0,0,3,3
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,7,1,0,0,7,1,8
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,0,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,2,1,1,1,3,2,5
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,0,0,1,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,2,3,0,0,2,3,5
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,1,0,0,0,1,1
MALLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,0,0,2,0,2,2
MECAPACA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,0,0,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,1,0,0,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,4,5,0,1,4,6,10
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,0,1,2,1,2,3
OKINAWA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,0,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,6,1,0,0,6,1,7
PAILON,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,3,5,6,4,9,9,18
PALCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,0,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,1,1,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,0,2,1,2,1,3
REYES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,0,1,1,1,1,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,2,2,0,1,2,3,5
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,0,0,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,0,3,0,4,0,4
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,3,0,1,0,4,0,4
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,6,1,0,0,6,1,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,1,0,0,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,1,0,1,0,2,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,0,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,30,29,0,1,30,30,60
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,0,1,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,2,1,0,0,2,1,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,0,0,1,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,0,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,2,0,0,0,2,0,2
TARVITA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,1,0,0,0,1,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,0,1,2,2,2,4
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,3,3,2,4,5,7,12
TUPIZA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,3,1,4,1,7,2,9
UNCIA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,0,0,1,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,0,0,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,0,0,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,0,0,0,1,0,1
VITICHI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,1,0,0,2,1,2,3
WARNES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-12-01,0,0,1,1,1,1,2
