municipality,group,variable,month,Total 7.2 Inyectables,TOTAL
BOLPEBRA,otras actividades de enfermeria, inyectables,2014-02-01,114,114
BOYUIBE,otras actividades de enfermeria, inyectables,2014-02-01,297,297
BUENA VISTA,otras actividades de enfermeria, inyectables,2014-02-01,414,414
CABEZAS,otras actividades de enfermeria, inyectables,2014-02-01,1987,1987
CAIROMA,otras actividades de enfermeria, inyectables,2014-02-01,429,429
"CAIZA ""D""",otras actividades de enfermeria, inyectables,2014-02-01,423,423
CAJUATA,otras actividades de enfermeria, inyectables,2014-02-01,415,415
CALACOTO,otras actividades de enfermeria, inyectables,2014-02-01,58,58
CALAMARCA,otras actividades de enfermeria, inyectables,2014-02-01,212,212
CAMARGO,otras actividades de enfermeria, inyectables,2014-02-01,4745,4745
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria, inyectables,2014-02-01,178,178
CAMIRI,otras actividades de enfermeria, inyectables,2014-02-01,6413,6413
CAPINOTA,otras actividades de enfermeria, inyectables,2014-02-01,993,993
CAQUIAVIRI,otras actividades de enfermeria, inyectables,2014-02-01,110,110
CARACOLLO,otras actividades de enfermeria, inyectables,2014-02-01,591,591
CARANAVI,otras actividades de enfermeria, inyectables,2014-02-01,4762,4762
CARANGAS,otras actividades de enfermeria, inyectables,2014-02-01,3,3
CARAPARI,otras actividades de enfermeria, inyectables,2014-02-01,1539,1539
CARIPUYO,otras actividades de enfermeria, inyectables,2014-02-01,80,80
CARMEN RIVERO TORREZ,otras actividades de enfermeria, inyectables,2014-02-01,408,408
CATACORA,otras actividades de enfermeria, inyectables,2014-02-01,14,14
CHACARILLA,otras actividades de enfermeria, inyectables,2014-02-01,27,27
CHALLAPATA,otras actividades de enfermeria, inyectables,2014-02-01,1748,1748
CHAQUI,otras actividades de enfermeria, inyectables,2014-02-01,365,365
CHARAGUA,otras actividades de enfermeria, inyectables,2014-02-01,1299,1299
CHARAÑA,otras actividades de enfermeria, inyectables,2014-02-01,55,55
CHAYANTA,otras actividades de enfermeria, inyectables,2014-02-01,345,345
CHIMORE,otras actividades de enfermeria, inyectables,2014-02-01,726,726
CHIPAYA,otras actividades de enfermeria, inyectables,2014-02-01,22,22
CHOQUE COTA,otras actividades de enfermeria, inyectables,2014-02-01,31,31
CHUA COCANI,otras actividades de enfermeria, inyectables,2014-02-01,110,110
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria, inyectables,2014-02-01,996,996
CHUMA,otras actividades de enfermeria, inyectables,2014-02-01,221,221
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria, inyectables,2014-02-01,100,100
CKOCHAS,otras actividades de enfermeria, inyectables,2014-02-01,203,203
CLIZA,otras actividades de enfermeria, inyectables,2014-02-01,690,690
COBIJA,otras actividades de enfermeria, inyectables,2014-02-01,12081,12081
COCAPATA,otras actividades de enfermeria, inyectables,2014-02-01,117,117
COCHABAMBA,otras actividades de enfermeria, inyectables,2014-02-01,68430,68430
COIPASA,otras actividades de enfermeria, inyectables,2014-02-01,20,20
COLCAPIRHUA,otras actividades de enfermeria, inyectables,2014-02-01,1963,1963
"COLCHA ""K""",otras actividades de enfermeria, inyectables,2014-02-01,716,716
COLLANA,otras actividades de enfermeria, inyectables,2014-02-01,70,70
COLOMI,otras actividades de enfermeria, inyectables,2014-02-01,332,332
COLPA BELGICA,otras actividades de enfermeria, inyectables,2014-02-01,820,820
COLQUECHACA,otras actividades de enfermeria, inyectables,2014-02-01,536,536
COLQUENCHA,otras actividades de enfermeria, inyectables,2014-02-01,87,87
COLQUIRI,otras actividades de enfermeria, inyectables,2014-02-01,574,574
COMANCHE,otras actividades de enfermeria, inyectables,2014-02-01,15,15
COMARAPA,otras actividades de enfermeria, inyectables,2014-02-01,997,997
COMBAYA,otras actividades de enfermeria, inyectables,2014-02-01,25,25
CONCEPCION,otras actividades de enfermeria, inyectables,2014-02-01,507,507
COPACABANA,otras actividades de enfermeria, inyectables,2014-02-01,311,311
CORIPATA,otras actividades de enfermeria, inyectables,2014-02-01,380,380
CORO CORO,otras actividades de enfermeria, inyectables,2014-02-01,104,104
COROICO,otras actividades de enfermeria, inyectables,2014-02-01,802,802
CORQUE,otras actividades de enfermeria, inyectables,2014-02-01,176,176
COTAGAITA,otras actividades de enfermeria, inyectables,2014-02-01,2753,2753
COTOCA,otras actividades de enfermeria, inyectables,2014-02-01,2200,2200
CRUZ DE MACHACAMARCA,otras actividades de enfermeria, inyectables,2014-02-01,11,11
CUATRO CAÑADAS,otras actividades de enfermeria, inyectables,2014-02-01,1163,1163
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria, inyectables,2014-02-01,32,32
CUEVO,otras actividades de enfermeria, inyectables,2014-02-01,168,168
CULPINA,otras actividades de enfermeria, inyectables,2014-02-01,880,880
CURAHUARA DE CARANGAS,otras actividades de enfermeria, inyectables,2014-02-01,108,108
CURVA,otras actividades de enfermeria, inyectables,2014-02-01,62,62
DESAGUADERO,otras actividades de enfermeria, inyectables,2014-02-01,120,120
EL ALTO,otras actividades de enfermeria, inyectables,2014-02-01,37190,37190
EL CHORO,otras actividades de enfermeria, inyectables,2014-02-01,89,89
EL PUENTE(STC),otras actividades de enfermeria, inyectables,2014-02-01,634,634
EL PUENTE(TJA),otras actividades de enfermeria, inyectables,2014-02-01,1098,1098
EL TORNO,otras actividades de enfermeria, inyectables,2014-02-01,5671,5671
EL VILLAR,otras actividades de enfermeria, inyectables,2014-02-01,250,250
ENTRE RIOS TRJ,otras actividades de enfermeria, inyectables,2014-02-01,2245,2245
ENTRE RIOS CBBA,otras actividades de enfermeria, inyectables,2014-02-01,692,692
ESCARA,otras actividades de enfermeria, inyectables,2014-02-01,13,13
ESCOMA,otras actividades de enfermeria, inyectables,2014-02-01,218,218
ESMERALDA,otras actividades de enfermeria, inyectables,2014-02-01,9,9
EUCALIPTUS,otras actividades de enfermeria, inyectables,2014-02-01,168,168
EUREKA (SANTOS MERCADO),otras actividades de enfermeria, inyectables,2014-02-01,75,75
EXALTACION,otras actividades de enfermeria, inyectables,2014-02-01,50,50
FERNANDEZ ALONSO,otras actividades de enfermeria, inyectables,2014-02-01,840,840
FILADELFIA,otras actividades de enfermeria, inyectables,2014-02-01,393,393
GENERAL SAAVEDRA,otras actividades de enfermeria, inyectables,2014-02-01,446,446
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria, inyectables,2014-02-01,375,375
GUANAY,otras actividades de enfermeria, inyectables,2014-02-01,516,516
GUAQUI,otras actividades de enfermeria, inyectables,2014-02-01,107,107
GUAYARAMERIN,otras actividades de enfermeria, inyectables,2014-02-01,16037,16037
GUTIERREZ,otras actividades de enfermeria, inyectables,2014-02-01,456,456
HUACARETA,otras actividades de enfermeria, inyectables,2014-02-01,1181,1181
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria, inyectables,2014-02-01,94,94
HUACHACALLA,otras actividades de enfermeria, inyectables,2014-02-01,179,179
HUANUNI,otras actividades de enfermeria, inyectables,2014-02-01,4760,4760
HUARACAJE,otras actividades de enfermeria, inyectables,2014-02-01,203,203
HUARINA,otras actividades de enfermeria, inyectables,2014-02-01,175,175
HUATAJATA,otras actividades de enfermeria, inyectables,2014-02-01,237,237
HUAYLLAMARCA,otras actividades de enfermeria, inyectables,2014-02-01,112,112
HUMANATA,otras actividades de enfermeria, inyectables,2014-02-01,63,63
ICHOCA,otras actividades de enfermeria, inyectables,2014-02-01,39,39
ICLA,otras actividades de enfermeria, inyectables,2014-02-01,289,289
INCAHUASI,otras actividades de enfermeria, inyectables,2014-02-01,436,436
INGAVI (HUMAITA),otras actividades de enfermeria, inyectables,2014-02-01,29,29
INQUISIVI,otras actividades de enfermeria, inyectables,2014-02-01,119,119
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria, inyectables,2014-02-01,721,721
IXIAMAS,otras actividades de enfermeria, inyectables,2014-02-01,274,274
JESUS DE MACHACA,otras actividades de enfermeria, inyectables,2014-02-01,492,492
LA ASUNTA,otras actividades de enfermeria, inyectables,2014-02-01,694,694
LA GUARDIA,otras actividades de enfermeria, inyectables,2014-02-01,3264,3264
LA PAZ,otras actividades de enfermeria, inyectables,2014-02-01,164267,164267
LA RIVERA,otras actividades de enfermeria, inyectables,2014-02-01,13,13
LAGUNILLAS,otras actividades de enfermeria, inyectables,2014-02-01,380,380
LAJA,otras actividades de enfermeria, inyectables,2014-02-01,217,217
LAS CARRERAS,otras actividades de enfermeria, inyectables,2014-02-01,233,233
LICOMA PAMPA,otras actividades de enfermeria, inyectables,2014-02-01,33,33
LLALLAGUA,otras actividades de enfermeria, inyectables,2014-02-01,3710,3710
LLICA,otras actividades de enfermeria, inyectables,2014-02-01,349,349
LORETO,otras actividades de enfermeria, inyectables,2014-02-01,166,166
LURIBAY,otras actividades de enfermeria, inyectables,2014-02-01,143,143
MACHACAMARCA,otras actividades de enfermeria, inyectables,2014-02-01,94,94
MACHARETI,otras actividades de enfermeria, inyectables,2014-02-01,448,448
MAGDALENA,otras actividades de enfermeria, inyectables,2014-02-01,2897,2897
MAIRANA,otras actividades de enfermeria, inyectables,2014-02-01,516,516
MALLA,otras actividades de enfermeria, inyectables,2014-02-01,20,20
MAPIRI,otras actividades de enfermeria, inyectables,2014-02-01,429,429
MECAPACA,otras actividades de enfermeria, inyectables,2014-02-01,176,176
MINEROS,otras actividades de enfermeria, inyectables,2014-02-01,1153,1153
MIZQUE,otras actividades de enfermeria, inyectables,2014-02-01,1181,1181
MOCOMOCO,otras actividades de enfermeria, inyectables,2014-02-01,100,100
MOJINETE,otras actividades de enfermeria, inyectables,2014-02-01,40,40
MOJOCOYA,otras actividades de enfermeria, inyectables,2014-02-01,458,458
MONTEAGUDO,otras actividades de enfermeria, inyectables,2014-02-01,4620,4620
MONTERO,otras actividades de enfermeria, inyectables,2014-02-01,14192,14192
MORO MORO,otras actividades de enfermeria, inyectables,2014-02-01,235,235
MOROCHATA,otras actividades de enfermeria, inyectables,2014-02-01,218,218
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria, inyectables,2014-02-01,182,182
NAZACARA DE PACAJES,otras actividades de enfermeria, inyectables,2014-02-01,9,9
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria, inyectables,2014-02-01,142,142
OCURI,otras actividades de enfermeria, inyectables,2014-02-01,273,273
OKINAWA,otras actividades de enfermeria, inyectables,2014-02-01,371,371
OMEREQUE,otras actividades de enfermeria, inyectables,2014-02-01,395,395
ORURO,otras actividades de enfermeria, inyectables,2014-02-01,59179,59179
PADCAYA,otras actividades de enfermeria, inyectables,2014-02-01,1639,1639
PADILLA,otras actividades de enfermeria, inyectables,2014-02-01,2791,2791
PAILON,otras actividades de enfermeria, inyectables,2014-02-01,845,845
PALCA,otras actividades de enfermeria, inyectables,2014-02-01,236,236
PALOS BLANCOS,otras actividades de enfermeria, inyectables,2014-02-01,902,902
PAMPA AULLAGAS,otras actividades de enfermeria, inyectables,2014-02-01,45,45
PAMPA GRANDE,otras actividades de enfermeria, inyectables,2014-02-01,438,438
PAPEL PAMPA,otras actividades de enfermeria, inyectables,2014-02-01,217,217
PASORAPA,otras actividades de enfermeria, inyectables,2014-02-01,216,216
PATACAMAYA,otras actividades de enfermeria, inyectables,2014-02-01,250,250
PAZÑA,otras actividades de enfermeria, inyectables,2014-02-01,202,202
PELECHUCO,otras actividades de enfermeria, inyectables,2014-02-01,173,173
POCOATA,otras actividades de enfermeria, inyectables,2014-02-01,172,172
POCONA,otras actividades de enfermeria, inyectables,2014-02-01,286,286
POJO (CBBA),otras actividades de enfermeria, inyectables,2014-02-01,282,282
POOPO,otras actividades de enfermeria, inyectables,2014-02-01,352,352
PORCO,otras actividades de enfermeria, inyectables,2014-02-01,321,321
POROMA,otras actividades de enfermeria, inyectables,2014-02-01,536,536
PORONGO,otras actividades de enfermeria, inyectables,2014-02-01,197,197
PORTACHUELO,otras actividades de enfermeria, inyectables,2014-02-01,7344,7344
PORVENIR,otras actividades de enfermeria, inyectables,2014-02-01,790,790
POSTRER VALLE,otras actividades de enfermeria, inyectables,2014-02-01,88,88
POTOSI,otras actividades de enfermeria, inyectables,2014-02-01,50272,50272
PRESTO,otras actividades de enfermeria, inyectables,2014-02-01,408,408
PUCARA,otras actividades de enfermeria, inyectables,2014-02-01,92,92
PUCARANI,otras actividades de enfermeria, inyectables,2014-02-01,475,475
PUERTO ACOSTA,otras actividades de enfermeria, inyectables,2014-02-01,73,73
PUERTO CARABUCO,otras actividades de enfermeria, inyectables,2014-02-01,111,111
PUERTO GONZALO MORENO,otras actividades de enfermeria, inyectables,2014-02-01,706,706
PUERTO PEREZ,otras actividades de enfermeria, inyectables,2014-02-01,133,133
PUERTO QUIJARRO,otras actividades de enfermeria, inyectables,2014-02-01,395,395
PUERTO RICO,otras actividades de enfermeria, inyectables,2014-02-01,1156,1156
PUERTO SILES,otras actividades de enfermeria, inyectables,2014-02-01,81,81
PUERTO SUAREZ,otras actividades de enfermeria, inyectables,2014-02-01,1745,1745
PUERTO VILLARROEL,otras actividades de enfermeria, inyectables,2014-02-01,9470,9470
PUNA,otras actividades de enfermeria, inyectables,2014-02-01,734,734
PUNATA,otras actividades de enfermeria, inyectables,2014-02-01,4013,4013
QUIABAYA,otras actividades de enfermeria, inyectables,2014-02-01,173,173
QUILLACOLLO,otras actividades de enfermeria, inyectables,2014-02-01,6573,6573
QUIME,otras actividades de enfermeria, inyectables,2014-02-01,232,232
QUIRUSILLAS,otras actividades de enfermeria, inyectables,2014-02-01,119,119
RAVELO,otras actividades de enfermeria, inyectables,2014-02-01,556,556
REYES,otras actividades de enfermeria, inyectables,2014-02-01,1843,1843
RIBERALTA,otras actividades de enfermeria, inyectables,2014-02-01,11986,11986
ROBORE,otras actividades de enfermeria, inyectables,2014-02-01,1937,1937
RURRENABAQUE,otras actividades de enfermeria, inyectables,2014-02-01,2961,2961
SABAYA,otras actividades de enfermeria, inyectables,2014-02-01,389,389
SACABA,otras actividades de enfermeria, inyectables,2014-02-01,3659,3659
SACABAMBA,otras actividades de enfermeria, inyectables,2014-02-01,79,79
SACACA,otras actividades de enfermeria, inyectables,2014-02-01,219,219
SAIPINA,otras actividades de enfermeria, inyectables,2014-02-01,140,140
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria, inyectables,2014-02-01,413,413
SAMAIPATA,otras actividades de enfermeria, inyectables,2014-02-01,633,633
SAN AGUSTIN,otras actividades de enfermeria, inyectables,2014-02-01,71,71
SAN ANDRES,otras actividades de enfermeria, inyectables,2014-02-01,287,287
SAN ANDRES DE MACHACA,otras actividades de enfermeria, inyectables,2014-02-01,87,87
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria, inyectables,2014-02-01,81,81
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria, inyectables,2014-02-01,364,364
SAN BENITO,otras actividades de enfermeria, inyectables,2014-02-01,275,275
SAN BORJA,otras actividades de enfermeria, inyectables,2014-02-01,1570,1570
SAN BUENA VENTURA,otras actividades de enfermeria, inyectables,2014-02-01,580,580
SAN CARLOS,otras actividades de enfermeria, inyectables,2014-02-01,1759,1759
SAN IGNACIO,otras actividades de enfermeria, inyectables,2014-02-01,2458,2458
SAN IGNACIO DE VELASCO,otras actividades de enfermeria, inyectables,2014-02-01,14435,14435
SAN JAVIER(BNI),otras actividades de enfermeria, inyectables,2014-02-01,148,148
SAN JAVIER(STC),otras actividades de enfermeria, inyectables,2014-02-01,212,212
SAN JOAQUIN,otras actividades de enfermeria, inyectables,2014-02-01,249,249
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria, inyectables,2014-02-01,1531,1531
SAN JUAN DE YAPACANI,otras actividades de enfermeria, inyectables,2014-02-01,386,386
SAN JULIAN,otras actividades de enfermeria, inyectables,2014-02-01,1852,1852
SAN LORENZO(PND),otras actividades de enfermeria, inyectables,2014-02-01,225,225
SAN LORENZO(TJA),otras actividades de enfermeria, inyectables,2014-02-01,1284,1284
SAN LUCAS,otras actividades de enfermeria, inyectables,2014-02-01,1660,1660
SAN MATIAS,otras actividades de enfermeria, inyectables,2014-02-01,1884,1884
SAN MIGUEL DE VELASCO,otras actividades de enfermeria, inyectables,2014-02-01,531,531
SAN PABLO DE LIPEZ,otras actividades de enfermeria, inyectables,2014-02-01,134,134
SAN PEDRO,otras actividades de enfermeria, inyectables,2014-02-01,1139,1139
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria, inyectables,2014-02-01,256,256
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria, inyectables,2014-02-01,84,84
SAN PEDRO DE QUEMES,otras actividades de enfermeria, inyectables,2014-02-01,35,35
SAN PEDRO DE TIQUINA,otras actividades de enfermeria, inyectables,2014-02-01,231,231
SAN PEDRO(PND),otras actividades de enfermeria, inyectables,2014-02-01,252,252
SAN RAFAEL,otras actividades de enfermeria, inyectables,2014-02-01,821,821
