municipality,group,variable,month,Total 7.3 Curaciones y/o suturas,TOTAL
VILLA SERRANO,otras actividades de enfermeria, curaciones y/o suturas,2014-01-01,76,76
VILLA TUNARI,otras actividades de enfermeria, curaciones y/o suturas,2014-01-01,705,705
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria, curaciones y/o suturas,2014-01-01,14,14
VILLAZON,otras actividades de enfermeria, curaciones y/o suturas,2014-01-01,793,793
VINTO,otras actividades de enfermeria, curaciones y/o suturas,2014-01-01,178,178
VITICHI,otras actividades de enfermeria, curaciones y/o suturas,2014-01-01,23,23
WALDO BALLIVIAN,otras actividades de enfermeria, curaciones y/o suturas,2014-01-01,7,7
WARNES,otras actividades de enfermeria, curaciones y/o suturas,2014-01-01,392,392
YACO,otras actividades de enfermeria, curaciones y/o suturas,2014-01-01,18,18
YACUIBA,otras actividades de enfermeria, curaciones y/o suturas,2014-01-01,4659,4659
YAMPARAEZ,otras actividades de enfermeria, curaciones y/o suturas,2014-01-01,25,25
YANACACHI,otras actividades de enfermeria, curaciones y/o suturas,2014-01-01,38,38
YAPACANI,otras actividades de enfermeria, curaciones y/o suturas,2014-01-01,253,253
YOCALLA,otras actividades de enfermeria, curaciones y/o suturas,2014-01-01,24,24
YOTALA,otras actividades de enfermeria, curaciones y/o suturas,2014-01-01,71,71
YUNCHARA,otras actividades de enfermeria, curaciones y/o suturas,2014-01-01,37,37
ZUDAÑEZ,otras actividades de enfermeria, curaciones y/o suturas,2014-01-01,148,148
ACACIO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,21,21
ACHACACHI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,208,208
ACHOCALLA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,43,43
AIQUILE,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,270,270
ALALAY,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,12,12
ALCALA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,17,17
ALTO BENI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,37,37
ANCORAIMES,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,45,45
ANDAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,21,21
ANTEQUERA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,7,7
ANZALDO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,109,109
APOLO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,77,77
ARAMPAMPA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,25,25
ARANI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,95,95
ARBIETO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,92,92
ARQUE,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,31,31
ASCENCION DE GUARAYOS,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,477,477
ATOCHA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,515,515
AUCAPATA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,9,9
AYATA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,27,27
AYO AYO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,19,19
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,147,147
AZURDUY,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,89,89
BATALLAS,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,62,62
BAURES,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,190,190
BELEN DE ANDAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,10,10
BELEN DE URMIRI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,4,4
BELLA FLOR,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,37,37
BERMEJO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,2026,2026
BETANZOS,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,200,200
BOLIVAR,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,17,17
BOLPEBRA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,21,21
BOYUIBE,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,27,27
BUENA VISTA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,109,109
CABEZAS,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,215,215
CAIROMA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,61,61
"CAIZA ""D""",otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,65,65
CAJUATA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,29,29
CALACOTO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,7,7
CALAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,66,66
CAMARGO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,65,65
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,10,10
CAMIRI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,1266,1266
CAPINOTA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,176,176
CAQUIAVIRI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,27,27
CARACOLLO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,218,218
CARANAVI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,520,520
CARAPARI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,303,303
CARIPUYO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,13,13
CARMEN RIVERO TORREZ,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,53,53
CATACORA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,2,2
CHACARILLA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,3,3
CHALLAPATA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,413,413
CHAQUI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,18,18
CHARAGUA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,146,146
CHARAÑA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,15,15
CHAYANTA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,65,65
CHIMORE,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,275,275
CHOQUE COTA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,6,6
CHUA COCANI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,24,24
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,111,111
CHUMA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,62,62
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,20,20
CKOCHAS,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,13,13
CLIZA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,415,415
COBIJA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,1295,1295
COCAPATA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,23,23
COCHABAMBA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,11864,11864
COIPASA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,5,5
COLCAPIRHUA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,682,682
"COLCHA ""K""",otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,53,53
COLLANA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,30,30
COLOMI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,137,137
COLPA BELGICA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,159,159
COLQUECHACA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,138,138
COLQUENCHA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,38,38
COLQUIRI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,229,229
COMANCHE,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,15,15
COMARAPA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,179,179
COMBAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,20,20
CONCEPCION,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,97,97
COPACABANA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,98,98
CORIPATA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,71,71
CORO CORO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,26,26
COROICO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,81,81
CORQUE,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,43,43
COTAGAITA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,503,503
COTOCA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,1053,1053
CUATRO CAÑADAS,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,340,340
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,1,1
CUEVO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,37,37
CULPINA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,99,99
CURAHUARA DE CARANGAS,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,30,30
CURVA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,16,16
DESAGUADERO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,21,21
EL ALTO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,9523,9523
EL CHORO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,30,30
EL PUENTE(STC),otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,112,112
EL PUENTE(TJA),otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,108,108
EL TORNO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,1222,1222
EL VILLAR,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,20,20
ENTRE RIOS TRJ,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,317,317
ENTRE RIOS CBBA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,198,198
ESCOMA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,196,196
ESMERALDA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,1,1
EUCALIPTUS,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,30,30
EUREKA (SANTOS MERCADO),otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,8,8
EXALTACION,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,5,5
FERNANDEZ ALONSO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,178,178
FILADELFIA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,49,49
GENERAL SAAVEDRA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,101,101
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,33,33
GUANAY,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,162,162
GUAQUI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,12,12
GUAYARAMERIN,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,1906,1906
GUTIERREZ,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,34,34
HUACARETA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,77,77
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,5,5
HUACHACALLA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,40,40
HUANUNI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,995,995
HUARACAJE,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,116,116
HUARINA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,35,35
HUATAJATA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,59,59
HUAYLLAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,33,33
HUMANATA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,15,15
ICHOCA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,4,4
ICLA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,13,13
INCAHUASI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,46,46
INGAVI (HUMAITA),otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,2,2
INQUISIVI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,19,19
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,87,87
IXIAMAS,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,38,38
JESUS DE MACHACA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,82,82
LA ASUNTA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,168,168
LA GUARDIA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,1172,1172
LA PAZ,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,30527,30527
LA RIVERA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,4,4
LAGUNILLAS,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,36,36
LAJA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,49,49
LAS CARRERAS,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,17,17
LICOMA PAMPA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,2,2
LLALLAGUA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,564,564
LLICA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,20,20
LORETO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,23,23
LURIBAY,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,56,56
MACHACAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,23,23
MACHARETI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,39,39
MAGDALENA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,457,457
MAIRANA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,304,304
MALLA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,4,4
MAPIRI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,50,50
MECAPACA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,52,52
MINEROS,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,124,124
MIZQUE,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,248,248
MOCOMOCO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,28,28
MOJINETE,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,8,8
MOJOCOYA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,28,28
MONTEAGUDO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,513,513
MONTERO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,2530,2530
MORO MORO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,22,22
MOROCHATA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,43,43
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,33,33
NAZACARA DE PACAJES,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,56,56
OCURI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,25,25
OKINAWA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,108,108
OMEREQUE,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,63,63
ORURO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,7942,7942
PADCAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,257,257
PADILLA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,132,132
PAILON,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,151,151
PALCA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,59,59
PALOS BLANCOS,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,197,197
PAMPA AULLAGAS,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,4,4
PAMPA GRANDE,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,102,102
PAPEL PAMPA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,34,34
PASORAPA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,20,20
PATACAMAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,131,131
PAZÑA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,30,30
PELECHUCO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,33,33
POCOATA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,55,55
POCONA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,76,76
POJO (CBBA),otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,44,44
POOPO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,103,103
PORCO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,40,40
POROMA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,41,41
PORONGO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,36,36
PORTACHUELO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,1503,1503
PORVENIR,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,84,84
POSTRER VALLE,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,19,19
POTOSI,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,4859,4859
PRESTO,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,12,12
PUCARA,otras actividades de enfermeria, curaciones y/o suturas,2014-02-01,7,7
