,group,variable,month,CARDIOVASCULARES CANTIDAD,CARDIOVASCULARES CANTIDAD,TOTALES
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-02-01,5,2,7
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-02-01,33,29,62
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-02-01,0,1,1
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-02-01,1,0,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-02-01,18,19,37
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-02-01,4,1,5
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-02-01,4,7,11
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-02-01,5,3,8
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-02-01,20,31,51
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-02-01,8,18,26
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-02-01,11,9,20
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-02-01,0,2,2
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-02-01,5,3,8
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-02-01,4,4,8
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-02-01,1,6,7
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,3,3,6
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,3,7,10
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,1,2
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,2,2,4
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,6,2,8
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,1,1
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,2,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,17,12,29
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,3,3,6
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,1,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,3,0,3
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,26,34,60
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,20,25,45
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,2,2
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,2,2
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,3,3
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,2,3,5
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,6,7
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,14,19,33
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,2,0,2
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,120,164,284
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,2,0,2
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,5,5
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,8,9,17
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,6,4,10
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,3,6,9
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,333,273,606
EL CHORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,1,1
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,5,0,5
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,24,16,40
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,1,1
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,5,2,7
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,5,18,23
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,4,18,22
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,9,6,15
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,1,2
HUATAJATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,2,16,18
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,10,10,20
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,4,3,7
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,6,15,21
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,262,345,607
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,2,1,3
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,6,6
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,1,1
MAPIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,3,4,7
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,5,4,9
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,14,13,27
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,22,31,53
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,15,6,21
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,2,3
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,41,47,88
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,11,6,17
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,4,5,9
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,5,2,7
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,4,4,8
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,2,3,5
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,1,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,29,39,68
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,1,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,3,3,6
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,7,6,13
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,2,3,5
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,4,4
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,2,3
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,9,10,19
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,2,1,3
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,2,1,3
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,4,5
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,7,2,9
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,2,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,8,10,18
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,8,2,10
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,2,3,5
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,2,3,5
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,10,18,28
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,2,3
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,2,0,2
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,15,17,32
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,316,374,690
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,4,5
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,6,1,7
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,11,16,27
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,185,355,540
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,1,1
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,1,2
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,17,23,40
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,2,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,13,25,38
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,4,7,11
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,3,0,3
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,3,3,6
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,1,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,2,2
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,3,6,9
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,12,12
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,63,82,145
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,2,2
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,2,3
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,2,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,19,12,31
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,1,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,1,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,13,15,28
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,2,0,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,10,2,12
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,6,10,16
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,0,3,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,7,6,13
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,16,23,39
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,2,3
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,5,0,5
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,20,0,20
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-03-01,1,0,1
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,6,3,9
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,2,12,14
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,1,0,1
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,1,0,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,0,21,21
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,1,8,9
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,0,4,4
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,2,4,6
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,26,14,40
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,9,10,19
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,1,0,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,1,0,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,1,0,1
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,4,5,9
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,43,56,99
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,18,20,38
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,4,1,5
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,3,4,7
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,0,4,4
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-04-01,0,2,2
