,group,variable,month,SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,TOTALES
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,3,3
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,324,849,1173
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,1,0,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,1,1
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,6,13,19
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,3,5,8
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,4,6,10
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,3,0,3
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,6,6
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,103,441,544
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,1,1
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,1,1
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,1,1
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,4,2,6
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,3,5,8
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,43,63,106
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,2,5,7
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,1,0,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,1,1,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,7,80,87
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,1,3,4
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,2,2
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,3,5,8
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,53,53
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,2,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,2,4,6
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,9,43,52
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,1,3,4
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,3,1,4
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,1,1
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,1,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,2,2,4
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,30,60,90
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,8,12,20
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,258,759,1017
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,8,8
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,2,4,6
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,1,4,5
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,47,47
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,3,2,5
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,12,275,287
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,2,0,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,78,402,480
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,9,27,36
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,32,8,40
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,3,7,10
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,3,3
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,1,1
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,11,9,20
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,8,201,209
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,50,111,161
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,1,1,2
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,4,9,13
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,1,0,1
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,2,1,3
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,59,89,148
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,1,4,5
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,1,0,1
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,5,17,22
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,3,3
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,1,11,12
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,1,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,1,2,3
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,5,8,13
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,3,18,21
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,0,1,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-10-01,4,2,6
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,2,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,63,75,138
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
ANZALDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,2,4,6
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,6,6
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,3,1,4
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,33,40,73
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,11,12
BOLPEBRA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,2,2
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,1,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,2,2
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,2,1,3
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,2,30,32
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,12,17,29
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,6,7
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,3,5,8
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,0,1
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,42,51,93
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,15,47,62
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,83,433,516
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,4,0,4
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,0,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,4,1,5
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,2,2,4
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,2,2
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,3,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,226,603,829
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,4,4
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,4,4
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,1,2
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,1,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,484,796,1280
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,0,1
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,4,4
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,4,10,14
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,10,16,26
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,49,386,435
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,2,2
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,26,14,40
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,12,9,21
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,5,6
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,2,0,2
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,22,74,96
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,2,2
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,2,3,5
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,5,17,22
QUIABAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,9,70,79
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,8,6,14
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,1,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,2,29,31
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,0,1
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,1,2
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,1,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,2,18,20
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,0,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,8,36,44
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,2,2
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
SAN LORENZO(PND),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,1,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,0,1
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,2,5,7
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,40,58,98
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,8,7,15
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,183,463,646
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,6,7
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,2,2,4
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,84,84
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,3,3
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,0,1
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,2,6,8
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,10,117,127
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,0,1
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,3,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,65,260,325
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,3,5,8
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,11,4,15
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,4,19,23
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,6,6
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,9,15,24
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,4,0,4
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,3,68,71
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,23,91,114
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,69,63,132
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,3,3
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,1,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,2,2
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,3,4
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,1,0,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,2,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,5,3,8
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,3,1,4
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,13,60,73
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-11-01,0,2,2
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,42,60,102
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,1,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,7,12,19
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,17,20,37
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,2,9,11
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,0,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,3,11,14
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,0,1
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,3,5,8
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,36,30,66
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,4,29,33
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,84,354,438
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,7,8
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,1,1
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,3,6,9
CUEVO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,2,2
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,161,533,694
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,1,1
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,2,2
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,0,1
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,1,1
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,3,7,10
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,2,2
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,1,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,1,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,2,3,5
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,263,677,940
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,2,0,2
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,2,2
