,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,1,1
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,5,12,17
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,16,19,35
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,76,144,220
EL CHORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,0,1
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,2,0,2
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,25,23,48
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,3,4,7
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,1,2
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,3,4
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,8,0,8
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,7,11,18
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,3,5,8
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,5,2,7
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,4,12,16
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,14,9,23
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,1,2
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,7,11,18
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,2,2
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,8,9
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,17,33,50
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,1,2
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,4,3,7
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,4,2,6
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,6,14,20
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,176,528,704
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,1,1
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,3,3
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,21,42,63
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,47,61,108
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,1,1
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,2,2
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,1,1
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,2,0,2
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,5,2,7
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,3,4,7
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,5,17,22
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,3,1,4
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,1,1
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,2,0,2
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,3,3
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,2,5,7
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,83,155,238
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,11,8,19
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,9,13,22
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,2,8,10
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,13,7,20
PAMPA AULLAGAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,1,2
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,22,27,49
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,5,8,13
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,2,5,7
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,2,7,9
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,0,1
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,4,6,10
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,1,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,21,36,57
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,14,10,24
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,37,35,72
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,14,18,32
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,12,13,25
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,7,4,11
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,25,26,51
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,5,3,8
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,3,0,3
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,6,13,19
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,4,1,5
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,8,8,16
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,5,7,12
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,3,2,5
REYES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,2,3
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,3,9,12
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,6,4,10
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,3,3,6
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,6,20,26
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,12,8,20
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,6,19,25
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,3,2,5
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,2,2
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,6,6,12
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,4,4
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,4,8,12
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,6,8,14
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,2,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,12,13,25
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,2,7,9
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,5,10,15
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,2,2
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,26,23,49
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,6,7,13
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,13,48,61
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,5,14,19
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,4,3,7
SAN PABLO DE LIPEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,2,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,14,15,29
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,5,6
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,4,10,14
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,4,4
SAN PEDRO DE TIQUINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,5,6
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,3,3
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,2,1,3
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,4,5
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,151,281,432
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,13,19,32
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,7,8,15
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,6,8,14
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,10,11
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,3,3,6
SANTIVAÑES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,3,3
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,3,4
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,30,29,59
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,3,2,5
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,12,19,31
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,2,2
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,10,8,18
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,437,885,1322
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,2,2
TACOBAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,5,6,11
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,12,12,24
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,13,18,31
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,2,18,20
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,5,10,15
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,4,15,19
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,7,19,26
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,3,15,18
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,2,3,5
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,2,2
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,2,0,2
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,8,9,17
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,17,21,38
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,2,2,4
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,2,3
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,3,7,10
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,1,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,10,16,26
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,13,13
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,2,3
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,7,12,19
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,3,8,11
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,1,2
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,3,7,10
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,11,10,21
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,3,8,11
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,73,80,153
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,4,3,7
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,3,4,7
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,2,10,12
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,28,41,69
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,5,10,15
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,4,7,11
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,8,15,23
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,2,4,6
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,11,20,31
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,0,4,4
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,8,13,21
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,37,64,101
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,2,6,8
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,2,5,7
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,13,6,19
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,1,1,2
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,5,5,10
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-02-01,2,3,5
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,26,38,64
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,2,3,5
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,6,21,27
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,7,9,16
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,15,31,46
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,2,3,5
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,2,9,11
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,0,1,1
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,4,4,8
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,5,15,20
ARQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,5,5,10
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,13,16,29
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,20,27,47
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,2,3,5
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,35,46,81
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,3,8,11
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,28,23,51
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,15,38,53
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,1,6,7
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-03-01,1,0,1
