,group,variable,month,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES,TOTALES,TOTALES
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,6,0,6,6
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,78,0,78,78
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,16,0,16,16
EUCALIPTUS,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,3,0,3,3
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,4,0,4,4
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,8,0,8,8
GENERAL SAAVEDRA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,26,0,26,26
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,168,0,168,168
GUTIERREZ,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,11,0,11,11
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,13,0,13,13
INGAVI (HUMAITA),vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,5,0,5,5
INQUISIVI,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,8,0,8,8
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,17,0,17,17
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,348,0,348,348
LICOMA PAMPA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,2,0,2,2
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,74,0,74,74
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,16,0,16,16
MINEROS,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,53,0,53,53
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,11,0,11,11
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,72,0,72,72
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,183,0,183,183
NACEBE (SANTA ROSA DEL ABUNA),vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,5,0,5,5
ORURO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,181,0,181,181
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,18,0,18,18
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,6,0,6,6
PAILON,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,9,0,9,9
PORONGO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,17,0,17,17
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,61,0,61,61
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,4,0,4,4
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,55,0,55,55
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,3,0,3,3
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,2,0,2,2
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,13,0,13,13
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,47,0,47,47
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,63,0,63,63
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,140,0,140,140
QUIME,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,4,0,4,4
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,3,0,3,3
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,32,0,32,32
SACABA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,247,0,247,247
SAN BORJA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,9,0,9,9
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,17,0,17,17
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,37,0,37,37
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,120,0,120,120
SAN JAVIER(STC),vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,11,0,11,11
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,20,0,20,20
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,22,0,22,22
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,6,0,6,6
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,6,0,6,6
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,9,0,9,9
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,30,0,30,30
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,27,0,27,27
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,343,0,343,343
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,12,0,12,12
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,2,0,2,2
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,137,0,137,137
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,23,0,23,23
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,135,0,135,135
TARVITA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,3,0,3,3
TIQUIPAYA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,2,0,2,2
TOCO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,5,0,5,5
TOLATA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,3,0,3,3
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,2,0,2,2
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,9,0,9,9
TOTORA(CBBA),vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,10,0,10,10
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,25,0,25,25
TURCO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,1,0,1,1
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,5,0,5,5
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,33,0,33,33
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,2,0,2,2
VILLA CHARCAS,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,1,0,1,1
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,67,0,67,67
VILLA NUEVA (LOMA ALTA),vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,1,0,1,1
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,9,0,9,9
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,81,0,81,81
VINTO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,12,0,12,12
WARNES,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,111,0,111,111
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,4,0,4,4
YAMPARAEZ,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,3,0,3,3
YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,16,0,16,16
YOTALA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,10,0,10,10
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,8,0,8,8
ZUDAÑEZ,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,7,0,7,7
