,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,2,2,1,3,3,5,8
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,9,5,0,0,9,5,14
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,32,33,2,1,34,34,68
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,1,3,5,1,6,4,10
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,13,12,8,4,21,16,37
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,21,12,0,3,21,15,36
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,48,29,8,8,56,37,93
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,9,6,0,0,9,6,15
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,2,2,4,3,6,5,11
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,22,10,2,2,24,12,36
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,6,5,3,3,9,8,17
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,33,26,4,6,37,32,69
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,1,0,2,1,3,1,4
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,15,14,0,0,15,14,29
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,7,7,5,5,12,12,24
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,13,6,0,0,13,6,19
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,9,2,6,2,15,4,19
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,0,1,0,0,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,17,9,0,1,17,10,27
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,12,11,6,2,18,13,31
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,3,2,0,1,3,3,6
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,3,1,0,0,3,1,4
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,0,0,2,1,2,1,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,8,3,0,0,8,3,11
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,6,3,2,1,8,4,12
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,6,8,0,0,6,8,14
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,16,14,0,0,16,14,30
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,824,766,5,7,829,773,1602
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,3,6,0,0,3,6,9
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,15,8,2,1,17,9,26
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,2,1,0,0,2,1,3
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,4,0,2,0,6,0,6
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,0,2,0,2,0,4,4
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,4,3,0,0,4,3,7
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,1,4,1,1,2,5,7
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,0,1,1,1,1,2,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,1,6,1,0,2,6,8
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,8,0,0,4,8,4,12
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,13,21,2,2,15,23,38
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,8,7,1,2,9,9,18
SICAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,2,1,1,1,3,2,5
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,35,39,2,2,37,41,78
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,2,1,2,0,4,1,5
SORACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,3,5,2,2,5,7,12
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,11,9,2,2,13,11,24
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,195,217,2,2,197,219,416
TACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,0,0,1,1,1,1,2
TACACOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,4,0,0,0,4,0,4
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,4,1,0,0,4,1,5
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,2,1,0,0,2,1,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,13,13,2,6,15,19,34
TARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,3,2,2,0,5,2,7
TARACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1,0,1
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,5,9,2,0,7,9,16
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,122,134,7,4,129,138,267
TARVITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,3,4,4,4,7,8,15
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,7,4,0,0,7,4,11
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,5,6,0,1,5,7,12
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,4,2,5,8,9,10,19
TIPUANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,5,5,0,0,5,5,10
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,28,28,13,11,41,39,80
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,10,4,8,8,18,12,30
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,0,0,0,1,0,1,1
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,1,3,1,0,2,3,5
TOLATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,2,1,3,1,5,2,7
TOLEDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,1,1,0,0,1,1,2
TOMAVE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,2,1,2,1,4,2,6
TOMINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,1,3,0,0,1,3,4
TORO TORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,2,0,4,3,6,3,9
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,5,3,4,1,9,4,13
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,1,1,0,0,1,1,2
TRIGAL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,59,67,0,0,59,67,126
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,21,20,1,0,22,20,42
TURCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,0,1,0,0,0,1,1
UMALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,2,2,1,2,3,4,7
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,7,14,2,5,9,19,28
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,14,9,1,1,15,10,25
URUBICHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,2,2,0,0,2,2,4
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,28,32,0,1,28,33,61
VACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,4,4,4,7,8,11,19
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,15,19,0,0,15,19,34
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,43,36,2,5,45,41,86
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,1,0,1,1,2,1,3
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,6,3,5,4,11,7,18
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,29,27,4,5,33,32,65
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,0,1,1,1,1,2,3
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,2,1,1,0,3,1,4
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,8,5,1,2,9,7,16
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,60,59,16,11,76,70,146
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,7,5,0,0,7,5,12
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,29,32,1,2,30,34,64
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,33,21,20,18,53,39,92
VITICHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,2,5,1,0,3,5,8
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,93,96,3,2,96,98,194
YACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,0,1,1,0,1,1,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,67,77,10,6,77,83,160
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,0,1,0,1,0,2,2
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,4,4,0,0,4,4,8
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,25,19,18,11,43,30,73
YOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,5,1,1,0,6,1,7
YOTALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,2,2,0,1,2,3,5
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,2,1,4,4,6,5,11
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-01-01,1,2,2,1,3,3,6
ACACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,3,1,1,4,4,5,9
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,9,8,6,7,15,15,30
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,11,7,0,0,11,7,18
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,4,8,5,7,9,15,24
ALALAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,0,0,2,1,2,1,3
ALCALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,0,1,1,0,1,1,2
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,4,7,0,1,4,8,12
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,1,5,3,0,4,5,9
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,2,0,2,0,4,0,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,1,1,0,0,1,1,2
ANZALDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,6,0,2,5,8,5,13
APOLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,3,8,4,0,7,8,15
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,0,0,2,2,2,2,4
ARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,1,4,1,7,2,11,13
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,14,13,8,5,22,18,40
ARQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,2,6,4,3,6,9,15
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,20,19,0,0,20,19,39
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,5,6,4,3,9,9,18
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,1,4,0,0,1,4,5
AYATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,3,2,2,3,5,5,10
AYO AYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,3,1,1,1,4,2,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,4,8,3,13,7,21,28
AZURDUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,4,3,2,3,6,6,12
BATALLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,10,6,0,1,10,7,17
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,2,2,0,1,2,3,5
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,0,0,2,1,2,1,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,1,2,2,0,3,2,5
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,18,23,0,0,18,23,41
BETANZOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,11,14,7,6,18,20,38
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,2,3,2,4,4,7,11
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,0,0,0,1,0,1,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,1,7,1,0,2,7,9
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,9,5,2,2,11,7,18
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,6,12,7,10,13,22,35
CAIROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,4,3,1,3,5,6,11
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,6,3,1,1,7,4,11
CAJUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,4,8,1,1,5,9,14
CALACOTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,3,0,1,3,4,3,7
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,3,3,0,0,3,3,6
CAMARGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,4,6,1,4,5,10,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,0,0,2,0,2,0,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,25,15,1,2,26,17,43
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,18,10,0,1,18,11,29
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,5,7,0,1,5,8,13
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,5,2,3,5,8,7,15
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,28,19,4,2,32,21,53
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,7,8,1,5,8,13,21
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,1,0,0,0,1,0,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,1,2,3,3,4,5,9
CATACORA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,0,0,0,2,0,2,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,10,9,3,2,13,11,24
CHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,5,3,1,1,6,4,10
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,13,13,8,7,21,20,41
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,3,0,0,1,3,1,4
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,2,8,0,3,2,11,13
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,18,13,4,0,22,13,35
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,2,0,0,0,2,0,2
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,1,0,0,0,1,0,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,2,1,1,0,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,10,14,0,0,10,14,24
CHUMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,5,5,0,0,5,5,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,3,4,2,2,5,6,11
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,7,4,2,3,9,7,16
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,9,15,1,3,10,18,28
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,29,34,3,5,32,39,71
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,5,3,11,7,16,10,26
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,334,350,11,12,345,362,707
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,19,22,3,1,22,23,45
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,1,9,0,1,1,10,11
COLLANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,1,2,0,1,1,3,4
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,12,11,0,2,12,13,25
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,3,1,0,1,3,2,5
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,15,7,5,10,20,17,37
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,5,4,0,0,5,4,9
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,2,5,7,1,9,6,15
COMANCHE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,1,1,0,0,1,1,2
COMARAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,8,10,0,0,8,10,18
COMBAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,1,3,0,0,1,3,4
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,13,15,13,16,26,31,57
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,3,8,2,1,5,9,14
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,5,9,0,0,5,9,14
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,5,6,0,0,5,6,11
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,7,11,0,2,7,13,20
CORQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,2,3,0,0,2,3,5
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,10,10,7,1,17,11,28
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,31,28,3,2,34,30,64
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,8,11,6,5,14,16,30
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,0,0,1,0,1,0,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,3,1,2,2,5,3,8
CULPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,3,1,4,1,7,2,9
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,3,2,0,0,3,2,5
CURVA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,1,0,0,0,1,0,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,4,1,1,0,5,1,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,341,301,71,85,412,386,798
EL CHORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,1,1,0,0,1,1,2
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,8,5,2,2,10,7,17
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,3,7,1,1,4,8,12
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,33,32,1,2,34,34,68
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,2,1,0,0,2,1,3
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,15,9,4,1,19,10,29
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,27,17,1,4,28,21,49
ESCOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,1,0,0,0,1,0,1
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,0,0,2,0,2,0,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,2,3,0,0,2,3,5
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,2,0,2,1,4,1,5
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,1,0,1,0,2,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-02-01,3,6,0,3,3,9,12
