municipality,group,variable,month,Vacunaciones antiamarílica en personas a part,TOTAL
HUACARETA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,14,14
HUACHACALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,3,3
HUARACAJE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,6,6
ICLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,454,454
INCAHUASI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,21,21
INGAVI (HUMAITA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,5,5
INQUISIVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,121,121
IRUPANA (VILLA DE LANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,79,79
IXIAMAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,40,40
JESUS DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,54,54
LA ASUNTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,361,361
LA GUARDIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,84,84
LA PAZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,2868,2868
LAGUNILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,362,362
LAJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,4,4
LAS CARRERAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,108,108
LICOMA PAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,487,487
LLALLAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,99,99
LORETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,80,80
LURIBAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,10,10
MACHACAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,12,12
MACHARETI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,35,35
MAGDALENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,33,33
MAIRANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,250,250
MAPIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,1,1
MECAPACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,11,11
MINEROS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,77,77
MIZQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,66,66
MOJOCOYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,7,7
MONTEAGUDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,72,72
MONTERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,256,256
MORO MORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,5,5
MOROCHATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,189,189
NAZACARA DE PACAJES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,2,2
OCURI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,70,70
OKINAWA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,38,38
OMEREQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,138,138
ORURO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,171,171
PADILLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,37,37
PAILON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,36,36
PALCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,265,265
PALOS BLANCOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,451,451
PAMPA GRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,22,22
PASORAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,347,347
PATACAMAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,221,221
PELECHUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,4,4
POCOATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,17,17
POROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,40,40
PORONGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,12,12
PORTACHUELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,70,70
PORVENIR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,12,12
POTOSI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,1785,1785
PRESTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,8,8
PUCARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,20,20
PUERTO ACOSTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,140,140
PUERTO CARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,333,333
PUERTO QUIJARRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,5,5
PUERTO RICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,13,13
PUERTO SILES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,76,76
PUERTO SUAREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,447,447
PUERTO VILLARROEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,349,349
PUNA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,84,84
PUNATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,176,176
QUILLACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,961,961
QUIME,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,336,336
QUIRUSILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,51,51
RAVELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,115,115
REYES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,5,5
RIBERALTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,595,595
ROBORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,280,280
RURRENABAQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,19,19
SACABA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,564,564
SACABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,5,5
SACACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,12,12
SAIPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,27,27
SAMAIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,140,140
SAN ANDRES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,35,35
SAN ANTONIO DE LOMERIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,15,15
SAN BENITO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,76,76
SAN BORJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,123,123
SAN BUENA VENTURA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,31,31
SAN CARLOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,93,93
SAN IGNACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,117,117
SAN IGNACIO DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,186,186
SAN JAVIER(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,24,24
SAN JOAQUIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,46,46
SAN JOSE DE CHIQUITOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,153,153
SAN JUAN DE YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,1071,1071
SAN JULIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,334,334
SAN LORENZO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,14,14
SAN LORENZO(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,31,31
SAN LUCAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,223,223
SAN MATIAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,2,2
SAN MIGUEL DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,19,19
SAN PEDRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,345,345
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,31,31
SAN PEDRO DE TIQUINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,1,1
SAN PEDRO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,13,13
SAN RAFAEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,62,62
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,5,5
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,2,2
SANTA ANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,43,43
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,6098,6098
SANTA ROSA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,6,6
SANTA ROSA DEL SARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,101,101
SANTIAGO DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,24,24
SANTIVAÑES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,7,7
SAPAHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,3,3
SENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,44,44
SICA SICA (VILLA AROMA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,4,4
SIPE SIPE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,57,57
SOPACHUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,9,9
SORACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,29,29
SORATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,110,110
SUCRE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,857,857
TACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,7,7
TACACOMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,29,29
TACOBAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,165,165
TACOPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,50,50
TARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,162,162
TARACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,11,11
TARATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,11,11
TARIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,1069,1069
TARVITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,5,5
TEOPONTE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,240,240
TIAWANACU,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,4,4
TINGUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,169,169
TIQUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,129,129
TIRAQUE (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,856,856
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,2,2
TOLATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,6,6
TOMAVE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,55,55
TORO TORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,55,55
TOTORA(CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,221,221
TRIGAL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,1,1
TRINIDAD,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,1297,1297
TUPIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,63,63
UMALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,5,5
UNCIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,34,34
UYUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,38,38
VACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,18,18
VALLEGRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,22,22
VIACHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,76,76
VILLA MONTES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,588,588
VILLA RIVERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,27,27
VILLA SERRANO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,1,1
VILLA TUNARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,998,998
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,28,28
VILLAZON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,24,24
VINTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,50,50
WARNES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,223,223
YACUIBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,994,994
YAMPARAEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,1526,1526
YANACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,33,33
YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,3334,3334
YOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,5,5
YOTALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,1,1
YUNCHARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,201,201
ZUDAÑEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-02-01,273,273
ACACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,12,12
ACHACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,234,234
AIQUILE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,1089,1089
ALCALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,4,4
ANCORAIMES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,97,97
APOLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,4,4
ARAMPAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,377,377
ARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,59,59
ARBIETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,134,134
ASCENCION DE GUARAYOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,9,9
ATOCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,189,189
AUCAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,48,48
AYATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,139,139
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,139,139
AZURDUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,408,408
BATALLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,17,17
BAURES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,6,6
BELEN DE URMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,144,144
BELLA FLOR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,3,3
BERMEJO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,211,211
BETANZOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,1142,1142
BOLIVAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,223,223
BOLPEBRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,45,45
BOYUIBE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,253,253
BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,31,31
CABEZAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,126,126
"CAIZA ""D""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,60,60
