,group,variable,month,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) FUERA,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTALES
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,0,0,0,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,1,1,0,2
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,0,0,1,2
SENA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,1,4,2,9
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,3,0,1,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,4,2,0,0,6
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,5,8,2,3,18
SORACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,1,1,0,3
SORATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,1,2,3,8
SUCRE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,69,59,1,1,130
TACOPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,1,0,0,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,1,1,1,4
TARACO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,1,0,0,1
TARATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,25,26,2,1,54
TARVITA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,0,0,1,2
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,2,1,1,6
TIAWANACU,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,1,0,0,2
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,0,1,1,3
TIPUANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,3,4,2,11
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,9,9,2,1,21
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,3,2,5,12
TOLATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,0,0,0,1
TOLEDO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,2,1,1,7
TOMAVE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,2,0,0,2
TORO TORO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,0,1,0,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,4,0,1,5
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,21,14,0,0,35
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,6,4,1,12
TURCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,1,0,0,1
UMALA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,0,0,0,1
UNCIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,1,11,6,21
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,1,0,0,1
URUBICHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,0,0,0,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,5,0,2,0,7
VACAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,0,0,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,2,0,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,10,10,7,3,30
VILA VILA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,0,3,1,4
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,0,0,1,4
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,6,6,1,2,15
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,0,0,1,2
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,1,0,0,3
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,15,11,3,1,30
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,5,0,0,8
VINTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,6,7,4,20
VITICHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,33,25,0,1,59
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,14,13,6,3,36
YANACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,0,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,12,8,6,5,31
YOCALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,7,0,1,9
YOTALA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,1,0,0,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,0,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,0,5,6
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,2,3,5,12
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,6,4,3,2,15
ALALAY,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,1,0,1
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,1,0,0,2
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,0,1,0,3
ANTEQUERA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,0,1,1
ANZALDO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,2,1,3
APOLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,3,1,4
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,0,1,1
ARANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,0,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,2,2,2,7
ARQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,2,1,1,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,6,6,2,4,18
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,1,0,0,1
AYATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,1,0,0,1
AYO AYO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,3,4,6,14
AZURDUY,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,4,0,0,0,4
BATALLAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,2,0,1,5
BAURES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,1,0,1,3
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,1,1,0,4
BETANZOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,3,0,0,4
BOLPEBRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,0,1,1
BOYUIBE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,1,1,0,3
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,2,0,0,3
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,9,8,14,14,45
CAIROMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,3,0,0,4
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,1,0,1,3
CAJUATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,2,0,0,2
CALACOTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,1,1,1,3
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,12,12,7,7,38
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,2,3,4,9
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,0,0,0,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,3,1,3,2,9
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,9,1,1,0,11
CARAPARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,1,0,0,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,3,0,0,4
CHACARILLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,4,3,3,12
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,1,0,0,2
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,3,1,1,7
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,4,1,3,1,9
CHIPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,2,0,2
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,2,0,0,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,1,7,4,12
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,3,1,1,0,5
CLIZA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,2,3,2,9
COBIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,10,2,4,3,19
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,0,3,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,99,108,21,20,248
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,5,6,3,0,14
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,6,0,1,9
COLLANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,4,2,1,0,7
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,4,0,0,6
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,2,5,6,15
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,1,4,3,8
COMARAPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,1,0,2,3
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,3,1,8,8,20
COPACABANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,2,3,0,7
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,3,0,1,1,5
CORO CORO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,3,1,5
COROICO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,5,8,1,2,16
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,1,0,0,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,14,12,3,0,29
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,3,4,0,0,7
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,1,0,0,1
CULPINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,1,2,0,3
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,0,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,3,2,3,9
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,125,103,33,35,296
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,3,2,0,0,5
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,3,0,0,3
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,7,6,3,5,21
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,6,4,1,12
ESCOMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,1,0,0,1
EUCALIPTUS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,0,1,2
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,4,0,0,5
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,5,3,0,0,8
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,2,1,3
GUANAY,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,2,0,0,2
GUAQUI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,4,7,2,0,13
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,0,1,1
HUACARETA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,1,0,0,1
HUACHACALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,1,3,2,6
HUARINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,3,0,3
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,1,0,0,2
HUMANATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,0,0,1
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,0,2,3
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,5,0,0,6
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,1,0,0,2
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,1,1,0,4
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,7,3,0,2,12
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,15,10,10,5,40
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,104,136,0,1,241
LAJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,3,0,3,1,7
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,6,8,13,9,36
LLICA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,0,0,1
LORETO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,1,0,1
LURIBAY,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,1,0,0,2
MACHARETI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,2,0,2,5
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,1,1,0,3
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,0,0,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,2,1,1,5
MINEROS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,8,1,0,11
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,3,3,10,5,21
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,1,0,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,15,12,4,6,37
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,1,0,1
OCURI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,8,3,11
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,4,0,0,6
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,0,2,3
ORURO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,24,28,4,4,60
PADCAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,1,1,2
PAILON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,12,12,44,51,119
PALCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,3,3,2,0,8
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,4,6,1,2,13
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,2,0,0,3
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,1,0,0,1
PASORAPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,0,1,1
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,5,5,4,0,14
PAZÑA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,2,0,0,3
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,0,0,1
POCOATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,2,0,2
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,0,0,2,4
POOPO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,0,1,1
