,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,1,0,0,2
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,4,4,0,0,8
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,2,0,0,0,2
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,1,0,0,2
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,1,1,1,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,2,2,1,0,5
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,2,2,4
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,1,0,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,46,54,18,21,139
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,1,0,1,2
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,1,0,0,1
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,0,0,0,1
HUACARETA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,0,1,1
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,7,5,2,0,14
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,26,30,0,2,58
LLICA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,1,0,0,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,0,0,0,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,3,0,0,0,3
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,6,4,6,3,19
ORURO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,10,12,3,3,28
PAILON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,13,14,27
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,2,2,0,0,4
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,1,0,0,2
PORVENIR,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,4,4,0,3,11
PRESTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,1,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,14,10,0,0,24
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,2,0,0,2
PUNA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,1,2
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,2,0,1,3
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,4,6,6,17
REYES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,4,0,0,0,4
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,0,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,2,2,1,6
SACABA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,9,7,0,1,17
SAIPINA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,2,0,0,0,2
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,1,2
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,0,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,3,1,3,1,8
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,2,0,2,5
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,2,2,4
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,0,0,2,3
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,0,0,0,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,2,0,0,2
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,1,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,0,8,9,18
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,94,67,15,10,186
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,1,0,0,2
SENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,1,0,1,2
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,0,1,1
SORATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,5,2,3,0,10
TACACOMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,0,0,0,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,6,4,1,3,14
TARVITA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,0,1
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,1,0,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,1,2
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,2,0,0,3
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,3,3,6,8,20
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,0,1,3,5
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,3,0,0,3
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,2,2,4
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,0,0,3,4
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,1,5,1,8
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,1,0,1,2
VINTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,1,2,3,6
WARNES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,2,3,1,1,7
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,4,1,0,1,6
YANACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,2,0,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,2,2,0,0,4
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,2,0,2
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,1,1,4,7
ARANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,0,0,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,5,6,0,0,11
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,1,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,1,1,0,3
BAURES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,0,0,1
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,3,4,1,1,9
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,1,0,1
CAJUATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,2,0,0,2
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,0,0,1
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,1,0,1
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,0,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,1,1,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,4,2,1,7
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,3,0,1,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,4,2,0,1,7
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,17,19,2,5,43
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,3,0,1,0,4
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,1,0,2
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,7,2,0,0,9
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,3,1,0,0,4
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,0,1,1
COPACABANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,1,1,2
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,1,0,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,10,5,0,0,15
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,3,1,4,9
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,41,44,53,29,167
EL CHORO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,2,4,1,2,9
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,4,2,0,1,7
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,0,0,1
GUANAY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,0,3,3,7
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,0,2,2
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,0,0,1
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,1,1,2
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,2,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,9,5,3,4,21
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,41,35,2,1,79
LAJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,0,0,1
LORETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,1,1,2
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,3,0,0,4
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,0,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,3,6,0,0,9
ORURO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,7,10,4,5,26
PAILON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,2,1,3,5,11
PALCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,0,1,1
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,3,0,3
POOPO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,1,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,0,0,1
POROMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,0,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,1,1,0,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,4,3,3,5,15
PRESTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,0,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,5,3,0,0,8
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,3,3,2,1,9
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,2,0,3
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,2,1,6,3,12
REYES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,10,11,21
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,5,0,1,0,6
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,2,1,2,6
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,2,0,1,4
SACABA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,7,2,1,3,13
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,2,1,3
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,6,2,9
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,2,4,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,3,4,0,0,7
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,11,11,23
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,0,4,2,7
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,0,0,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,2,1,0,2,5
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,9,8,17
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,1,0,1
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,86,84,23,24,217
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,0,2,1,4
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,1,0,0,2
SORATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,2,1,1,0,4
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,6,3,0,1,10
TACACOMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,1,0,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,2,2,8,2,14
TARVITA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,1,1,2
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,0,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,2,2,1,3,8
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,2,2,0,0,4
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,1,0,1,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,6,1,2,0,9
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,2,1,2,6
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,1,0,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,2,1,1,1,5
VILA VILA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,1,1,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,1,0,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,2,2,5
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,1,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,2,0,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,10,10,4,5,29
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,1,0,0,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,0,10,3,14
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,1,0,0,1,2
YOTALA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,0,0,1,1
YUNGUYO DE LITORAL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-11-01,0,2,0,0,2
ALALAY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,0,0,0,1
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,4,1,0,0,5
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,0,0,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,0,1,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,1,1,0,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,3,0,0,3
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,1,0,0,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,0,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,0,1,0,2
COCAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,18,15,0,1,34
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,1,0,0,1
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,2,0,0,0,2
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,0,1,1
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,1,1,0,2
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,0,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,1,0,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,1,0,1
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,0,1,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,15,23,16,21,75
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,3,0,0,1,4
GUANAY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,1,0,0,2
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,1,1,0,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,2,0,0,2
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,4,4,0,0,8
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,4,3,0,3,10
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,15,11,0,0,26
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,0,0,0,1
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,1,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,1,0,0,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,0,1,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,1,1,0,2
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,0,1,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,4,3,1,0,8
OCURI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,0,1,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,1,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,8,6,6,1,21
PAILON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,7,11,18
PALCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,1,0,0,1
POCOATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,0,1,1
POOPO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,0,0,0,1
