,group,variable,month,13. 1 INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,13. 1 INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
PUNA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,2,0,2,2
PUNATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,29,73,29,73,102
QUILLACOLLO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,9,40,9,40,49
QUIRUSILLAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,3,0,3,3
REYES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,2,1,2,1,3
RIBERALTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,14,11,14,11,25
ROBORE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,3,4,3,4,7
RURRENABAQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,16,31,16,31,47
SABAYA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
SACABA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,9,21,9,21,30
SACABAMBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
SAN BORJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,6,7,6,7,13
SAN BUENA VENTURA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,1,3,1,3,4
SAN CARLOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,5,24,5,24,29
SAN JOSE DE CHIQUITOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,2,1,2,1,3
SAN LUCAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,2,12,2,12,14
SAN MATIAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,2,2,2,2,4
SAN MIGUEL DE VELASCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,1,2,1,2,3
SAN RAMON SCZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,116,647,116,647,763
SANTA ROSA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,2,5,2,5,7
SANTA ROSA DEL SARA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,2,0,2,2
SIPE SIPE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,4,0,4,4
SOPACHUY,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
SUCRE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,64,129,64,129,193
TAPACARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
TARABUCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,3,8,3,8,11
TARATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
TARIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,153,265,153,265,418
TARVITA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,7,0,7,7
TOTORA(CBBA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,1,3,1,3,4
TRINIDAD,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,75,138,75,138,213
TUPIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,24,75,24,75,99
UYUNI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,3,6,3,6,9
VALLEGRANDE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,4,5,4,5,9
VILLA CHARCAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,5,0,5,5
VILLA MONTES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,11,19,11,19,30
VILLA TUNARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,7,36,7,36,43
VILLAZON,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,7,0,7,7
VINTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,2,1,2,1,3
WARNES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,1,6,1,6,7
YACUIBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,34,75,34,75,109
YAMPARAEZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
YAPACANI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,6,14,6,14,20
ACHACACHI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,3,5,3,5,8
ALTO BENI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,1,0,1,1
APOLO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,9,17,9,17,26
ATOCHA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,2,1,2,3
BELLA FLOR,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,1,0,1,1
BERMEJO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,6,9,6,9,15
CAIROMA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,2,13,2,13,15
CAMARGO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,10,8,10,8,18
CAMIRI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,9,29,9,29,38
CAPINOTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,6,0,6,6
CARANAVI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,8,299,8,299,307
CHALLAPATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,9,1,9,10
CHARAGUA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,8,3,8,3,11
CLIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,42,0,42,42
COBIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,28,179,28,179,207
COCHABAMBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,52,330,52,330,382
COLQUECHACA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,7,0,7,7
COMARAPA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,6,0,6,6
COROICO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,17,0,17,17
CUATRO CAÑADAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,3,3,3,3,6
CULPINA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,2,1,2,1,3
EL ALTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,46,308,46,308,354
EL TORNO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,6,16,6,16,22
EL VILLAR,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,1,0,1,1
ESCOMA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,2,6,2,6,8
FILADELFIA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,1,0,1,1
GUAQUI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,1,1,1,2
GUAYARAMERIN,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,24,1,24,25
GUTIERREZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,2,1,2,3
HUACARETA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,6,5,6,5,11
LA ASUNTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,2,7,2,7,9
LA GUARDIA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,0,1,0,1
LA PAZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,244,729,244,729,973
LLALLAGUA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,11,0,11,11
LURIBAY,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,1,1,1,2
MAGDALENA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,6,0,6,6
MAIRANA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,3,0,3,3
MONTEAGUDO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,9,19,9,19,28
MONTERO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,76,483,76,483,559
ORURO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,27,111,27,111,138
PADILLA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,24,30,24,30,54
PASORAPA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,1,0,1,1
POJO (CBBA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,2,1,2,3
PORTACHUELO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,2,4,2,4,6
POTOSI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,43,55,43,55,98
PUERTO GONZALO MORENO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,2,0,2,2
PUERTO RICO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,5,2,5,2,7
PUERTO SUAREZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,5,4,5,4,9
PUERTO VILLARROEL,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,17,1,17,18
PUNATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,35,54,35,54,89
QUILLACOLLO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,2,55,2,55,57
REYES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,2,0,2,2
RIBERALTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,7,93,7,93,100
ROBORE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,2,0,2,0,2
RURRENABAQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,13,8,13,8,21
SACABA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,9,31,9,31,40
SACABAMBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,3,0,3,0,3
SAN ANDRES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,3,0,3,3
SAN BENITO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,1,0,1,1
SAN BORJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,2,5,2,5,7
SAN BUENA VENTURA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,2,1,2,3
SAN IGNACIO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,7,20,7,20,27
SAN JOSE DE CHIQUITOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,1,0,1,1
SAN LUCAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,5,1,5,6
SAN MATIAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,1,1,1,2
SAN MIGUEL DE VELASCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,0,1,0,1
SAN PEDRO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,147,637,147,637,784
SANTA ROSA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,2,0,2,2
SANTA ROSA DEL SARA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,3,0,3,3
SAPAHAQUI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,1,0,1,1
SOPACHUY,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,3,1,3,4
SORATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,1,1,1,2
SUCRE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,41,84,41,84,125
TARABUCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,2,12,2,12,14
TARIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,142,247,142,247,389
TARVITA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,3,1,3,4
TOMINA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,1,0,1,1
TUPIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,18,63,18,63,81
UYUNI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,8,1,8,9
VALLEGRANDE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,4,8,4,8,12
VILLA MONTES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,9,24,9,24,33
VILLA TUNARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,4,19,4,19,23
VILLAZON,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,1,8,1,8,9
WARNES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,1,0,1,1
YACUIBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,18,30,18,30,48
YAMPARAEZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,0,2,0,2,2
YAPACANI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-12-01,87,111,87,111,198
