municipality,group,variable,month,Número de implantes insertados,Número de implantes insertados1,Número de implantes insertados2,Número de implantes insertados3,Número de implantes insertados4,TOTAL
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,14,66,6,0,86
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,1,15,4,0,20
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,1,1,0,0,2
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,1,1,0,0,2
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,0,1,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,1,7,3,0,11
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,28,83,59,0,170
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,0,2,1,0,3
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,1,5,0,0,6
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,1,2,0,0,3
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,1,5,1,0,7
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,0,6,0,0,6
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,0,3,0,0,3
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,2,34,156,23,0,215
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,1,10,1,0,12
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,2,6,1,0,9
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,0,6,6,0,12
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,0,1,0,0,1
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,1,2,1,0,4
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,0,5,0,0,5
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,0,2,0,0,2
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,0,1,1,0,2
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,0,3,0,0,3
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,0,6,2,0,8
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,0,15,1,0,16
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,1,14,0,0,15
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,5,11,0,0,16
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,0,2,0,0,2
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,0,6,0,0,6
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,2,9,0,0,11
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,1,4,0,0,5
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,1,7,5,1,14
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,0,6,1,0,7
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,0,1,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-11-01,0,1,1,0,0,2
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,2,0,0,3
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,7,0,0,8
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,3,24,2,0,29
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,4,1,0,5
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,1,0,0,1
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,11,3,0,14
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,7,2,0,9
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,6,3,0,9
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,11,1,0,13
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,2,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,3,10,1,0,14
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,1,1,3,0,0,5
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,0,3,0,3
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,3,0,0,0,3
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,1,0,0,2
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,7,2,0,10
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,8,0,0,9
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,5,0,0,5
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,7,40,1,0,48
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,0,1,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,28,209,23,0,260
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,0,1,0,1
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,2,0,0,0,2
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,0,1,0,1
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,2,0,0,2
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,2,0,0,2
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,4,0,0,5
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,27,228,73,0,328
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,1,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,3,16,3,0,22
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,4,1,0,5
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,1,0,0,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,1,0,0,1
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,3,0,0,3
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,4,21,2,0,27
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,4,1,0,6
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,3,19,3,0,25
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,1,0,0,1
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,0,0,0,1
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,3,2,0,5
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,2,5,0,0,7
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,21,175,32,0,228
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,4,1,0,5
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,2,2,0,4
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,22,2,0,25
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,3,2,0,6
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,5,0,0,5
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,2,3,0,0,5
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,1,0,0,2
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,3,15,2,0,20
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,8,107,16,0,131
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,4,1,0,6
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,2,0,0,2
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,9,1,0,11
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,4,1,0,5
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,1,1,0,2
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,1,0,0,2
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,2,0,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,9,105,8,0,122
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,5,3,0,8
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,9,1,0,10
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,3,0,0,3
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,1,0,0,1
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,4,0,0,4
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,2,13,0,0,15
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,1,16,42,8,0,67
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,2,0,0,0,2
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,4,20,1,0,25
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,2,0,0,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,8,41,8,0,57
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,6,16,2,0,24
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,2,1,0,4
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,17,100,11,0,128
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,6,1,0,8
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,0,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,1,0,0,1
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,3,0,0,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,38,84,7,0,129
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,1,1,0,2
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,1,1,0,2
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,2,0,0,0,2
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,3,0,0,3
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,3,1,0,4
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,1,32,172,40,0,245
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,6,1,0,7
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,4,0,0,5
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,12,0,0,12
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,3,3,1,0,7
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,1,0,0,1
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,3,1,0,4
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,5,1,0,7
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,2,4,0,0,6
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,11,1,0,13
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,2,12,0,0,14
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,2,6,2,0,10
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,5,6,3,0,14
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,12,39,0,0,51
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,8,0,0,9
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,1,2,13,0,0,16
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,1,0,0,1
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,1,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,4,2,0,7
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,13,2,0,16
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,1,0,3,0,0,4
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,5,0,0,5
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,3,0,0,3
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,2,0,0,2
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,6,6,0,0,12
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,1,3,0,0,4
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-12-01,0,0,1,0,0,1
