municipality,group,variable,month,Píldora: Usuarias Continuas,Píldora: Usuarias Continuas1,Píldora: Usuarias Continuas2,Píldora: Usuarias Continuas3,Píldora: Usuarias Continuas4,TOTAL
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,12,3,0,15
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,6,22,20,0,48
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,1,0,0,1
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,1,1,0,2
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,1,1,0,2
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,2,1,0,3
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,1,0,0,1
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,1,1,0,0,2
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,3,1,0,4
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,1,16,1,0,18
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,0,1,0,1
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,3,1,0,4
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,0,1,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,8,70,17,0,95
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,5,1,0,6
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,1,0,0,1
TARACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,1,1,0,2
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,7,46,12,1,66
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,2,4,0,6
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,1,1,3,0,5
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,5,2,0,7
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,1,4,3,0,8
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,2,11,3,0,16
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,7,5,0,12
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,4,0,0,4
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,1,0,0,1
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,1,0,0,1
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,4,0,0,4
TRIGAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,1,0,1,0,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,62,17,1,80
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,10,2,0,12
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,0,1,0,1
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,1,1,0,2
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,0,2,0,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,1,17,8,0,26
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,1,6,1,0,8
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,1,8,1,0,10
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,2,3,1,0,6
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,1,4,0,5
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,1,5,3,0,9
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,4,19,6,0,29
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,3,1,0,4
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,2,0,0,2
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,1,1,0,2
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,2,28,8,0,38
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,17,2,0,19
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,13,4,0,17
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,5,1,0,6
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,2,0,0,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,10,75,21,0,106
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,5,14,14,0,33
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,1,0,0,1
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,2,24,4,0,30
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,2,2,0,0,4
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,1,0,0,1
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,2,4,2,0,8
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-01-01,0,0,2,0,0,2
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,1,0,0,1
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,2,0,0,2
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,7,5,0,12
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,1,0,0,1
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,0,1,0,1
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,1,6,2,0,9
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,2,1,0,3
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,1,0,0,1
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,6,0,0,6
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,0,1,0,1
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,2,5,0,7
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,5,2,0,7
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,1,1,1,0,3
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,2,10,1,0,13
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,7,2,0,9
AUCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,1,0,0,1
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,3,2,0,5
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,2,11,5,0,18
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,1,0,0,1,0,2
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,5,2,0,7
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,11,4,0,15
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,3,4,1,0,8
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,4,1,0,5
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,3,2,0,5
BOLIVAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,1,0,0,1
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,2,0,0,2
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,1,1,0,2
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,1,14,7,1,23
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,1,4,15,9,0,29
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,3,0,0,3
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,2,0,0,2
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,6,3,0,9
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,2,0,1,3
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,0,1,0,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,7,1,0,8
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,6,1,0,7
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,6,0,0,6
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,1,8,3,0,12
CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,1,0,0,1
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,17,2,0,19
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,1,0,0,1
CATACORA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,1,0,0,1
CHACARILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,0,0,1,1
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,0,1,0,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,12,4,0,16
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,1,0,0,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,2,6,3,0,11
CHUA COCANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,1,3,0,0,4
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,2,1,5,0,8
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,4,2,0,6
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,0,1,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,7,2,0,9
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,3,39,6,0,48
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,1,1,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,5,77,29,0,111
COIPASA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,2,0,0,2
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,1,3,4,1,9
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,1,0,0,1
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,1,0,0,1
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,1,6,1,0,8
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,10,2,0,12
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,1,0,0,1
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,1,2,1,4
COMANCHE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,1,0,0,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,1,4,2,0,7
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,3,4,0,7
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,1,1,0,2
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,3,0,0,3
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,2,5,0,7
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,1,2,0,3
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,1,20,4,0,25
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,16,0,0,16
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,1,7,2,0,10
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,6,1,0,7
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,2,0,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,10,149,45,1,205
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,2,16,6,0,24
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,14,3,0,17
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,1,6,44,9,0,60
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,4,1,0,5
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,3,20,4,0,27
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,16,5,0,21
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,2,0,0,2
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,1,2,0,0,3
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,1,35,2,0,38
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,3,10,3,0,16
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,18,5,0,23
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2015-02-01,0,0,0,1,0,1
