,group,variable,month,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTALES
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,2,4,0,0,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,1,0,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,3,2,2,1,8
SAN RAFAEL,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,2,9,1,1,13
SAN RAMON BENI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,6,1,1,1,9
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,15,10,0,1,26
SANTA ANA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,23,23,0,0,46
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,1702,1423,33,27,3185
SANTA ROSA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,13,11,1,0,25
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,22,11,0,0,33
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,0,0,0,1,1
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,2,1,3,2,8
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,6,3,1,2,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,1,1,1,0,3
SANTIVAÑES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,5,3,0,0,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,2,1,1,2,6
SAPAHAQUI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,5,2,2,2,11
SENA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,8,9,0,0,17
SHINAOTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,24,25,2,2,53
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,7,12,5,5,29
SICAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,3,1,1,1,6
SIPE SIPE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,42,40,1,0,83
SOPACHUY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,3,0,2,0,5
SORACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,8,7,1,1,17
SORATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,8,9,5,3,25
SUCRE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,294,306,3,2,605
TACACOMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,5,5,0,0,10
TACOBAMBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,5,2,4,2,13
TACOPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,2,4,2,5,13
TAHUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,1,1,0,0,2
TAPACARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,16,14,9,10,49
TARABUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,3,6,4,3,16
TARACO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,2,2,0,1,5
TARATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,5,10,2,3,20
TARIJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,203,191,3,2,399
TARVITA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,2,7,4,3,16
TEOPONTE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,8,8,1,6,23
TIAWANACU,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,11,10,3,0,24
TINGUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,18,9,6,6,39
TIPUANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,8,8,0,1,17
TIQUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,45,44,4,4,97
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,16,10,7,11,44
TOCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,3,4,0,1,8
TODOS SANTOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,0,1,0,0,1
TOLATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,4,2,1,1,8
TOLEDO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,0,3,0,3,6
TOMAVE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,7,6,3,3,19
TOMINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,8,5,4,5,22
TORO TORO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,1,3,9,3,16
TOTORA(CBBA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,11,10,1,7,29
TOTORA(ORR),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,4,4,1,1,10
TRINIDAD,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,146,139,2,2,289
TUPIZA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,41,45,6,5,97
TURCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,1,0,0,3,4
UMALA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,6,6,2,4,18
UNCIA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,20,13,3,2,38
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,7,13,4,1,25
URUBICHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,3,7,2,5,17
UYUNI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,17,27,3,0,47
VACAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,3,0,6,2,11
VALLEGRANDE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,7,7,0,0,14
VIACHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,87,47,5,1,140
VILA VILA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,2,6,4,4,16
VILLA CHARCAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,8,14,1,2,25
VILLA MONTES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,52,44,6,7,109
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,2,0,0,0,2
VILLA RIVERO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,5,7,1,1,14
VILLA SERRANO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,5,8,2,2,17
VILLA TUNARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,73,83,7,10,173
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,2,1,0,1,4
VILLAZON,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,39,35,1,1,76
VINTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,42,39,0,8,89
VITICHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,4,3,2,0,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,1,1,0,0,2
WARNES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,108,112,0,2,222
YACO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,4,1,2,5,12
YACUIBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,87,100,10,8,205
YAMPARAEZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,4,2,1,2,9
YANACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,4,4,1,1,10
YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,33,27,3,8,71
YOCALLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,7,8,2,2,19
YOTALA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,5,3,3,0,11
YUNCHARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,0,0,4,3,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-01-01,6,3,3,2,14
ACACIO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,3,2,1,1,7
ACHACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,17,16,7,6,46
ACHOCALLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,7,6,11,4,28
AIQUILE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,9,12,6,2,29
ALALAY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,2,1,1,2,6
ALCALA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,1,0,0,1,2
ALTO BENI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,9,8,0,2,19
ANCORAIMES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,5,4,1,3,13
ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,1,2,2,0,5
ANTEQUERA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,1,1,1,1,4
ANZALDO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,3,3,2,1,9
APOLO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,8,8,5,4,25
ARAMPAMPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,0,0,3,3,6
ARANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,6,7,4,1,18
ARBIETO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,6,6,7,11,30
ARQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,9,5,3,2,19
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,27,27,5,0,59
ATOCHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,12,5,1,0,18
AUCAPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,0,1,1,3,5
AYATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,5,6,2,0,13
AYO AYO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,2,3,1,0,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,12,13,6,3,34
AZURDUY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,5,5,4,1,15
BATALLAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,7,11,3,4,25
BAURES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,7,5,3,0,15
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,0,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,0,0,3,1,4
BELLA FLOR,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,2,2,3,2,9
BERMEJO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,33,28,1,1,63
BETANZOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,15,13,9,7,44
BOLIVAR,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,2,1,3,4,10
BOLPEBRA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,1,3,0,0,4
BOYUIBE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,7,1,0,1,9
BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,10,9,0,5,24
CABEZAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,19,14,26,13,72
CAIROMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,7,12,2,2,23
"CAIZA ""D""",vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,7,3,6,2,18
CAJUATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,4,4,1,3,12
CALACOTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,1,1,1,5,8
CALAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,6,7,3,3,19
CAMARGO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,5,12,0,3,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,1,2,0,1,4
CAMIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,31,38,2,0,71
CAPINOTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,15,15,0,2,32
CAQUIAVIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,7,4,1,1,13
CARACOLLO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,4,15,3,3,25
CARANAVI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,28,42,7,7,84
CARAPARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,12,11,1,3,27
CARIPUYO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,3,5,2,5,15
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,6,3,2,2,13
CHALLAPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,22,25,8,2,57
CHAQUI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,3,5,0,4,12
CHARAGUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,37,18,32,36,123
CHARAÑA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,3,1,0,1,5
CHAYANTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,7,7,3,5,22
CHIMORE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,23,14,4,1,42
CHIPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,0,1,0,1,2
CHUA COCANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,2,2,0,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,16,12,5,1,34
CHUMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,3,3,2,5,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,2,5,0,1,8
CKOCHAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,7,8,4,0,19
CLIZA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,21,20,1,2,44
COBIJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,60,47,4,6,117
COCAPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,8,3,13,8,32
COCHABAMBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,635,602,8,3,1248
COIPASA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,1,1,0,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,32,36,0,0,68
"COLCHA ""K""",vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,10,9,0,2,21
COLLANA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,0,2,0,0,2
COLOMI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,12,13,5,7,37
COLPA BELGICA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,2,9,0,3,14
COLQUECHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,14,7,16,16,53
COLQUENCHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,8,4,0,0,12
COLQUIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,11,12,8,10,41
COMANCHE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,2,4,0,0,6
COMARAPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,13,14,1,3,31
COMBAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,1,3,1,1,6
CONCEPCION,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,15,18,3,4,40
COPACABANA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,4,4,4,1,13
CORIPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,21,15,0,0,36
CORO CORO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,7,7,0,0,14
COROICO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,16,6,1,2,25
CORQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,3,0,2,2,7
COTAGAITA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,8,10,3,4,25
COTOCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,66,53,3,5,127
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,13,14,3,2,32
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,1,1,0,0,2
CUEVO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,3,4,0,1,8
CULPINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,7,4,5,3,19
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,4,0,0,0,4
CURVA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,1,0,0,1,2
DESAGUADERO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,3,2,2,0,7
EL ALTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,735,696,53,62,1546
EL CHORO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,2,2,1,1,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,8,8,2,0,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,4,6,1,0,11
EL TORNO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,46,63,1,6,116
EL VILLAR,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,4,1,3,1,9
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,10,11,3,12,36
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,25,40,0,1,66
ESCOMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,2,3,0,0,5
ESMERALDA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,0,1,0,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,2,4,2,1,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,0,0,0,4,4
EXALTACION,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,3,2,0,0,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,12,10,4,12,38
FILADELFIA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,3,10,0,0,13
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,13,14,1,2,30
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,5,5,4,5,19
GUANAY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,8,14,5,4,31
GUAQUI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,2,0,3,4,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,44,31,7,8,90
GUTIERREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,15,12,11,9,47
HUACARETA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,3,6,2,2,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,4,4,2,3,13
HUACHACALLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,1,1,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,22,18,1,1,42
HUARACAJE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,4,4,2,2,12
HUARINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,3,4,1,2,10
HUATAJATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,0,1,0,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,3,1,0,0,4
HUMANATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,1,0,1,3,5
ICHOCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,1,1,1,0,3
ICLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,2,1,6,3,12
INCAHUASI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,8,8,2,3,21
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,2,4,0,0,6
INQUISIVI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,4,1,2,2,9
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,8,7,1,4,20
IXIAMAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,7,9,1,0,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,8,1,2,0,11
LA ASUNTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,39,41,5,9,94
LA GUARDIA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,80,85,8,3,176
LA PAZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,594,594,7,4,1199
LA RIVERA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,1,0,0,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,2,5,1,0,8
LAJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,2,8,6,2,18
LAS CARRERAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,2,3,3,1,9
LICOMA PAMPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,2,1,0,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-02-01,24,24,13,15,76
