,group,variable,month,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTALES
SANTA ANA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,15,16,0,0,31
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,1404,1265,41,30,2740
SANTA ROSA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,10,6,0,0,16
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,13,10,0,1,24
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,0,2,0,0,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,5,4,5,2,16
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,4,0,0,2,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,1,3,1,0,5
SANTIVAÑES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,7,2,3,0,12
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,1,2,0,2,5
SAPAHAQUI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,6,3,1,0,10
SENA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,8,6,0,0,14
SHINAOTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,19,24,7,4,54
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,10,9,9,3,31
SICAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,2,1,1,2,6
SIPE SIPE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,39,42,2,1,84
SOPACHUY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,1,2,3,1,7
SORACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,5,7,0,5,17
SORATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,14,2,4,10,30
SUCRE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,310,276,15,4,605
TACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,0,1,0,0,1
TACACOMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,6,3,0,0,9
TACOBAMBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,1,4,1,0,6
TACOPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,5,3,2,2,12
TAHUA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,2,0,2,2,6
TAPACARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,9,11,9,3,32
TARABUCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,7,3,4,2,16
TARACO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,2,0,1,0,3
TARATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,9,5,2,2,18
TARIJA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,189,186,0,4,379
TARVITA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,3,4,8,2,17
TEOPONTE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,9,6,2,1,18
TIAWANACU,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,6,7,0,1,14
TINGUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,14,8,10,3,35
TIPUANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,11,12,2,0,25
TIQUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,61,58,5,2,126
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,7,8,5,10,30
TOCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,5,5,3,4,17
TOLATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,5,3,2,2,12
TOLEDO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,1,3,0,0,4
TOMAVE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,5,6,3,2,16
TOMINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,3,1,0,4,8
TORO TORO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,0,1,3,5,9
TOTORA(CBBA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,5,15,2,3,25
TOTORA(ORR),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,1,4,1,0,6
TRIGAL,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,2,0,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,117,125,1,3,246
TUPIZA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,23,38,6,7,74
TURCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,1,0,0,1,2
UMALA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,4,1,2,3,10
UNCIA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,23,16,4,3,46
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,8,13,1,1,23
URUBICHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,10,0,3,3,16
UYUNI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,16,28,1,2,47
VACAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,5,0,5,9,19
VALLEGRANDE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,22,10,0,0,32
VIACHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,59,70,3,2,134
VILA VILA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,0,3,5,4,12
VILLA CHARCAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,15,11,3,2,31
VILLA MONTES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,42,35,7,8,92
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,0,2,0,0,2
VILLA RIVERO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,8,5,0,1,14
VILLA SERRANO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,5,7,3,2,17
VILLA TUNARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,77,87,5,14,183
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,2,0,1,0,3
VILLAZON,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,38,37,0,1,76
VINTO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,35,35,5,4,79
VITICHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,9,2,0,1,12
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,1,3,0,0,4
WARNES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,110,95,2,3,210
YACO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,2,0,0,4,6
YACUIBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,71,77,9,5,162
YAMPARAEZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,4,2,3,0,9
YANACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,1,3,0,1,5
YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,34,35,10,8,87
YOCALLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,3,2,1,1,7
YOTALA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,4,3,4,2,13
YUNCHARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,0,0,3,2,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-01-01,1,4,2,2,9
ACACIO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,0,3,4,0,7
ACHACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,18,15,6,5,44
ACHOCALLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,7,2,6,4,19
AIQUILE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,16,9,3,1,29
ALALAY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,0,1,1,3
ALCALA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,0,2,1,4
ALTO BENI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,5,7,2,1,15
ANCORAIMES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,6,5,5,3,19
ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,0,2,0,0,2
ANTEQUERA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,5,0,0,6
ANZALDO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,3,4,2,1,10
APOLO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,15,6,3,1,25
ARAMPAMPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,0,2,2,2,6
ARANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,7,4,2,1,14
ARBIETO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,9,5,3,5,22
ARQUE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,7,2,3,4,16
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,17,13,2,2,34
ATOCHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,7,7,0,2,16
AUCAPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,3,3,4,11
AYATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,5,5,0,0,10
AYO AYO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,3,5,2,1,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,14,8,7,10,39
AZURDUY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,7,5,8,5,25
BATALLAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,14,4,1,3,22
BAURES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,5,1,1,0,7
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,0,1,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,0,2,0,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,2,0,0,1,3
BERMEJO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,25,25,3,7,60
BETANZOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,20,14,4,5,43
BOLIVAR,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,0,2,2,5
BOLPEBRA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,2,1,1,5
BOYUIBE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,5,4,3,0,12
BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,9,12,5,4,30
CABEZAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,13,13,18,15,59
CAIROMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,6,3,1,1,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,9,4,3,2,18
CAJUATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,7,10,2,3,22
CALACOTO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,0,0,2,1,3
CALAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,3,3,3,2,11
CAMARGO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,12,10,3,2,27
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,0,0,0,1
CAMIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,39,29,3,3,74
CAPINOTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,12,11,0,3,26
CAQUIAVIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,4,5,0,0,9
CARACOLLO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,11,14,2,4,31
CARANAVI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,30,28,6,4,68
CARAPARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,12,9,3,3,27
CARIPUYO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,2,3,5,5,15
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,2,1,1,1,5
CATACORA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,0,1,0,2,3
CHALLAPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,14,13,3,1,31
CHAQUI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,2,2,2,1,7
CHARAGUA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,17,17,22,25,81
CHARAÑA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,1,0,0,2
CHAYANTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,4,7,4,2,17
CHIMORE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,12,19,0,2,33
CHIPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,0,1,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,0,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,9,17,0,4,30
CHUMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,1,1,4,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,4,2,1,2,9
CKOCHAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,6,1,1,0,8
CLIZA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,17,13,2,1,33
COBIJA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,61,40,1,4,106
COCAPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,5,6,10,7,28
COCHABAMBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,511,495,2,5,1013
COIPASA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,0,1,0,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,33,30,0,0,63
"COLCHA ""K""",vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,18,10,1,2,31
COLLANA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,3,0,0,4
COLOMI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,15,14,1,4,34
COLPA BELGICA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,5,6,0,1,12
COLQUECHACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,11,13,19,9,52
COLQUENCHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,3,0,0,4
COLQUIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,7,7,3,5,22
COMANCHE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,1,1,1,4
COMARAPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,11,7,3,1,22
COMBAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,3,1,0,5
CONCEPCION,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,16,18,6,5,45
COPACABANA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,6,2,3,12
CORIPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,3,9,0,0,12
CORO CORO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,4,7,0,0,11
COROICO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,13,10,3,2,28
CORQUE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,2,4,1,2,9
COTAGAITA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,9,4,7,3,23
COTOCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,50,67,4,2,123
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,13,14,4,2,33
CUEVO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,3,0,1,0,4
CULPINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,8,13,4,4,29
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,2,6,1,1,10
CURVA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,2,1,2,1,6
DESAGUADERO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,4,1,1,0,6
EL ALTO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,541,552,60,58,1211
EL CHORO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,2,0,3,1,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,11,7,1,0,19
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,11,11,5,1,28
EL TORNO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,53,40,3,2,98
EL VILLAR,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,0,4,1,1,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,10,7,7,11,35
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,25,21,0,0,46
ESCOMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,2,2,2,0,6
EUCALIPTUS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,4,2,0,1,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,1,0,4,6
EXALTACION,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,3,0,0,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,8,20,2,8,38
FILADELFIA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,4,4,0,0,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,10,5,0,0,15
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,8,4,8,3,23
GUANAY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,3,8,5,2,18
GUAQUI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,2,1,0,2,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,52,36,5,5,98
GUTIERREZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,14,10,8,10,42
HUACARETA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,5,5,6,2,18
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,1,1,3,6
HUANUNI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,20,24,1,2,47
HUARACAJE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,2,6,0,2,10
HUARINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,3,2,1,3,9
HUATAJATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,2,0,0,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,1,1,1,4
HUMANATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,0,2,4,1,7
ICHOCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,0,2,1,0,3
ICLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,4,5,6,3,18
INCAHUASI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,2,9,5,0,16
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,2,3,5,11
INQUISIVI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,5,4,4,1,14
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,6,3,3,3,15
IXIAMAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,4,3,0,0,7
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,5,9,2,2,18
LA ASUNTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,34,35,10,6,85
LA GUARDIA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,70,73,3,5,151
LA PAZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,572,477,35,33,1117
LAGUNILLAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,0,2,1,1,4
LAJA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,9,5,1,3,18
LAS CARRERAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,2,1,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,2,1,0,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,15,27,17,19,78
LLICA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,3,1,0,1,5
LORETO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,3,2,6,7,18
LURIBAY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,2,5,5,13
MACHACAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,1,2,0,0,3
MACHARETI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,4,7,1,1,13
MAGDALENA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,18,13,7,0,38
MAIRANA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,10,9,0,1,20
MAPIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-02-01,7,11,1,5,24
