,group,variable,month,TOTAL PENTAVALENTE 2DA DOSIS DENTRO,TOTAL PENTAVALENTE 2DA DOSIS DENTRO,TOTAL PENTAVALENTE 2DA DOSIS FUERA,TOTAL PENTAVALENTE 2DA DOSIS FUERA,TOTALES
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,1450,1325,37,28,2840
SANTA ROSA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,11,14,1,1,27
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,20,8,1,0,29
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,1,1,0,0,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,5,6,5,1,17
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,1,4,1,2,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,1,2,1,1,5
SANTIVAÑES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,5,5,1,4,15
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,5,3,2,1,11
SAPAHAQUI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,6,3,2,2,13
SENA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,2,5,0,0,7
SHINAOTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,14,14,1,3,32
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,14,6,4,4,28
SICAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,1,3,1,1,6
SIPE SIPE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,32,39,1,1,73
SOPACHUY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,1,3,1,1,6
SORACACHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,4,7,1,1,13
SORATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,9,7,3,10,29
SUCRE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,287,280,6,0,573
TACACHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,1,1,0,0,2
TACACOMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,3,4,1,0,8
TACOBAMBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,0,7,0,1,8
TACOPAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,5,3,1,7,16
TAHUA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,0,1,0,0,1
TAPACARI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,8,13,5,8,34
TARABUCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,8,7,4,8,27
TARACO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,4,1,0,0,5
TARATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,8,9,1,4,22
TARIJA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,218,199,4,6,427
TARVITA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,4,2,3,1,10
TEOPONTE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,9,9,2,3,23
TIAWANACU,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,11,14,2,1,28
TINGUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,11,8,5,7,31
TIPUANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,9,3,2,1,15
TIQUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,56,47,2,7,112
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,13,6,6,6,31
TOCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,7,4,1,1,13
TOLATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,4,2,3,2,11
TOLEDO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,3,4,1,0,8
TOMAVE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,10,8,5,2,25
TOMINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,3,1,2,1,7
TORO TORO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,1,1,11,5,18
TOTORA(CBBA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,14,13,3,1,31
TOTORA(ORR),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,3,1,0,0,4
TRIGAL,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,1,0,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,129,101,3,3,236
TUPIZA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,28,25,2,7,62
TURCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,3,2,0,0,5
UMALA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,10,5,1,2,18
UNCIA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,18,18,3,4,43
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,14,12,5,1,32
URUBICHA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,5,0,0,2,7
UYUNI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,18,32,2,0,52
VACAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,1,1,5,6,13
VALLEGRANDE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,18,10,0,0,28
VIACHA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,59,69,3,3,134
VILA VILA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,3,4,3,3,13
VILLA CHARCAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,10,11,5,2,28
VILLA MONTES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,45,41,5,5,96
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,1,0,0,0,1
VILLA RIVERO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,9,5,1,0,15
VILLA SERRANO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,8,5,3,7,23
VILLA TUNARI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,86,75,10,3,174
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,1,1,0,0,2
VILLAZON,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,55,35,1,3,94
VINTO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,56,44,1,3,104
VITICHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,5,2,0,0,7
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,1,2,1,0,4
WARNES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,99,90,2,1,192
YACO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,2,2,4,3,11
YACUIBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,93,84,9,12,198
YAMPARAEZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,0,5,2,0,7
YANACACHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,3,4,1,0,8
YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,36,32,12,10,90
YOCALLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,2,4,3,0,9
YOTALA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,3,4,1,0,8
YUNCHARA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,1,0,0,5,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-01-01,4,2,3,4,13
ACACIO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,1,2,1,2,6
ACHACACHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,10,14,10,13,47
ACHOCALLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,8,7,5,6,26
AIQUILE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,16,12,5,3,36
ALALAY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,1,0,1,1,3
ALCALA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,6,3,0,0,9
ALTO BENI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,11,9,0,0,20
ANCORAIMES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,4,5,2,0,11
ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,2,0,2,1,5
ANTEQUERA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,0,1,0,0,1
ANZALDO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,7,4,0,3,14
APOLO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,10,14,1,3,28
ARAMPAMPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,1,1,2,3,7
ARANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,2,2,0,1,5
ARBIETO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,7,7,3,1,18
ARQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,3,6,3,4,16
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,27,25,0,2,54
ATOCHA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,6,6,0,0,12
AUCAPATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,2,1,6,2,11
AYATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,3,6,0,1,10
AYO AYO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,4,3,3,0,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,8,10,4,4,26
AZURDUY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,5,2,6,3,16
BATALLAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,11,11,3,2,27
BAURES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,2,1,1,0,4
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,2,1,1,0,4
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,0,2,0,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,0,2,1,4,7
BERMEJO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,20,19,1,1,41
BETANZOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,19,14,5,5,43
BOLIVAR,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,2,1,2,3,8
BOLPEBRA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,0,0,1,0,1
BOYUIBE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,1,0,0,1,2
BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,5,10,2,5,22
CABEZAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,16,8,18,12,54
CAIROMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,7,5,2,1,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,7,3,2,3,15
CAJUATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,7,10,0,3,20
CALACOTO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,1,0,0,1,2
CALAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,8,6,1,2,17
CAMARGO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,7,4,2,5,18
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,3,1,1,0,5
CAMIRI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,27,25,0,0,52
CAPINOTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,21,10,1,0,32
CAQUIAVIRI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,5,4,0,0,9
CARACOLLO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,12,9,3,4,28
CARANAVI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,30,37,3,1,71
CARAPARI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,16,4,1,1,22
CARIPUYO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,3,4,4,4,15
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,4,3,0,1,8
CATACORA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,0,2,0,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,24,18,7,4,53
CHAQUI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,1,7,3,1,12
CHARAGUA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,9,17,20,24,70
CHAYANTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,7,2,4,6,19
CHIMORE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,10,11,2,1,24
CHIPAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,0,2,0,1,3
CHOQUE COTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,0,1,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,1,1,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,13,13,1,1,28
CHUMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,6,2,10,4,22
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,2,6,0,0,8
CKOCHAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,9,6,2,3,20
CLIZA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,12,5,2,2,21
COBIJA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,46,33,2,5,86
COCAPATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,8,6,12,10,36
COCHABAMBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,553,543,7,3,1106
COLCAPIRHUA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,35,30,0,1,66
"COLCHA ""K""",vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,4,9,0,1,14
COLLANA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,1,2,0,0,3
COLOMI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,18,14,2,0,34
COLPA BELGICA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,3,3,0,0,6
COLQUECHACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,11,7,13,12,43
COLQUENCHA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,5,5,0,0,10
COLQUIRI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,6,8,6,11,31
COMANCHE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,4,2,0,1,7
COMARAPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,15,13,3,0,31
COMBAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,0,1,0,1,2
CONCEPCION,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,16,16,7,9,48
COPACABANA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,4,5,1,3,13
CORIPATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,16,16,0,0,32
CORO CORO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,7,3,0,0,10
COROICO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,9,14,4,3,30
CORQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,0,3,2,0,5
COTAGAITA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,8,15,3,5,31
COTOCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,61,53,3,3,120
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,15,16,2,4,37
CUEVO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,1,2,1,1,5
CULPINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,12,8,4,7,31
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,4,3,0,0,7
DESAGUADERO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,6,5,3,1,15
EL ALTO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,580,599,77,74,1330
EL CHORO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,3,1,3,1,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,14,9,2,1,26
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,8,7,2,1,18
EL TORNO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,43,33,3,4,83
EL VILLAR,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,1,3,1,1,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,16,21,6,6,49
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,33,35,0,1,69
ESCOMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,2,1,0,2,5
EUCALIPTUS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,3,2,0,1,6
EXALTACION,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,0,1,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,19,20,20,8,67
FILADELFIA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,7,2,0,0,9
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,14,9,1,0,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,3,6,6,3,18
GUANAY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,9,6,2,3,20
GUAQUI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,1,2,1,5,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,43,53,3,3,102
GUTIERREZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,13,7,9,5,34
HUACARETA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,3,7,1,5,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,3,1,2,2,8
HUANUNI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,21,27,1,0,49
HUARACAJE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,6,8,0,4,18
HUARINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,3,1,1,1,6
HUATAJATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,1,0,0,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,0,2,1,0,3
HUMANATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,2,1,0,0,3
ICHOCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,1,5,1,1,8
ICLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,0,4,5,2,11
INCAHUASI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,6,3,2,3,14
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,1,2,1,2,6
INQUISIVI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,6,5,1,2,14
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,8,4,1,2,15
IXIAMAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,6,9,0,0,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,4,9,1,0,14
LA ASUNTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,38,30,4,7,79
LA GUARDIA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,91,69,2,2,164
LA PAZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,530,537,18,10,1095
LAGUNILLAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,3,5,0,0,8
LAJA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,9,5,3,4,21
LAS CARRERAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,3,3,0,1,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,1,2,0,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,21,14,19,21,75
LLICA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,1,0,0,1,2
LORETO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,1,1,5,4,11
LURIBAY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,5,4,6,6,21
MACHACAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,2,2,0,0,4
MACHARETI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,6,3,2,2,13
MAGDALENA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,17,17,8,4,46
MAIRANA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,10,5,0,0,15
MAPIRI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,13,11,2,1,27
MECAPACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-02-01,7,4,4,0,15
