municipality,group,variable,month,Total 3.13 Nº de actividades de educación en Salud Oral,TOTAL
CHIMORE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,1.0,1.0
CHIPAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,6.0,6.0
CHUA COCANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,3.0,3.0
CHUMA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,8.0,8.0
CKOCHAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,1.0,1.0
COBIJA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,27.0,27.0
COCAPATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,25.0,25.0
COCHABAMBA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,120.0,120.0
COIPASA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,5.0,5.0
COLCAPIRHUA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,73.0,73.0
"COLCHA ""K""",atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,4.0,4.0
COLLANA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,6.0,6.0
COLOMI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,12.0,12.0
COLPA BELGICA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,1.0,1.0
COLQUECHACA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,21.0,21.0
COLQUIRI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,9.0,9.0
COMANCHE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,5.0,5.0
COMARAPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,2.0,2.0
CONCEPCION,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,105.0,105.0
COPACABANA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,19.0,19.0
COTAGAITA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,9.0,9.0
CUATRO CAÑADAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,62.0,62.0
CUEVO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,7.0,7.0
CULPINA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,1.0,1.0
CURAHUARA DE CARANGAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,8.0,8.0
CURVA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,4.0,4.0
DESAGUADERO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,3.0,3.0
EL ALTO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,229.0,229.0
EL CHORO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,3.0,3.0
EL PUENTE(STC),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,46.0,46.0
EL PUENTE(TJA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,13.0,13.0
EL TORNO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,41.0,41.0
ENTRE RIOS TRJ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,35.0,35.0
ENTRE RIOS CBBA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,23.0,23.0
ESCOMA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,7.0,7.0
EUCALIPTUS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,11.0,11.0
FERNANDEZ ALONSO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,2.0,2.0
GENERAL SAAVEDRA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,9.0,9.0
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,14.0,14.0
GUANAY,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,5.0,5.0
GUAQUI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,13.0,13.0
GUAYARAMERIN,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,4.0,4.0
GUTIERREZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,98.0,98.0
HUACARETA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,8.0,8.0
HUACAYA (VILLA DE HUACAYA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,6.0,6.0
HUANUNI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,39.0,39.0
HUARINA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,7.0,7.0
HUATAJATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,6.0,6.0
HUAYLLAMARCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,24.0,24.0
HUMANATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,2.0,2.0
ICLA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,10.0,10.0
INQUISIVI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,13.0,13.0
IXIAMAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,2.0,2.0
JESUS DE MACHACA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,2.0,2.0
LA GUARDIA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,9.0,9.0
LA PAZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,186.0,186.0
LAGUNILLAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,2.0,2.0
LAS CARRERAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,9.0,9.0
LICOMA PAMPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,20.0,20.0
LLALLAGUA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,7.0,7.0
LURIBAY,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,1.0,1.0
MACHACAMARCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,8.0,8.0
MACHARETI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,3.0,3.0
MAGDALENA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,8.0,8.0
MAPIRI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,10.0,10.0
MECAPACA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,5.0,5.0
MIZQUE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,5.0,5.0
MOCOMOCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,17.0,17.0
MOJOCOYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,4.0,4.0
MONTEAGUDO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,4.0,4.0
MONTERO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,19.0,19.0
MORO MORO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,1.0,1.0
MOROCHATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,41.0,41.0
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,1.0,1.0
OCURI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,15.0,15.0
OMEREQUE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,8.0,8.0
ORURO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,67.0,67.0
PADCAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,17.0,17.0
PAILON,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,5.0,5.0
PALCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,9.0,9.0
PALOS BLANCOS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,20.0,20.0
PAMPA AULLAGAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,7.0,7.0
PASORAPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,12.0,12.0
PATACAMAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,9.0,9.0
PAZÑA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,3.0,3.0
PELECHUCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,5.0,5.0
POCOATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,1.0,1.0
POCONA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,23.0,23.0
POJO (CBBA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,8.0,8.0
POOPO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,27.0,27.0
PORCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,2.0,2.0
POROMA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,8.0,8.0
PORONGO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,11.0,11.0
PORTACHUELO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,89.0,89.0
PORVENIR,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,32.0,32.0
POSTRER VALLE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,15.0,15.0
POTOSI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,9.0,9.0
PRESTO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,7.0,7.0
PUCARA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,13.0,13.0
PUCARANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,81.0,81.0
PUERTO ACOSTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,5.0,5.0
PUERTO CARABUCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,15.0,15.0
PUERTO GONZALO MORENO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,5.0,5.0
PUERTO PEREZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,6.0,6.0
PUERTO RICO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,34.0,34.0
PUERTO VILLARROEL,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,42.0,42.0
PUNA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,2.0,2.0
PUNATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-02-01,22.0,22.0
