,group,variable,month,ABANDONO DE MÉTODO ANTICONCEPTIVO < 15,ABANDONO DE MÉTODO ANTICONCEPTIVO 15 - 19,ABANDONO DE MÉTODO ANTICONCEPTIVO 20 - 34,ABANDONO DE MÉTODO ANTICONCEPTIVO 35 - 49,ABANDONO DE MÉTODO ANTICONCEPTIVO 50 Y +,TOTALES
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-12-01,0,0,1,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-12-01,0,0,9,1,0,10
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-12-01,0,0,1,0,0,1
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-12-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-12-01,0,0,1,0,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-12-01,0,0,1,0,0,1
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-12-01,0,1,1,0,0,2
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-12-01,0,0,3,0,0,3
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-12-01,0,0,2,0,0,2
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-12-01,0,0,0,1,0,1
