municipality,group,variable,month,Mujeres embarazadas que recibieron 90 tabletas de,TOTAL
SOPACHUY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,14,14
SORACACHI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,15,15
SORATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,26,26
SUCRE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,670,670
TACACHI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,1,1
TACACOMA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,16,16
TACOBAMBA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,10,10
TACOPAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,30,30
TAHUA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,6,6
TAPACARI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,72,72
TARABUCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,31,31
TARACO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,10,10
TARATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,24,24
TARIJA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,198,198
TARVITA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,33,33
TEOPONTE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,23,23
TIAWANACU,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,19,19
TINGUIPAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,30,30
TIPUANI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,39,39
TIQUIPAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,46,46
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,72,72
TOCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,4,4
TOLATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,16,16
TOLEDO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,9,9
TOMAVE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,6,6
TOMINA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,22,22
TORO TORO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,18,18
TOTORA(CBBA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,29,29
TOTORA(ORR),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,10,10
TRIGAL,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,4,4
TRINIDAD,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,272,272
TUPIZA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,25,25
TURCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,6,6
UMALA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,4,4
UNCIA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,83,83
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,30,30
URUBICHA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,11,11
UYUNI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,37,37
VACAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,10,10
VALLEGRANDE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,15,15
VIACHA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,137,137
VILA VILA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,5,5
VILLA MONTES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,68,68
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,12,12
VILLA RIVERO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,5,5
VILLA SERRANO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,14,14
VILLA TUNARI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,149,149
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,14,14
VILLAZON,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,109,109
VINTO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,33,33
VITICHI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,4,4
WALDO BALLIVIAN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,3,3
WARNES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,104,104
YACO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,14,14
YACUIBA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,145,145
YAMPARAEZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,20,20
YANACACHI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,5,5
YAPACANI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,88,88
YOCALLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,8,8
YOTALA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,10,10
YUNCHARA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,9,9
ZUDAÑEZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-01-01,16,16
ACACIO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,6,6
ACHACACHI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,108,108
ACHOCALLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,18,18
AIQUILE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,47,47
ALALAY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,17,17
ALCALA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,2,2
ANCORAIMES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,24,24
ANDAMARCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,7,7
ANTEQUERA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,4,4
ANZALDO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,15,15
APOLO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,28,28
ARAMPAMPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,9,9
ARANI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,12,12
ARBIETO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,10,10
ARQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,19,19
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,41,41
ATOCHA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,9,9
AUCAPATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,9,9
AYATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,8,8
AYO AYO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,42,42
AZURDUY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,31,31
BATALLAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,32,32
BAURES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,6,6
BELEN DE ANDAMARCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,2,2
BELEN DE URMIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,2,2
BELLA FLOR,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,10,10
BERMEJO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,29,29
BETANZOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,27,27
BOLIVAR,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,12,12
BOLPEBRA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,3,3
BOYUIBE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,4,4
BUENA VISTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,33,33
CABEZAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,21,21
CAIROMA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,15,15
"CAIZA ""D""",nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,12,12
CAJUATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,18,18
CALACOTO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,7,7
CALAMARCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,15,15
CAMARGO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,33,33
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,7,7
CAMIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,54,54
CAPINOTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,30,30
CAQUIAVIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,12,12
CARACOLLO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,34,34
CARANAVI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,110,110
CARAPARI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,15,15
CARIPUYO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,7,7
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,3,3
CATACORA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,1,1
CHACARILLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,6,6
CHALLAPATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,39,39
CHAQUI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,5,5
CHARAGUA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,69,69
CHARAÑA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,4,4
CHAYANTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,10,10
CHIMORE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,87,87
CHIPAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,48,48
CHUMA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,10,10
CLIZA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,39,39
COBIJA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,107,107
COCHABAMBA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,457,457
COIPASA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,38,38
"COLCHA ""K""",nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,14,14
COLOMI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,53,53
COLPA BELGICA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,5,5
COLQUECHACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,58,58
COLQUENCHA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,10,10
COLQUIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,35,35
COMANCHE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,5,5
COMARAPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,16,16
COMBAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,1,1
CONCEPCION,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,34,34
COPACABANA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,29,29
CORIPATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,25,25
CORO CORO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,6,6
COROICO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,7,7
CORQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,4,4
COTAGAITA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,32,32
COTOCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,12,12
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,21,21
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,1,1
CUEVO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,8,8
CULPINA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,41,41
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,8,8
CURVA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,3,3
DESAGUADERO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,7,7
EL ALTO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,1275,1275
EL CHORO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,4,4
EL PUENTE(STC),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,13,13
EL PUENTE(TJA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,19,19
EL TORNO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,80,80
EL VILLAR,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,10,10
ENTRE RIOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,46,46
ENTRE RIOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,31,31
EUCALIPTUS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,18,18
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,1,1
EXALTACION,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,17,17
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,17,17
FILADELFIA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,9,9
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,45,45
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,16,16
GUANAY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,30,30
GUAQUI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,10,10
GUAYARAMERIN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,57,57
GUTIERREZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,26,26
HUACARETA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,29,29
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,3,3
HUACHACALLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,2,2
HUANUNI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,27,27
HUARACAJE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-02-01,6,6
