municipality,group,variable,month,Niños de 1 año a menores de 5 años con 2da dosis v,TOTAL
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,17,17
PUERTO PEREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,11,11
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,2,2
PUERTO RICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,10,10
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,7,7
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,73,73
PUNATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,17,17
QUILLACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,149,149
QUIME,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,31,31
RIBERALTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,33,33
SACABA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,77,77
SACABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,5,5
SAN ANDRES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,12,12
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,9,9
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,31,31
SAN IGNACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,60,60
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,4,4
SAN JOAQUIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,2,2
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,6,6
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,3,3
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,19,19
SAN MATIAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,33,33
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,8,8
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,4,4
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,17,17
SANTA ANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,2,2
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,409,409
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,1,1
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,5,5
SENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,9,9
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,83,83
SICAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,2,2
SIPE SIPE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,54,54
SORATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,67,67
TACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,6,6
TACOPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,58,58
TAPACARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,41,41
TARACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,6,6
TARATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,32,32
TARIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,151,151
TEOPONTE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,5,5
TIAWANACU,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,10,10
TINGUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,6,6
TIPUANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,7,7
TIQUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,63,63
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,64,64
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,4,4
TOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,14,14
TOLATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,46,46
TOTORA(CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,51,51
TRINIDAD,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,195,195
UMALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,7,7
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,66,66
UYUNI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,24,24
VIACHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,80,80
VILA VILA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,12,12
VILLA RIVERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,3,3
VILLA TUNARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,80,80
VINTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,28,28
WARNES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,84,84
YACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,11,11
YACUIBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,76,76
YANACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,8,8
YUNCHARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-02-01,7,7
ACHACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,6,6
ACHOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,14,14
ALALAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,4,4
ANCORAIMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,5,5
APOLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,2,2
ARBIETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,94,94
ARQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,25,25
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,3,3
AUCAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,3,3
AYATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,53,53
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,76,76
BATALLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,26,26
BAURES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,8,8
BELLA FLOR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,4,4
BERMEJO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,266,266
BOLIVAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,29,29
BOLPEBRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,8,8
CAIROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,22,22
CAJUATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,19,19
CALACOTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,1,1
CAMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,11,11
CAPINOTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,113,113
CARANAVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,94,94
CARAPARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,26,26
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,28,28
CHIMORE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,99,99
CHOQUE COTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,28,28
CHUMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,18,18
CLIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,41,41
COBIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,134,134
COCHABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,965,965
COLCAPIRHUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,59,59
COLOMI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,31,31
COLQUENCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,1,1
COLQUIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,54,54
COMANCHE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,1,1
CORIPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,36,36
COROICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,21,21
CURVA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,7,7
DESAGUADERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,10,10
EL ALTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,1622,1622
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,9,9
ENTRE RIOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,100,100
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,9,9
EXALTACION,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,1,1
FILADELFIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,73,73
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,55,55
GUANAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,37,37
GUAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,27,27
GUAYARAMERIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,15,15
GUTIERREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,7,7
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,1,1
ICHOCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,24,24
INQUISIVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,25,25
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,21,21
IXIAMAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,20,20
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,30,30
LA ASUNTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,25,25
LA PAZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,2195,2195
LAGUNILLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,10,10
LAJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,113,113
LICOMA PAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,21,21
LORETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,7,7
LURIBAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,5,5
MALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,8,8
MAPIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,28,28
MECAPACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,10,10
MIZQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,81,81
MOCOMOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,31,31
MONTERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,4,4
MOROCHATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,107,107
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,19,19
OMEREQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,11,11
ORURO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,85,85
PADCAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,44,44
PALCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,18,18
PALOS BLANCOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,56,56
PAPEL PAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,9,9
PASORAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,24,24
PELECHUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,7,7
POCONA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,8,8
POJO (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,39,39
PORVENIR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,46,46
POTOSI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,3,3
PUCARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,63,63
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,43,43
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,42,42
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,27,27
PUERTO PEREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,8,8
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,1,1
PUERTO RICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,25,25
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,62,62
PUNATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,46,46
QUILLACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,364,364
QUIME,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,30,30
RIBERALTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,37,37
SACABA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,1022,1022
SACABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,34,34
SAN ANDRES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,25,25
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,19,19
SAN BENITO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,12,12
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,36,36
SAN IGNACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,28,28
SAN JOAQUIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,7,7
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,23,23
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,37,37
SAN MATIAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,40,40
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,6,6
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,33,33
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,39,39
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,699,699
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,6,6
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,4,4
SENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,16,16
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,81,81
SICAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,5,5
SIPE SIPE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,66,66
SORATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,71,71
TACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,4,4
TACOPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-03-01,111,111
