municipality,group,variable,month,Mujeres puérperas que recibieron dosis única de vi,TOTAL
TARIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,326,326
TARVITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,35,35
TEOPONTE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,6,6
TIAWANACU,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,15,15
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,35,35
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,3,3
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,48,48
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,62,62
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,5,5
TOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,3,3
TOLATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,4,4
TOLEDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,8,8
TOMAVE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,8,8
TOMINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,14,14
TORO TORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,6,6
TOTORA(CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,13,13
TOTORA(ORR),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,10,10
TRINIDAD,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,256,256
TUPIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,69,69
TURCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,9,9
UMALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,1,1
UNCIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,36,36
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,13,13
URUBICHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,10,10
UYUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,33,33
VACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,15,15
VALLEGRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,31,31
VIACHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,20,20
VILA VILA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,6,6
VILLA MONTES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,93,93
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,3,3
VILLA RIVERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,4,4
VILLA SERRANO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,9,9
VILLA TUNARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,103,103
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,20,20
VILLAZON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,68,68
VINTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,32,32
VITICHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,11,11
WALDO BALLIVIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,5,5
WARNES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,74,74
YACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,13,13
YACUIBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,124,124
YAMPARAEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,11,11
YANACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,3,3
YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,40,40
YOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,8,8
YOTALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,13,13
YUNCHARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,10,10
ZUDAÑEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-01-01,7,7
ACACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,4,4
ACHACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,63,63
ACHOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,5,5
AIQUILE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,38,38
ALALAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,7,7
ALCALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,2,2
ANCORAIMES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,29,29
ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,4,4
ANTEQUERA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,3,3
ANZALDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,9,9
APOLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,28,28
ARAMPAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,5,5
ARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,7,7
ARBIETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,8,8
ARQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,12,12
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,68,68
ATOCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,18,18
AUCAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,3,3
AYATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,11,11
AYO AYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,21,21
AZURDUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,25,25
BATALLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,16,16
BAURES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,2,2
BELEN DE URMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,3,3
BELLA FLOR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,6,6
BERMEJO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,34,34
BETANZOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,33,33
BOLIVAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,5,5
BOLPEBRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,1,1
BOYUIBE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,5,5
BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,12,12
CABEZAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,19,19
CAIROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,7,7
"CAIZA ""D""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,9,9
CAJUATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,11,11
CALACOTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,4,4
CALAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,12,12
CAMARGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,36,36
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,7,7
CAMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,46,46
CAPINOTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,25,25
CAQUIAVIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,8,8
CARACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,25,25
CARANAVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,100,100
CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,1,1
CARAPARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,12,12
CARIPUYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,8,8
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,7,7
CATACORA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,3,3
CHALLAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,32,32
CHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,7,7
CHARAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,60,60
CHARAÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,1,1
CHAYANTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,39,39
CHIMORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,18,18
CHIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,22,22
CHUMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,9,9
CLIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,13,13
COBIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,83,83
COCHABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,342,342
COIPASA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,16,16
"COLCHA ""K""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,11,11
COLLANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,2,2
COLOMI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,26,26
COLPA BELGICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,4,4
COLQUECHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,52,52
COLQUENCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,9,9
COLQUIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,17,17
COMANCHE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,7,7
COMARAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,24,24
COMBAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,1,1
CONCEPCION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,40,40
COPACABANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,16,16
CORIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,15,15
CORO CORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,9,9
COROICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,4,4
CORQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,4,4
COTAGAITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,29,29
COTOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,3,3
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,21,21
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,2,2
CUEVO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,3,3
CULPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,37,37
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,10,10
CURVA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,6,6
DESAGUADERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,9,9
EL ALTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,929,929
EL CHORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,3,3
EL PUENTE(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,11,11
EL PUENTE(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,5,5
EL TORNO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,46,46
EL VILLAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,8,8
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,21,21
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,25,25
EUCALIPTUS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,1,1
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,1,1
EXALTACION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,3,3
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,19,19
FILADELFIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,6,6
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,17,17
GUANAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,18,18
GUAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,8,8
GUAYARAMERIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,91,91
GUTIERREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,10,10
HUACARETA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,18,18
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,5,5
HUACHACALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,3,3
HUANUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,23,23
HUARACAJE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,2,2
HUAYLLAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,7,7
ICHOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,10,10
ICLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,18,18
INCAHUASI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-02-01,48,48
