,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA L CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA L CANTIDAD,TOTALES
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,4,0,4
MAIRANA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,2,0,2
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,11,1,12
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,9,3,12
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,5,0,5
POCONA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,1,1
POJO (CBBA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,2,0,2
POROMA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,1,1
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,3,0,3
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,7,1,8
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,5,2,7
REYES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,2,3,5
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,2,0,2
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,6,3,9
SAMAIPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,1,1
SAN ANDRES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
SAN BENITO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,2,1,3
SAN JUAN DE YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,1,2
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,1,1
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,2,0,2
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,3,1,4
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,102,64,166
SANTIAGO DE CALLAPA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,1,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,1,2
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,2,1,3
SOPACHUY,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,2,1,3
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,13,7,20
TAPACARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
TARATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,5,6,11
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,1,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,4,1,5
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,2,1,3
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,7,1,8
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,1,2
UNCIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,2,0,2
URUBICHA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,1,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,2,2,4
VILLA CHARCAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,3,0,3
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,9,3,12
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,2,0,2
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,7,3,10
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,4,3,7
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,2,2
ZUDAÑEZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,1,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
BATALLAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,2,2,4
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,2,0,2
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,0,1,1
CARACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,3,1,4
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,2,0,2
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,2,1,3
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,0,3,3
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,0,1,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,5,3,8
COCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,0,1,1
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,21,15,36
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,3,4,7
COLOMI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
COLPA BELGICA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,1,2
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,1,2
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,2,3,5
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
CUEVO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,0,1,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,37,30,67
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,4,1,5
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,4,3,7
FILADELFIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,4,5
HUACARETA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
INQUISIVI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,0,1,1
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,5,2,7
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,62,45,107
MACHACAMARCA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
MAIRANA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,5,0,5
MECAPACA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,0,1,1
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,2,1,3
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,3,4
MOCOMOCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,0,1,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,6,3,9
OCURI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,7,1,8
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,3,1,4
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,3,2,5
PATACAMAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
POROMA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,2,3
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,1,2
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,3,4,7
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,6,0,6
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,5,1,6
PUNA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,0,1,1
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,7,4,11
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,4,1,5
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,3,4
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,4,4,8
SAMAIPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,3,0,3
SAN BENITO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,2,3
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,3,1,4
SAN BUENA VENTURA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,0,3,3
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,2,0,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,2,3
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,3,4
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,86,53,139
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,2,3
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,1,2
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,3,0,3
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,20,14,34
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,0,1,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,3,5,8
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,1,2
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,3,3,6
UNCIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
URUBICHA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,2,3,5
VILLA CHARCAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,0,1,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,3,1,4
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,3,0,3
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,2,3
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,2,7,9
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-12-01,4,2,6
