,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TOTALES
COLLANA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,3,0,1,3,0,1,0,0,0,0,0,0,8
COLOMI,atencion odontologica,trat. odontologico integral terminado,2023-02-01,3,2,0,0,0,0,0,2,0,0,0,0,0,0,7
COLPA BELGICA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,1,3,0,3,3,2,0,1,0,0,0,0,13
COLQUENCHA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
COMARAPA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,2,0,0,1,0,1,0,0,0,0,0,0,4
CORQUE,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COTOCA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,1,1,0,10,2,8,1,0,0,0,0,0,23
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado,2023-02-01,5,1,7,17,5,11,12,44,0,0,0,0,0,0,102
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,1,1,0,0,2,0,0,0,0,0,0,4
CULPINA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,1,3,0,2,0,0,0,0,0,0,6
CURAHUARA DE CARANGAS,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3
DESAGUADERO,atencion odontologica,trat. odontologico integral terminado,2023-02-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2023-02-01,3,5,6,15,3,8,7,14,1,0,0,0,0,0,62
EL PUENTE(STC),atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2023-02-01,5,7,2,4,5,9,14,19,6,7,0,0,0,0,78
EL VILLAR,atencion odontologica,trat. odontologico integral terminado,2023-02-01,3,0,1,2,1,0,1,2,1,0,0,0,0,0,11
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,1,2,0,0,1,0,1,2,0,0,0,0,0,0,7
FILADELFIA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
GUANAY,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado,2023-02-01,1,0,0,1,0,2,0,5,0,1,0,0,0,0,10
GUTIERREZ,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HUACARETA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,1,0,1,0,1,0,1,0,0,0,0,0,0,4
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,1,5,0,0,1,3,1,1,0,0,0,0,12
HUAYLLAMARCA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3
HUMANATA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
ICLA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
INCAHUASI,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,1,1,0,1,1,1,0,0,0,0,0,0,5
IRUPANA (VILLA DE LANZA),atencion odontologica,trat. odontologico integral terminado,2023-02-01,1,1,0,3,0,1,0,1,0,0,0,0,0,0,7
IXIAMAS,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
JESUS DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
LA ASUNTA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
LA GUARDIA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2023-02-01,40,60,60,72,11,18,21,41,10,8,0,0,0,0,341
LAJA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,5,2,4,6,0,2,0,1,0,0,0,0,0,0,20
LAS CARRERAS,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
LICOMA PAMPA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LLALLAGUA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4
MACHARETI,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MAIRANA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,1,0,1,1,3,0,0,0,0,0,0,0,0,6
MAPIRI,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
MIZQUE,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,1,0,3,3,1,0,1,3,0,0,0,0,0,0,12
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2023-02-01,2,0,4,3,0,7,5,16,1,0,0,0,0,0,38
MORO MORO,atencion odontologica,trat. odontologico integral terminado,2023-02-01,3,2,0,0,0,0,2,0,0,0,0,0,0,0,7
ORURO,atencion odontologica,trat. odontologico integral terminado,2023-02-01,14,12,58,56,39,48,59,91,2,2,0,0,0,0,381
PADILLA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,1,4,0,1,0,6,0,0,0,0,0,0,12
PATACAMAYA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,2,5,3,6,0,0,0,0,0,0,0,0,0,0,16
PAZÑA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5
PELECHUCO,atencion odontologica,trat. odontologico integral terminado,2023-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POROMA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3
PORVENIR,atencion odontologica,trat. odontologico integral terminado,2023-02-01,2,4,6,4,2,10,0,11,0,0,0,0,0,0,39
POTOSI,atencion odontologica,trat. odontologico integral terminado,2023-02-01,2,0,14,6,5,14,8,39,7,0,0,0,0,0,95
PRESTO,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,1,2,0,4,1,5,0,0,0,0,0,0,13
PUERTO GONZALO MORENO,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
PUNATA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,2,3,1,0,0,0,0,0,0,0,0,0,0,6
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2023-02-01,7,6,9,5,4,4,0,24,0,1,0,0,0,0,60
QUIRUSILLAS,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RAVELO,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4
RIBERALTA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,2,4,2,2,1,1,1,4,0,0,0,0,0,0,17
SACABA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,9,12,21,18,2,8,7,17,2,0,0,0,0,0,96
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3
SAMAIPATA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,1,1,1,0,1,1,0,0,0,0,0,0,0,0,5
SAN ANDRES,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
SAN BORJA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3
SAN BUENA VENTURA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5
SAN IGNACIO DE VELASCO,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,1,0,0,0,0,2,5,0,0,0,0,0,0,8
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2023-02-01,2,0,0,3,2,2,2,3,0,0,0,0,0,0,14
SAN PEDRO DE CURAHUARA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN PEDRO DE QUEMES,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,5,2,1,0,2,5,0,0,0,0,0,0,15
SANTA ANA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,64,62,17,19,5,18,8,24,31,40,0,0,0,0,288
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado,2023-02-01,1,0,1,0,1,0,1,4,1,0,0,0,0,0,9
SANTIAGO DE HUATA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTUARIO DE QUILLACAS,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAPAHAQUI,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,1,0,1,0,1,1,1,0,1,0,0,0,0,6
SOPACHUY,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,2,1,1,0,2,0,0,0,0,0,0,6
SORACACHI,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SORATA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SUCRE,atencion odontologica,trat. odontologico integral terminado,2023-02-01,25,27,20,24,9,9,13,48,4,1,0,0,0,0,180
TACACOMA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2023-02-01,2,7,0,0,1,0,0,4,0,0,0,0,0,0,14
TARABUCO,atencion odontologica,trat. odontologico integral terminado,2023-02-01,4,4,3,0,0,0,0,2,0,1,0,0,0,0,14
TARATA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TARIJA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,8,4,0,3,4,9,0,1,0,0,0,0,29
TARVITA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,2,0,1,1,3,0,0,0,0,0,0,7
TEOPONTE,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,2,3,1,3,1,0,1,3,0,0,0,0,0,0,14
TIRAQUE (CBBA),atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,2,0,0,0,3,0,0,0,0,0,0,5
TOCO,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
TOLATA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TOMINA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,3,1,0,2,2,9,4,15,0,0,0,0,0,0,36
TOTORA(CBBA),atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
TOTORA(ORR),atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TRIGAL,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,1,1,2,0,0,0,0,0,0,0,4
TRINIDAD,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,1,0,2,0,0,0,1,0,0,0,0,0,0,4
TUPIZA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
UNCIA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
VACAS,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
VIACHA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,6,3,3,1,1,1,0,0,0,0,0,0,0,0,15
VILLA CHARCAS,atencion odontologica,trat. odontologico integral terminado,2023-02-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,2,1,0,0,9,1,1,0,0,0,0,14
VILLA RIVERO,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado,2023-02-01,2,3,1,3,0,1,2,0,0,0,0,0,0,0,12
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2023-02-01,2,2,1,1,0,1,0,1,0,0,0,0,0,0,8
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,2,4,3,2,0,1,3,0,0,0,0,0,0,15
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2023-02-01,2,0,6,4,2,1,1,18,0,0,0,0,0,0,34
VINTO,atencion odontologica,trat. odontologico integral terminado,2023-02-01,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3
VITICHI,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
WALDO BALLIVIAN,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,5,1,4,6,12,2,8,11,1,0,0,0,0,0,50
YAMPARAEZ,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,0,2,0,2,1,4,0,0,0,0,0,0,9
YOCALLA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,3,1,0,1,0,0,0,0,0,0,0,0,5
YOTALA,atencion odontologica,trat. odontologico integral terminado,2023-02-01,2,3,1,3,2,2,0,4,0,0,0,0,0,0,17
YUNGUYO DE LITORAL,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado,2023-02-01,0,0,2,3,0,1,1,1,0,0,0,0,0,0,8
ACHACACHI,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5
AIQUILE,atencion odontologica,trat. odontologico integral terminado,2023-03-01,1,0,1,8,1,3,1,2,0,1,0,0,0,0,18
ALCALA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,0,0,2,4,6,0,0,0,0,0,0,12
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,1,0,0,3,0,0,0,0,0,0,0,0,0,4
ANZALDO,atencion odontologica,trat. odontologico integral terminado,2023-03-01,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3
ARANI,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2023-03-01,1,1,1,0,1,1,1,2,0,0,0,0,0,0,8
ARQUE,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado,2023-03-01,1,0,3,0,0,1,1,2,0,0,0,0,0,0,8
ATOCHA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,1,0,2,0,1,0,0,0,0,0,0,0,4
AYO AYO,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,3,2,0,0,1,2,0,0,0,0,0,0,8
AZURDUY,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,1,2,1,0,2,0,3,0,2,0,0,0,0,11
BELLA FLOR,atencion odontologica,trat. odontologico integral terminado,2023-03-01,1,4,1,7,0,0,0,0,0,0,0,0,0,0,13
BERMEJO,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,1,0,0,0,0,1,3,1,0,0,0,0,0,6
BETANZOS,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
BOLIVAR,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CALAMARCA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,1,2,0,2,0,1,0,4,0,0,0,0,0,0,10
CAMARGO,atencion odontologica,trat. odontologico integral terminado,2023-03-01,1,1,4,5,0,3,5,11,0,3,0,0,0,0,33
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
CAMIRI,atencion odontologica,trat. odontologico integral terminado,2023-03-01,1,8,17,18,0,13,0,27,3,1,0,0,0,0,88
CAQUIAVIRI,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CARACOLLO,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CARANAVI,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,3,5,4,1,0,1,0,1,0,0,0,0,0,15
CARAPARI,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,0,0,1,0,3,0,1,0,0,0,0,5
CARIPUYO,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,5,1,5,3,2,0,1,1,0,0,0,0,0,0,18
CHAQUI,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHARAGUA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,2,3,3,4,1,1,3,9,2,0,0,0,0,0,28
CHIMORE,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
CHIPAYA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CLIZA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,1,2,4,0,0,1,4,0,1,0,0,0,0,13
COBIJA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,26,19,2,3,0,1,1,5,0,0,0,0,0,0,57
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,25,31,35,51,18,15,28,86,17,22,0,0,0,0,328
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,1,1,3,1,1,4,5,2,2,0,0,0,0,20
COLLANA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4
COLOMI,atencion odontologica,trat. odontologico integral terminado,2023-03-01,8,0,0,1,0,0,0,0,0,0,0,0,0,0,9
COLPA BELGICA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,11,4,15,7,8,10,32,46,2,5,0,0,0,0,140
COLQUENCHA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,2,2,0,0,1,0,2,0,0,0,0,0,0,7
COLQUIRI,atencion odontologica,trat. odontologico integral terminado,2023-03-01,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3
COMARAPA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
COMBAYA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,3,3,0,1,0,1,0,0,0,0,0,0,8
CORIPATA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
CORO CORO,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
COTAGAITA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado,2023-03-01,1,5,16,26,5,19,25,97,1,2,0,0,0,0,197
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,2,0,0,1,1,0,0,0,0,0,0,4
CULPINA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,2,0,1,3,2,0,0,0,0,0,0,8
CURAHUARA DE CARANGAS,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2023-03-01,8,19,15,18,4,11,9,33,2,1,0,0,0,0,120
EL CHORO,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EL PUENTE(STC),atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
EL PUENTE(TJA),atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,4,2,0,2,1,13,0,1,0,0,0,0,23
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2023-03-01,7,5,5,9,6,5,6,14,5,8,0,0,0,0,70
EL VILLAR,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,1,0,2,1,4,1,1,0,0,0,0,0,0,10
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
FILADELFIA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,2,1,1,1,1,1,0,2,0,0,0,0,0,0,9
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado,2023-03-01,3,2,0,6,1,0,2,2,0,0,0,0,0,0,16
GUTIERREZ,atencion odontologica,trat. odontologico integral terminado,2023-03-01,1,2,1,3,3,7,10,15,0,0,0,0,0,0,42
HUACARETA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,1,1,3,0,0,2,5,0,0,0,0,0,0,12
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
HUACHACALLA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2023-03-01,2,0,4,3,0,2,0,1,0,0,0,0,0,0,12
HUARINA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ICLA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,0,0,2,1,3,0,1,0,0,0,0,7
INCAHUASI,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4
INQUISIVI,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
IRUPANA (VILLA DE LANZA),atencion odontologica,trat. odontologico integral terminado,2023-03-01,1,0,1,7,0,0,2,1,0,0,0,0,0,0,12
IXIAMAS,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4
JESUS DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
LA ASUNTA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,2,0,3,4,1,7,0,0,0,0,0,0,17
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2023-03-01,40,46,110,92,22,18,44,64,20,12,0,0,0,0,468
LAJA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,1,8,2,1,1,1,1,2,0,0,0,0,0,0,17
LAS CARRERAS,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,2,1,1,0,3,1,0,0,0,0,0,0,8
LICOMA PAMPA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,3,4,0,0,0,0,0,0,0,0,0,0,7
LLALLAGUA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,1,1,1,0,0,0,3,4,0,1,0,0,0,0,11
MACHARETI,atencion odontologica,trat. odontologico integral terminado,2023-03-01,1,6,0,3,0,0,0,5,0,0,0,0,0,0,15
MAIRANA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,0,0,1,2,0,1,0,0,0,0,0,0,0,0,4
MALLA,atencion odontologica,trat. odontologico integral terminado,2023-03-01,2,2,2,2,0,0,1,0,0,0,0,0,0,0,9
MAPIRI,atencion odontologica,trat. odontologico integral terminado,2023-03-01,3,1,3,2,0,0,0,0,0,0,0,0,0,0,9
