,group,variable,month,17. RN CON APEGO PRECOZ SERV/DOM,17. RN CON APEGO PRECOZ SERV/DOM,TOTALES,TOTALES,TOTALES
UMALA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,0,3,0,3,3
UNCIA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,12,4,12,4,16
URIONDO (A. CONCEPCION),recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,3,0,3,0,3
URUBICHA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,5,0,5,0,5
UYUNI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,3,1,3,1,4
VACAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,3,0,3,0,3
VALLEGRANDE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,8,0,8,0,8
VIACHA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,35,2,35,2,37
VILA VILA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,2,1,2,1,3
VILLA CHARCAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,3,4,3,4,7
VILLA MONTES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,69,0,69,0,69
VILLA RIVERO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,2,0,2,0,2
VILLA SERRANO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,2,1,2,1,3
VILLA TUNARI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,64,3,64,3,67
VILLA VACA GUZMAN (MUYUPAMPA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,2,1,2,1,3
VILLAZON,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,22,1,22,1,23
VINTO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,55,0,55,0,55
VITICHI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,2,2,2,2,4
WALDO BALLIVIAN,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,1,0,1,0,1
WARNES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,136,0,136,0,136
YACO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,0,2,0,2,2
YACUIBA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,126,1,126,1,127
YAMPARAEZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,2,0,2,0,2
YANACACHI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,1,0,1,0,1
YAPACANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,76,0,76,0,76
YOCALLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,0,2,0,2,2
YOTALA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,2,0,2,0,2
YUNCHARA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,1,2,1,2,3
ZUDAÑEZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-01-01,5,0,5,0,5
ACACIO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,2,1,2,3
ACHACACHI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,36,8,36,8,44
ACHOCALLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,5,1,5,1,6
AIQUILE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,15,1,15,1,16
ALALAY,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,0,2,0,2,2
ALTO BENI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,6,0,6,0,6
ANCORAIMES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,0,4,0,4,4
ANDAMARCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
ANTEQUERA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,0,1,0,1,1
ANZALDO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
APOLO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,18,7,18,7,25
ARAMPAMPA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,3,2,3,2,5
ARBIETO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,7,0,7,0,7
ARQUE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,2,13,2,13,15
ATOCHA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,11,0,11,0,11
AUCAPATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,5,1,5,6
AYATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,5,3,5,3,8
AYO AYO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,5,1,5,6
AYOPAYA (V. DE INDEPENDENCIA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,14,6,14,6,20
AZURDUY,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,5,3,5,3,8
BATALLAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,3,2,3,2,5
BERMEJO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,21,0,21,0,21
BETANZOS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,18,4,18,4,22
BOLIVAR,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,2,0,2,0,2
BOYUIBE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,4,0,4,0,4
BUENA VISTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,5,0,5,0,5
CABEZAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,8,1,8,1,9
CAIROMA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,3,1,3,1,4
"CAIZA ""D""",recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,9,0,9,0,9
CAJUATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,10,2,10,2,12
CALACOTO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,0,1,0,1,1
CALAMARCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,2,3,2,3,5
CAMARGO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,14,0,14,0,14
CAMATAQUI (C. VILLA ABECIA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,0,1,0,1,1
CAMIRI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,33,0,33,0,33
CAPINOTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,14,1,14,1,15
CAQUIAVIRI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,4,1,4,5
CARACOLLO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,9,1,9,1,10
CARANAVI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,70,2,70,2,72
CARAPARI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,15,0,15,0,15
CARIPUYO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,3,6,3,6,9
CARMEN RIVERO TORREZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,8,0,8,0,8
CHACARILLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,0,1,0,1,1
CHALLAPATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,39,3,39,3,42
CHAQUI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,3,1,3,1,4
CHARAGUA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,33,5,33,5,38
CHAYANTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,12,3,12,3,15
CHIMORE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,21,0,21,0,21
CHOQUE COTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,0,2,0,2,2
CHUA COCANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
CHUMA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,5,4,5,4,9
CHUQUIHUTA AYLLU JUCUMANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,5,3,5,3,8
CKOCHAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,5,9,5,9,14
CLIZA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,27,0,27,0,27
COBIJA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,14,0,14,0,14
COCAPATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,4,8,4,8,12
COCHABAMBA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,847,0,847,0,847
COLCAPIRHUA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,35,0,35,0,35
"COLCHA ""K""",recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,4,4,4,4,8
COLLANA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
COLOMI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,11,1,11,1,12
COLPA BELGICA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,3,0,3,0,3
COLQUECHACA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,13,9,13,9,22
COLQUENCHA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,6,2,6,2,8
COLQUIRI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,5,9,5,9,14
COMANCHE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,0,1,0,1,1
COMARAPA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,13,0,13,0,13
CONCEPCION,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,17,1,17,1,18
CORIPATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,2,0,2,0,2
CORO CORO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,3,3,3,3,6
COROICO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,10,3,10,3,13
CORQUE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,4,1,4,5
COTAGAITA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,7,3,7,3,10
COTOCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,74,3,74,3,77
CUATRO CAÑADAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,19,0,19,0,19
CUCHUMUELA (V. G. VILLARROEL),recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
CUEVO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,1,1,1,2
CULPINA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,12,7,12,7,19
CURAHUARA DE CARANGAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,0,1,0,1,1
CURVA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
DESAGUADERO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,4,0,4,0,4
EL ALTO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,557,14,557,14,571
EL CHORO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
EL PUENTE(STC),recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,4,0,4,0,4
EL PUENTE(TJA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,4,0,4,0,4
EL TORNO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,50,1,50,1,51
EL VILLAR,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,2,0,2,0,2
ENTRE RIOS TRJ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,8,1,8,1,9
ENTRE RIOS CBBA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,26,1,26,1,27
ESCOMA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,2,0,2,0,2
EUCALIPTUS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,2,0,2,0,2
EUREKA (SANTOS MERCADO),recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
FERNANDEZ ALONSO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,6,0,6,0,6
FILADELFIA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
GAIOC JATUN AYLLU YURA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,3,1,3,1,4
GENERAL SAAVEDRA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,7,0,7,0,7
GRAL. J.J. PEREZ (CHARAZANI),recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,2,8,2,8,10
GUANAY,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,6,1,6,1,7
GUAQUI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,2,2,2,2,4
GUAYARAMERIN,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,56,0,56,0,56
GUTIERREZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,11,1,11,1,12
HUACARAJE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
HUACARETA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,3,0,3,0,3
HUACAYA (VILLA DE HUACAYA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,1,1,1,2
HUANUNI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,13,0,13,0,13
HUARINA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,3,1,3,1,4
HUAYLLAMARCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,1,1,1,2
HUMANATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,0,2,0,2,2
ICHOCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,0,4,0,4,4
ICLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,3,0,3,0,3
INCAHUASI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,8,9,8,9,17
INQUISIVI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,5,5,5,5,10
IRUPANA (VILLA DE LANZA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,4,2,4,2,6
IXIAMAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,8,1,8,1,9
JESUS DE MACHACA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,7,7,7,7,14
LA ASUNTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,43,2,43,2,45
LA GUARDIA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,101,1,101,1,102
LA PAZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,809,1,809,1,810
LA RIVERA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
LAGUNILLAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,4,0,4,0,4
LAJA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,7,3,7,3,10
LAS CARRERAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
LICOMA PAMPA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
LLALLAGUA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,52,4,52,4,56
LLICA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
LORETO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,2,1,2,3
LURIBAY,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,1,1,1,2
MACHACAMARCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
MACHARETI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
MAGDALENA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,6,1,6,1,7
MAIRANA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,10,0,10,0,10
MALLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,0,2,0,2,2
MAPIRI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,17,1,17,1,18
MINEROS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,9,0,9,0,9
MIZQUE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,17,0,17,0,17
MOCOMOCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,3,5,3,5,8
MOJOCOYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,4,1,4,1,5
MONTEAGUDO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,12,0,12,0,12
MONTERO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,10,0,10,0,10
MORO MORO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
MOROCHATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,4,1,4,5
NACEBE (SANTA ROSA DEL ABUNA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,2,0,2,0,2
NAZACARA DE PACAJES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,0,1,0,1,1
OCURI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,9,4,9,4,13
OKINAWA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,5,0,5,0,5
OMEREQUE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,5,0,5,0,5
ORURO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,391,8,391,8,399
PADCAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,4,2,4,2,6
PADILLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,3,0,3,0,3
PAILON,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,26,6,26,6,32
PALCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,3,6,3,6,9
PALOS BLANCOS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,14,7,14,7,21
PAMPA AULLAGAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,2,1,2,3
PAMPA GRANDE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
PAPEL PAMPA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,0,2,0,2,2
PASORAPA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,0,1,0,1,1
PATACAMAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,23,1,23,1,24
PAZÑA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,4,0,4,0,4
PELECHUCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,2,3,2,3,5
POCOATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,10,11,10,11,21
POCONA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,6,0,6,0,6
POJO (CBBA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,9,0,9,0,9
PORCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,14,0,14,0,14
POROMA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,6,6,6,6,12
PORONGO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,2,0,2,0,2
PORTACHUELO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,13,0,13,0,13
PORVENIR,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,2,0,2,0,2
POSTRER VALLE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
POTOSI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,230,0,230,0,230
PRESTO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,2,1,2,3
PUCARANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,12,14,12,14,26
PUERTO ACOSTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,3,2,3,2,5
PUERTO CARABUCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,2,7,2,7,9
PUERTO GONZALO MORENO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,2,0,2,0,2
PUERTO PEREZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,3,1,3,4
PUERTO QUIJARRO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,16,0,16,0,16
PUERTO RICO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,4,0,4,0,4
PUERTO SILES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
PUERTO SUAREZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,27,0,27,0,27
PUERTO VILLARROEL,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,128,0,128,0,128
PUNA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,5,1,5,1,6
PUNATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,34,1,34,1,35
QUIABAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,1,0,1,0,1
QUILLACOLLO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,175,4,175,4,179
QUIME,recien nacidos en servicio y domicilio,rn con apego precoz,2024-02-01,7,2,7,2,9
