,group,variable,month,CARDIOVASCULARES CANTIDAD,CARDIOVASCULARES CANTIDAD,TOTALES
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,1,2
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,3,0,3
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,5,2,7
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,2,3
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,61,4,65
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,2,3
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,3,2,5
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,2,1,3
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,2,4,6
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,338,460,798
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,0,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,1,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,2,2,4
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,2,2
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,498,543,1041
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,89,126,215
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,58,72,130
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,4,4,8
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,1,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,5,2,7
TOLATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,1,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,7,2,9
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,0,1
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,2,2,4
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,18,15,33
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,77,114,191
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,2,2
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,3,1,4
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,10,8,18
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,22,26,48
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,11,5,16
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,1,1
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,1,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,8,12,20
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,4,2,6
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,2,10,12
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,4,4,8
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,10,9,19
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,5,0,5
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,17,10,27
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,32,16,48
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,3,5,8
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,0,1
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,3,3
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,15,13,28
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,0,3,3
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,5,5,10
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,8,3,11
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,0,1,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,5,3,8
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,0,2,2
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,8,12,20
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,7,7,14
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,11,20,31
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,2,2,4
CALACOTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,0,1,1
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,19,51,70
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,3,2,5
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,5,3,8
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,0,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,0,1,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,0,1,1
CHIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,2,2,4
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,1,2
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,7,8
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,3,4,7
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,184,201,385
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,6,7,13
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,2,0,2
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,8,7,15
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,3,6,9
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,20,5,25
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,1,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,122,169,291
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,4,2,6
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,7,6,13
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,0,2,2
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,8,2,10
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,0,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,18,20,38
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,6,7
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,3,1,4
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,3,0,3
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,6,3,9
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,3,4
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,505,685,1190
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,0,1
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,0,1,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,2,0,2
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,3,4
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,0,1,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,5,6
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,16,32,48
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,75,104,179
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,2,3
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,2,0,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,71,68,139
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,11,5,16
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,0,2,2
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,7,8,15
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,15,10,25
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,4,5
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,36,41,77
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,2,0,2
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,0,1
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,9,9,18
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,1,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,2,0,2
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,0,2,2
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,2,6,8
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,4,2,6
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,4,5
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,4,3,7
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,2,4,6
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,2,0,2
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,2,1,3
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,7,8,15
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,3,0,3
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,2,1,3
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,11,4,15
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,2,4,6
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,4,2,6
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,26,10,36
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,0,2,2
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,4,5
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,3,0,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,6,4,10
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,9,9,18
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,305,417,722
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,2,3
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,2,1,3
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,544,704,1248
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,0,1
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,50,53,103
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,4,8,12
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,0,1,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,2,8,10
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,3,1,4
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,2,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,20,18,38
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,37,40,77
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,2,5,7
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,1,2
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,8,8,16
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,23,28,51
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,0,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,8,3,11
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,0,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,11,15,26
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,3,4
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,7,8
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,10,16,26
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,6,0,6
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,0,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,13,6,19
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,25,18,43
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,8,2,10
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,1,0,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,6,9,15
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-10-01,17,10,27
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,2,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,3,8,11
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,4,9,13
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,2,0,2
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,3,5,8
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,0,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,3,4
BELEN DE ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,23,20,43
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,10,15,25
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,0,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,2,1,3
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,16,57,73
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,2,3,5
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,5,1,6
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,2,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,3,2,5
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,1,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,1,2
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,44,71,115
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,4,7,11
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,0,1
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,2,3,5
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,6,3,9
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,1,2
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,1,2
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,3,2,5
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,12,7,19
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,16,8,24
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,4,1,5
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,108,149,257
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,3,2,5
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,4,3,7
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,7,7
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,0,1
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,0,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,9,21,30
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,9,1,10
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,3,4
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,518,638,1156
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,1,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,0,1
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,2,3
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,2,2,4
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,28,21,49
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,45,73,118
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,5,2,7
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,72,73,145
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,16,18,34
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,5,5
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,1,1
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,3,1,4
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,2,2
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,5,7,12
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,21,15,36
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,3,3,6
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,21,37,58
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,2,1,3
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,1,2
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,10,7,17
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,2,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,2,4,6
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,5,3,8
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,3,14,17
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,5,2,7
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,1,1
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,8,7,15
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,3,3
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,2,2,4
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,4,7,11
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,2,1,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,10,29,39
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,0,1
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,3,4
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,4,3,7
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,3,16,19
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,2,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,2,0,2
