,group,variable,month,SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,TOTALES
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,3,4
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,7,40,47
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,2,2
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,4,4
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,22,74,96
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,2,1,3
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,2,2
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,3,29,32
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,9,11,20
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,1,2
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,3,9,12
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,2,3,5
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,1,1
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,1,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,3,1,4
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,0,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,1,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,2,19,21
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,2,5,7
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,7,50,57
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,0,1
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,1,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,3,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,1,1
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,1,2
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,6,3,9
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,3,4
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,118,357,475
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,6,9,15
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,1,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,3,150,153
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,2,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,6,95,101
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,1,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,21,75,96
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,1,1
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,5,13,18
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,2,14,16
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,54,55
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,40,86,126
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,2,2,4
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,2,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,30,41,71
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,0,1
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,1,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,1,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,4,2,6
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,3,4,7
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,0,1
