,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,0,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,14,20,34
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,7,8
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,2,5,7
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,1,2
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,2,0,2
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,4,0,4
MOCOMOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,1,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,14,0,14
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,13,27,40
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,1,1
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,1,2
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,9,10
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,125,221,346
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,1,1
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,12,15,27
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,17,20,37
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,2,1,3
PAMPA AULLAGAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,2,2
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,5,13,18
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,4,2,6
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,1,1
PELECHUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,2,3
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,8,9,17
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,24,25,49
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,8,9,17
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,2,1,3
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,2,2
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,29,20,49
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,6,10,16
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,7,10,17
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,5,7,12
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,2,6,8
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,2,2,4
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,3,3
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,2,0,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,5,11,16
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,2,3
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,23,30,53
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,63,49,112
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,51,45,96
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,5,6
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,9,16,25
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,4,15,19
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,80,62,142
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,3,3,6
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,28,39,67
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,2,13,15
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,3,3
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,2,2
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,3,0,3
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,3,4
SAN ANTONIO DE LOMERIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,4,4,8
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,59,55,114
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,13,26,39
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,9,14,23
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,28,45,73
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,1,1
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,3,3
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,1,1
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,20,30,50
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,2,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,25,65,90
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,3,7,10
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,4,0,4
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,7,8
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,4,1,5
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,8,9
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,0,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,2,2,4
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,120,272,392
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,2,1,3
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,12,16,28
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,2,3
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,1,1
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,3,3
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,5,4,9
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,119,224,343
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,4,4
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,2,5,7
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,17,45,62
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,2,4,6
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,30,51,81
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,15,14,29
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,2,2,4
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,0,1
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,4,1,5
TOLATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,3,2,5
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,1,1
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,1,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,2,2,4
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,2,1,3
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,5,7,12
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,3,2,5
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,60,116,176
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,16,21,37
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,4,5
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,11,15,26
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,6,7
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,5,10,15
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,9,19,28
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,4,9,13
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,2,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,23,22,45
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,0,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,6,6
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,2,1,3
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,3,4
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,18,38,56
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,1,4,5
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,8,17,25
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,9,40,49
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,6,14,20
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,57,75,132
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,0,3,3
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,5,12,17
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,5,3,8
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-02-01,4,11,15
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,14,33,47
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,33,64,97
ALALAY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,0,1,1
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,14,24,38
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,7,8
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,18,14,32
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,2,0,2
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,0,5,5
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,2,2,4
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,10,13,23
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,42,64,106
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,20,38,58
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,1,2
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,2,2,4
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,2,1,3
CAIROMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,3,2,5
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,4,11,15
CALACOTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,10,19,29
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,5,14,19
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,29,58,87
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,28,41,69
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,5,3,8
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,5,6
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,3,4
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,4,9,13
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,4,5
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,5,5,10
CHAYANTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,1,2
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,4,5
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,4,8,12
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,9,32,41
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,4,8,12
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,17,20,37
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,203,396,599
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,0,4,4
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,2,3,5
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,0,1
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,9,10
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,0,5,5
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,7,8
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,10,26,36
COMBAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,5,2,7
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,11,29,40
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,8,6,14
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,3,9,12
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,3,4,7
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,12,7,19
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,3,3,6
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,10,8,18
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,0,1,1
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,9,10
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,164,419,583
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,0,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,6,14,20
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,6,9,15
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,4,5,9
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,2,6,8
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,5,13,18
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,2,5,7
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,9,9,18
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,6,10,16
